worker	time_perspective_survey_2	time_perspective_survey_3	time_perspective_survey_4	time_perspective_survey_5	time_perspective_survey_6	time_perspective_survey_7	time_perspective_survey_8	time_perspective_survey_9	time_perspective_survey_10	time_perspective_survey_11	time_perspective_survey_12	time_perspective_survey_13	time_perspective_survey_14	time_perspective_survey_15	time_perspective_survey_16	time_perspective_survey_17	time_perspective_survey_18	time_perspective_survey_19	time_perspective_survey_20	time_perspective_survey_21	time_perspective_survey_22	time_perspective_survey_23	time_perspective_survey_24	time_perspective_survey_25	time_perspective_survey_26	time_perspective_survey_27	time_perspective_survey_28	time_perspective_survey_29	time_perspective_survey_30	time_perspective_survey_31	time_perspective_survey_32	time_perspective_survey_33	time_perspective_survey_34	time_perspective_survey_35	time_perspective_survey_36	time_perspective_survey_37	time_perspective_survey_38	time_perspective_survey_39	time_perspective_survey_40	time_perspective_survey_41	time_perspective_survey_42	time_perspective_survey_43	time_perspective_survey_44	time_perspective_survey_45	time_perspective_survey_46	time_perspective_survey_47	time_perspective_survey_48	time_perspective_survey_49	time_perspective_survey_50	time_perspective_survey_51	time_perspective_survey_52	time_perspective_survey_53	time_perspective_survey_54	time_perspective_survey_55	time_perspective_survey_56	time_perspective_survey_57
s002	4.0	5.0	2.0	4.0	1.0	1.0	4.0	4.0	2.0	5.0	4.0	5.0	3.0	2.0	4.0	1.0	4.0	2.0	5.0	5.0	4.0	4.0	3.0	1.0	5.0	4.0	4.0	5.0	4.0	4.0	4.0	4.0	1.0	4.0	2.0	3.0	4.0	4.0	2.0	4.0	5.0	4.0	4.0	3.0	1.0	4.0	5.0	4.0	5.0	2.0	4.0	2.0	4.0	4.0	5.0	2.0
s005	4.0	3.0	4.0	4.0	2.0	3.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	1.0	4.0	3.0	4.0	5.0	4.0	3.0	4.0	4.0	4.0	2.0	3.0	4.0	5.0	2.0	3.0	4.0	4.0	3.0	3.0	4.0	2.0	1.0	2.0	3.0	1.0	4.0	4.0	4.0	4.0	2.0	4.0	1.0	2.0	3.0	3.0	3.0	4.0	2.0	3.0	2.0	3.0	4.0
s006	5.0	5.0	5.0	5.0	5.0	5.0	5.0	5.0	4.0	5.0	3.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	5.0	5.0	5.0	5.0	3.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	2.0	3.0	4.0	4.0	5.0	3.0	5.0	3.0	3.0	1.0	4.0	4.0	5.0	4.0	4.0	4.0	3.0	4.0	2.0
s007	3.0	4.0	4.0	4.0	2.0	4.0	2.0	3.0	4.0	4.0	4.0	3.0	2.0	3.0	4.0	5.0	3.0	4.0	2.0	4.0	4.0	5.0	3.0	4.0	1.0	3.0	5.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0	5.0	4.0	3.0	3.0	4.0	4.0	5.0	3.0	4.0	3.0	3.0	5.0	4.0
s009	5.0	5.0	1.0	2.0	4.0	3.0	3.0	4.0	4.0	4.0	4.0	2.0	4.0	2.0	4.0	2.0	3.0	5.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	4.0	4.0	3.0	4.0	3.0	2.0	3.0	4.0	4.0	2.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	3.0	2.0	4.0	4.0	2.0	3.0	2.0
s011	4.0	4.0	1.0	2.0	2.0	4.0	1.0	1.0	3.0	4.0	1.0	5.0	5.0	1.0	1.0	2.0	4.0	5.0	2.0	4.0	5.0	4.0	1.0	4.0	1.0	4.0	2.0	2.0	3.0	4.0	3.0	4.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	5.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	1.0	5.0	2.0	1.0	1.0	5.0	3.0
s012	2.0	3.0	2.0	3.0	2.0	5.0	2.0	2.0	5.0	4.0	2.0	2.0	5.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	1.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	4.0	2.0	2.0	5.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	5.0	1.0	1.0	4.0	3.0	5.0
s017	5.0	5.0	2.0	5.0	3.0	4.0	4.0	1.0	5.0	4.0	4.0	1.0	5.0	1.0	5.0	4.0	4.0	5.0	3.0	4.0	5.0	4.0	1.0	4.0	4.0	4.0	5.0	2.0	4.0	5.0	2.0	1.0	3.0	2.0	4.0	1.0	3.0	1.0	1.0	4.0	4.0	1.0	5.0	1.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	1.0	4.0	4.0	5.0	4.0
s020	4.0	4.0	2.0	2.0	2.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	2.0	4.0	3.0	2.0	4.0	2.0	5.0	4.0	4.0	2.0	2.0	2.0	4.0	4.0	2.0	4.0	5.0	5.0	4.0	4.0	2.0	2.0	3.0	4.0	2.0	4.0	1.0	3.0	4.0	3.0	1.0	4.0	2.0	2.0	3.0	2.0	2.0	1.0	5.0	3.0	3.0	4.0	4.0	2.0
s026	4.0	4.0	1.0	2.0	2.0	3.0	4.0	2.0	4.0	4.0	4.0	2.0	4.0	1.0	3.0	1.0	3.0	5.0	3.0	4.0	5.0	2.0	2.0	3.0	5.0	3.0	3.0	1.0	4.0	4.0	3.0	4.0	2.0	1.0	3.0	4.0	2.0	1.0	1.0	4.0	4.0	2.0	2.0	2.0	4.0	2.0	4.0	3.0	3.0	2.0	4.0	1.0	2.0	2.0	3.0	4.0
s027	3.0	1.0	1.0	4.0	3.0	2.0	1.0	3.0	4.0	4.0	1.0	4.0	4.0	2.0	3.0	5.0	3.0	4.0	3.0	1.0	4.0	5.0	3.0	3.0	1.0	3.0	5.0	2.0	1.0	4.0	3.0	4.0	4.0	5.0	3.0	3.0	3.0	2.0	2.0	4.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0	4.0	2.0	4.0	4.0	2.0	3.0	4.0	3.0	2.0
s028	2.0	4.0	2.0	5.0	3.0	4.0	3.0	2.0	5.0	4.0	2.0	4.0	4.0	2.0	5.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	2.0	3.0	3.0	3.0	5.0	2.0	3.0	4.0	2.0	3.0	4.0	4.0	3.0	4.0	2.0	3.0	3.0	3.0	4.0	2.0	5.0	3.0	3.0	4.0	4.0	2.0	3.0	5.0	3.0	2.0	3.0	5.0	4.0	4.0
s029	2.0	4.0	3.0	4.0	3.0	2.0	1.0	4.0	4.0	2.0	2.0	1.0	4.0	2.0	4.0	5.0	3.0	4.0	2.0	2.0	2.0	4.0	4.0	1.0	3.0	4.0	5.0	3.0	4.0	4.0	4.0	2.0	4.0	5.0	4.0	5.0	5.0	4.0	3.0	4.0	3.0	4.0	1.0	3.0	2.0	4.0	3.0	4.0	2.0	5.0	4.0	2.0	2.0	4.0	3.0	5.0
s032	3.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	2.0	5.0	1.0	4.0	3.0	3.0	4.0	2.0	3.0	5.0	4.0	2.0	4.0	4.0	3.0	4.0	2.0	4.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	4.0	4.0	2.0	4.0	2.0	4.0	2.0	3.0	2.0	4.0	2.0	4.0	2.0	1.0	3.0	2.0	4.0
s034	4.0	2.0	1.0	2.0	1.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	4.0	1.0	1.0	1.0	4.0	5.0	3.0	3.0	4.0	4.0	4.0	3.0	5.0	4.0	5.0	2.0	3.0	4.0	4.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	2.0	1.0	3.0	3.0	1.0	4.0	2.0	1.0	1.0	4.0	4.0
s042	3.0	5.0	2.0	5.0	3.0	3.0	4.0	1.0	5.0	4.0	4.0	2.0	3.0	3.0	3.0	2.0	2.0	5.0	1.0	4.0	4.0	3.0	1.0	3.0	4.0	4.0	5.0	2.0	5.0	4.0	3.0	4.0	2.0	2.0	3.0	4.0	3.0	2.0	2.0	4.0	4.0	2.0	1.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	4.0	3.0	4.0
s047	4.0	4.0	2.0	4.0	2.0	3.0	3.0	1.0	2.0	4.0	4.0	1.0	4.0	4.0	2.0	2.0	4.0	4.0	3.0	5.0	5.0	1.0	1.0	2.0	4.0	5.0	4.0	5.0	5.0	5.0	4.0	4.0	2.0	1.0	2.0	4.0	2.0	1.0	3.0	5.0	2.0	4.0	5.0	1.0	5.0	3.0	1.0	4.0	4.0	1.0	2.0	3.0	1.0	3.0	5.0	2.0
s049	3.0	4.0	3.0	4.0	4.0	3.0	4.0	2.0	2.0	4.0	5.0	2.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	3.0	4.0	2.0	3.0	4.0	4.0	4.0	4.0	2.0	3.0	4.0	3.0	4.0	2.0	1.0	3.0	2.0	3.0	2.0	3.0	4.0	4.0	2.0	4.0	2.0	4.0	3.0	3.0	2.0	2.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0
s056	4.0	5.0	2.0	5.0	2.0	5.0	3.0	1.0	5.0	5.0	5.0	5.0	5.0	1.0	4.0	5.0	1.0	5.0	1.0	3.0	5.0	5.0	1.0	5.0	1.0	2.0	5.0	1.0	4.0	5.0	1.0	2.0	4.0	5.0	2.0	5.0	3.0	2.0	1.0	5.0	4.0	1.0	4.0	3.0	5.0	2.0	4.0	2.0	4.0	5.0	5.0	1.0	1.0	5.0	3.0	5.0
s060	1.0	4.0	3.0	4.0	2.0	4.0	4.0	1.0	4.0	4.0	4.0	3.0	4.0	1.0	4.0	2.0	3.0	5.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0	1.0	3.0	5.0	1.0	4.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	4.0	5.0	1.0	5.0	3.0	4.0	2.0	3.0	1.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0
s062	2.0	5.0	5.0	5.0	3.0	4.0	5.0	1.0	5.0	5.0	3.0	3.0	5.0	3.0	5.0	5.0	3.0	5.0	3.0	3.0	3.0	5.0	1.0	4.0	2.0	2.0	4.0	3.0	5.0	5.0	1.0	1.0	5.0	4.0	2.0	4.0	3.0	5.0	2.0	3.0	5.0	1.0	4.0	3.0	5.0	2.0	4.0	1.0	3.0	5.0	5.0	2.0	5.0	5.0	3.0	4.0
s063	2.0	3.0	4.0	2.0	2.0	1.0	3.0	4.0	4.0	4.0	2.0	4.0	2.0	3.0	4.0	2.0	4.0	5.0	4.0	3.0	2.0	4.0	4.0	2.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	2.0	3.0	4.0	2.0	4.0	2.0	4.0	3.0	4.0	4.0	2.0	4.0	2.0	4.0	4.0	3.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	2.0
s065	3.0	4.0	2.0	4.0	3.0	4.0	2.0	4.0	5.0	4.0	3.0	1.0	4.0	2.0	2.0	4.0	4.0	5.0	2.0	4.0	3.0	4.0	4.0	4.0	2.0	3.0	4.0	2.0	5.0	2.0	2.0	4.0	5.0	4.0	2.0	4.0	4.0	2.0	2.0	3.0	4.0	2.0	4.0	3.0	1.0	4.0	4.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0
s066	4.0	5.0	3.0	4.0	2.0	4.0	3.0	1.0	5.0	5.0	4.0	5.0	5.0	1.0	5.0	2.0	4.0	5.0	3.0	1.0	5.0	2.0	1.0	5.0	4.0	5.0	2.0	1.0	1.0	5.0	2.0	3.0	1.0	1.0	2.0	4.0	1.0	3.0	1.0	5.0	5.0	2.0	4.0	1.0	4.0	4.0	4.0	1.0	5.0	1.0	4.0	1.0	1.0	3.0	5.0	3.0
s071	2.0	4.0	2.0	2.0	2.0	4.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	2.0	4.0	2.0	4.0	5.0	3.0	5.0	5.0	4.0	2.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	5.0	4.0	3.0	3.0	2.0	4.0	2.0	3.0	2.0	4.0	2.0	4.0	3.0	2.0	2.0	3.0	4.0
s077	3.0	3.0	1.0	3.0	2.0	3.0	4.0	3.0	3.0	4.0	4.0	4.0	3.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	4.0	2.0	2.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	2.0	2.0	1.0	4.0	2.0	2.0	3.0	3.0	2.0	4.0	2.0	1.0	3.0	3.0	3.0
s081	4.0	5.0	3.0	5.0	2.0	4.0	4.0	1.0	5.0	2.0	5.0	4.0	5.0	1.0	4.0	3.0	2.0	5.0	2.0	5.0	4.0	4.0	1.0	5.0	5.0	4.0	4.0	1.0	5.0	5.0	1.0	4.0	2.0	2.0	1.0	4.0	1.0	3.0	1.0	4.0	3.0	1.0	5.0	1.0	4.0	4.0	4.0	3.0	1.0	4.0	4.0	2.0	3.0	5.0	4.0	3.0
s082	2.0	3.0	1.0	4.0	4.0	1.0	2.0	1.0	3.0	4.0	2.0	3.0	2.0	3.0	1.0	1.0	1.0	4.0	2.0	2.0	4.0	2.0	1.0	2.0	2.0	2.0	4.0	4.0	3.0	4.0	2.0	3.0	2.0	4.0	3.0	2.0	2.0	2.0	3.0	4.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	2.0	1.0	3.0	4.0	2.0	2.0	4.0	3.0	2.0
s083	1.0	4.0	2.0	4.0	4.0	5.0	1.0	2.0	4.0	5.0	2.0	4.0	4.0	1.0	5.0	5.0	4.0	5.0	4.0	2.0	5.0	5.0	1.0	4.0	2.0	2.0	5.0	1.0	1.0	5.0	1.0	2.0	2.0	5.0	1.0	4.0	1.0	4.0	1.0	5.0	5.0	2.0	5.0	2.0	4.0	2.0	1.0	1.0	1.0	5.0	5.0	2.0	1.0	5.0	4.0	5.0
s084	5.0	5.0	3.0	4.0	3.0	4.0	4.0	3.0	5.0	4.0	5.0	4.0	3.0	2.0	4.0	3.0	5.0	5.0	3.0	4.0	5.0	2.0	2.0	5.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	4.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	5.0	5.0	3.0	5.0	3.0	4.0	4.0	3.0	2.0	5.0	3.0	5.0	3.0	2.0	4.0	5.0	3.0
s085	1.0	3.0	3.0	4.0	3.0	3.0	3.0	2.0	5.0	4.0	1.0	5.0	4.0	3.0	3.0	3.0	4.0	5.0	3.0	4.0	4.0	5.0	2.0	3.0	2.0	5.0	3.0	2.0	1.0	4.0	4.0	3.0	3.0	3.0	2.0	3.0	3.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	4.0	4.0	4.0
s086	4.0	3.0	2.0	4.0	2.0	3.0	3.0	2.0	3.0	4.0	4.0	2.0	4.0	3.0	3.0	1.0	4.0	4.0	3.0	4.0	4.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	5.0	3.0	4.0	3.0	2.0	2.0	2.0	4.0	3.0	3.0	4.0	4.0	3.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	2.0	5.0	3.0	2.0	3.0	4.0	4.0
s089	2.0	2.0	4.0	5.0	4.0	5.0	5.0	2.0	5.0	5.0	5.0	5.0	2.0	1.0	5.0	1.0	5.0	5.0	5.0	5.0	5.0	5.0	1.0	4.0	5.0	4.0	5.0	1.0	3.0	5.0	3.0	4.0	4.0	2.0	2.0	4.0	4.0	4.0	2.0	4.0	5.0	2.0	5.0	2.0	2.0	2.0	5.0	1.0	5.0	4.0	4.0	3.0	2.0	2.0	4.0	2.0
s091	3.0	3.0	3.0	4.0	4.0	3.0	3.0	2.0	4.0	3.0	4.0	4.0	4.0	2.0	3.0	3.0	3.0	4.0	3.0	3.0	4.0	3.0	2.0	3.0	3.0	2.0	4.0	2.0	3.0	4.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	3.0	4.0	1.0	5.0	3.0	4.0	3.0	4.0	2.0	3.0	4.0	3.0	2.0	3.0	4.0	3.0	4.0
s092	1.0	4.0	2.0	4.0	4.0	3.0	4.0	1.0	4.0	4.0	4.0	2.0	4.0	1.0	4.0	2.0	3.0	4.0	3.0	4.0	4.0	2.0	2.0	4.0	4.0	3.0	4.0	2.0	5.0	4.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	4.0	4.0	1.0	5.0	3.0	4.0	2.0	4.0	2.0	5.0	2.0	4.0	1.0	2.0	2.0	3.0	4.0
s093	3.0	3.0	4.0	5.0	4.0	3.0	2.0	1.0	4.0	4.0	2.0	4.0	4.0	2.0	3.0	4.0	3.0	4.0	2.0	2.0	4.0	5.0	2.0	4.0	2.0	4.0	5.0	2.0	3.0	5.0	3.0	3.0	5.0	4.0	4.0	4.0	5.0	5.0	3.0	4.0	4.0	2.0	5.0	3.0	3.0	3.0	4.0	3.0	3.0	5.0	5.0	2.0	5.0	5.0	5.0	4.0
s094	4.0	5.0	1.0	4.0	3.0	4.0	4.0	1.0	4.0	5.0	5.0	5.0	5.0	1.0	4.0	2.0	4.0	5.0	5.0	5.0	5.0	4.0	1.0	4.0	5.0	4.0	4.0	2.0	4.0	5.0	2.0	3.0	4.0	2.0	2.0	2.0	2.0	1.0	1.0	4.0	4.0	2.0	4.0	1.0	4.0	2.0	3.0	4.0	4.0	2.0	4.0	2.0	2.0	2.0	4.0	4.0
s096	2.0	4.0	2.0	2.0	2.0	3.0	4.0	2.0	3.0	4.0	4.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	3.0	4.0	3.0	2.0	2.0	4.0	4.0	4.0	3.0	3.0	4.0	4.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	2.0	3.0	2.0	3.0	4.0	2.0	3.0	4.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0
s097	5.0	5.0	3.0	5.0	4.0	2.0	2.0	1.0	2.0	4.0	4.0	4.0	4.0	1.0	5.0	4.0	5.0	4.0	4.0	4.0	4.0	4.0	1.0	2.0	2.0	5.0	4.0	2.0	5.0	4.0	2.0	4.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	4.0	5.0	3.0	2.0	2.0	4.0	3.0	4.0	3.0	4.0	4.0	4.0	4.0	2.0	4.0	5.0	4.0
s098	3.0	2.0	1.0	2.0	4.0	1.0	3.0	2.0	2.0	4.0	1.0	4.0	3.0	3.0	1.0	2.0	5.0	3.0	5.0	4.0	4.0	5.0	3.0	1.0	3.0	3.0	2.0	4.0	1.0	5.0	4.0	4.0	3.0	3.0	4.0	2.0	3.0	1.0	5.0	5.0	4.0	3.0	4.0	3.0	5.0	2.0	1.0	3.0	4.0	3.0	4.0	3.0	1.0	1.0	3.0	1.0
s099	2.0	5.0	2.0	2.0	2.0	5.0	4.0	2.0	5.0	5.0	5.0	4.0	4.0	2.0	4.0	1.0	5.0	5.0	3.0	5.0	5.0	1.0	2.0	4.0	5.0	4.0	2.0	2.0	5.0	5.0	2.0	2.0	2.0	1.0	2.0	4.0	2.0	2.0	2.0	5.0	5.0	1.0	5.0	2.0	4.0	2.0	4.0	2.0	3.0	1.0	4.0	2.0	2.0	1.0	4.0	4.0
s102	4.0	5.0	2.0	4.0	2.0	3.0	4.0	2.0	3.0	4.0	4.0	5.0	4.0	2.0	3.0	4.0	3.0	5.0	3.0	5.0	4.0	3.0	2.0	3.0	3.0	4.0	5.0	2.0	5.0	4.0	2.0	3.0	3.0	4.0	4.0	3.0	2.0	2.0	1.0	4.0	2.0	2.0	5.0	4.0	4.0	2.0	1.0	3.0	4.0	4.0	4.0	1.0	3.0	3.0	5.0	4.0
s103	2.0	2.0	4.0	5.0	4.0	2.0	3.0	5.0	4.0	2.0	4.0	5.0	4.0	2.0	4.0	4.0	4.0	5.0	5.0	4.0	4.0	5.0	4.0	1.0	2.0	4.0	5.0	2.0	2.0	2.0	4.0	4.0	4.0	4.0	4.0	2.0	4.0	4.0	2.0	2.0	4.0	4.0	1.0	5.0	2.0	4.0	4.0	5.0	2.0	4.0	2.0	2.0	4.0	4.0	5.0	2.0
s105	4.0	5.0	4.0	4.0	4.0	5.0	5.0	2.0	2.0	4.0	2.0	5.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	5.0	5.0	5.0	2.0	2.0	5.0	5.0	2.0	4.0	5.0	5.0	2.0	5.0	4.0	2.0	5.0	4.0	2.0	2.0	2.0	5.0	4.0	2.0	4.0	4.0	5.0	4.0	5.0	2.0	5.0	1.0	2.0	4.0	4.0	5.0	5.0	2.0
s106	3.0	5.0	4.0	2.0	2.0	5.0	5.0	1.0	5.0	5.0	5.0	1.0	5.0	1.0	4.0	4.0	5.0	5.0	3.0	5.0	5.0	5.0	1.0	4.0	4.0	2.0	3.0	1.0	4.0	5.0	1.0	3.0	2.0	4.0	1.0	4.0	2.0	2.0	1.0	5.0	5.0	1.0	5.0	2.0	5.0	2.0	2.0	1.0	5.0	4.0	5.0	1.0	3.0	2.0	5.0	5.0
s107	4.0	4.0	3.0	4.0	3.0	3.0	2.0	4.0	3.0	2.0	4.0	4.0	3.0	1.0	4.0	2.0	4.0	5.0	3.0	4.0	5.0	3.0	3.0	2.0	4.0	4.0	4.0	2.0	4.0	3.0	4.0	4.0	4.0	1.0	3.0	3.0	2.0	3.0	1.0	4.0	4.0	3.0	3.0	4.0	3.0	4.0	3.0	3.0	4.0	3.0	4.0	4.0	3.0	4.0	4.0	4.0
s108	5.0	3.0	4.0	5.0	3.0	4.0	2.0	2.0	4.0	3.0	1.0	4.0	4.0	1.0	4.0	4.0	3.0	5.0	2.0	2.0	4.0	5.0	2.0	4.0	1.0	3.0	5.0	2.0	2.0	4.0	3.0	4.0	3.0	5.0	3.0	4.0	2.0	1.0	1.0	3.0	4.0	4.0	4.0	4.0	3.0	4.0	2.0	2.0	4.0	5.0	4.0	4.0	2.0	5.0	3.0	4.0
s109	4.0	5.0	2.0	4.0	2.0	3.0	4.0	1.0	4.0	4.0	4.0	4.0	4.0	3.0	3.0	2.0	3.0	4.0	3.0	4.0	4.0	3.0	2.0	3.0	5.0	3.0	3.0	2.0	5.0	4.0	2.0	4.0	2.0	1.0	2.0	4.0	2.0	3.0	2.0	3.0	4.0	2.0	2.0	2.0	4.0	3.0	2.0	3.0	5.0	2.0	4.0	1.0	2.0	4.0	3.0	3.0
s110	4.0	4.0	4.0	3.0	4.0	2.0	1.0	3.0	4.0	4.0	2.0	2.0	5.0	2.0	4.0	4.0	4.0	5.0	4.0	3.0	4.0	5.0	3.0	1.0	1.0	4.0	5.0	2.0	2.0	4.0	2.0	4.0	4.0	2.0	2.0	4.0	5.0	4.0	4.0	4.0	3.0	2.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0	3.0	3.0	2.0	3.0	4.0	5.0	3.0
s111	3.0	5.0	4.0	5.0	2.0	4.0	1.0	5.0	2.0	4.0	2.0	5.0	4.0	4.0	5.0	4.0	5.0	5.0	4.0	4.0	4.0	5.0	5.0	2.0	1.0	5.0	5.0	3.0	4.0	3.0	5.0	4.0	4.0	5.0	2.0	5.0	4.0	3.0	2.0	3.0	4.0	4.0	2.0	5.0	2.0	5.0	5.0	4.0	4.0	5.0	5.0	4.0	1.0	5.0	5.0	4.0
s112	4.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	4.0	5.0	4.0	2.0	4.0	2.0	3.0	4.0	4.0	4.0	2.0	4.0	4.0	4.0	1.0	2.0	4.0	4.0	4.0	4.0	3.0	5.0	2.0	4.0	2.0	4.0	2.0	4.0	2.0	2.0	1.0	4.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	4.0
s114	3.0	4.0	2.0	3.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	3.0	4.0	1.0	4.0	3.0	3.0	4.0	2.0	4.0	4.0	4.0	3.0	2.0	4.0	3.0	4.0	2.0	2.0	5.0	3.0	4.0	1.0	2.0	3.0	3.0	2.0	4.0	2.0	4.0	5.0	1.0	4.0	3.0	4.0	3.0	3.0	3.0	4.0	4.0	4.0	2.0	2.0	3.0	3.0	4.0
s123	4.0	5.0	2.0	5.0	1.0	2.0	5.0	4.0	4.0	4.0	2.0	5.0	4.0	1.0	5.0	4.0	4.0	2.0	4.0	5.0	4.0	4.0	2.0	4.0	2.0	4.0	5.0	2.0	5.0	4.0	4.0	2.0	4.0	4.0	2.0	4.0	2.0	2.0	1.0	4.0	4.0	4.0	4.0	2.0	4.0	2.0	5.0	1.0	4.0	4.0	4.0	1.0	2.0	5.0	4.0	4.0
s128	1.0	4.0	2.0	4.0	3.0	2.0	3.0	2.0	4.0	4.0	4.0	4.0	1.0	2.0	4.0	1.0	2.0	5.0	3.0	3.0	4.0	4.0	2.0	2.0	4.0	3.0	5.0	3.0	4.0	4.0	2.0	4.0	4.0	2.0	4.0	2.0	3.0	1.0	3.0	1.0	5.0	2.0	4.0	3.0	2.0	4.0	3.0	2.0	5.0	1.0	3.0	4.0	2.0	2.0	3.0	2.0
s129	2.0	5.0	3.0	4.0	4.0	2.0	2.0	1.0	5.0	3.0	3.0	4.0	3.0	2.0	4.0	4.0	2.0	5.0	2.0	3.0	4.0	4.0	1.0	3.0	2.0	3.0	5.0	2.0	4.0	5.0	2.0	3.0	2.0	4.0	1.0	4.0	2.0	4.0	1.0	3.0	5.0	2.0	2.0	1.0	4.0	1.0	3.0	3.0	4.0	4.0	3.0	2.0	4.0	4.0	2.0	4.0
s131	1.0	2.0	1.0	2.0	1.0	5.0	3.0	1.0	2.0	4.0	4.0	1.0	4.0	1.0	4.0	1.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	5.0	5.0	1.0	2.0	2.0	2.0	5.0	1.0	4.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	4.0	3.0	1.0	5.0	1.0	4.0	1.0	2.0	1.0	4.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0
s135	4.0	5.0	3.0	3.0	4.0	5.0	3.0	2.0	2.0	5.0	1.0	4.0	5.0	2.0	4.0	3.0	5.0	5.0	4.0	2.0	5.0	5.0	1.0	5.0	2.0	2.0	5.0	4.0	5.0	5.0	4.0	5.0	4.0	2.0	4.0	3.0	2.0	3.0	4.0	5.0	4.0	1.0	5.0	4.0	5.0	4.0	5.0	1.0	4.0	3.0	4.0	2.0	2.0	3.0	4.0	2.0
s140	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	4.0	4.0	2.0	2.0	4.0	2.0	2.0	4.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	2.0
