worker	upps_impulsivity_survey_2	upps_impulsivity_survey_3	upps_impulsivity_survey_4	upps_impulsivity_survey_5	upps_impulsivity_survey_6	upps_impulsivity_survey_7	upps_impulsivity_survey_8	upps_impulsivity_survey_9	upps_impulsivity_survey_10	upps_impulsivity_survey_11	upps_impulsivity_survey_12	upps_impulsivity_survey_13	upps_impulsivity_survey_14	upps_impulsivity_survey_15	upps_impulsivity_survey_16	upps_impulsivity_survey_17	upps_impulsivity_survey_18	upps_impulsivity_survey_19	upps_impulsivity_survey_20	upps_impulsivity_survey_21	upps_impulsivity_survey_22	upps_impulsivity_survey_23	upps_impulsivity_survey_24	upps_impulsivity_survey_25	upps_impulsivity_survey_26	upps_impulsivity_survey_27	upps_impulsivity_survey_28	upps_impulsivity_survey_29	upps_impulsivity_survey_30	upps_impulsivity_survey_31	upps_impulsivity_survey_32	upps_impulsivity_survey_33	upps_impulsivity_survey_34	upps_impulsivity_survey_35	upps_impulsivity_survey_36	upps_impulsivity_survey_37	upps_impulsivity_survey_38	upps_impulsivity_survey_39	upps_impulsivity_survey_40	upps_impulsivity_survey_41	upps_impulsivity_survey_42	upps_impulsivity_survey_43	upps_impulsivity_survey_44	upps_impulsivity_survey_45	upps_impulsivity_survey_46	upps_impulsivity_survey_47	upps_impulsivity_survey_48	upps_impulsivity_survey_49	upps_impulsivity_survey_50	upps_impulsivity_survey_51	upps_impulsivity_survey_52	upps_impulsivity_survey_53	upps_impulsivity_survey_54	upps_impulsivity_survey_55	upps_impulsivity_survey_56	upps_impulsivity_survey_57	upps_impulsivity_survey_58	upps_impulsivity_survey_59	upps_impulsivity_survey_60
s192	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0
s196	3.0	1.0	3.0	1.0	2.0	2.0	3.0	4.0	1.0	2.0	4.0	3.0	2.0	1.0	2.0	2.0	1.0	4.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	1.0	1.0	2.0	3.0	2.0	3.0	1.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	4.0	2.0	3.0	2.0	2.0	2.0	4.0	3.0	2.0	3.0
s198	2.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0
s202	4.0	1.0	4.0	1.0	1.0	3.0	1.0	4.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	4.0	2.0	1.0	2.0	1.0	4.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	2.0	1.0	4.0	1.0	4.0	1.0	1.0	4.0	1.0	3.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	4.0	1.0	3.0	1.0
s205	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
s206	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0
s207	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
s208	2.0	4.0	3.0	3.0	3.0	3.0	4.0	4.0	3.0	3.0	4.0	3.0	2.0	2.0	3.0	3.0	3.0	1.0	2.0	4.0	2.0	3.0	3.0	4.0	4.0	2.0	3.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	2.0	3.0	3.0	4.0	4.0	3.0	3.0	2.0	3.0	4.0	3.0	3.0	3.0	3.0	4.0	3.0	3.0	3.0	3.0	3.0	2.0	3.0	4.0	3.0
s209	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0
s210	4.0	3.0	4.0	1.0	2.0	1.0	3.0	4.0	1.0	2.0	2.0	3.0	4.0	1.0	2.0	1.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	1.0	2.0	4.0	1.0	2.0	3.0	3.0	4.0	2.0	2.0	2.0	3.0	4.0	1.0	3.0	3.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	2.0	1.0	3.0	3.0	4.0	3.0	2.0	3.0	1.0	4.0	3.0	3.0	3.0
s212	2.0	1.0	3.0	2.0	1.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	4.0	2.0	2.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	3.0	1.0	1.0
s216	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0
s218	2.0	1.0	4.0	1.0	4.0	3.0	1.0	3.0	1.0	4.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0
s226	3.0	3.0	4.0	1.0	2.0	2.0	3.0	4.0	1.0	2.0	1.0	3.0	4.0	1.0	1.0	2.0	1.0	3.0	1.0	2.0	2.0	2.0	4.0	2.0	1.0	3.0	1.0	3.0	2.0	1.0	4.0	2.0	3.0	3.0	1.0	4.0	1.0	3.0	2.0	2.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	3.0	3.0	3.0	4.0	2.0	3.0	2.0	2.0	2.0	4.0	3.0	2.0
s228	1.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	4.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	4.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	2.0	1.0	2.0	1.0	3.0	2.0	1.0	3.0	1.0	2.0	3.0	1.0	2.0	3.0	2.0	1.0	1.0	2.0	3.0	2.0
s233	1.0	3.0	1.0	2.0	4.0	1.0	4.0	1.0	3.0	4.0	4.0	2.0	1.0	2.0	3.0	2.0	4.0	1.0	2.0	3.0	1.0	2.0	1.0	3.0	3.0	1.0	3.0	2.0	4.0	2.0	1.0	2.0	1.0	4.0	1.0	1.0	3.0	1.0	3.0	3.0	1.0	3.0	1.0	3.0	3.0	1.0	4.0	1.0	3.0	4.0	1.0	2.0	4.0	3.0	1.0	1.0	4.0	3.0	3.0
s237	3.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0
s238	2.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0
s244	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	3.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	2.0	3.0	1.0	3.0	1.0	2.0	1.0	2.0	3.0	1.0
s246	2.0	2.0	2.0	3.0	2.0	3.0	3.0	1.0	4.0	2.0	1.0	4.0	4.0	4.0	2.0	3.0	2.0	1.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	1.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	4.0	2.0	1.0	4.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	2.0	1.0	4.0	3.0	2.0	3.0	3.0	2.0	3.0	2.0	2.0	4.0	3.0	3.0	2.0
s249	1.0	3.0	2.0	2.0	3.0	1.0	3.0	4.0	2.0	3.0	2.0	3.0	2.0	1.0	3.0	2.0	2.0	4.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0	3.0	1.0	2.0	2.0	3.0	3.0	3.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0	3.0	4.0	2.0	3.0	3.0	3.0	3.0	2.0	2.0	2.0	3.0	2.0	3.0	1.0	3.0	2.0	4.0	3.0	3.0	4.0
s252	2.0	2.0	3.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	1.0
s254	2.0	3.0	2.0	2.0	2.0	2.0	4.0	2.0	2.0	3.0	3.0	3.0	1.0	1.0	3.0	2.0	3.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	3.0	1.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	3.0	2.0	2.0	1.0	3.0	4.0	1.0	3.0	2.0	3.0	3.0	1.0	3.0	3.0	2.0	2.0	1.0	3.0	3.0	3.0
s259	2.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	4.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	3.0	1.0	1.0
s262	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0
s264	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0
s265	4.0	3.0	4.0	2.0	4.0	2.0	4.0	4.0	2.0	4.0	3.0	3.0	2.0	3.0	4.0	2.0	2.0	4.0	2.0	3.0	2.0	2.0	4.0	1.0	3.0	3.0	2.0	1.0	2.0	3.0	4.0	1.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	3.0	4.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	4.0	4.0	2.0	3.0	1.0	4.0	3.0	3.0	3.0
s269	2.0	2.0	3.0	1.0	2.0	2.0	1.0	4.0	1.0	2.0	4.0	3.0	3.0	2.0	2.0	2.0	3.0	4.0	1.0	2.0	2.0	1.0	4.0	3.0	3.0	4.0	2.0	2.0	3.0	3.0	4.0	1.0	2.0	4.0	3.0	3.0	1.0	3.0	3.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	1.0	2.0	3.0	3.0	4.0	3.0	2.0	3.0	2.0	4.0	3.0	3.0	3.0
s273	2.0	1.0	3.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
s275	2.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0
s277	2.0	3.0	3.0	1.0	2.0	2.0	1.0	3.0	2.0	3.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	4.0	2.0	3.0	2.0	4.0	2.0	2.0	3.0	1.0	1.0	1.0	3.0	4.0	3.0	2.0	1.0	3.0	3.0	3.0	1.0	1.0	3.0	4.0	3.0	2.0	2.0	4.0	3.0	3.0	1.0	1.0	3.0	4.0	3.0	4.0	2.0	4.0	1.0	3.0	4.0	4.0	3.0
s284	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	3.0	2.0	2.0
s285	2.0	2.0	2.0	2.0	1.0	2.0	4.0	1.0	2.0	1.0	4.0	2.0	3.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	2.0	1.0	3.0	2.0	1.0
s286	2.0	1.0	3.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	3.0	2.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	4.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	4.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	3.0	2.0
s290	2.0	2.0	2.0	2.0	1.0	3.0	1.0	3.0	2.0	1.0	1.0	2.0	3.0	3.0	3.0	3.0	3.0	2.0	4.0	3.0	3.0	2.0	4.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	4.0	3.0	2.0	3.0	2.0	1.0	1.0	3.0	2.0	1.0	2.0	2.0	1.0	2.0	4.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	3.0	2.0	4.0
s291	2.0	1.0	3.0	1.0	4.0	2.0	1.0	3.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	3.0	1.0	3.0	3.0	4.0	4.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	3.0	1.0	4.0	1.0	2.0	1.0	2.0	3.0	1.0	1.0	1.0
s293	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	1.0	3.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	1.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	2.0	1.0	3.0	1.0	3.0
s294	2.0	2.0	2.0	2.0	2.0	2.0	3.0	4.0	3.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	3.0	1.0	3.0	3.0	1.0	2.0	2.0	4.0	2.0	1.0	2.0	2.0	4.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	1.0	1.0	3.0	2.0	1.0	3.0	2.0	2.0	4.0	2.0	3.0	4.0	2.0	1.0	1.0	3.0	2.0	1.0
s295	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	1.0	3.0	3.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	3.0	2.0	1.0	2.0	3.0	3.0	2.0
s297	2.0	3.0	3.0	1.0	2.0	1.0	3.0	2.0	2.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	2.0	3.0	1.0	1.0	2.0	1.0	3.0	1.0	3.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	1.0	2.0	3.0	1.0	3.0	2.0	1.0	1.0	3.0	4.0	3.0	4.0
s301	1.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	2.0	4.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	4.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	3.0	4.0	1.0	2.0	3.0	1.0	1.0	1.0	4.0	1.0
s303	3.0	1.0	3.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	3.0	1.0	3.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	3.0	1.0	1.0	3.0	2.0	1.0	1.0	3.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	3.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0
s305	2.0	3.0	2.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	2.0	2.0	3.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	1.0	1.0	2.0	3.0	1.0
s307	2.0	2.0	3.0	1.0	2.0	2.0	3.0	3.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0	1.0	4.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	2.0	1.0	1.0	2.0	1.0	4.0	1.0	1.0	2.0	1.0	4.0	1.0	2.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0	1.0	2.0	1.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	4.0	3.0	2.0
s309	2.0	1.0	3.0	2.0	1.0	2.0	4.0	4.0	1.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	1.0	4.0	2.0	1.0	2.0	1.0	3.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	2.0	2.0	1.0	4.0	1.0	1.0	1.0	4.0	4.0	1.0	2.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	1.0
s313	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0
s314	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	4.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
s316	2.0	1.0	3.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0
s326	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
s327	3.0	2.0	4.0	1.0	3.0	1.0	3.0	4.0	1.0	2.0	1.0	2.0	3.0	1.0	1.0	1.0	2.0	3.0	1.0	1.0	4.0	2.0	4.0	2.0	3.0	1.0	1.0	1.0	2.0	2.0	4.0	1.0	1.0	1.0	2.0	1.0	1.0	2.0	3.0	2.0	3.0	1.0	1.0	1.0	3.0	3.0	2.0	1.0	1.0	3.0	4.0	2.0	2.0	1.0	1.0	1.0	3.0	3.0	4.0
s328	4.0	1.0	4.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	4.0	2.0	2.0	1.0	1.0	4.0	3.0	1.0	2.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	4.0	1.0	2.0	2.0	2.0	2.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	1.0	1.0	3.0	1.0	3.0	1.0	1.0	1.0
s329	2.0	2.0	3.0	1.0	2.0	1.0	2.0	3.0	1.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	2.0	1.0	1.0	3.0	2.0	1.0	1.0
s332	3.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0	3.0	2.0	3.0	2.0	2.0	2.0	3.0	3.0	2.0	2.0	2.0	3.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	2.0	3.0	2.0	3.0	3.0	2.0	3.0
s333	3.0	2.0	2.0	1.0	1.0	1.0	2.0	2.0	2.0	1.0	1.0	2.0	4.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	2.0	1.0	2.0	2.0	1.0	3.0	1.0	2.0	2.0	1.0	2.0	2.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0
s334	2.0	2.0	2.0	2.0	1.0	2.0	2.0	3.0	2.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	3.0	2.0	1.0	2.0	1.0	2.0	2.0	1.0	4.0	1.0	2.0	1.0	1.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	2.0	1.0	3.0	2.0	2.0	1.0	1.0	2.0	1.0	2.0	1.0	1.0	4.0	1.0	2.0	1.0	1.0	3.0	2.0	2.0	1.0
