,NBHD,adaptive_n_back.hddm_drift_load,NBHN,NBHT,adaptive_n_back.hddm_thresh_load,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTBETA,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,KRBPCTP,LOGCONHD,local_global_letter.global_bias_hddm_drift,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,motor_selective_stop_signal.condition_sensitivity_hddm_drift,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,SHFTBETA,SHFTMDCY,SHFTMLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,stim_selective_stop_signal.condition_sensitivity_hddm_drift,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,stop_signal.condition_sensitivity_hddm_drift,stop_signal.condition_sensitivity_hddm_thresh,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,threebytwo.cue_switch_cost_hddm_drift,32HD,32HN,32HT,threebytwo.task_switch_cost_hddm_drift,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s222,1.8287195638999998,-0.2185835323,0.1639695988,3.3937330038,-0.5053221601,3.15,51.7777777778,0.4,40.3888888889,0.4,-0.6788434456999999,-1.1153077555,3.3475840944,0.3720144552,1.2926535292,-1.4078509905,-10.291600091113477,-6.357847432421442,5.2425070617000005,0.2456603583,1.4447442261,1.0,0.0,9.0,0.2166666667,3.0,-0.012666666699999999,-2.75,12.291666666700001,0.2289156627,3.0,-0.0108568511,-3.0084745763,0.1018056282,1.0681790731999998,8.3,8.1,2.2039875213999998,0.5057449785,1.9436252024,-0.6632352115,0.75,-4.8810903471,-0.16994204070000002,0.0,5.320134937200001,6.160886492,0.1541482123,2.5024637708,-1.3273158840000001,3.310775983,277.0,25.7627506452,0.3968411315,9.0,0.5,0.0015152614309999993,1.0,0.0019204505,0.6388888889000001,-6.449609932071973,-5.553730190361736,-5.553730190361736,0.5925925926,-0.8886185157000001,0.0822270595,2.0513190919,0.3921875883,1.9066005785,-0.3648067464,362.5,-1.8971649645,3.6204445964999996,0.3096683554,1.6654173484,4.5,130.0,-3.2083099811,0.3347694933,17.0,1.8607361922,0.5422205678,2.2363895132,-0.4756713975,4.2275329432,0.4629535845,1.4009070503,-2.075718188,0.5344827585999999,0.0726392547,-0.0009494928999999999,8.3459082993,0.48380219,0.2177787794,4.3742347692,0.24714515969999998,1.1671017469,-1.0738418435,288.5,7.6,5.6,271.0,-0.8355033572,3.3541610652,0.43176703969999997,0.5235896120946382,248.8333333333,260.3333333333,0.5231609804999999,0.040765027,3.5474663586,0.34157259100000004,1.3283222151,11.5,-24.765795426,2.8743347766000005,0.35772912300000004,1.9109788545,-1.0500439627,-0.2637829767,2.4208008905000002,0.33763570439999996,1.9316236342,0.06138623100000001,1516.8560606060998,7.0,9.0,2470.0,0.9233054283,-0.4181210486,0.6155085733,0.1885790917,0.18014955579999997
s223,3.2538217754,-1.1900464369,0.2718685267,1.529823474,-0.27468609650000003,1.4,40.4210526316,0.3666666667,39.9285714286,0.5333333333,-0.4376123779,-1.1366913129,4.6705021199,0.3892054668,3.0317580087000002,-1.4804657097,-7.481167907111638,-5.129272236101916,5.0274841351,0.3546177726,1.1513452921,0.6666666667000001,0.1666666667,3.5,0.0416666667,2.0,-0.0096666667,0.1666666667,13.291666666700001,0.1569073456,0.0,-0.0070375626,-0.9707846411,0.08780151956700001,0.4267180926,8.6,5.3,2.7641207743,0.4733592516,1.3172857721,-0.419560528,0.1388888889,-1.33232147,-0.234775734754,-0.397231495331,0.7395050750000001,1.7276879809,0.32999644489999996,1.0081342671,-0.5402436899,4.8849203713,206.0,59.8991114415,0.8568707964000001,6.0,0.6007091522,0.0011111411,0.9984375,0.0016663034,0.6111111111,-4.625581180301964,-3.6646748864517766,-2.7483841522350163,0.33333333330000003,-1.2749295221,-0.29769145680000003,1.6342504759,0.4683973128,1.7593036997999998,-0.35631953340000005,296.1666666667,-0.9363884526999999,3.8235401886,0.41415297619999997,1.4125870146,21.0,34.0,29.4135983478,0.3324182862,8.0,1.5569260238,0.4403763086,1.5146315002,-0.42832484509999996,3.5665532860000004,0.5109345618,1.172814542,-2.3766806777,0.3645320197,0.0716621895,0.0024810819000000003,6.627477541799999,0.6677870454,0.2172358311,4.8985408211,0.33696583729999996,1.6056150099000002,-1.5494524553,307.0,4.8,5.2,383.5,-1.7521649774,4.255670293500001,0.361369404,0.6942206048339138,307.1666666667,289.3333333333,0.0414001236,0.7004018765000001,5.4001063403,0.3655248644,2.4347674963999997,-17.8333333333,65.1545327755,1.9997928216999998,0.3709133856,1.8063419275,-1.0460866683,-0.1915183116,2.7309314258999997,0.38572363299999995,1.4514638469,0.09280173679999999,2925.3645833333003,4.0,7.0,4356.9166666667,0.1305075441,0.2722501592,1.5010208338000002,0.8562787947,0.4679030338
s224,2.046425316,-0.5222569753,0.0865556157,2.0820744307,-0.2508792293,1.65,25.15,0.33333333330000003,21.3913043478,0.23333333329999997,-0.5567944222,-0.923861072,3.1344642975,0.3487666042,1.5688359237,-0.8148931685999999,-10.694128495181904,-9.177877054063023,3.7079793096,0.229669243,1.5175567461000001,1.0,0.0,14.916666666700001,0.11045833333900007,3.0,-0.006983333330000001,-6.833333333300001,3.625,0.12905965619999998,1.0,-0.0086734075,-1.3609706775,-0.0924915165,0.48493709590000006,8.4,7.4,2.0243698364,0.34929490560000004,1.9242974391,-0.6170654681000001,0.7330555555589998,-2.3974705886,-1.9899024256,-0.4887041709,1.8388629404,1.6901095094,0.1748905221,1.3444643003,-1.1195720593,3.7262636324,195.0,46.062695462700006,0.8291899447000001,10.0,0.7910178185000001,0.0016164228,1.0,0.0028524425,0.5833333333,-8.511264302067357,-8.511264302067357,-7.365900695568905,0.8518518519,-0.8916393440000001,-0.1741945331,1.7306236266,0.3729473764,2.0582586299,-0.30539176090000003,318.355,-1.0109732666810003,2.673621081058,0.2954964915029999,1.404533675322,20.01,50.82,16.148602338499998,0.4114067512,12.0,2.0858422933000003,0.5179491846000001,2.0249783067,-0.34655206320000004,2.9470842294999997,0.4478678043,1.3140279162,-1.7722367762,0.43520782399999997,0.0370397466,-0.0026612552,7.3478384176,0.49227900799999996,0.1505986994,2.1482138864,0.2417280948,1.1900245349,-0.6873684322,309.5,6.6,6.6,288.6666666667,-0.8524649346000001,2.0451059374000002,0.33259970969999997,0.2424368136904157,219.8333333333,280.5,-0.0866361932,0.337411666,1.9413748066999998,0.3099104553,1.1429630017,60.6666666667,87.5750046703,1.9605059048,0.3314841349,1.5768754046,-0.6812683898,-0.1141980242,1.7451230734999998,0.3028868783,1.5897785387,-0.0173746156,2169.85,14.0,6.0,5048.8333333333,0.6576754840000001,-0.17691498,-0.0136273549,0.8690343142,0.5430460545
s225,1.7163312168,-0.15622443600000002,0.20789533429999998,1.9100157631999999,-0.1507920513,2.95,15.0,0.2,11.458333333299999,0.2,-0.3662627898,-0.8729699008,5.8463641351,0.28400791070000003,3.793227051,-0.8579852179,-7.5483500481751165,-4.9521700561896305,4.0580566446,0.2878500578,2.2276691059,1.0,0.0,11.041666666700001,-0.0625,1.0,-0.0008333333,-1.0416666667,12.833333333299999,0.023877805499999998,1.0,-0.0018894431,-4.0556940981,0.1436248649,1.0159954671,9.3,7.5,1.9911411375999999,0.3693291536,2.4478943461,-0.6426107601000001,0.4166666667,-2.258965796,-0.8573797237999999,-0.3719338943,3.8121088774,2.9487203287,0.19935072129999998,2.2933077075,-0.7017421781000001,4.5619233948,179.0,2.3916188301,0.3492235958,5.0,0.8070728302,0.0021437819000000003,1.0,0.0030486455999999998,0.75,-4.625581180301964,-4.625581180301964,-4.625581180301964,0.44444444439999997,-0.7586030706999999,-0.1571582885,1.6399646274000002,0.44336378719999997,2.2959894147,-0.4481792442,323.97666666666686,-1.292285618159,3.383010755668,0.3130760848520001,1.919859288858,22.07,102.51,4.040643790235,0.6490458743,18.0,1.2063461342,0.49274810329999996,1.9406125137999999,-0.4511303162,3.3064418568,0.4025659897,2.1018039003999998,-1.9824800168,0.4523227384,0.0841976369,-0.0005894407,9.4662155367,0.7731788361,0.2019603345,4.4627178284,0.2524429056,1.2867795694,-1.3882685191,252.5,7.5,8.2,513.8333333333001,-0.9146005695999999,2.9522478072000005,0.3525711274,0.5955583369620766,267.4166666667,202.3333333333,-1.2067025469,-0.6011881195000001,4.2936475626999995,0.2935363809,1.5710116821,-65.0833333333,-23.762101331799997,3.1434341514999997,0.29534387370000004,2.8650215298000004,-0.9931735623,-0.2558182317,2.4056329509,0.3033218985,2.4300736327,-0.0679298983,4261.6666666667,-2.0,3.0,5217.5416666667,1.1566944661,-0.1514745418,1.72041439,0.8620988287000001,0.2814449421
s226,2.3373592422,-0.5915410879,0.049995895000000005,2.6318835449,-0.30759215370000004,2.2,38.5714285714,0.30000000000000004,30.4761904762,0.30000000000000004,-0.5343428959000001,-0.9968258619,4.3007050942000005,0.3236930226,2.0975535274,-1.7510960607,-7.286787874370248,-4.469332795471625,6.5053517086,0.24155712969999998,1.2860943099,0.33333333330000003,0.0,12.625,-0.0458333333,2.0,-0.0101666667,-2.375,15.666666666700001,0.1663632327,0.0,-0.004397868599999999,-0.21380994670000003,-0.113315206,1.0097552813,9.0,7.5,2.1494149103,0.3523150954,1.9546672831,-0.3868837117,0.1666666667,-1.1098909156999999,0.48357075619999995,-0.5629734621,4.194188013,3.3831191093,0.14054065710000002,2.2034492351,-0.9928100529,3.4727396196,194.0,10.925098710999999,0.2565783653,8.0,0.7755329132000001,0.0016303798,0.7846649170000001,0.001846009,0.6666666667000001,-3.6646748864517766,-3.6646748864517766,-3.6646748864517766,0.33333333330000003,-0.8699443007000001,-0.1793676248,1.3149793593,0.6091156843000001,1.9157923693,-0.2797107767,201.5,-1.4664011341999998,3.3710780200999997,0.2437404497,1.9679761119999999,-25.0,151.0,-5.6483563577,0.5292736422000001,3.0,1.7538226563,0.3670569869,1.9124708262,-0.3645779862,2.7845787406,0.4466826152,1.4062085432,-1.4632586509999999,0.4938271605,0.1031605681,-0.0010931888,5.8625710148,0.7091236918000001,0.20025231899999998,4.6848357289,0.26206798870000003,1.4672894021,-1.0847998387,289.0,6.0,6.0,245.1666666667,-0.5183698474,2.6934367389,0.305235861148,1.040749080601402,170.6666666667,229.6666666667,-0.9908718201,0.12594824599999999,3.3827323538,0.278379933,1.6936571094,59.0,104.07351876,3.6895642213,0.3427100692,2.1649763355,-1.6109614988,-0.3734525578,2.6629893655,0.32774720399999996,1.6312955594,0.054747043499999995,1901.2530303029998,5.0,9.0,3397.75,0.09799325306800004,0.022157171128999998,0.219629244436,0.35868262360000003,0.1460237583
s227,1.5660271147,-0.0742649893,0.051921356200000005,2.7381424571,-0.2591101024,3.6,38.3181818182,0.2666666667,18.571428571400002,0.30000000000000004,-0.34508472689999997,-0.9582013617,2.6032381506,0.39108134899999997,1.1807002635,-0.6195853369000001,-10.048443962830119,-8.647632797115003,3.0783603368,0.2477988369,1.2098449414,1.0,0.0,18.4166666667,0.07600000000200005,3.0,-0.0183333333,-3.0,23.75,-0.040398292999999995,1.0,-0.005467994300000001,-3.5975411501999996,0.0254946708,0.6609605016,7.9,6.3,2.547901453,0.4334260047,1.8759575608,-0.0980814781,0.7380555555619999,-1.4536887926,0.3161195086,-0.5629734621,4.194188013,2.9969146651000003,0.1897497702,1.5899639909999999,-1.3273158840000001,3.310775983,180.0,1.2928725743,0.043806033099999996,4.0,0.9576660156,0.001450272,0.9719482422,0.0015691382000000002,0.6388888889000001,-8.511264302067357,-7.365900695568905,-7.365900695568905,0.8148148148000001,-1.113588199,-0.1537067983,1.8595605751,0.3666803771,1.6136953898000002,-0.3643031576,316.0,-0.7007350443000001,2.6633939174,0.2720573736,1.3968993009000001,64.0,41.5,8.6842389325,0.49081835079999997,18.0,1.9509633362999999,0.5292504094,1.7838930652,-0.29442396670000004,3.3022732451,0.4381085137,1.5151299946,-1.868771843,0.4471744472,0.0501917184,-0.0008868289000000002,7.2409872647,0.5573705836,0.20344921359999998,2.71610666,0.29085986420000004,1.1247494978,-0.8101888728000001,343.0,6.7,6.0,341.6666666667,-1.0031919199,2.5481398543,0.3347241825,0.17665747537764462,258.5,263.0,0.1260960189,0.1599626485,1.9107164943000001,0.3287877643,1.1253652875,4.5,28.1416666667,2.3008283077000002,0.28301189649999997,1.2677720696,-0.6337915563000001,-0.2622540716,2.1423935856,0.3238055434,1.3537474346,-0.0323666836,1804.6104978355,14.0,7.0,2072.4166666667,-0.4617018322,0.16396843260000002,-0.7206147548999999,0.8259281668,0.5182817452
s228,2.2038066437,-0.540849173,0.11740037630000001,2.0680046998,-0.0741177355,2.3,38.65,0.33333333330000003,20.7142857143,0.30000000000000004,-0.3936494013,-1.0807371655,2.778778987,0.3642461189,1.5646810392,-1.0821573293,-8.312533417463236,-5.677294654902703,3.2593220326,0.2528889891,1.4943438455000002,0.8333333333,0.1666666667,10.25,0.25833333329999997,3.0,-0.009000000000000001,-1.6666666666999999,9.0833333333,0.3141051567,2.0,-0.0012295248,-2.2648129424000003,-0.08627816529999999,0.8103757513000001,8.0,7.2,1.8665693701,0.4486691553,1.6006949454,-0.570064299,0.5833333333,-2.632225524,0.17979064079999998,-0.3719338943,3.8121088774,2.6682925192,0.10603558589999999,1.9753468883,-1.4375347416,3.0903382679000004,217.0,7.6113128603,0.37525354829999996,7.0,0.6816086768999999,0.0010317555,0.7780120850000001,0.0017704798000000002,0.7222222222,-6.449609932071973,-6.449609932071973,-4.625581180301964,0.5925925926,-1.3896349187,-0.07514526769999999,2.0168656453000002,0.3622527918,1.443107005,-0.37323356799999996,420.3333333333,-1.3021191478,2.7054016247000003,0.3345290862,1.2804365948999998,26.0,44.0,-9.8297921872,0.455163537,13.0,2.4170981856,0.5073667591000001,1.9670817915,-0.43551686590000005,2.437298069,0.4760457459,1.1087983576,-1.4625620673,0.5632754342,0.043647352699999996,-0.0002753381,7.881557454199999,0.5905349752,0.17071869679999999,2.4684030493,0.3269666242,1.1287707512,-0.8883763117000001,330.0,6.0,5.1,333.3333333333,-0.8609642149000001,2.6894419979000004,0.3662316394,0.15343888161615007,263.5,297.6666666667,0.44944887899999997,0.3116583844,2.7661332658999997,0.3439773989,1.2980687551,34.1666666667,32.1228397696,2.1934182444999997,0.3811495512,1.7719294995,-1.6811047380000002,-0.19714367510000003,1.103462868,0.0229746307,2.190908716,0.0142787089,1847.36,9.0,8.0,2270.25,0.2971580498,-0.3081412719,0.3117865269,0.8569180750000001,0.1895440625
s229,1.6163982212,-0.5573678974,0.027966698199999997,1.6266912432,-0.1933852066,1.15,24.9583333333,0.2,9.72,0.1666666667,-0.1002207619,-0.9579096573,2.7626884777000003,0.35251415820000004,1.8720319511,-1.0471431609,-7.215509863145621,-3.9506977236637835,3.8057578279000004,0.3920646358,1.3368131892,0.33333333330000003,0.33333333330000003,5.666666666699999,-0.0166666667,2.0,-0.0046666667000000005,-2.0833333333,5.541666666699999,0.0081792319,1.0,-0.00017557410000000002,-0.9651493599,0.06152089080000001,0.4819072999,7.562,6.228,1.8228385607,0.5847522809000001,1.6723238408,-0.4961973260000001,0.0833333333,-2.2697783464,-2.9984187686,-1.6943799748,1.1672167164,0.3807902265,0.0634840488,1.9254869159,-1.3273158840000001,3.310775983,114.0,46.062695462700006,0.8291899447000001,10.0,0.8921310425000001,0.0015413437000000002,0.9295211792,0.0013959683,0.4166666667,-2.7483841522350163,-2.7483841522350163,-2.7483841522350163,0.2592592593,-1.2009333664,-0.7135657873000001,1.8679129077,0.3415692899,1.9617679072,-0.2439775302,319.8783333333351,-0.9122796629800004,2.5452761789219998,0.302665037829,1.4457720189250003,24.07,46.385,3.2225365541809987,0.4268131161,8.0,1.390154128816999,0.4834917177189999,1.9148068985100004,-0.28962255096799994,2.0727488421,0.43009152729999994,1.6323436828,-1.0402560974,0.3960880196,0.0338601723,0.0014671373000000002,3.7671645346,0.7693541504000001,0.3870809427,4.5936246845,0.27324076950000004,1.2103522833,-0.9711925995999999,294.0,4.6,4.6,300.4183333333299,-0.6970831500720001,2.3564762876979994,0.3218990621170001,0.4473969988789057,266.7049999999969,286.47000000000196,0.046270368166999976,0.237975806617,2.530378044686,0.32225856232,1.5430307721559997,20.964166666661008,37.67117877510901,3.0448554606,0.326110322,1.8062487297999998,-1.4652946792,-0.13962032119999998,1.5606953378,0.1237539466,2.0404688817,-0.0271334479,2885.4583333333003,2.0,5.0,4411.642143939398,-0.5845955534,0.6820218509999999,-0.32656564720000003,0.13964860369999998,0.3299260385
s230,1.9796423803,-0.4193068381,0.0559575515,2.8761689991000003,-0.28395101829999997,2.4,24.347826086999998,0.23333333329999997,17.8260869565,0.23333333329999997,-0.2820254839,-0.9226985198,4.121641321999999,0.3695932892,2.0412369373,-1.1258284939,-7.569369490745442,-6.9050505400884115,2.9456375719,0.3146200225,1.4152629283000002,0.6666666667000001,0.33333333330000003,7.958333333300001,0.0125,1.0,-0.0018333332999999998,-2.375,7.75,-0.0180654339,1.0,-0.0002731152,-2.5962202804,-0.31290942180000003,0.8887990295,7.7,7.1,2.7309290711000003,0.415496766,1.941790542,-0.1889753572,0.8333333333,-3.4079471264,-2.522847039,0.0,5.320134937200001,3.5406580893,0.2989347455,1.9979757263,-1.0705413209999999,3.8243251091,194.0,7.6113128603,0.37525354829999996,7.0,0.7574588776000001,0.0013899041,0.9703125,0.0010911555,0.6111111111,-6.449609932071973,-6.449609932071973,-6.449609932071973,0.6666666667000001,-0.7580960886,-0.1829704871,1.7765275797000002,0.43110957829999996,2.0266463014,-0.3511554568,334.3333333333,-1.5969338780000002,3.0525584207999996,0.3643421545,1.3771437443,5.0,102.0,-7.3720407064,0.5644717782,13.0,2.2167923275,0.4901458552,1.7117521234000002,-0.32566773400000004,4.3451975024000005,0.4469753778,1.6436025768,-1.7298355708000002,0.47407407409999996,0.0771308071,-0.0023543361,10.0212607689,0.5825990892,0.17749064550000002,3.1286445819999997,0.3242311923,1.2176755451999999,-0.8335489641,344.0,4.9,3.9,280.8333333333,-0.9788016062999999,2.9698181927,0.38158232420000004,0.5416997127356726,254.0,277.6666666667,0.1489527823,0.25423169030000003,3.5437622424,0.3470919147,1.5380647756,23.6666666667,21.3791629826,2.9425610648,0.36995252450000005,1.8364911124,-1.303084886,-0.1174635021,2.0576965591,0.39185081409999994,1.4841061562,0.0032091118,2343.58,9.0,7.0,3524.8333333333003,0.3632636051,0.1221824618,1.1347451088,0.3179264059,0.19936648
s231,2.5878739353999998,-0.7743182654,0.1360240413,2.2598462784,-0.29330356560000004,1.9,53.4375,0.4666666667,50.0,0.6666666667000001,-0.5547000086,-0.8629514686,3.3647598088,0.33890989990000003,1.9852435416999998,-0.8677346520000001,-10.694128495181904,-5.447653803461679,4.0292260756000005,0.2971551199,1.3858227128999998,0.6666666667000001,0.33333333330000003,3.5416666667000003,0.1791666667,2.0,-0.0038333333,-1.4583333333,16.1666666667,0.2978766431,2.0,-0.013915065700000001,-1.7027300303,-0.011119559,0.4012545144,5.7,5.0,1.4899459128,0.3945675512,1.8162600818,-0.7949644112,0.8333333333,-2.3201871296000003,-1.7710290343,-0.2674148576,2.8355284759,2.4184948442,0.2686363539,1.3284377303,-0.7017421781000001,4.5619233948,145.0,59.8991114415,0.8568707964000001,6.0,0.7667724609000001,0.0007870502,0.8359786987000001,0.0012045314,0.4722222222,-4.625581180301964,-4.625581180301964,-3.6646748864517766,0.4074074074,-0.8604278861,-0.33084339949999997,0.9461316447,0.4026786920909999,2.4587371987999997,-0.3747614389,320.558333333333,-1.2345015700850004,2.9080428096819984,0.317489560288,1.6214179558650006,19.39,71.18,2.0589393255840007,0.598925202,17.0,1.4820623665,0.3645163063,1.9436938601,-0.243369767,2.7417345373,0.4390832542,1.4552910888,-1.7057647632,0.5246305419,0.0669916269,-0.0015647951000000002,4.8270940313,0.6662878991,0.2507797274,3.7571144096,0.2864741393,1.1178874351,-0.8123254078000001,322.0,4.9,4.6,307.7483333333351,-0.7687250001960001,2.586158087399,0.3129377434000001,0.5164349800553534,265.938333333333,284.28000000000196,-0.07178688577199999,0.15117319393999998,2.8726102166400005,0.3157343364940001,1.686134217391999,15.18,36.620048539883,3.1234115848000004,0.3105952944,2.8663362896,-0.7854669702,-0.1409506072,0.9603739754999999,0.1802409607,2.0217597225999997,-0.1165713448,2250.6380952381,10.0,8.0,3605.5833333333003,0.024713001499999998,-0.216022379,-0.5833561040999999,0.8345521551,0.3911848348
s232,2.0112269994,-0.6106943522,0.0440928005,2.09736621,-0.1197302084,1.4,37.3913043478,0.23333333329999997,10.652173913,0.23333333329999997,-0.3962185602,-1.0905002571,2.4834213293,0.384416229,1.805581874,-0.9772758558,-8.696776899540605,-6.314446665914807,2.4540723801,0.27141902160000003,1.5410334196000002,1.0,0.0,7.5,4.996003611e-16,2.0,-0.01,0.0,16.9166666667,0.15170879680000002,1.0,0.0006430737999999999,-3.2633973711,0.2292360401,0.6756860672,5.7,5.2,1.4497286099000002,0.5438139726,1.9901507367,-0.468608995,0.4722222222,-1.2046180644,-2.1364261625,-1.2939225801,1.9505664322999998,1.4188106056,0.26662547740000003,1.3182865045,-1.4184071275,2.6215454703,219.0,1.2928725743,0.043806033099999996,4.0,0.7256418228,0.0019058214,0.6530343056,0.0018882251,0.6111111111,-6.449609932071973,-5.537595558952301,-4.625581180301964,0.5185185185,-0.8566170242000001,-0.3275813345,1.37857823,0.3919891528,2.3013561218,-0.2829612367,368.85833333333295,-0.9406998138059997,2.696744757921999,0.32882248571800005,1.5594788109560005,24.095,42.73,4.348927047587002,0.5842465817,13.0,1.403687076,0.5861668056,1.9670094445,-0.33643195579999996,1.7765293435,0.4590820522,1.4361969465,-0.9893404013,0.30174563590000003,-0.0135923577,-0.0021785230000000004,2.3009783825,0.5594416680000001,0.29582729879999997,2.1670775836000002,0.2617908211,1.6595952362000002,-1.0236119689,411.5,7.0,5.9,379.6666666667,-0.8839619473999999,2.6864470912000002,0.33313319420000004,0.5241321571761933,281.5,327.1666666667,0.3845139846,0.37151754,2.4315046362,0.3128739829,1.3761237396,45.6666666667,44.990891456499995,2.3730639022,0.35456556310000004,1.8304738335,-0.6257619265000001,-0.19819228579999998,1.462387501,0.3796279164,1.5474256433000002,0.1064160558,1472.3848484848002,-2.0,9.0,4134.1818181818,-0.137246510112,-0.042069954874,-0.312134003133,0.2221015243,0.35611578270000005
s233,1.427339455,-0.4914281292,0.0205152219,2.2519435984,-0.1368046712,1.4,38.869565217399995,0.23333333329999997,25.15,0.33333333330000003,-0.3528170359,-1.2990672595,3.1491594789999997,0.4065574626,1.7572820528,-0.0834667444,-8.234565998367643,-7.064235653775879,4.5386662013,0.2928166941,1.4452081822999998,0.5,0.33333333330000003,9.7916666667,0.0041666667,2.0,-0.0178333333,-3.875,13.125,0.1661016949,1.0,-0.0035421687000000007,-3.220645293,-0.22097902100000005,0.5230769231,8.4,6.2,2.336219007,0.4041459586,2.0679590087,-0.18940441149999998,0.4166666667,-1.8664000853,0.0567558383,-0.3697525375,3.8077461637,2.9072549064,0.1792488892,2.4749770783,-1.2083775268,3.5486526974,210.0,7.6113128603,0.37525354829999996,7.0,0.7727680206,0.0007756982000000001,0.8542480469,0.0012128666,0.5833333333,-5.553730190361736,-5.553730190361736,-5.553730190361736,0.5185185185,-0.701799543,-0.0655099314,0.7059865623999999,0.6219989569000001,1.8477119484,-0.3190904748,479.1666666667,-1.0726846691,2.7966403432,0.30679896289999997,1.4086654382,47.5,64.5,0.8108356098,0.5572900235,13.0,1.3698084167,0.47795923119999995,2.1089849105000003,-0.6676889506,2.6262621677,0.4311220781,1.7914126170000002,-0.9005165729000001,0.3909774436,0.0402809984,0.0007597538,3.0462486033,0.596282592,0.3888888638,2.876906285,0.3069321043,1.5562061232,-1.143542692,348.5,4.9,4.2,434.0,-1.1217816207,2.3898341476,0.34227962619999996,0.8018269379798896,256.6666666667,298.3333333333,0.122279095,0.5953269702,2.8780270633,0.3134053443,1.9129732682,41.6666666667,108.40931689370001,2.187858947,0.3879118833,2.2078270558,-1.3833300684999998,-0.2316889216,1.5877992363,0.1247452416,2.5586548929,0.0413862747,2682.4666666667003,7.0,4.0,6183.416666666701,-0.17641986880000002,0.7299971741,-0.19916469969999998,0.19640047239999997,0.1771131816
s234,1.5567576100999998,-0.6181168362,0.0806141516,1.7000897450999999,-0.09639770869999999,1.1,20.7272727273,0.2666666667,15.9411764706,0.43333333329999996,-0.5241000427,-1.1916091073000001,2.9147239613,0.3716984749,1.8146934348,-0.5692302528000001,-8.481819290845015,-5.634619341664562,2.7767308134,0.22243161,1.7272784386000002,0.0,0.5,12.791666666700001,0.12916666670000002,1.0,-0.0048333333,-5.625,21.5416666667,0.403817734,2.0,-0.0032955665000000004,-4.4468390805,-0.0249611237,0.4969446533,6.7,4.6,0.7708049148,0.5002277229000001,1.5570607484,-0.827403269,0.19444444440000003,-1.2598152697,-0.1048627596,-0.2130060317,2.7267108241000004,1.6955721315999999,0.2036512523,1.8040271056000001,-0.6651343888,2.8173882914,102.0,5.38702979,0.1321684831,5.0,0.7980497360000001,0.0007323075,0.9696716309,0.0011497106,0.5,-4.625581180301964,-4.625581180301964,-2.7483841522350163,0.4074074074,-1.0405376749,0.0275437261,1.4885588676,0.3185222876,1.1312149112,-0.24303952690000002,507.6666666667,-0.31892328000000003,1.2752011525,0.22188018469999998,1.5509710782,21.1,33.0,-5.2696385243,0.6891750918999999,7.0,1.1810287417,0.5326281448,1.8010625783,-0.4229749178,1.8921197594,0.439425994,1.3015053224,-1.2638902431999999,0.35162094759999996,0.0600839003,-0.005574103299999999,5.6435342834,0.35773068960000004,0.2104076505,0.9140493209,0.2333964153,1.6005681916,-0.8968701829000001,307.0,5.4,5.2,337.0,-0.4647182419,1.4320853771000002,0.2945159799,0.3644746562053167,281.1666666667,307.3333333333,0.28648064300000003,0.1873675193,1.3667493624,0.269736070054,2.0393743016999997,26.1666666667,-33.1246804265,1.1374035167,0.3071449933,1.6638425164,-1.4300953433,-0.12993977550000002,0.442106496,0.0482275031,1.9240134181,-0.053159597700000005,3662.6683333333003,7.0,5.0,2808.8333333333003,-0.5319568038,0.1339653908,-0.6253713842,0.8464505183000001,0.20392960850000003
