,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium.logTr,bickel_titrator.auc_small.logTr,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s254,1.3227059524,0.3161148534,1.4104414287,2.7,36.0,0.1666666667,25.2727272727,0.2666666667,-0.7424379968,-0.8263273459,3.2167183685,0.32276015410000003,2.0260149755,-1.6632388163,0.9155907534000001,-0.8547962226371613,-1.8385280478093005,-9.702821947996027,-7.353596387330793,4.9923891684,0.2463393878,2.1330611528,0.33333333330000003,0.5,5.875,-0.0125,2.0,-0.0055000000000000005,-1.7083333333000001,6.9583333333,0.0543478261,1.0,-0.0023304348,-1.5173913043,-0.2337008999,0.4589432621,8.3,7.6,1.8343179926,0.4342883133,2.1881277717,-0.0717637393,0.5,-3.1235505394,0.5490245192000001,0.0,5.3201349372,3.3575022833,0.1769893576,2.3569286289,-0.8075379761,4.3503317988,144.0,59.8991114415,0.8568707964000001,6.0,0.7218481064000001,0.0010297231,0.7191323757,0.0009127643,0.5277777778,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.7151224714,1.1046464508,0.5585577652,1.7177424244,0.009282731300000001,317.7983333333319,3.321047294931999,0.3179959392170002,1.630097210586,14.98,81.065,-0.27693337500000004,0.6481304744,8.0,1.7580803366,0.6015851146,2.4414116747,-0.1895340713,2.7464627922,0.362758456,1.9766077149,-1.8758601829,0.3925925926,0.0762464694,-0.0018710991,8.3595687338,0.6277998819,0.174624483,3.3765510582,0.27652768850000004,1.7012692776,-1.3186649522,309.0,6.2,6.9,262.5,3.5928414235,0.33729633130000003,1.0101847779433528,238.8333333333,3.8676615721000003,0.3091832721,1.8472258411,3.4778896549000002,0.38876162940000003,2.2164734487,-1.5290506448999999,-0.37850747220000003,0.1848966384,1.592633792,0.2698517245,2.2449351501,-0.4088929214,-0.4017889233,4120.0,-14.0,5.0,8153.25,-0.2579001211,0.2941403358,0.8711996998,0.9026181596,0.4646395862
s259,0.8984021559,0.0204235784,1.7910193943000001,1.9,24.0344827586,0.033333333300000004,0.8333333333,0.0,-0.9199557862000001,-0.7419552106,2.249614203,0.4039296766,1.3544117238,-0.6583089639,0.0313030822,-3.4632731841821456,-3.4141577171575435,3.274107844473008,3.2665116772436598,1.5550495127000001,0.3073749824,1.7059658790999999,0.8333333333,0.0,13.4166666667,0.0666666667,1.0,-3.4694469520000006e-18,-3.0833333333,20.4583333333,0.34075834180000003,1.0,-0.0010353893,-1.8924165824,-0.1620258433,0.5718815649,7.8,6.1,1.5683086809160003,0.4212237250949999,1.8745627432919993,-0.6193414671720001,0.3772222222260001,-3.559253449,-2.8684758169,-0.5517869513,2.8778670206,1.781496732,0.33599888170000003,1.4809836654000001,-1.2379163798000001,2.9825269658,165.18,10.925098711,0.2565783653,8.0,0.8464805603000001,0.0023359549,0.74439888,0.0024269019000000003,0.47222222220000004,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.2311235598999999,1.3640777059,0.40875917570000003,1.4010664004,-0.3871449159,464.6666666667,2.092082046,0.3311408683,1.339324257,26.5,5.5,5.532363382973997,0.5373145314000001,9.0,0.8435167738,0.5687775689,2.026704613,-0.42892354580000003,1.7228916976000002,0.45453698740000004,1.6785131934000002,-0.2795528966,0.41102756890000003,0.1043966394,-0.0024311255000000003,6.7894180551000005,0.5384844924000001,0.1374486587,1.2109751797000001,0.32193382460000003,1.4285667867,0.0216264063,444.0,7.0,5.5,373.8333333333,1.9516352373,0.4090628403,0.10569081104429903,328.5,1.7549313830000002,0.4112743294,1.0919437695,1.5434498412000002,0.3442451641,1.6146974482,-1.2269262236,-0.5471063994,0.0049451444,1.1848940612,0.3750507528,1.4822827429,-0.3663390548,-0.6611439202,1602.8345238095,17.0,7.0,4614.4166666667,-0.113064681964,0.03147431642999999,-0.15071366608700004,0.8648830245,0.2645129041
s262,0.5505311393,0.039461025000000004,1.8222169357,1.35,24.125,0.2,26.5,0.33333333330000003,-0.6481995751,-1.0582564122,2.6757348766,0.4067822119,1.8031646944,-0.2569976862,0.9687585616000001,-0.5212940397637602,-1.1947574058456547,-10.694128495181904,-8.341914712301016,3.3645006622,0.3624918092,2.0576357946,0.33333333330000003,0.33333333330000003,23.0416666667,0.0291666667,0.0,-0.0031666667,-0.875,24.875,0.115959328,0.0,-0.0022590628,-1.8209549072,-0.34843608470000004,-0.2202393571,6.5,4.9,2.1613943296,0.5981331242,1.9298999593000001,-0.4073814087,0.5555555556,-2.3067131534,0.4349808693,0.0660674611,2.9361061664,1.6193333548000002,0.2599122132,1.4911427063,-0.8893284577,4.1867508355,178.0,1.2928725743,0.0438060331,4.0,0.6656484127,0.0012089235,0.7388380051,0.0015502648,0.5555555556,-5.553730190361736,-5.553730190361736,-4.625581180301964,-0.4479230632,0.8939689474,0.0158273571,2.4378841041,0.0941874432,369.3816666666761,2.5842830017140006,0.32512115373499995,1.597410356629,17.89,75.72,2.168606546046001,0.8870609067,4.0,1.4916307742,0.4977979295,2.3293023053,-0.5077048941,2.3928866117,0.4438154367,1.9991536468,-0.7216142232,0.365914787,0.0230023915,0.0032639562000000002,7.2851922308,0.6763382463000001,0.0640033056,1.6451225953000002,0.36369188550000003,1.6871531802000002,-0.5646993201,406.0,5.3,4.2,352.696666666668,2.8981508325329997,0.34715246544999995,0.5404920605023912,312.838333333335,2.449688346748,0.3341351052829997,1.7063600778849999,1.5436833362,0.5488813054,1.7870220366,-0.6044210264000001,-0.45207057970000003,0.2138323746,0.9148615162,0.1136109834,2.1971471678,0.3738856024,-0.1491260985,2077.4478571429,14.0,5.0,4281.5,-1.3177634599,0.0096601286,-0.6659421926,0.7957791412,0.1477808984
s265,1.1268751491,0.0809824208,1.3812308677,1.25,7.9310344828,0.033333333300000004,8.9565217391,0.2333333333,-0.2611947169,-0.4193184549,1.4414636677,0.11800543120000001,1.9310386878,-0.1397497621,0.4146780822,-1.9916690385535398,-2.4778562201810375,-7.579764449756314,-6.090874933281642,1.8720154876000001,0.28837558280000003,1.2087686500000001,0.5,0.33333333330000003,5.6666666667,0.05,0.0,-0.0023333333,-0.6666666667000001,2.2916666667,0.068872549,2.0,-0.0005784314,-0.625,0.154428206,0.7597624457000001,6.4,4.8,1.3268212317760004,0.32254857734999987,1.8526523831219999,-0.16019840746500003,0.7777777778,-0.7511057994,-0.6721970276,-0.86621165,2.2391175063,1.545995487,0.0675081511,1.6440649623999999,-1.4013457528,3.1627162453,143.0,1.2928725743,0.0438060331,4.0,0.6366159439,0.0013916901000000001,0.6491631031,0.0012598353,0.3888888889,-4.609202534990781,-4.625581180301964,-3.664674886451777,-1.8427922939,1.7607719472999999,0.4212668351,1.1754662402,-0.0901919691,325.600000000002,2.6657758039329993,0.30475365072800004,1.640182634212,12.48,74.02,5.106862261791001,0.5560328680000001,6.0,0.6451599449000001,0.33692602380000003,1.5671669343999999,0.17427046910000002,2.3236370822050008,0.289490245382,2.169409048577999,-1.115900315418,0.2613333333,-0.0025771865,-0.0004831441,11.9427087021,0.20095604290000002,0.0059634562,1.8390030591,0.1178122149,1.3302317072,-1.1189747998,351.5,4.6,4.6,343.5,1.0584371906,0.21639508970000002,0.27416432738001534,255.3333333333,2.2040643979,0.2957287453,1.3047559068,1.7306980307000002,0.0643272458,2.3655060309,-0.1868449487,0.3153890754,0.1088097745,0.5990417344,0.0256703608,1.6541056239,-0.12380279740000001,-1.0353308544,1927.0732142857,13.0,8.0,2787.8333333333,-0.5261139485,-0.1066438256,-0.9105800492,0.1459329647,0.1762280762
s269,0.3142409496,0.0274961112,1.4584165409,1.4,42.2916666667,0.2,32.8571428571,0.5333333333,-0.4977631857,-1.0598130431,3.8934127518,0.38021888,1.9109337952,-0.6915789332000001,0.5763356164,-0.43294938133830524,-0.09843062557511911,-7.358268329613819,-8.65337265852577,3.1925331384,0.26292304240000003,1.8846632794,0.33333333330000003,0.33333333330000003,10.9583333333,0.0625,2.0,-0.0011666667,-5.4583333333,18.7916666667,0.032898953200000004,1.0,0.0032095706,-2.3047425764,-0.35989808170000004,0.8171151287,10.3,7.6,1.4027022935,0.6370295020000001,1.8744480692,1.0743470163,0.8333333333,-2.8432505269,0.11737651110000001,0.3346735035,4.6507879302,1.8817513793,0.1557803602,1.9926015804000001,-0.7020170633,2.8911536404,111.0,46.0626954627,0.8291899447000001,10.0,0.868359375,0.0013624227,1.0,0.0015003037000000002,0.7222222222,-6.449609932071972,-7.824046010856292,-6.459815398943087,-0.7646093065,0.8274903011,0.3216350402,1.2646343951999999,0.0512011974,355.118333333338,2.919853024380001,0.32103219732200006,1.6326600178880006,29.105,82.775,7.597709649652001,0.7685818999,8.0,1.2850759378,0.6593685556000001,1.7928632816,0.0519764496,2.9657881364,0.22130806520000001,3.3948358434,-0.6623402846,0.39356435640000004,-0.005703085100000001,0.0053698802000000006,2.229442785,0.0992021631,0.37147715330000003,2.9240497846,0.3356315181,1.5551442048,0.1678173342,346.0,5.8,5.5,310.01833333332996,3.140418885061999,0.32863972578299994,0.6158415239449062,366.0,3.005192139,0.3159373616,1.6147369142999999,2.192003513,0.275443763,2.7609667379,-0.6562739144,-0.4388157982,-0.5131210271000001,0.8276403911,0.052597014500000004,2.1927608578,-0.4039569109,-0.7013424512,2203.130952381,6.0,9.0,5238.0833333333,-0.6630671616,0.1940003701,-0.4275501823,0.6494265071,0.2838196365
s273,0.6366887019,0.0284252758,2.3795716566,2.0,26.0869565217,0.2333333333,18.0,0.1666666667,-0.4483158519,-0.0391772759,3.7035221943,0.4309448216,1.7561319248,-1.3904690306,0.9062585616000001,-0.9435400668768263,-2.019210228257832,-8.895681468480221,-6.208856868495895,7.5514841566,0.3584502794,2.3376399976,1.0,0.0,8.25,0.2416666667,3.0,-0.0093333333,-2.75,4.75,0.0434397163,2.0,-0.0031489362000000003,-1.5656028369000001,-0.2226028941,0.8641001367000001,7.3,6.7,3.1801119683,0.500722698,2.2608915993,-0.3370183875,0.47222222220000004,-3.9344083851000002,0.6791489694,0.0,5.3201349372,5.6362910692,0.159359893,3.8338557396,-0.8075379761,4.3503317988,195.0,7.6113128603,0.3752535483,7.0,0.8952316284,0.0008099794,0.9872558594,0.0008041923,0.6666666667000001,-5.553730190361736,-5.553730190361736,-4.625581180301964,-0.6640276918,2.4096583806,0.5124398821,1.8173335168,-0.3746575472,495.5,4.6397037562,0.4191367882,1.7299111316,46.0,64.5,-11.6236670906,0.453987744,14.0,2.0861529561,0.5465675965,2.1381175276,-0.3011895088,3.7737789537,0.47166505280000004,1.6719099059,-1.2937138084,0.49014778330000003,0.0977467623,-0.0032987248,6.5861445663,0.3192785253,0.18930498380000002,4.3378834994,0.4065575366,1.3440421079,-1.4934195457000001,402.0,6.5,6.1,389.8333333333,4.2612681262,0.52866289,0.5955124518941604,408.1666666667,3.9052957918,0.41000418510000003,1.3207956087000001,3.8457949558999998,0.44160441570000003,2.2100053046,-1.099045556,-1.0969052069,-0.42606395140000003,1.8967507811000002,0.4267926065,1.9198109438,-0.4253849924,-0.1726680927,2156.2691358025,22.0,6.0,3390.0833333333,1.5143962433,-0.4167005042,0.8793967631,0.8691521709000001,0.4239400457
s275,0.8207315167,0.0382586826,1.3535103803,1.6,38.3913043478,0.2333333333,19.7272727273,0.2666666667,-0.45587993600000004,-0.8717210283,2.1917955257,0.3713847518,1.6142391129,-0.146662079,0.5187517123000001,-3.1593597937820492,-3.2523936536232156,-7.569369296953658,-5.424620477685606,2.6872470349,0.2727200407,1.2344982452,0.1666666667,0.8333333333,14.5,-0.1,1.0,-0.0056666667000000006,0.6666666667000001,15.3333333333,-0.021446384000000002,0.0,-0.0032269327000000003,-0.2167497922,-0.0568516509,0.1314137343,9.5,8.8,1.520020028687,0.4031451697709999,1.8540588177559996,-0.32244594014899997,0.40694444444799993,-2.3113451699,0.45450172640000003,0.4650754888,2.0003166078,0.6825193427,0.049315385,1.3282266065,-0.6529863250000001,2.9892151171,94.0,0.0331595576,-0.6040336065,3.0,0.6054178953,0.0024307599,0.627158308,0.0022356119,0.5,-1.3862943611198906,-1.3862943611198906,-2.067339257049917,-0.44085050610000004,1.2577276222,0.0722578542,2.5124784653,0.095124156,400.0,2.1025054177,0.0755606697,2.1047347532,64.5,8.0,5.7250303913100025,0.5508902684,1.0,0.8113558501,0.3203421508,2.0534580999,-0.0041677398000000004,2.042785576,0.38296117350000003,1.5457659272000002,-0.9791293656000001,0.37623762380000003,0.0698239029,-0.001701519,1.0,0.0,0.1,2.6392625189,0.32223934660000003,1.3868418973,-0.8905489853,341.5,3.6,4.3,414.0,3.1492624471,0.3088759567,0.2749255004665712,374.3333333333,2.9929273102,0.33641126920000003,1.2266159079,1.5656839233,0.4010031921,1.4860470695,-0.1152206773,0.5271576412,0.24799633000000001,1.1060213748,0.38392108350000004,1.4760796871,-0.9453071598,-0.9238566482,1591.545,17.0,7.0,4103.9166666667,-0.9713814817,0.07535331840000001,-0.8568364767000001,0.1468583208,0.32182275930000004
s277,1.0661298077,0.35565287700000003,1.5248925856,1.75,38.3333333333,0.4,29.1428571429,0.5333333333,-0.8720066777000001,-0.7668519508,3.6222776517,0.3101431994,1.8153650687,-0.7730797665,0.9687517123,-0.03174693078065851,-1.4264744383797885,-12.48684530968102,-12.345265749724453,3.8409649307000002,0.0171967048,3.4127676017,0.5,0.33333333330000003,14.8333333333,-0.033333333300000004,0.0,0.0016666667,1.1666666667,23.75,0.0385221778,1.0,0.0001606054,-3.5368929998,3.330669074e-16,-3.0531133179999997e-16,8.6,7.8,1.469336887,0.5345503025,1.5735719451999999,0.5496400747,0.4197222222169998,-0.659294068,0.22543127170000002,0.4847229195,4.3506890982,2.6416688004999997,0.2710346875,1.4964349829,-0.8005189753,3.0881574643,106.0,27.5716565685,0.42925480380000003,9.0,0.6149285316,0.0013204310000000002,0.5483540773,0.0016292839000000001,0.5555555556,-1.3862943611198906,-1.3862943611198906,-2.748384152235016,-1.439985638,2.2906715878,0.4404673918,1.4479882622,-0.4368401485,326.6666666667,2.6820231316000003,0.3186624752,1.134079711,34.0,11.5,18.4355740835,0.40670605590000003,10.0,1.3870993952,0.48922605890000004,1.7866873978000002,-0.44025930220000004,3.3065236461,0.42755351080000004,1.2732925389,-1.2984701732000001,0.43488943490000004,0.0175465947,0.0012491081000000001,3.3291521497,0.5945789256,0.2977908877,2.9672056444,0.3150070285,0.9812215558,-1.9215786217000002,347.0,6.0,5.9,260.5,4.4590989084,0.32596252810000004,0.7126560229898907,278.5,2.9568067303000003,0.31957878100000003,1.0897478924,2.0946195273,0.3443214553,1.5356023447,-0.6037341392000001,0.5512781033,0.015390585600000001,1.0356845034,0.35847863700000004,1.2922449085,-0.9010592633000001,-0.7108205745,1337.5518037518,40.0,6.0,2897.8333333333,-0.16683085760000002,-0.09633473224399998,-0.23183083759700007,0.1621720448,0.3957061676
s284,1.4169101964,0.2851313539,1.6654103454,2.6,38.1904761905,0.30000000000000004,22.6111111111,0.4,-0.4558710788,-0.4892502831,3.5325890887,0.2700083948,2.2141724343,-2.1227124521,0.9062585616000001,-0.7107986302067762,-0.8329821563419783,-9.304447775406102,-7.969246364619039,3.8073168335,0.2890140987,1.7372235957000002,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1.0,-0.0038333333,-4.125,20.5833333333,0.0915024631,1.0,-0.0024137931,-4.8435960591,-0.0205639177,0.2481450074,6.6,6.9,3.015718923,0.4745383879,2.3515785871,-0.0292512334,0.7222222222,-2.2133150928,1.342771686,0.0,5.3201349372,4.2424410288,0.1661642657,2.7523054008,-1.0385004382,3.3813588491,230.0,1.2928725743,0.0438060331,4.0,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,-7.365900695568905,-6.449609932071972,-5.553730190361736,-1.4820889032,1.671475568,0.5099960169000001,1.4016549243,-0.2544068114,334.74833333334215,3.258066652969002,0.3310691500860002,1.5499903095369993,19.61,56.75,-19.4668082309,0.7064388444,16.0,1.7198385200000001,0.5848709811,1.7562934756000002,-0.5274547499,4.509419671,0.4666961443,1.8560579437,-1.8314805448,0.5541871921,0.029456180800000002,0.0018301603,7.5799243822,0.44549442650000004,0.1726960261,3.5171632135,0.3317392757,1.5444534672999999,-0.37942391670000003,322.5,7.2,5.7,291.8333333333,5.6369334934,0.3749456514,0.7346472474731457,297.8333333333,3.2497641514,0.3873288731,1.3988865263,3.2726822094,0.4058716936,3.0355406726,-1.0827242673,-0.4477466993,0.1661711885,1.340899522,0.4227212209,1.7832598494,-0.3559795833,-0.8886235434,1481.0241046832,15.0,8.0,3100.6666666667,1.6787082427,-0.6699615516,0.5557892182,0.8471010189,0.1901238455
s285,0.5332604744,0.2821570567,1.5590538801,1.45,21.875,0.2,13.9583333333,0.2,-0.8634597253,-1.0329457572,3.9361909875,0.5215152239,2.0376947435,-0.2032083117,0.0898818493,-3.4531036965399564,-3.3459700548377818,-5.705903692849596,0.9749081936236161,3.2732115386,0.3328500453,1.5715140077,0.5,0.33333333330000003,4.2083333333,0.0125,1.0,-0.0038333333,-1.875,4.7083333333,0.14283720930000002,3.0,-0.0063488372000000005,-2.0125581395,-0.3695475427,0.7312925967,6.7,4.8,1.040196656,0.47302474120000004,1.9726081517,-0.7843761991,0.38000000000299994,-2.4190259956,-1.8884628888,-0.8864604548,3.5472140276,2.4151286006,0.2521819092,1.6941305795,-0.2927955376,3.3208469219,128.0,57.9526365305,0.8535643773,6.0,0.860736084,0.00176516,0.9984375,0.0016453483000000001,0.4444444444,-2.067339257049917,-2.748384152235016,-1.3862943611198906,-0.9552294337830003,1.4239855452249999,0.4521462196420001,1.9078475491520002,-0.303323225109,378.1666666667,1.9599140064,0.31858879500000004,1.6791975167,5.5,311.0,10.9660062986,0.7289525998,5.0,1.1065496247,0.6026317713,2.3987048132,-0.413157107,2.9368450046000003,0.4764538693,2.5594407424,-0.6265645746,0.3979591837,0.1593787852,-0.0063240377,9.1679509868,0.6370971514,0.1838174012,2.747079181,0.2910940729,1.7703456705,-0.6285778189,368.5,6.0,5.2,254.3333333333,2.5485225683,0.404770493,0.6252352484510386,343.0,1.5234441078,0.3817321933,1.8521969677,2.2069796951,0.5844128592,2.0178873713,-1.1113736293,0.14940566400000002,0.0480980591,0.8374144927,0.2090453931,1.8637609427,-0.6515887476000001,-0.6206835953000001,3522.2666666667,4.0,8.0,3634.0,-0.5373079103,0.36300564080000003,-0.4784486953,0.1785826093,0.32035653270000003
s286,0.7271802975,0.15952923060000002,1.6117122568000002,1.7000000000000002,30.62390378834299,0.25466666667,21.929491823091997,0.29700000000099985,-0.9865849115,-0.2035928487,3.4819870758,0.45965792580000003,2.2388015982000002,-0.40364286250000003,0.5283707192,-0.4693216699928155,-1.1929380217691399,-8.219096910570599,-9.985728507920038,2.2484594545,0.33068706870000003,1.4770679412,0.5,0.1666666667,9.2916666667,0.0625,1.0,0.0011666667,-4.0416666667,5.375,0.1244135058,2.0,0.0015536067000000001,-2.0833150625,-0.006407782000000001,0.8924830799000001,7.9,6.7,0.9401168543,0.16815017240000002,2.4673575476,-0.5609714019,0.30555555560000003,-1.1936596297,0.3229453635,0.4902031417,4.3397286539,1.590608402,0.20345814580000002,2.1394596396,-1.2890129854999999,3.38738178,112.0,10.925098711,0.2565783653,8.0,0.7183218002,0.0018236276,0.8291753769,0.0018624389,0.4166666667,-5.553730190361736,-4.625581180301964,-2.067339257049917,-1.5213763974,1.4420498679,0.6475618167,1.594107344,-0.07578541130000001,313.3333333333,1.5341354904,0.426500771,1.4237255722,8.5,51.0,5.500872957896999,0.5635854124,3.0,1.0615235247,0.7561223705,1.6775702157999999,0.2689617914,2.1581414431,0.49589059230000004,1.6191279271,-1.0335899626,0.37064676620000003,0.0967230011,-0.0054842816,1.0,0.0,0.1,2.1447781736,0.2790609893,1.7480767518,-0.0292692566,367.0,5.1,4.6,288.1666666667,2.1474925946,0.4685120137,0.4479091066603702,280.1666666667,1.7146197433,0.3978238624,1.5464448093,2.0269864017,0.39805408750000004,1.7495056888,-1.4060503056,0.1300920908,-0.29933958720000003,0.4611995077,0.0992233668,1.7114342036,0.0574863264,0.0971756367,3077.45,3.0,6.0,3319.5833333333,-0.63554111,-0.38428441620000003,-0.8070364137,0.7316597906000001,0.2299413867
s291,0.8326026939000001,0.0284702902,2.180585485,1.7000000000000002,34.5454545455,0.2666666667,26.0,0.33333333330000003,0.2699784415,-0.9755226950000001,1.7701992434,0.2436077261,2.0986854615,-0.1757227211,0.9360933219,-0.9394331766519881,-0.8989631296330349,-11.16996716554808,-5.624271382111104,1.8126334046,0.2163285842,1.9716541659,0.6666666667000001,0.0,11.7916666667,0.1958333333,2.0,-0.0221666667,-0.2916666667,10.7083333333,-0.0529632721,1.0,-0.0009933222000000001,-1.3522537563,0.27367413420000003,0.9840053149,10.0,9.1,0.7364412068,0.1877060228,2.3127653247,-0.4041578791,0.4183333333319999,-0.3790786244,-1.608713625,-1.2882078674,2.7437192025,1.635964911,0.1221631539,2.2830313808,-0.9630841912,3.0580660263,198.0,25.7627506452,0.3968411315,9.0,0.7657501221,0.0021077299,0.84140625,0.0017344138,0.5555555556,-2.92008656560793,-1.8444397271102142,-1.3862943611198906,-0.9286016140000001,1.3188222559,0.48439975830000004,1.8807295872,0.0254797178,349.30333333334215,2.477510750833,0.31551626897400015,1.480752254505,16.965,64.575,4.253039992546,0.43190622240000004,9.0,0.8957127548,0.7590084085000001,1.9687387307000002,0.030864286100000003,2.0661530794,0.3870777381,2.1316596381,-1.5373499661999999,0.45363408520000004,0.012689358900000001,0.0049128402,7.4751341590000004,0.7072925800000001,0.3121754608,1.8191000309,0.3009744313,1.7936323775,-0.3538708552,398.0,5.5,5.8,398.8333333333,1.8473784739,0.37021894310000003,0.2305782112914549,300.8333333333,2.3449133507,0.3599679818,1.3726697479,2.2339854698,0.4124333435,1.6596432316,-0.5163220325,-0.6863459852,0.1210725716,1.2190672454,0.1779419432,2.1315595395,-0.0215051936,-0.47178511040000004,2261.9083333333,0.0,7.0,5296.5,-0.20046326968300004,-0.06013846622799998,-0.2821505523380001,0.7413259635,0.3824006311
