,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium.logTr,bickel_titrator.auc_small.logTr,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s168,1.515110917,0.2585330648,2.3897526986,3.75,2.0689655172,0.033333333300000004,1.9310344828,0.033333333300000004,-1.0552907372,-0.5177770843,2.9484981565,0.33754828070000004,1.3723227897,-2.1005632548,0.9062517123,-1.118125060678392,-1.7703867616238846,-10.507690225807417,-7.462114904771856,4.9415293986,0.2690063773,1.7163388578,0.8333333333,0.1666666667,25.2083333333,0.0625,1.0,-0.0025,-3.0416666667,20.625,0.15,2.0,0.0011428571,-3.7142857143,-0.027281709300000002,0.9257502779000001,7.8,6.0,2.6481180330000003,0.45129287170000004,2.18651264,-0.6150832858,0.7777777778,-1.2732463716,0.008195316000000001,-0.3719338943,3.8121088774,2.9735257364,0.2258514787,1.7246021428,0.0,5.965407751,221.0,1.2928725743,0.0438060331,4.0,0.6407468796,0.0019502327000000001,0.9989257812000001,0.0024516933,0.9166666667000001,-6.449609932071972,-6.449609932071972,-4.625581180301964,-0.6960946472,2.3634673308,0.4224690237,1.703189578,0.029981594700000003,289.6666666667,3.3428734282,0.15455059770000001,2.596976673,25.0,10.0,4.3568072513,0.5772580901000001,17.0,2.3945813409,0.4558444136,2.3650182955,-0.27467387330000004,3.9467180346,0.4080915967,1.7656142081000001,-1.4779030157,0.5171568627,0.29186461610000003,-0.0159163748,5.7020616785,0.4496573146,0.26234567880000004,4.0831097244,0.2812103375,1.2644362648,-0.5915848627,313.0,7.0,7.1,284.0,3.2876697207,0.32392832250000003,0.4069716518343897,265.6666666667,4.2202586401,0.3116253437,1.824866142,3.1649709186,0.33157127670000003,1.8246646289,-1.3713774459999999,-1.4176045576,-0.18161583180000002,2.112769557,0.3312041303,1.8521688108,0.044879897700000004,-0.72554626,1627.3060606061,3.0,8.0,4064.0,1.8440280742000001,-0.7825403580000001,1.4758567096,0.7977244538,0.21473320240000002
s170,0.9508163723,0.1877532044,1.2693962543000001,1.5,36.4347826087,0.2333333333,25.0,0.36666666670000003,-0.3356369873,-0.48282750100000005,2.4218007562,0.3519925843,1.4902559488,-0.2293138237,0.5152671233,-0.8547962226371613,-1.3869246965395268,-9.173155383350881,-7.594271691752724,1.7372372205,0.2761656296,1.6691477376,0.5,0.33333333330000003,10.4166666667,0.033333333300000004,2.0,-0.007333333300000001,-3.6666666667000003,13.75,0.2816655695,3.0,-0.0088150099,-5.7264647795,0.0940127389,0.7900891720000001,9.0,5.5,1.3328081399,0.35050295140000004,1.5807378161,0.4096040251,0.6944444444,-0.6741927347000001,-1.4966053202,-0.8668360642,1.4190507591000001,1.3518940016,0.25447537200000003,1.4704404311000001,-0.7108247741,2.7260075208,152.0,59.8991114415,0.8568707964000001,6.0,0.6079681158,0.001130345,0.7794122696,0.0014091396,0.47222222220000004,-7.824046010856292,-5.553730190361736,-5.553730190361736,-2.1478100173,1.0232536052,0.4513395512,1.6209783439,-0.2768204957,451.3333333333,3.6223266667000003,0.343548307,1.7456787937,2.0,-43.0,5.186539972938999,0.6778852885000001,6.0,1.0298177695,0.3792795581,1.7286913564000002,-0.3074649034,2.9428198784,0.2955099899,2.1904620314,-1.273294787,0.46019900500000005,0.0061694827,8.52529e-05,4.5818755185,0.5297793306,0.15998293830000002,2.0293862498,0.2439235609,1.5009262356000002,-0.9015868458,312.0,5.9,4.9,343.486666666665,3.2705675896999997,0.32086519038699995,0.4500224281129406,276.08749999999895,2.7327327531780004,0.307240328954,1.705606244605,1.2229578856,0.346850025,1.692284767,-1.412367218,-0.3378687294,-0.0239329074,1.0752021487,0.3298975753,1.3794298424,-0.4407982092,-0.1578221472,1730.0128787879,17.0,9.0,2358.3333333333,-0.3400420633440001,-0.03773875635299997,-0.31251854003900004,0.7695943491,0.4479569223
s173,2.3840564683,0.1941606532,1.4242776492,4.05,33.630386408876,0.260333333335,22.807201007975003,0.35066666666499985,-0.2674266169,-1.1075270791,3.0931187279,0.3189978046,1.4145470571,-1.3056520032,0.8992166096,-1.4191537068395421,-2.169935938802427,-8.708832019487865,-7.111907684122715,3.4014735819,0.2162393807,1.6560635932,1.0,0.0,11.25,0.0666666667,2.0,-0.0043333333000000005,-3.75,11.0,0.17681429510000002,3.0,-0.0088620916,-5.8579258934,0.2866756393,0.9416186292000001,7.0,6.8,2.2744917449,0.33389622690000004,1.6307575496000002,-0.5068183619000001,0.5,-1.6434989491,2.1095654361,-0.5629734621,4.194188013,2.8333454714,0.1696276646,1.5734527368,-0.5402436899,4.8849203713,307.0,10.925098711,0.2565783653,8.0,0.7028138161,0.001737744,0.9654296875,0.003307944,0.6388888889000001,-6.449609932071972,-5.553730190361736,-4.625581180301964,-1.0544178493,1.7666445411,0.3465279153,2.0107760136,-0.263885431,247.0,2.0081944256,0.2749225501,1.1886431483,24.5,2.5,-2.3893597141000003,0.36496549300000003,13.0,1.4910933062,0.44245407680000004,1.6163171124,-0.7399188713,2.9033267496,0.3526208229,1.3104963549,-3.3776527458,0.5777777778000001,0.2205122608,-0.013972974,6.5302915375,0.47569676980000003,0.2190266261,3.9544035077,0.2668561441,1.6757252688,-0.2626278183,278.0,7.5,7.2,311.0,3.2408447507,0.31098586310000004,0.035403842198647166,223.3333333333,2.7575416668,0.3129101286,1.0379462532,2.6540618985,0.280103474,1.7930922973,-1.002911364,-0.1745302853,-0.174213011,1.804644512,0.3074036403,1.6760924528999999,-0.2742148317,-0.2956929337,1223.7287878788,23.0,8.0,2171.9166666667,1.6946473165,-0.8937000714000001,0.5978541364000001,0.8058212105,0.2838313534
s179,1.6024616187,0.17631190870000002,1.3333077799,2.25,35.4545454545,0.2666666667,23.2631578947,0.36666666670000003,-0.3582407073,-0.32533302470000003,3.4056687907,0.37941986040000003,2.2367188237,-0.55353797,0.0394905822,-3.396260954890288,-3.4567897385273607,-2.3941522448757016,-2.501515495422726,5.6164991621,0.29712210650000004,1.3966250537,0.8333333333,0.0,11.9583333333,0.1625,1.0,-0.0058333333,-6.7916666667,17.0416666667,0.38721666330000004,3.0,-0.009692056400000001,-5.2457627119,0.08216949400000001,0.6921143488,7.6,8.3,1.9951445409000002,0.1586666303,2.4164206571999998,-0.6683869659,0.1111111111,-4.6802578854,-1.8437003681,-0.23074187610000002,3.5297248409,2.6486355656000002,0.2095705878,1.5784413603,-1.0385004382,3.3813588491,167.0,59.8991114415,0.8568707964000001,6.0,0.8828125,0.0010488719000000001,0.9769531250000001,0.0010286137,0.7222222222,-1.3862943611198906,-2.067339257049917,-1.3862943611198906,-0.8126362479,2.6367106907,0.39466696230000003,2.1471167596,-0.1852161386,330.0583333333371,2.9730986784889994,0.322280636483,1.7427852701990016,10.5,91.465,13.3536702924,0.6747579895,9.0,1.8297914515,0.3943808338,2.1200345743,-0.7003482433,2.4624444678,0.44434992640000004,1.7904052163,-0.4834591937,0.4974874372,0.0973479027,-0.0049334102,3.4303499629,0.5322006268,0.393393751,3.9181523825999998,0.3104875105,1.0192041008,-1.3522333343000001,335.0,5.7,5.4,231.6666666667,4.7870092158,0.3071571504,0.986822836986327,243.6666666667,3.8427394902,0.2957802134,1.8733222614,2.6310631393,0.3402271606,1.6998104062000001,-0.9255866869,-0.3587613481,-0.6599561383,2.1668873466,0.3310573405,1.363844303,0.18801732910000002,-0.0362187063,3047.0555555556,6.0,5.0,4778.0833333333,-0.2881006572,0.3277628013,-0.2227083602,0.6991630901,0.3605746745
s180,1.8912552333,0.2711551829,1.1974992507,4.7,33.3333333333,0.2,19.15,0.33333333330000003,-0.6085028168000001,-1.0216610749,3.1899830976,0.3488119295,1.3440105682,-2.3077790579,0.8237517123,-0.850167556261836,-3.04206313488921,-10.024972933422205,-7.9049920013669634,2.5305440149000002,0.3110023717,1.3756076998,0.6666666667000001,0.1666666667,5.375,0.1541666667,3.0,-0.0145,-1.875,8.875,0.21914357680000002,2.0,-0.0157959698,-3.1175482788,-0.0502158861,1.0346702518,9.3,7.7,2.4168141666,0.4544666643,2.2782350111,-0.4055167108,0.47222222220000004,-1.2903505832,-0.5923794367,-0.09204657470000001,3.1862650416,2.2258868203,0.21803104610000001,1.7036464179,-1.0170844173,3.9312389163,212.0,7.6113128603,0.3752535483,7.0,0.928125,0.0016134798,1.0,0.0022306074,0.6388888889000001,-5.553730190361736,-4.625581180301964,-3.664674886451777,-0.9390141291,1.7429549892,0.3697510664,2.4058702394,-0.12566395190000001,389.1666666667,1.9952019502,0.2994871196,1.1691376078,27.0,4.0,6.528899948869997,0.4194510882,16.0,1.6239077921,0.5315568028000001,1.9369180281,-0.20012932600000002,2.4197887818,0.4785689027,1.6945659398,-0.36624731800000004,0.5147783251,0.0362665462,0.0046809745,8.3734750955,0.5814648795,0.2281641289,2.6033920184,0.27601880230000003,1.805213887,-0.3398299817,299.0,7.9,6.2,403.0,2.1587219547,0.3337130843,0.18294731821443155,290.3333333333,2.347692313,0.3326232127,1.3922449382,2.6015578859,0.4187291709,1.9932866137,-1.4737038933,-1.8164889614000002,-0.3748398585,1.5375627262,0.3199090341,1.7020709051,0.4908637954,-0.1029898543,1416.4722222222,11.0,9.0,3205.1666666667,0.1770760498,-0.3391675518,0.0728934051,0.8862317843,0.4694341227
s182,1.122305822,0.1135943594,1.7450208093000001,2.4,4.8333333333,0.0,6.1111111111,0.1,-0.7558375068000001,-1.4516913396,2.7436460171,0.3584246049,1.4768814869,-1.6562537071999999,0.2437517123,-1.377056341325762,-2.5810857003912577,-7.034873678872428,-5.624871918393513,2.3525784586,0.3499253056,1.3088465805,0.5,0.5,8.75,0.1,2.0,-0.0003333333,-2.6666666667000003,10.2916666667,0.2737745098,3.0,-0.0057156863,-2.1764705882,0.0396142197,0.8255619321000001,7.8,6.9,1.871741722,0.43166456410000004,2.6759525813,-0.400792356,0.3580555555549999,-3.3651955285,1.6856240964,0.1910395678,4.9380558016,2.3389481736,0.23773773850000002,1.7638348252,-1.070541321,3.8243251091,265.0,0.0331595576,-0.6040336065,3.0,0.6593782425,0.0015476052000000001,0.9247695923,0.0027608135,0.6388888889000001,-3.664674886451777,-2.748384152235016,-2.748384152235016,-1.0735338447,1.8688447828,0.4064432888,1.8743397072999999,-0.0820783234,332.1666666667,2.1792752448,0.3599952963,1.1786298302,46.5,33.0,17.8936581569,0.4398745989,14.0,1.5008354985999999,0.6129605764,1.7884758362,-0.4258700012,2.4568622905,0.43156622600000005,1.4015426198,0.3181164085,0.6029411765,0.08562031660000001,0.003908748,8.5075155471,0.4633011831,0.2193011931,2.0534196516,0.2875409815,1.4311377493,-0.7958908757000001,361.0,6.6,6.6,321.5,2.8007601886,0.3578209965,0.07751548666205607,313.0,2.3506466368,0.34643756000000003,1.2114744047000001,1.5223910034,0.42004829,1.8072814992000001,-0.48298963500000003,-0.3637126831,-0.10384037930000001,1.191626783,0.3408450859,1.8920112524000001,-0.5216054185,-0.42745207360000004,1710.7892857143,16.0,7.0,4005.5833333333,0.3629882125,-0.0228051778,0.314805318,0.2854970207,0.2103282445
s184,2.0422982042,0.3543006334,1.2127843279000001,2.7,31.2727272727,0.2666666667,16.1666666667,0.2,-0.2248272812,-0.1787949738,4.1940772933,0.35234950060000003,2.4496082118,-0.8191517129,0.2187517123,-1.830379267239011,-1.675758842986639,-7.086982069509101,-5.941329611358827,4.7388516295,0.21921673630000002,1.4725458928,0.5,0.33333333330000003,8.8333333333,0.09166666670000001,3.0,-0.0053333333000000005,-2.4166666667,9.8333333333,0.0416666667,1.0,-0.0021764706,-1.3406862744999999,0.3048055528,0.6103417356,9.4,6.4,2.207910635,0.37402542580000003,1.8656083757,-0.0148323363,0.8055555556,-2.9930196849,-1.2344410463,0.0,5.3201349372,3.2082460139,0.17261237100000001,2.0433522887,-0.8308046694000001,3.7967503866000003,130.0,10.925098711,0.2565783653,8.0,0.6199707031,0.0011679579,0.9946044922,0.0016021584000000001,0.5833333333,-6.449609932071972,-7.824046010856292,-5.553730190361736,-0.9807561502000001,1.856070515,0.3747635503,2.3639153032999998,-0.0678321767,282.8333333333,3.0845651214,0.2734461651,1.6891911521,0.0,125.5,4.8256231683239985,0.5696514165000001,10.0,1.0267763824,0.4662946135,2.0267966425,0.5420567637,3.4729826929,0.3612450714,1.376828946,-1.5006624881000001,0.4630541872,0.0107722671,0.0010704708,10.2739496646,0.8319464998,0.20571790180000002,3.3473141235,0.3062688923,1.4236833147,0.0748211595,264.5,5.9,6.1,261.0,3.9322781435,0.4631689526,1.1108797421918075,224.1666666667,2.9199025058,0.2932422606,2.2026103215,3.0659301923,0.3467764412,2.6772900816,-0.8739383194,-0.4926615849,0.43390059999999997,1.8883270541,0.3046427154,1.7056900795,0.0215319902,-0.6896435845000001,1507.0800865801,11.0,9.0,2793.75,-0.40795178530000004,-0.4328138024,0.4132379846,0.8649032587000001,0.6271043223
s187,1.0675169095,0.0214074099,1.5609224751,1.7000000000000002,29.2916666667,0.2,23.380952381,0.30000000000000004,-0.2235703733,-1.38791124,2.6484892923,0.40914822240000004,1.6649755437,-0.2048976355,0.3402773973,-1.0577078316919764,-2.0580286077021164,-7.826460924414236,-6.843596861324742,4.2088077537,0.1805433435,2.3862633592,0.6666666667000001,0.33333333330000003,2.5833333333,-0.1166666667,0.0,-0.001,-0.0833333333,19.25,-0.028133393000000003,0.0,0.0011763653,-2.2587287377,0.4986516681,0.460281994,8.6,7.1,1.7466166712,0.5441567316,1.9632968722,-0.8255966445,0.30555555560000003,-2.4175095189,-0.07274369850000001,-0.22829995860000002,3.5248410059,1.8354442355,0.0486016515,1.9774431361,-0.9928100529,3.4727396196,114.0,59.8991114415,0.8568707964000001,6.0,0.6702904463,0.0009950182000000001,0.6368632793,0.001333067,0.6111111111,-1.8444397271102142,-4.609202534990781,-4.609202534990781,-1.1682744153,1.4869842237,0.4636905008,1.6671751951,-0.8066368958,346.35666666667015,2.6060680256639994,0.29748311852700005,1.485220825102,16.335,69.32,6.9272826873,0.5708576690400001,7.0,2.1410729027,0.5443142855,1.7964692017,-0.7239291799,2.0002863699,0.4532695581,1.7176697268,-1.1747633442,0.349009901,-0.053970593600000005,0.0053210592000000004,0.0839129129,0.0010797670000000001,0.0289658339,3.0729693807,0.31127507660000003,1.7100428474,-0.7310004016,393.5,5.9,5.2,336.583333333334,2.8056555748379997,0.3301516302490001,0.4673857712693337,301.75833333333804,2.66571116753,0.3261711203159998,1.5433145342180006,2.1550602393,0.3548984771,1.7619066655000002,-1.1718453066,-0.6557863639,-0.3662859564,1.2786142287,0.3292444194,1.844959995,-0.4192751474,-0.44261847870000004,2057.4092261905,11.0,7.0,3268.8333333333,-0.5349764379,-0.24519785300000002,-0.8552173281000001,0.0609308181,0.1471841962
s190,1.260447109,0.343974002,1.6051012749,2.25,45.7894736842,0.36666666670000003,28.05,0.33333333330000003,-0.467029371,-0.7913226858,4.576318563,0.3733504948,1.9121193975000002,-1.5433999164,0.9687517123,-0.3129975388319746,-1.5805359957975844,-12.359503584433083,-9.280616924171635,3.8429066849,0.2776785232,1.4750362144,0.8333333333,0.1666666667,14.3333333333,0.0416666667,2.0,-0.0146666667,-3.9166666667000003,21.7083333333,-0.0287234043,1.0,-0.0104042553,-1.1843971631,0.0721749854,1.1522684494,8.6,7.2,1.8590637306,0.5067260842,1.8418278576,-0.9790884239000001,0.9444444444000001,-1.1439966118,-1.4326773535,-0.5629734621,4.194188013,3.6032303882,0.2629191746,3.9442166472,-0.5402436899,4.8849203713,218.0,10.925098711,0.2565783653,8.0,0.7796737671,0.0017317564,0.740009594,0.0019685525,0.6388888889000001,-8.511264302067358,-8.511264302067358,-5.553730190361736,-0.8741693149,1.2316222115,0.410832927,1.6137072401,-0.7190790541000001,202.8333333333,4.1951635753,0.2263971061,1.8791469307000002,1.0,133.5,10.7521711801,0.4153165388,13.0,1.9471291044,0.4837399486,2.1470729031,0.0090801098,5.1215227538,0.3205906778,2.5993081648,-1.2576621958,0.4656862745,0.0085433791,0.0060384907,7.4428354497,0.5589736649,0.1450042507,5.1822100571,0.3172454382,1.8671893387,-1.0292899221,304.0,5.5,6.0,229.3333333333,6.1177030465,0.286174423,1.198274717680782,236.1666666667,5.0280240101,0.30932768990000004,2.7880995894,2.7425258837,0.4471475923,1.7332730535,-1.8839781309,-0.3665511838,0.0975758655,2.1648978252,0.3934313813,1.5365802911,-0.6918127393,-0.7290592129,1741.6407407407,14.0,8.0,3586.5,-0.37220256700000004,0.1501522545,-0.8336457653,0.3240489579,0.2841157549
s192,1.867560841,0.30428040160000003,1.2035894055,4.25,30.4347826087,0.2333333333,23.6842105263,0.36666666670000003,-0.2165516057,-0.7570746999,2.5004004742,0.37864684400000004,1.411461573,-2.0545773471,0.6485933219000001,-1.9643897817189624,-2.8312050883522932,-8.532074368937627,-4.757558498031489,5.0159784936,0.2526655986,2.1337112223,1.0,0.0,8.5833333333,0.075,3.0,-0.005,-2.5833333333,11.4166666667,0.1480595981,2.0,-0.0111157311,-3.29002079,0.1732828492,1.1546471041,8.8,8.2,2.8558822947999998,0.34590131830000004,1.9096813709,-0.056422564200000004,0.4166666667,-2.8213077789,1.2652906344,0.0,5.3201349372,4.1189165532,0.2429667403,2.4988420435,-0.9437793146000001,3.5708010963,239.0,25.7627506452,0.3968411315,9.0,0.7634371758,0.0013707299,0.9810546875,0.0016632216,0.6111111111,-6.449609932071972,-6.449609932071972,-5.553730190361736,-0.0438914694,1.70754015,0.4977343074,2.0000324009,-0.5981584859,371.6666666667,2.8584729529,0.36779055400000005,1.1511556329000001,25.0,44.0,1.3232656803,0.4121364892,16.0,2.0034762028,0.3708065574,2.2058929526,-0.5298112596,4.7355641708,0.3622526071,2.9331073852,-1.7395956031000002,0.5574572127,0.08452543030000001,-9.86843e-05,7.8519283977,0.47154097370000003,0.24783746820000002,4.2095967078,0.2898813625,1.7996180148,-0.0687112217,371.5,6.6,8.0,323.6666666667,4.1786758101,0.3622122132,0.459639302877624,292.1666666667,3.8925725241,0.3731144154,1.5535528633,3.3094215475,0.40238453300000004,1.4227277662,-0.4570027535,-0.3989090239,0.6957532957,2.1200611001,0.4174177486,1.5071907957000001,-0.8558429285,-1.3930064014,1731.2575757576,2.0,10.0,4395.25,1.2380908618,-0.2561066224,0.46379352490000003,0.6821344260000001,0.1837460093
s196,0.9981705930000001,0.020837998400000002,2.4029375288,2.4,23.9523809524,0.30000000000000004,24.2380952381,0.30000000000000004,-0.5471841899000001,-0.2385099629,3.1900649165,0.418410681,1.8697267100000001,-0.6886733628,0.0431857877,-3.222950896706341,-3.4355123398130023,-2.251856435583955,-2.625523351465831,4.2632151023,0.2570470844,2.2806488019,0.1666666667,0.33333333330000003,23.7916666667,0.0291666667,1.0,0.0005,-2.125,8.4583333333,-0.0821377769,2.0,0.001140825,-1.464336517,0.0213804493,0.8521740909000001,8.4,3.7,1.2092552446,0.3763021643,1.980366166,-0.5981432783,0.2863888888850001,-0.5744422475000001,-0.8982466135,-0.7534139427000001,2.4843807076,1.7071521922000001,0.0661319305,2.2367072547,-1.1652624446,3.6348828618,141.62,3.8949392741,0.12337298840000001,4.0,0.789855957,0.0020313076,0.6861545563,0.0021725449,0.4166666667,-2.748384152235016,-2.067339257049917,-1.8444397271102142,-0.5698636587,1.6756371674000001,0.43733497990000003,2.2555856501,-0.4958505265,292.5,2.7696330097,0.4282273634,1.6987309928,34.0,86.5,1.0275169589,0.45798196300000005,7.0,1.0675862835,0.6148005221,2.2154307821,-0.441810174,1.5813029379999999,0.4098902125,2.1427524184,-0.467076425,0.3289124668,0.0097752813,-0.0012262993,0.3827751106,0.0019504834000000002,0.1237161802,1.5524727331000001,0.3467216695,1.6064553332,-0.16013916790000002,372.0,5.3,3.9,318.3333333333,2.6809919749,0.4229585402,0.551179552299651,370.0,1.524287201,0.3951147192,2.0214351438,1.4081468708,0.3218445786,2.3055082815,-0.10621681250000001,-0.25018857867999994,-0.21339838290799984,1.2125459964050003,0.18093842389500012,2.014990414485,-0.28846464373600006,-0.332851723725,2136.7875,21.0,6.0,2349.25,-0.9012118616,-0.0001903417,-0.8142223293,0.8509879333,0.39907054080000004
s198,1.3057830477,0.0216091651,3.2363856386,2.95,30.380952381,0.30000000000000004,17.7894736842,0.36666666670000003,-0.0462412601,-0.5422054767,2.8413387116,0.37916641700000003,2.0372560446,-1.2078879742,0.5376044521000001,-1.3106342673303946,-2.9487866017962476,-8.185202410103578,-4.77872171613471,3.6705063528,0.2838622769,1.6433570524999999,0.1666666667,0.6666666667000001,13.0416666667,-0.0291666667,2.0,-0.0048333333,-4.2083333333,13.25,-0.009015025000000001,2.0,-0.008818864800000001,-2.5603088481,-0.25181058500000003,0.9899721448000001,8.7,7.1,1.6164579221,0.4022221932,2.0276426504,-0.1581731035,0.3674999999920002,-0.9422255810000001,-0.558593719,-0.9092231175000001,3.5016887022,2.4660393672,0.051015928700000004,2.6454888257,-0.7458764829000001,2.9788724795,205.0,46.0626954627,0.8291899447000001,10.0,0.8478149414,0.0012702534,0.8307193756,0.001451805,0.6944444444,-2.748384152235016,-2.748384152235016,-2.748384152235016,-0.2927080043,1.6382299907,0.23051525020000002,2.8902661432,-0.10555352130000001,250.0,2.6375436239,0.3476010214,1.961371095,125.5,4.5,32.4333490849,0.5797334268000001,7.0,1.0479638255000001,0.5252811801,1.9823019617000002,-0.2490804579,2.3879342618,0.46682975130000004,1.661415398,-1.3274451146000001,0.5359801489,-0.0081315614,0.0096530548,7.3319859808,0.5625728022,0.21736080870000002,3.1939998355,0.2627594479,1.8195921009,0.1519722843,374.5,6.1,6.0,217.6666666667,2.5658496036000003,0.3997642198,0.4891834589672904,252.0,3.0131690393,0.27645328140000003,3.4317638168,1.9798437294000002,0.33879793610000003,1.9665023819,-1.1582963299,-0.38959494380000004,0.2615982046,1.516594432,0.36340044920000003,2.291194652,-0.3630033163,-0.43627293510000004,2589.3055555556,11.0,8.0,4719.6666666667,-0.49710197580000004,-0.1671657055,-0.7856205475,0.8286238367000001,0.2890821664
