,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,bickel_titrator.auc_large,bickel_titrator.auc_medium.logTr,bickel_titrator.auc_small.logTr,BITIHDLL,BITIHDML,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,holt_laury_survey.beta,holt_laury_survey.risk_aversion,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_learning_rate,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s396,2.0723875952,0.2580840712,1.3157578453,3.1,37.6842105263,0.3666666667,31.3333333333,0.30000000000000004,-1.2130563851,-1.5598033275,2.2219990884,0.3312144452,1.0906749241,-2.1793969223,0.8037517123000001,-0.7826616877676936,-0.8956323064169227,-9.971147741011126,-6.7440525654332655,5.6026642634,0.2660641733,1.6138175009,1.0,0.0,10.625,0.1958333333,3,-0.0098333333,-3.7083333332999997,11.458333333299999,0.1041666667,2,-0.0118571429,-4.5416666667,-0.1490909091,0.8363636364,8.4,7.5,3.4302709156,0.4430585897,1.4425168164,-0.6034815344000001,0.7777777778,-4.3265043549,-0.8930491326000001,0.1910395678,4.9380558016,2.8097984628,0.0425299949,1.8998998031,-1.1195720593,3.7262636324,215.0,59.8991114415,0.8568707964000001,6,0.8590270995999999,0.0017042650000000002,1.0,0.0020980883,0.6666666667000001,-7.365900695568905,-6.449609932071973,-6.449609932071973,-1.1359335885,2.145835604,0.3319690248,1.4958222937,-0.4832001664,311.3333333333,2.6805603211,0.263255561,1.0135598314,20.5,5.0,3.8532563335,0.39137252619999996,18,1.8093811872,0.516420376,1.6374745741999999,-0.5876886735,3.0622021364,0.3260896298,1.2685313335,-3.1745539484,0.4482758621,0.07935503990000001,0.0022489483000000003,7.883155654099999,0.5334447028,0.18427330719999999,4.3070772617,0.2415794225,1.2288610978,-1.5981212132,250.0,6.2,7.2,322.1666666667,3.2536275748000003,0.2970617062,0.011611280613096363,251.0,228.5,2.8812252495,0.3110298596,0.9959548461,-22.5,13.1841083648,2.3708647174,0.29840858740000004,1.4584120562,-0.9761940848,-0.8705412464000001,-0.3885189982,2.434084389,0.29393745790000003,1.3668302435,0.192035196,0.1953699716,1569.3256944444,17,8,3334.75,2.4559660894,-0.9971707412,0.7610815598999999,0.6242468503999999,0.4269390794
s397,1.6579119763,0.189280305,2.1523734515,7.55,35.1666666667,0.2,28.2,0.33333333330000003,-0.21854073649999997,-0.5072200836999999,3.7140454436000003,0.3281525471,1.5058705721,-1.3686597463999999,0.6506181507000001,-0.8107224038358173,-0.18481026750701213,-8.933467256391406,-8.019306313370379,2.8288635876,0.1975384485,1.6741312654,0.6666666667000001,0.33333333330000003,17.0416666667,-0.0041666667,1,0.0005,-2.9583333332999997,11.541666666700001,-0.0070291777,1,0.0005119362999999999,-3.1054376658,-0.1826783115,0.9053857351000001,8.1,8.6,2.2277951438,0.3866931097,1.7693756397999998,-0.37485446549999996,0.9166666667,-0.35346574080000004,-0.3977872329,-0.5629734621,4.194188013,2.5528634546,0.28734325650000003,1.9221932219,-1.1195720593,3.7262636324,135.0,59.8991114415,0.8568707964000001,6,0.7522890091000001,0.0014577191,0.930078125,0.0019152839,0.6944444444,-8.511264302067357,-8.511264302067357,-6.449609932071973,-1.2755517731,1.9366987554,0.35010989340000004,1.3609561105,0.1815850314,223.8333333333,3.0686581452999997,0.32536582399999997,1.6015796618,7.0,149.5,-0.9352962320999999,0.5081787552,14,1.4806908233000002,0.3061027743,2.1036207416,-0.2852722318,2.4115022319,0.35946700049999997,1.7756450731000002,-0.8314872209,0.44471744469999996,0.1105852882,0.0001049135,11.7740432484,0.6005623328,0.1399875467,3.1074076891000004,0.2788975628,1.3538086686000002,-0.8132269290999999,300.5,6.3,6.1,300.1666666667,2.9677920222000003,0.3211798433,0.6274905003287651,201.3333333333,181.8333333333,2.482367188,0.2746861324,1.6230248475,-19.5,63.8916908467,2.2884842192,0.3255543569,1.7634869771000001,-0.4962276874,-0.7192513584,-1.1394670389,1.6916661925,0.3082584409,1.5621651716,-0.9505186484999999,0.1326328522,2067.494047619,21,5,3340.6666666666997,0.6930428539,-0.6574552771000001,0.5903882471,0.8247091964000001,0.3918977625
s402,1.714843584,0.2193649269,2.6246127263,2.5789473684,21.2,0.1666666667,25.0,0.30000000000000004,-0.2797293321,-0.4528994203,2.3550697169,0.6123585931000001,1.6872978921,-0.6630132774,0.2242722603,-2.2178379782625295,-3.2057770570335533,-6.8838677708892355,-3.67130529624762,3.4077202607,0.44228132579999996,2.4783256905,0.5,0.33333333330000003,15.0,1.804112415e-16,2,5.2041704280000005e-18,0.0,16.4166666667,-0.0087511191,0,0.0014601610999999998,-0.1116830797,-0.0671990412,0.0225015898,7.8,8.4,1.7787095619,0.7563510859999999,1.976018981,-0.3675910676,,-1.4179718278,-0.0847576419,0.1932209246,4.933693088,2.1478914453,0.0033344606,3.5141714607999996,-1.6553879915,2.6546317680000002,108.0,10.925098710999999,0.2565783653,8,0.689743042,0.0004905462,0.9926757812,0.000756605,0.75,-2.7483841522350163,-2.7483841522350163,-1.8444397271102144,-1.4420030715,1.8358726797,0.5686932872,1.5311036219,-0.32763838829999997,,,,,,,,0.4131634183,12,1.5769520131,0.7368576458,1.9855746583000002,0.0339728368,3.0705185414,0.5033486956000001,1.7260634057000002,-1.5455517359000002,0.2875318066,0.0343419512,-0.0001906082,0.2190998698,0.0065370789,0.4461454739,1.5698411638999998,0.384308377,1.4802482594000002,-0.5098023810000001,704.0,5.5,4.7,704.1666666666999,1.5249097542,0.5475279755,0.1101400284577665,465.1666666667,443.5,1.9806071418,0.5362417443,1.296300772,-21.6666666667,3.3616350257,1.1265766138,0.5723094005,1.6550091783,-0.1532001204,-0.3774788131,-0.5988625457,1.2938388679000001,0.5790292892000001,1.9081404794999999,-1.1430432858,-0.5181054482999999,2745.2729166667,11,7,2883.4166666666997,,,,0.8674306435,0.17458179170000002
s403,1.1022683866,0.21787835739999997,1.5589460783000002,2.1,44.3846153846,0.5666666667,42.1428571429,0.5333333333,-0.5796287577,-0.6142071109,2.8996155420000003,0.3192169955,1.6230133297,-1.0422919343,0.4462619863,-0.421200418913786,-1.362604589938623,-8.937614589308211,-7.14959374633124,2.0384703851,0.2649306341,1.4187582551,0.1666666667,0.5,15.333333333299999,-0.0166666667,2,-0.006666666700000001,-3.0833333332999997,26.9545454545,-0.0314327062,0,-0.0005123009999999999,-0.9143270622,-0.25081818640000003,0.9586627058,6.3,5.5,1.0979622597,0.451862858,1.7647907537,0.031280242,0.2777777778,-2.6043732417000003,-1.0237357093000001,0.1954308362,4.9292732649,2.4249614357,0.2100289659,1.7768604619,-0.9928100529,3.4727396196,124.0,7.6113128603,0.37525354829999996,7,0.7021194458000001,0.002240109,0.8258712769000001,0.0024563923,0.5833333333,-5.553730190361736,-4.625581180301964,-5.537595558952301,-0.7140091274,1.4527250014,0.3184731334,1.7947555779000002,-0.3929134559,,,,,,,7.1036079313,0.5443285807,10,1.5809159396,0.5623534808,1.5008085185,-0.1836294586,2.9250323422,0.3846915458,1.7252129521,-1.7927422109000002,0.4577114428,0.0548731587,-0.0018305451,3.8295888524,0.6906928383000001,0.3001701451,2.2127124241,0.2770429015,1.5463929213,-0.1846888052,345.5,6.1,4.3,219.0,3.1762019718,0.38353959740000004,0.5684694793966716,222.3333333333,257.5,2.6430155058,0.36223468159999994,1.355716254,35.1666666667,36.185520362,2.3324252266,0.36787947369999996,2.0759547441,-1.5441879935,-0.1619081292,0.10757802179999999,0.80931182,0.07264755860000001,1.8301113941999998,-0.4762038352,-0.9574655146,1503.9148148148001,16,7,3136.25,-0.463192349,-0.1110726732,-0.708779354,0.9095457374,0.2468086555
s408,0.9368085131,0.3630729904,1.4273127684,1.8,29.5238095238,0.30000000000000004,15.0,0.1666666667,-0.3105074664,-0.626024594,3.6685391438,0.3395325127,2.3068772304,-0.3276687733,0.4410205479,-2.208100284624121,-3.2239830219251786,-7.194799155124513,-6.1495056581918845,3.1711417949,0.2437596851,1.7633434802,0.8333333333,0.1666666667,7.25,0.008333333299999999,2,-0.0016666667,-2.75,8.0416666667,0.0025550661,1,0.0002881057,-2.3566079295,0.1041058182,0.988330248,9.2,7.3,1.7349976386000001,0.4021507285,1.6905819975999998,-0.3328643475,0.30555555560000003,-4.5968057435,-1.7314726125000002,0.1910395678,4.9380558016,3.3212920187,0.2202117152,2.1105118765,-1.0385004381999998,3.3813588491,204.0,25.7627506452,0.3968411315,9,0.7333805084,0.0007687047000000001,0.96875,0.0008826677000000001,0.5277777778,-2.7483841522350163,-3.6646748864517766,-3.6646748864517766,-1.0152348935,0.6293049749,0.5391169152,1.6533149594999998,-0.3264682707,381.0,2.4138121658,0.3248483205,1.1190684619,-10.5,39.0,1.1232677557,0.6436460329,4,2.1802034364,0.419546531,1.6055749875,-0.2506783829,2.6431248935,0.4387271982,1.59731936,-1.7452782113,0.5771144279,0.0908241621,0.002472657,5.3830382242,0.5255378175000001,0.2362931827,2.297415944,0.2587664703,1.4917005078,-0.6226125940999999,348.5,6.2,5.3,363.3333333333,3.4193912118000003,0.33358574690000004,0.41434753582038136,286.1666666667,291.8333333333,2.9409352602,0.32892063850000003,1.1823271539,5.666666666699999,17.948482933,2.0440499638,0.3029378118,2.5353451261,-0.7524848009,-0.7810504834,0.6598582352000001,1.498488882,0.3215879176,1.3423587844,0.0581338622,-0.6568008473,3290.2666666666996,-1,9,4519.1666666667,-0.7479982801999999,0.2503683699,-0.4884360056,0.820936714,0.33923751420000003
s409,2.1095605763,0.3539281325,1.6293609065999999,3.35,22.608695652199998,0.23333333329999997,11.7,0.33333333330000003,-0.3997212235,-0.7300912615999999,3.9064030436,0.3532175796,2.1773526113,-0.7110265295,0.6760933218999999,-0.8100100489251326,-1.416347634924351,-9.048735259882378,-7.854091128830166,3.732666333,0.29689985,1.5223823285,0.8333333333,0.0,7.291666666699999,0.1791666667,3,-0.0045000000000000005,-0.9583333333,7.25,0.11040189130000001,3,-0.0030827423,-1.7517730496,0.21052631579999997,0.2631578947,8.5,8.9,2.6813819967,0.5535866468999999,1.8893870177,-1.1243653939,0.44444444439999997,-1.2644728121,0.9070562184,-0.5629734621,4.194188013,2.8410106772000003,0.2140203688,2.0360238713,-0.8893284576999999,4.1867508355,187.0,10.925098710999999,0.2565783653,8,0.7082961081999999,0.0012391523,0.9926025391,0.0016923651000000002,0.6388888889000001,-5.553730190361736,-4.625581180301964,-4.625581180301964,-1.195162352,2.0532222981,0.4397073061,1.9316033391999998,-0.38541029409999994,349.1666666667,3.7133773839999997,0.32461894,1.6214091738,4.0,69.5,,0.5922426608,13,2.0308163934,0.5618088450000001,2.0867590452,-0.5126215668,3.1753901495999997,0.4539247913,1.5940161376000002,-2.0122090391,0.5405405405,0.1128570326,-0.0003806469,5.6921835177,0.6874711855,0.25644502620000004,2.5355350516,0.3027913259,1.6080625964,-0.37851124469999997,305.0,6.0,5.7,251.8333333333,5.6970437266000005,0.3092838753,1.101202609754494,237.3333333333,253.5,4.3619913027,0.35703980360000004,1.8484277131,16.1666666667,16.2087621565,2.7439305891,0.32821343950000004,2.6924218848000003,-1.3604084909999998,-1.5846198622,0.1653166171,1.6737452081000002,0.3235178466,2.0425987609000003,-0.1859441831,-0.6364589315,1975.5606060605999,0,11,4805.4166666667,0.4843304285,-0.2217438449,0.6248507702,0.8497311315,0.20507113579999997
s420,1.5225536603,0.3173925704,1.5114504862,2.5,35.2631578947,0.3666666667,20.0,0.33333333330000003,0.1157223574,-1.1482772716,2.2040667559,0.4109395853,1.7847480172,-1.1578669574,0.5662619863,-0.09773177386790922,-1.377056341325762,-8.373986753350852,-9.319010803812347,3.2938635926999997,0.3253852719,1.526668954,0.6666666667000001,0.1666666667,8.5,-0.0916666667,2,-0.0053333333000000005,-3.25,14.375,-0.1182044888,1,0.0020174564,-2.6758104738,-0.0761073171,0.7094930700000001,9.1,7.7,1.6762529779,0.3791027338,1.968252864,-0.8530443778000001,0.30555555560000003,-2.048088915,-0.7804349099,-0.23564311899999998,2.6928294713,1.9923809665,0.16916293300000002,1.8216666415,-1.0705413209999999,3.8243251091,220.0,46.062695462700006,0.8291899447000001,10,0.6410208702,0.0009659589,0.6870723724000001,0.0013621814000000002,0.6944444444,-3.6646748864517766,-2.7483841522350163,-4.609202534990781,-1.5095217012000002,0.8941543797,0.0529148796,2.0311801177,-0.16816860260000002,,,,,,,3.1153785655,0.6422481307,7,1.4246169444999999,0.37155577359999997,2.0895990381,-0.0496846821,2.1415249575999997,0.3288845287,1.8426842050999999,-0.7369409128000001,0.455801105,-0.0084093181,-0.0020759226,4.2018060727,0.4483541469,0.2252091535,3.0584727886,0.3112978717,1.7258085786,-0.8163293688000001,420.5,7.8,5.7,382.1666666667,3.0002754854,0.37965738979999997,0.2778753541938305,356.6666666667,371.6666666667,2.9025392377999997,0.32501053950000003,1.5280891572000002,15.0,24.930807076300002,3.1514458345999996,0.31371359330000004,2.8388150068,-0.7755956431000001,-0.7743024145,0.0683721258,2.1777704037,0.3681638407,1.6912766087,-0.3874222961,-0.5973638731,2210.3796296296,2,7,3312.25,-0.1805130577,0.1636471042,0.17276408070000002,0.8217529209000001,0.3179942208
s421,2.3463415443,0.2769332796,1.1853237479,2.7,39.0909090909,0.2666666667,22.5,0.4,-0.07370058800000001,-0.2515223178,3.2872937756,0.36942240439999996,1.6320980848,-0.5423926054,0.3277328767,-2.2400123295677714,-3.1726165845958842,-7.431091164095845,-6.063997176151124,4.0087245611,0.2439192121,1.6000625098,0.5,0.1666666667,16.4583333333,0.2291666667,2,-0.0045000000000000005,-8.125,15.166666666700001,0.0364812942,1,0.0038592518,-6.3073811930999995,-0.0553088337,0.9085467256,8.5,6.7,1.4849312771,0.3896391787,1.7682967018,-0.4671210857,0.11111111109999999,-1.9760303893,0.5133402758,-0.5616381195,3.4239749998,2.1931815302,0.16631056160000002,1.6247058341,-0.6807759697,4.096807786,173.0,10.925098710999999,0.2565783653,8,0.8157928467000001,0.0017959870000000004,0.88671875,0.0016432629,0.5833333333,-4.625581180301964,-4.625581180301964,-2.7483841522350163,-0.8469677045,2.4200274603,0.35058249140000003,1.9728093202,-0.4997671374,268.1666666667,3.2451451452,0.40061559049999995,1.6625439647,31.0,195.0,-2.0755633171000003,0.3793708562,10,2.0778643481,0.4714756450000001,2.3495813667,-0.3156897162,2.0683794304,0.35318658020000004,2.3339064946,-0.8951355501,0.4187192118,0.026664228199999997,0.0010203138,3.6678087778,0.43182993119999996,0.34742306700000003,3.6020630713,0.2789849782,1.1391318178,-1.194156759,295.0,6.3,5.5,226.6666666667,2.1986753955,0.3053407816,0.43789366064864654,236.5,242.5,2.3971367613,0.2996718873,1.4265024947999998,6.0,58.6230042017,3.1875353066,0.2849343776,2.9207245095000003,-1.4440186455000001,0.049447801500000006,-0.2224306404,1.4044829495,0.2601143669,1.5279258172,-1.1094185766,-0.6525961254,2005.8452380951999,15,9,2570.6666666667,-0.8456330770999999,0.6190152002,-0.7134042403,0.85833508,0.517058028
s425,1.8073880668,0.3168100933,1.5592693153,2.65,27.315789473699997,0.3666666667,33.4090909091,0.2666666667,-0.40853156659999995,-0.6865621915000001,3.7700978038,0.39599743789999997,1.5087988722,-0.7503585974,0.4881181507,-0.686402851561815,-1.4737379609589052,-7.482449426162088,-7.973354060169115,6.4920372959,0.2918855157,1.8961649597,0.5,0.33333333330000003,7.916666666699999,0.17500000000000002,3,-0.0046666667000000005,-3.6666666667,8.75,0.2971188475,3,-0.013939976,-2.1651860743999998,0.4590532199,0.8203784198,8.2,6.1,2.5403408592,0.41036803479999995,2.4668962934,-0.05963803500000001,0.5833333333,-0.6891232748,-0.06229385260000001,0.0,5.320134937200001,3.4211545481,0.0815824222,4.849020901,-0.9575666758,4.0502743994,125.0,7.6113128603,0.37525354829999996,7,0.8235885620000001,0.0007136633999999999,0.99921875,0.0010976758999999999,0.8055555556,-6.449609932071973,-5.553730190361736,-5.553730190361736,-0.2531605381,1.4762671018,0.6240773876,2.2534183525,-0.21943811649999997,248.1666666667,4.03177858,0.29992271740000004,1.6248865472999998,-10.5,44.0,7.954133619299999,0.5446675214,16,2.0368711642,0.42306189479999995,2.161900169,-0.45916954909999996,3.4772282316000003,0.4243615489,1.5769012342000002,-3.0596192230000003,0.5392156863,0.1153885788,0.0001472206,94.835876289,0.9983962242,0.1808958941,4.599720738899999,0.28251250380000004,1.7124546887,-0.6274679031,287.0,7.2,5.8,326.8333333333,5.8501019351,0.36096029909999994,0.3170665770286417,214.8333333333,213.6666666667,4.4867329191000005,0.3102402647,1.4647796518,-1.1666666667,5.7517823367,3.4209445220999997,0.380433141,2.0039832937999997,-0.5412883615,-0.7674774721000001,-0.8699953456999999,2.0713669946,0.3243541307,1.6379622713000002,-0.2164481908,0.3817282431,1772.2986111111,0,12,5576.0,1.7804966188,0.0100898481,2.7218679953,0.213998563,0.35815340310000005
s427,2.0633028987,0.3302469977,1.1962927747,3.1,37.777777777800004,0.4,28.0,0.30000000000000004,0.1074768401,-1.1619423389,2.9002950965,0.40965096520000005,1.1796353756,-0.603367133,0.7012517123,-0.5687165782601055,-0.7902051197462849,-8.680372338809892,-8.569528080707046,4.7477631108,0.266331571,1.9522470069,1.0,0.0,10.625,-0.1375,2,-0.0008333333,-0.9583333333,12.333333333299999,-0.08094347460000001,0,-0.0026334165,-0.9761014131,0.3064672174,0.8306382164,8.3,7.7,2.1916317793999998,0.4412511521,2.6939632380000003,0.3337656449,0.8611111111,-3.9843480349,-1.8347798859,-0.367542626,3.8033263406,2.5371797926,0.09933757189999999,1.817877903,-1.2083775268,3.5486526974,222.0,59.8991114415,0.8568707964000001,6,0.7554122925000001,0.0008289222,1.0,0.0012577632,0.5555555556,-8.511264302067357,-8.511264302067357,-8.511264302067357,-0.9277174007,1.9509394250999998,0.4644813817,1.9919031123,0.0667503282,343.5,2.6962242517000004,0.27250202490000003,1.1995939239,16.0,48.5,17.1454996006,0.4602496474,13,1.7425281969,0.4023377861,2.1899093729,-0.095181074,3.1616873736,0.3927093568,2.379140568,-1.6132086041,0.5365239295,0.12204889279999999,-0.0031236478999999997,5.853306138200001,0.4939374397,0.26521152859999997,2.7806190699,0.32103145510000003,1.0334214692,-2.4847439418,292.0,6.2,6.2,307.6666666667,3.075261923,0.3344623923,0.03221069742030636,289.3333333333,290.5,2.8788234043000003,0.30683676400000004,1.0726653977,1.1666666667,3.4022212544,2.5681816192,0.3241615781,1.7335494072,-0.6088608515,-0.3263388854,-0.4654820863,1.8284126047,0.2910811427,1.9197210281,-0.25584756399999997,-0.3449102201,2138.8054761905,10,7,3462.8333333333003,2.136701171,-1.1967568689,0.7285041717,0.5467039102000001,0.5648713336
s430,1.0836798865000001,0.19772785620000002,1.5619860982,2.05,29.6153846154,0.1333333333,16.0869565217,0.23333333329999997,-0.7361808233,-1.0873997105,3.4172794226,0.34111194240000003,2.1890422283,-0.0405907361,0.3974606164,-3.2130282304231663,-2.114713895648229,-6.351721384087474,-2.495676349776394,2.181653062,0.25181801470000004,1.4403680354,0.1666666667,0.33333333330000003,12.291666666700001,0.0791666667,1,0.0008333333,-4.7916666667,9.0833333333,0.0772717991,3,-0.0036209924,-3.6101694915,0.1814291827,0.5479246898,6.5,6.0,0.9682471318000001,0.2767151383,1.8435719384,-0.8474490065000001,,-0.4700372301,0.8575666609,0.5536567586,4.21282142,1.9943062018,0.21476319219999998,1.5335007101,-0.6617687581,1.5388063010000002,117.0,0.057469464299999995,0.16315927530000002,5,0.8707984924000001,0.0011463783,0.974609375,0.0013419235999999998,0.4166666667,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-0.7762350689,1.7787428757,0.4372333628,2.2766207863999997,-0.5710539241,335.0,2.0211220941,0.3003681914,1.8619355405000002,-24.0,181.0,,0.5380925979,7,1.0501898423,0.5015028333,1.3813552936000002,-0.30280817309999997,2.0637442479,0.14474124400000002,2.6581330232,-1.2637028369,0.4510385757,0.0654722489,-0.0013687763,4.065027940799999,0.6804018205,0.3243183196,2.4472008634,0.2586813616,1.9440181811,-0.3051947537,311.0,5.4,5.3,301.0,2.9212717048,0.3082836054,0.6367921811726279,250.8333333333,250.0,2.7506246361,0.3160397323,2.08713014,-0.8333333333,60.0858445245,2.0654397691999997,0.40728063630000005,1.6749959786000002,-0.6594463518,-0.1686242359,-0.1873683234,0.8326919519,0.0378493335,2.0532793687,0.30394229219999996,0.2265414134,3032.125,3,3,4066.9,,,,0.42624161829999996,0.2421250577
s441,0.8412023023999999,0.0744956613,1.7350378431,1.8,31.4,0.1666666667,27.1764705882,0.43333333329999996,-0.4042421467,-1.0137893265,3.6273171920999996,0.3265873567,1.936223922,-0.6597122502,0.5887517123,-1.5207498596845257,-2.1269568339239324,-8.423150177764295,-6.990309947322137,3.6195766086,0.28529833239999997,1.424402711,0.5,0.5,15.0,2.4980018049999996e-16,1,-2.7321894750000005e-17,0.0,11.833333333299999,0.015362731200000002,0,-0.0005088397,-0.1564722617,0.07856859170000001,0.8046398881999999,8.3,7.3,1.5484577731,0.4393794668,2.2155609283,-0.2139834596,0.44444444439999997,-4.3487389828,0.38187780670000004,0.1932209246,4.933693088,2.4066200194,0.1923909823,1.6930251122,-0.8893284576999999,4.1867508355,217.0,7.6113128603,0.37525354829999996,7,0.7579256058,0.0013438107,0.79921875,0.0017645507999999998,0.3611111111,-6.449609932071973,-6.449609932071973,-5.553730190361736,-1.3907656212000001,1.9008022054,0.4985041742,1.8141779183000002,-0.4922526777,296.6666666667,3.7759737741,0.2752976748,2.2716592546000003,33.5,55.0,,0.8005203462,8,1.3097299359,0.5814790507,2.0858049305,-1.0435655541,2.8041339395,0.35078774830000004,3.6824659879,-0.3953408086,0.4701492537,0.0267752359,0.0039339553,6.7544536339,0.564911905,0.2076471613,3.540746056,0.3346559228,1.8077309351,-0.7695096551999999,323.0,4.7,5.1,280.5,4.4495455523,0.33940602770000006,0.4547137137169421,211.3333333333,241.6666666667,3.5958790920999997,0.33270932420000005,1.3615863323,30.3333333333,35.2062643239,2.6711610461,0.3449342165,2.0055181038,-0.8931614598000001,-0.13282202099999998,0.4077362234,2.3831221319,0.34165454500000003,1.8740556928,0.0348959972,-0.8920146281999999,2101.3541666667,-9,8,5842.291666666701,-1.1116904385,0.3663563203,-0.8929858482999999,0.11235153789999999,0.2400188182
s442,,,,,16.192307692299998,0.1333333333,14.347826087,0.23333333329999997,-0.0781611551,-0.5839380603000001,1.2081632042000001,0.0257962809,2.0695841171000002,-0.25569178789999997,0.2255479452,-2.191981496836258,-2.077170150443121,-6.5559744617677405,-3.09459538756069,2.4843480145,0.2575100467,1.339909499,0.0,0.33333333330000003,8.9583333333,-0.0375,0,0.0011666667,-0.2916666667,22.25,0.1303698435,0,0.0025775248999999997,1.8215809795,0.1044394074,-0.1387239397,9.3,8.6,0.2002244387,0.0172594545,1.5722311606000001,0.4579823996,0.0833333333,0.9953461675,0.9783691017,-0.6118858827,1.6446285538999998,1.0338734056999999,0.0305598892,1.4529691141,-1.3199953136,1.8306348181,114.0,-0.45856308450000005,0.15334725359999998,5,0.7632318497,0.0017736754,0.6956669329999999,0.0020347135,0.2777777778,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.3606292526,1.3163650653,0.3872198024,1.6393244374,-0.16378572200000002,,,,,,,,0.2306657552,2,,,,,1.4545665500999998,0.049401076399999994,2.9220154381,-0.1529732358,0.27329192550000003,-0.0155054005,-3.03496e-05,1.9948793661,0.2230283058,0.0073918822999999995,2.061731661,0.1451708977,1.9071384842,-0.7540702172,371.0,6.0,4.9,,,,,197.6666666667,288.5,2.0383887925999997,0.1275721195,2.0652367874,90.8333333333,30.376854873499997,2.1548397834,0.3198296923,1.5090172043999999,-1.1489173228,,,,,,,,1699.5666666667,19,5,2776.5,,,,0.1815193471,0.19189705059999998
s449,1.4422407981999998,0.2471226943,1.6420333366,3.3,35.789473684200004,0.3666666667,23.85,0.33333333330000003,-0.1774836373,-1.2144303275,3.4140976713,0.36723782439999997,1.6928324522999998,-0.7109179372000001,0.25142294519999997,-3.0036746891988053,-3.3133088222595344,-6.022379858592307,-4.630037377566487,3.209855852,0.2808669606,1.4008440377000002,1.0,0.0,6.666666666699999,0.0916666667,2,-0.0116666667,-1.6666666666999999,6.541666666699999,0.0567621145,2,-0.0063497797000000005,-1.7920704846000002,-0.1263366831,0.8415413553000001,8.6,7.3,1.9828611578,0.36481296049999995,1.8575185266,-0.3004501277,0.4722222222,-0.8674543779999999,-1.5079544414,-0.7558235790000001,2.4891999802,2.0852947281,0.1110149692,2.0052913808,-0.8742787237,3.2356769612000003,294.0,46.062695462700006,0.8291899447000001,10,0.7626342773999999,0.0014512173000000002,0.9,0.0020811163,0.8333333333,-6.449609932071973,-5.553730190361736,-4.609202534990781,-1.6008860962,1.9485655906000001,0.3735950611,1.5489506656999998,-0.0245851061,515.6666666666999,2.5615371611,0.1460167142,2.5050201999,24.0,-8.0,-1.9462782271999999,0.3871837302,17,2.13023322,0.4296543497,2.1968169309,-0.2210060819,3.1431104325,0.4009067921,1.678822979,-0.5909620055,0.4520884521,0.060374424,-0.0036916506,7.750563913,0.4802677628,0.2064674986,2.4117747405000003,0.2920736436,1.4775650880000002,-0.7052086485,351.5,7.2,6.2,333.8333333333,3.8800437227,0.337138139,0.5301227942815885,238.8333333333,301.5,2.9980672684,0.3096953866,1.6915289675,62.6666666667,80.5816091954,2.6475547559,0.29390376,2.7448590239999997,-0.6708996161999999,-0.983434312,0.11546754109999999,1.5433923795,0.3121085616,1.5132815469999998,-0.050947863899999994,-0.2673022812,1343.4930555556,11,7,2510.0,-0.0241661939,0.0741489862,0.6363823823,0.1481889747,0.3625236762
