"X","adaptive_n_back.hddm_drift","adaptive_n_back.hddm_non_decision","adaptive_n_back.hddm_thresh","adaptive_n_back.mean_load","angling_risk_task_always_sunny.keep_adjusted_clicks","angling_risk_task_always_sunny.keep_loss_percent","angling_risk_task_always_sunny.release_adjusted_clicks","angling_risk_task_always_sunny.release_loss_percent","attention_network_task.alerting_hddm_drift","attention_network_task.conflict_hddm_drift","attention_network_task.hddm_drift","attention_network_task.hddm_non_decision","attention_network_task.hddm_thresh","attention_network_task.orienting_hddm_drift","bickel_titrator.auc_large","bickel_titrator.auc_medium.logTr","bickel_titrator.auc_small.logTr","bickel_titrator.hyp_discount_rate_large.logTr","bickel_titrator.hyp_discount_rate_medium.logTr","choice_reaction_time.hddm_drift","choice_reaction_time.hddm_non_decision","choice_reaction_time.hddm_thresh","cognitive_reflection_survey.correct_proportion","cognitive_reflection_survey.intuitive_proportion","columbia_card_task_cold.avg_cards_chosen","columbia_card_task_cold.gain_sensitivity","columbia_card_task_cold.information_use","columbia_card_task_cold.loss_sensitivity","columbia_card_task_cold.probability_sensitivity","columbia_card_task_hot.avg_cards_chosen","columbia_card_task_hot.gain_sensitivity","columbia_card_task_hot.information_use","columbia_card_task_hot.loss_sensitivity","columbia_card_task_hot.probability_sensitivity","dietary_decision.health_sensitivity","dietary_decision.prop_healthy_choice","dietary_decision.taste_sensitivity","digit_span.forward_span","digit_span.reverse_span","directed_forgetting.hddm_drift","directed_forgetting.hddm_non_decision","directed_forgetting.hddm_thresh","directed_forgetting.proactive_interference_hddm_drift","discount_titrate.hyp_discount_rate_glm.logTr","discount_titrate.hyp_discount_rate_nm","discount_titrate.percent_patient","dot_pattern_expectancy.AY.BY_hddm_drift","dot_pattern_expectancy.BX.BY_hddm_drift","dot_pattern_expectancy.bias","dot_pattern_expectancy.dprime","dot_pattern_expectancy.hddm_drift","dot_pattern_expectancy.hddm_non_decision","dot_pattern_expectancy.hddm_thresh","go_nogo.bias","go_nogo.commission_errors","go_nogo.dprime","hierarchical_rule.score","holt_laury_survey.beta","holt_laury_survey.risk_aversion","holt_laury_survey.safe_choices","information_sampling_task.Decreasing_Win_P_correct","information_sampling_task.Decreasing_Win_motivation","information_sampling_task.Fixed_Win_P_correct","information_sampling_task.Fixed_Win_motivation","keep_track.score","kirby.percent_patient","local_global_letter.conflict_hddm_drift","local_global_letter.global_error_cost","local_global_letter.global_incongruent_errors","local_global_letter.hddm_drift","local_global_letter.hddm_non_decision","local_global_letter.hddm_thresh","local_global_letter.local_error_cost","local_global_letter.local_incongruent_errors","local_global_letter.switch_cost_hddm_drift","motor_selective_stop_signal.SSRT","motor_selective_stop_signal.hddm_drift","motor_selective_stop_signal.hddm_non_decision","motor_selective_stop_signal.hddm_thresh","motor_selective_stop_signal.reactive_control","motor_selective_stop_signal.selective_proactive_control","probabilistic_selection.positive_learning_bias","psychological_refractory_period_two_choices.PRP_slope","ravens.score","recent_probes.hddm_drift","recent_probes.hddm_non_decision","recent_probes.hddm_thresh","recent_probes.proactive_interference_hddm_drift","shape_matching.hddm_drift","shape_matching.hddm_non_decision","shape_matching.hddm_thresh","shape_matching.negative_priming","shape_matching.prime_trials","shape_matching.stimulus_interference_hddm_drift","shift_task.conceptual_responses","shift_task.learning_rate","shift_task.learning_to_learn","shift_task.num_cat_achieved.ReflogTr","shift_task.perseverative_errors","shift_task.perseverative_responses","shift_task.trials_pre_first_cat","simon.hddm_drift","simon.hddm_non_decision","simon.hddm_thresh","simon.simon_hddm_drift","spatial_span.forward_span","spatial_span.reverse_span","stim_selective_stop_signal.SSRT","stim_selective_stop_signal.hddm_drift","stim_selective_stop_signal.hddm_non_decision","stim_selective_stop_signal.hddm_thresh.logTr","stop_signal.SSRT","stop_signal.commission_errors","stop_signal.hddm_drift","stop_signal.hddm_non_decision","stop_signal.hddm_thresh","stop_signal.inhibition_slope","stop_signal.omission_errors","stop_signal.proactive_SSRT_speeding","stop_signal.proactive_slowing","stroop.congruent_errors","stroop.hddm_drift","stroop.hddm_non_decision","stroop.hddm_thresh","stroop.stroop_hddm_drift","threebytwo.cue_switch_cost_hddm_drift_100.0","threebytwo.cue_switch_cost_hddm_drift_900.0","threebytwo.hddm_drift","threebytwo.hddm_non_decision","threebytwo.hddm_thresh","threebytwo.task_switch_cost_hddm_drift_100.0","threebytwo.task_switch_cost_hddm_drift_900.0","tower_of_london.avg_move_time","tower_of_london.num_extra_moves","tower_of_london.num_optimal_solutions","tower_of_london.planning_time","writing_task.neutral_probability","writing_task.positive_probability"
"s262",0.6679848004,0.2414025445,1.3938674935,1.3,30.7692307692,0.1333333333,16.5,0.2,-1.4748874145,-1.7498873163,2.9282682695,0.4985746771,1.4500722378,-0.7870774415,0.9687619863,-0.67539136852246,-2.44240657699914,-12.3424652704357,-5.82092064203484,3.3026347172,0.289984459838,1.4347206971,0.1666666667,0.3333333333,10.25,0.0333333333,0,-0.0023333333,8.604228441e-16,19.3333333333,-0.0548932384,0,-0.0141209964,-4.1201067616,-0.1382701665,0.2857142857,0.567575903,6,6.1,2.1851762839,0.5258454161,2.0311601649,-0.451961617904,-4.81442137212968,0.0053452468,0.6111111111,-0.9479514217,1.6249085227,0.1910395678,4.9380558016,2.2027633304,0.0454856095,2.7973125896,-0.9437793146,0.2,3.5708010963,214,2.3916188301,0.3492235958,5,0.6991075516,0.0017055593,0.7930145264,0.0018119816,0.3055555556,0.7777777778,-1.3162532965,457.5,0.5652173913,1.0034109845,0.5103478172,1.7955492838,-67,0,-0.8466755566,346.818333333334,2.892198162249,0.334218880983,1.570255050677,15.165,62.355,16.5767394359,0.8510518098,6,1.3396650211,0.4781177067,2.0425361635,-0.678619902,2.4790488399,0.4713146234,1.8370809371,-62,0.1035714286,-2.3127255745,79,0.0267117555,-0.0216718266,0.693147180559945,107,134,19,3.1153297514,0.2992254218,2.5305815195,-0.3435709301,6,5,285.5,4.4297560323,0.3604445555,0.805340795623743,293.922499999998,0.524333333335,3.1728040454,0.3923258033,1.660571205,0.0102533544,0.030952381,-22.25,12.435443038,1,1.9975868095,0.4619432688,1.9319546333,-1.413294316,0.1684409433,0.0283073823,1.1319951468,0.181228825,2.2351568926,-0.4484813547,-0.8255978928,2395.695,9,8,3125.5833333333,0.4635058485,0.4505220142
"s265",0.9811666179,0.0690671519,1.7189044995,1.95,25.1739130435,0.2333333333,18.7826086957,0.2333333333,-0.6080163026,-0.4328002829,2.0466603789,0.2888364355,1.6838125342,-0.6441222819,0.2777671233,-2.14364404589075,-1.86587797866806,-7.09725481594722,-5.90333785231655,1.8822170609,0.2208481252,1.4415920283,0.6666666667,0.1666666667,10,2.220446049e-16,1,0.0036666667,-2.3333333333,6.9583333333,0.065152134,2,-0.0090806616,-3.0481927711,0.6466681505,0.2244897959,0.3851428674,7.2,4.9,0.7826896834,0.3808508201,1.6093268686,-1.5603626924,-2.62096575828195,-0.014027398,0.1944444444,0.0878487133,-0.1133894278,-0.3360231633,1.3093250545,1.1698600808,0.0740011169,1.4969530022,-1.1543905379,0.4857142857,2.3804143391,129,59.8991114415,0.8568707964,6,0.6584772348,0.0012880778,0.7155580997,0.0017411071,0.6111111111,0.2592592593,-2.6073211647,-53.5,0.6,1.6388211107,0.3581951826,1.2983853414,18.5,0.3333333333,0.1105193837,355.325000000006,2.219114546078,0.301229672827,1.426076813715,25.315,54.365,1.922085698709,0.5271598123,6,0.7845332818,0.4486194989,1.9450727181,0.0081902788,1.2806866093,0.369058708667,1.911491273666,66,0.0823970037,-0.3686586092,127,0.0805766881,0.0754385965,0,85,147,24,2.4024302531,0.2648230252,0.9495004154,-1.0815578714,5.2,5.3,318.6666666667,1.4028090227,0.3317032244,0.287723141658429,295.8333333333,0.540111111113,1.6515618117,0.3213223451,1.2180686053,0.0079484369,0.1642857143,38,58.8721527321,1,1.844704042,0.1807083092,2.5629049126,-0.7769872279,-0.1410330558,-0.3868631899,0.6982825548,0.0423040637,1.883947366,-0.3364509241,-0.1080349723,2173.7783333333,8,6,3099.75,0.1908178884,0.6324724611
"s269",0.92552704331,0.133747929121,1.643956146101,1.8035,43.4117647059,0.4333333333,28.5294117647,0.4333333333,-0.276808523,-1.0554874006,2.4485799174,0.3444755002,1.4424324783,-0.6263456001,0.7562517123,-0.934575462084213,-2.48881066627458,-9.04879736853937,-6.16504513769886,2.7734221991,0.2813585548,1.3677030798,0.5,0.3333333333,12.625,0.0291666667,1,-0.0011666667,-6.2916666667,18.2916666667,-0.0839228296,1,0.0008694534,-3.1430868167,-0.0446213783,0.2340425532,0.9901976213,11.1,6.2,1.2026042569,0.4851442572,1.8578384944,-0.5791510519,-3.0300656615316,-0.01138201,0.25,-3.2251853704,-1.7161329093,0.597416838,4.1253012613,1.8007193382,0.1886266939,1.7041840219,-1.1652624446,0.2571428571,3.6348828618,108,46.0626954627,0.8291899447,10,0.93203125,0.0011740332,1,0.001676346,0.8333333333,0.2592592593,-1.6922670571,-22,0.5789473684,1.1604430848,0.3407351415,1.1665589848,-18.5,0.2941176471,-0.2334759706,353.6666666667,2.8042012495,0.2777037161,1.3814996536,6,-10,1.300915581205,0.6525905031,7,1.3328739068,0.6429601885,2.1438604547,-0.2405302753,3.4283161183,0.3797625504,2.1211821136,-29.5,0.0857142857,-2.155196678,141,0.0511903629,-0.149122807,0,105,186,17,2.490301982,0.308518231,1.1341179394,0.270043826,5.6,5.9,315.03166666667,2.803231363804,0.331154068438,0.477730598797166,317.8333333333,0.55,2.23676891,0.3058685902,1.1531855056,0.0136876968,0.0976190476,33,2.6898788189,2,1.5979306136,0.3443277001,1.66839598,-1.1099833252,-0.2033729914,0.1883151244,1.2214268664,0.1686539615,1.8179540741,-0.123069932,0.3283222976,2714.4598765432,13,8,4887.0833333333,0.8198669132,0.3209899661
"s273",0.792026224,0.2371089569,2.1329023513,1.95,24.7619047619,0.3,19.75,0.3333333333,-0.4812530872,-0.407133209,4.8125881687,0.3902240587,2.8430974924,-1.1255736811,0.9554666096,-0.187098358567172,-1.99457172566248,-10.3532431634909,-8.93676305556391,7.9108286252,0.3697972396,2.2185814743,1,0,9.1666666667,0.0166666667,1,-0.003,-2.0833333333,10.5,0.0839701771,2,-0.0015340168,-1.6304753029,-0.0912419511,0.0833333333,0.917553975,8.8,7.1,2.5271728146,0.5868824689,2.2022168725,-0.4571896519,-3.0806884083651,-0.0192137652,0.1388888889,0.1935562769,1.011262073966,0,5.3201349372,4.6701660689,0.3102816504,1.977556343,-0.5402436899,0.0285714286,4.8849203713,161,7.6113128603,0.3752535483,7,0.8220962524,0.0008248242,0.943359375,0.0009889722,0.6944444444,0.4074074074,-0.3709914607,-94,0.05,1.9580687989,0.4976805344,2.8171794624,-120.395,0,-0.7234735667,470,3.7248232045,0.419671955,1.38741162,24,43,-23.6448153655,0.4944998318,14,2.0347210834,0.6237794671,2.2309467192,-0.5082098803,3.1753188248,0.5339463608,2.0194242571,11,0.0892857143,-1.2907844232,123,0.1081432622,-0.1192982456,0,113,148,22,5.4861977538,0.3812925454,1.6670841654,-1.9542229218,6.9,5.4,389.1666666667,4.8017477154,0.418712315,0.540739202445572,372.4166666667,0.5222222222,5.2492076849,0.4923923832,2.258639993,0.0181118842,0.0095238095,21.8333333333,2.841783938,0,2.8964700577,0.4469225251,2.2423322921,-1.2261618579,-1.4170616687,-0.381492752635,1.7039368827,0.2263398903,2.7137619576,-0.0957225635,0.4425786635,2019.6266666667,13,8,2751.1666666667,0.8895616256,0.1755714333
"s275",0.9389620627,0.080768134,1.4674263161,1.75,28.2307692308,0.1333333333,16.4761904762,0.3,-0.6911882022,-1.7384583391,3.2023621602,0.3756310075,1.7346811505,-0.6346820884,0.1782833904,-3.46076199242637,-3.24270194597077,-5.54559806412761,-4.70823106982191,2.5006401749,0.2818077111,1.5159576458,0.3333333333,0.1666666667,16.9166666667,0.1416666667,0,0.0043333333,-0.9166666667,13.2916666667,-0.0074432296,0,0.0027863751,-0.6448696384,-0.0132352369,0.2083333333,0.6158667134,8.9,7.4,1.3600037271,0.3327494208,2.0772339607,-1.8242369348,-1.25421618971001,-0.0187855772,0.0277777778,-3.3851848876,-1.6126955435,-0.3542521885,2.0574838773,0.93782773,0.0217981587,1.6814592459,-1.192241406,0.4571428571,2.5997515967,108,2.3916188301,0.3492235958,5,0.6677640915,0.0019576386,0.7219851017,0.0022155287,0.6944444444,0.1111111111,-0.6701759294,250.5,0.3888888889,1.3120938003,0.4191060623,1.6476113277,282,0,-0.4381698077,359.931666666669,2.520149204405,0.328242734302,1.386664217352,20.965,54.87,-0.755577282237001,0.5101431512,4,1.2154222383,0.3760577045,2.0443719476,-0.2186377295,2.553881023,0.3993231278,1.5524149287,-51,0.082437276,-1.2226010397,124,0.0751701695,0.0192982456,0,72,120,17,2.6833554049,0.3524108182,1.0629628424,-0.9253050485,5.2,4.2,349.779999999997,2.651064619037,0.324977899427,0.440141524495249,395.0416666667,0.5222222222,3.1885594832,0.353916406,1.3019946129,0.016522273,0.0547619048,41.25,4.3902344356,1.05,1.3549802382,0.3703637402,1.6141807488,-0.2922815848,0.0529135796,-0.2215308762,1.3055207965,0.3939667924,1.5117008753,-0.9626574124,-0.3222530402,2121.7351611352,17,5,3411.1818181818,0.1962780131,0.154877998
"s277",0.8661577744,0.192690865,1.1416710004,1.45,27.8695652174,0.2333333333,12.6842105263,0.3666666667,-0.5782383204,-0.7549700072,3.7945345036,0.3105934209,1.7544727424,-1.2253891425,0.9687619863,-0.84914031018925,-1.85421796312295,-12.3424652704357,-6.01128243052054,3.9684320239,0.2407785082,1.3194458667,0.5,0,9.75,0.1083333333,0,-0.003,-0.4166666667,23.75,-0.0360837438,1,0.0004310345,-5.0677339901,0.2659011966,0.3673469388,0.4247465325,8.8,8,1.7564994618,0.388212054,1.9469762489,-1.2382696718,-1.54044504088048,-0.0112880542,0,-2.8041577986,-0.3299744865,0.6656247704,3.9888853965,1.7981575573,0.0355571892,1.6845730173,-1.2890129855,0.3428571429,3.38738178,107,2.3916188301,0.3492235958,5,0.5739326835,0.0013139897,0.6589939117,0.0017681358,0.6944444444,0.4074074074,-1.4307581962,-66.5,0.5333333333,1.5428650165,0.3373212322,1.1065478877,45.5,0.1818181818,-0.8378620378,311.903333333333,2.666934753506,0.297461988238,1.426676505853,16.675,61.875,6.566559925447,0.3149766815,9,1.2805979517,0.5814558594,1.8153939253,-0.3016522079,2.8614471664,0.3428937226,1.1514171218,-17,0.0899280576,-1.5084086168,99,0.0231861659,0.1192982456,0,96,147,17,3.5456645938,0.2513105154,1.1931644501,-1.84921804,5.8,5.1,272.8333333333,3.1797713344,0.2754294545,0.457915534859761,188.8333333333,0.5222222222,2.7545241986,0.3126787531,1.2714690147,0.0063908248,0.1261904762,-2.6666666667,-1.7579564489,1,1.8864524847,0.2383512251,1.4029323564,-1.7814247491,0.0769104047,-0.7113812202,0.7978518657,0.2472882261,1.2001467016,-1.50821599,-0.4096245027,1708.9388888889,11,7,6604.6363636364,0.1835441694,0.1969288188
"s284",1.2990904139,0.3178376335,1.802373203,2.35,42,0.3333333333,31.15,0.3333333333,0.1232600533,-0.8824731897,3.1483424351,0.3618353042,1.6533820785,-2.5295610413,0.8937517123,-1.1491402684274,-2.37339156766417,-10.2916000911135,-10.6712763860936,2.7539824567,0.310564814,1.448233577,0.8333333333,0.1666666667,21.2083333333,0.0125,1,0.0008333333,-3.2916666667,24.625,0.0416076845,1,-0.0003053589,-2.4082912032,0.1398741629,0.0416666667,0.7121384944,6.6,5.7,1.9396439348,0.5880647872,2.1172426733,0.22565316,-5.8096665940372,0.0023493371,0.8055555556,1.9537113296,3.9972608809,0,5.3201349372,4.5176456788,0.1077095896,3.7293054949,-1.2083775268,0.2857142857,3.5486526974,194,1.2928725743,0.0438060331,4,0.8195009232,0.0021073369,1,0.0021065183,0.5833333333,0.6666666667,-0.8372881893,-355,0.1176470588,1.4480623507,0.6508267852,1.9190865333,-649.5,0.1111111111,-0.4514131597,400.3333333333,3.198058189,0.3324511214,1.5165745621,10,20.5,9.8350552752,0.7071992249,17,1.4882695702,0.5904675294,1.8495608085,-0.2319135302,3.5439980497,0.4980969263,2.1433495143,-44,0.0928571429,-1.4724645586,156,0.046938374,-0.0280701754,0,96,185,23,3.5038783033,0.347460519,1.3960932827,-0.2235179631,7.3,6.2,269.1666666667,4.7348076601,0.4222514647,0.575651975182703,369.5833333333,0.5111111111,2.366476338,0.3845277782,1.4246313147,0.0098777501,0.0595238095,71.1666666667,7.6824836601,0,2.5243003239,0.4258330971,2.1807778859,-1.4887860283,-1.0021122437,-0.2905773982,1.6195023891,0.4267198187,1.8844410689,-0.1682846314,-0.3428368579,1488.0916666667,15,8,2599.0833333333,0.4156322262,0.3300184097
"s285",1.0186272816,0.2629579944,1.2803083281,1.85,23.2,0.1666666667,15.4,0.1666666667,-0.6351585233,-1.0516254217,4.8492394741,0.4612633496,2.8375868223,0.186643892,0.2135505137,-2.99140943848348,-3.36463925909773,-5.80547306606489,-5.21026614205393,1.6549077736,0.268844846526,2.2842154282,0.6666666667,0,11.75,0.0333333333,2,-0.003,-1.75,18.75,0.2416666667,2,0.003,-3.2142857143,-0.171578231,0.0204081633,0.7331566682,6.1,5.3,1.2240059092,0.535151635,1.6076624922,-0.4053826801,-1.04821629653084,-0.0222479245,0.0555555556,-2.3837202841,-1.3779700311,-0.2327949135,2.6871330603,1.4951241346,0.0951826222,1.8830735062,-0.820498447994001,0.0571428571,3.3153561287,177,10.925098711,0.2565783653,8,0.7300182343,0.0013440289,0.7433322906,0.0014796676,0.7777777778,0.0740740741,-0.7629740036,-315.5,0.3157894737,1.3932918289,0.4673422873,2.0162812378,-155.5,0.0625,-0.4444626115,344.396666666669,2.654519027161,0.311744143028,1.648666033886,18.18,58.72,2.294373286181,0.6586843166,9,1.0433094294,0.519370314844,1.7975428424,-0.4814737772,2.4493717363,0.5010408806,1.8869137425,-7,0.1131386861,-1.3693567709,136,0.0528343432,-0.0897832817,0.693147180559945,71,119,19,1.7922702308,0.2972709379,1.7487522066,-0.2124461056,6,5.3,237.5,2.7744140025,0.2075019557,0.66360405672022,282.75,0.5222222222,3.1679918031,0.3121242021,2.5506332057,0.0055060987,0.0571428571,75.1666666667,11.08160299,0,2.7679672044,0.377024142,2.033271826101,-1.2045150392,-0.1560595634,-0.4030715727,1.2624050588,0.1003873728,2.2541023471,-0.1007998032,0.2363713908,3319.3037037037,7,7,4148.25,0.8377817513,0.6604157923
"s286",0.842331688831,0.155902979999,1.60285909116,1.7535,25.6956521739,0.2333333333,18.8260869565,0.2333333333,-0.9361531836,-0.7490641905,3.6003953132,0.3878815332,2.6529281156,-0.2974331145,0.9437585616,-0.259608390708387,-2.40586429367507,-9.91046785828356,-9.1181112975422,2.2743355489,0.3442575085,1.2317226861,0.5,0.3333333333,7.625,0.1958333333,2,-0.0001666667,-3.4583333333,6.5,0.0557356608,2,-0.0119276808,-4.3732335827,-0.0796617916,0.2291666667,0.7616849482,7,5.4,0.6854508119,0.4483600685,1.8059401486,-1.377524311,-4.47792473607024,0.0092837209,0.5,-4.7078317275,-4.3245631969,-0.8486696147,2.2841016937,1.4908031385,0.0744825169,2.0469652942,-0.7017421781,0.0571428571,4.5619233948,131,1.2928725743,0.0438060331,4,0.5485244751,0.0016216417,0.5,0.001558126513,0.3888888889,0.6296296296,-1.4127298708,-71,0.3333333333,1.4426874121,0.5577524069,1.4467922343,-187.5,0.3125,-0.3560744781,365.850000000001,2.520348257839,0.3372781609,1.505897929813,29.335,67.265,-14.060070251,0.5254265695,3,1.4191432462,0.6079081809,1.7371190432,-0.8672257109,2.0414308227,0.5098066735,1.9873348074,-15,0.0935251799,-0.8361265156,87,0.0415772222,0.0773993808,0.693147180559945,104,142,16,2.1975661742,0.2895142832,2.1984232396,-0.2254427616,5.4,4.3,335.5,2.0619175707,0.3635760712,0.861014355241198,273.6666666667,0.5666666667,2.3221980757,0.3393612536,1.9992434976,0.0005328561,0.0333333333,28.6666666667,44.965368548378,1,2.5641883924,0.4666340922,1.9986036458,-1.0296967447,0.5686560441,0.3828419495,0.6668795851,0.3852242875,1.135389159,-1.3327092074,-0.3777715147,3297.3916666667,8,2,3984.4166666667,0.8529540905,0.3577305902
"s291",0.6337807585,0.0298573713,2.0577485222,1.55,17.8214285714,0.0666666667,9.8076923077,0.1333333333,-0.7183264069,-1.7305218505,3.2489101041,0.4555174786,1.6760967317,-0.3767458981,0.2584511986,-2.37425399793818,-1.99119861728945,-7.11354171533918,-5.43200920632923,1.8277786343,0.2887178058,1.8176313325,1,0,6.2083333333,0.1291666667,3,-0.0075,-1.4583333333,8.5416666667,0.1831648129,3,-0.010051365,-2.5202224469,0.0751174973,0.2222222222,0.8132746183,5.4,7.3,0.485200768,0.2162944445,2.0932889378,-1.654245266,-3.47608112818948,-0.0164958612,0.1944444444,-4.0844338809,-4.3214893797,-0.9640691781,2.5149008205,1.3363845639,0.075376025,2.3042259973,-0.8075379761,0.0857142857,4.3503317988,140,57.9526365305,0.8535643773,6,0.8475082397,0.0016766198,0.996484375,0.001584192,0.75,0.2962962963,-0.9505339402,-359,0.2,1.5864527559,0.5585107356,1.8542401267,-45.5,0.0769230769,-0.4167213297,397.3333333333,2.6929855627,0.3473508772,1.3164404349,74.5,90,3.180377621832,0.6779185027,6,0.701961065,0.7520460587,2.0187615564,-0.3650291954,2.2799774066,0.4763985379,2.103911133,-6.5,0.1070110701,-1.2582527455,125,0.0366930559,0.001754386,0,108,155,22,1.7028006677,0.320787926312,1.457866882,-0.4686060038,5.9,4.8,356.703333333332,2.386524573338,0.378516604468,0.488179794137801,297.9166666667,0.5666666667,1.9661598424,0.3720530464,1.1811728761,0.0109551935,0.1523809524,9.1666666667,-5.8135788262,1,2.7622326363,0.3731279813,2.217860126,-0.1090536711,-0.1084581567,-0.2563092462,1.2127532432,0.412520542,1.7375907699,-0.3543416725,-0.0146039629,2469.1916666667,1,8,4629.3636363636,0.2150601038,0.1886160737
"s294",1.2531588726,0.2680952563,1.0448926452,1.8,27,0.2333333333,30,0.4333333333,-0.8359746655,-0.8405678522,3.4987074143,0.3244903653,1.8447780295,-2.3405391223,0.0592482877,-3.02930322264335,-3.28186303790664,-5.48697502611315,-4.82132300451433,4.4928268546,0.2658631401,1.3551458916,0.3333333333,0.3333333333,10.5833333333,0.0416666667,2,-0.0033333333,-2.25,13.875,0.0239401496,1,-0.0039975062,-5.6450540316,-0.1705116855,0.1428571429,0.6577499262,8.3,6.9,2.5129452044,0.3551871928,1.6829893065,0.4982258153,-3.2258808554048,-0.0157933229,0.1388888889,1.0374081752,3.3502048647,0,5.3201349372,4.1252761878,0.2462659457,1.3065396844,-1.0170844173,0.1714285714,3.9312389163,223,10.925098711,0.2565783653,8,0.7423341751,0.0010935314,0.6980741501,0.0010783608,0.6388888889,0.2962962963,-1.682574282,-53,0.3529411765,1.7342562207,0.3977199659,1.3999417541,-35.5,0.1333333333,-0.5385866326,342.1666666667,3.1598928669,0.3396347732,1.2515139454,28.5,13,-11.6762827917,0.4087249924,12,2.2661149621,0.3926203805,1.7857837998,-0.4536533438,3.2092311519,0.3485580204,1.8645561882,10.5,0.0714285714,-2.5017592517,122,0.0633472348,0.098245614,0,116,144,19,3.0620534804,0.2875901481,1.1603110033,-0.823995591,5.8,6.7,259.1666666667,2.8765807268,0.33595016,0.557327735309697,210.75,0.5166666667,3.1029972768,0.3064479211,1.5480267973,0.006715097,0.0357142857,-9.8333333333,2.3325406758,0,2.7773752351,0.3145172758,2.0740492969,-1.4951771782,0.0260370824,-0.7686500999,1.4829523276,0.3356433086,1.4817388883,-0.1834382653,-0.5378150467,1423.2121212121,12,10,2061.8333333333,0.8415547079,0.3477816307
"s295",1.2978138229,0.2413583717,1.1847906271,1.7,36.5263157895,0.3666666667,36.3888888889,0.4,-0.2642538842,-0.0463007138,2.4165845711,0.349515526233,2.7067236812,-0.8031027607,0.0584340753,-3.3128854809702,-3.10681690295893,-6.18933380138449,-3.45670647743404,1.8316093443,0.1699021707,1.9234154306,0.5,0.1666666667,16.375,0.1291666667,0,-0.0031666667,-1.7916666667,15.3333333333,0.2767605634,1,0.0007042254,-4.338028169,-0.1735355528,0.085106383,0.6769979521,6.9,5.2,0.9225709184,0.4393295476,1.5317894161,-0.9059351551,-1.56481151806881,-0.014573496,0.2222222222,-2.4065910097,-0.9134999314,-0.1364446349,1.956131737,1.0237792638,0.1398809606,1.4728335744,-0.774270547,0.3428571429,2.3578969031,148,7.6113128603,0.3752535483,7,0.7039533615,0.0010890973,0.7589918137,0.001165779,0.5277777778,0.3333333333,-1.6570747037,-1,0.4375,1.1371756802,0.3636694064,1.627208602,-404.5,0.3529411765,-0.2452139379,298.6666666667,1.9214098028,0.2969538823,1.3864326988,-14,50,-9.9986154274,0.448377728,6,0.7565756978,0.5036813498,1.6851229239,-0.1849296881,1.5470127024,0.2566712413,2.0847187842,73,0.1198501873,-0.2248990303,65,0.0095626474,-0.1323529412,1.09861228866811,102,137,23,2.4607760751,0.2691590694,1.6364456114,-0.7533417978,5.6,3.9,253.6666666667,2.667927343,0.3099586344,0.533299441372253,260.3333333333,0.5277777778,1.6246367289,0.300461752856,2.3851399276,0.0096185571,0.1333333333,-28.3333333333,5.6941058188,0.82,2.109241570163,0.336466655566,1.85079696925,-1.151847215258,0.1568919354,-0.5634966353,0.9558682438,0.0943107486,2.0756226568,-0.198365336,0.0316509605,2463.8333333333,-9,7,4645.2,0.5966857211,0.1786433984
"s301",0.6532656039,0.1238734364,1.7373814094,1.45,32.0833333333,0.2,36.4761904762,0.3,-0.910075036,-0.9199595856,3.4350825639,0.3920317006,1.435514038,-2.1818955039,0.6676369863,-0.643027177018985,-2.32699007567886,-7.5952812879712,-8.63030142102538,4.9218592107,0.21533844,1.6947174879,0.6666666667,0,5.4166666667,0.225,3,-0.008,-3.1666666667,8.875,0.221005291,3,-0.0088402116,-2.1899470899,0.071415650654,0.2857142857,0.6236887961,6.5,4.3,2.5236572735,0.4598550577,1.5868571667,0.030730754,-3.42638761316929,0.020929318,0.2222222222,1.8411564507,2.3371077833,0,5.3201349372,4.4822690313,0.137754637,3.4503655225,-0.9575666758,0.1428571429,4.0502743994,155,10.925098711,0.2565783653,8,0.886328125,0.0007751817,0.9,0.0010083544,0.6388888889,0.4074074074,-0.9337157779,-67.5,0.375,1.8552065481,0.3391314236,1.3764490412,4,0.0625,-0.6536653096,272.8333333333,3.2186021257,0.3260212381,1.3481008066,2,49.5,21.8520841366,0.3341647071,6,1.8604390187,0.4367930698,1.7652500435,0.163911216,4.4101366123,0.3998515072,1.4226364614,-7,0.1035714286,-1.8295814055,107,-0.0050770152,0.0421052632,0,80,130,19,5.0682477679,0.3326877877,1.6415463474,-0.5069389826,5.3,4.7,209.3333333333,3.4183750785,0.4077393144,0.762576355725936,218.8333333333,0.5333333333,2.8872805346,0.3509514802,1.7058277274,0.0041882013,0.0333333333,-6.6666666667,152.8900797607,1,3.4588064574,0.3350757176,1.4364683144,-1.1099023382,-0.3586442979,-0.070621067,1.3751794907,0.296201993,1.4279660654,-0.4611320921,-0.3620843306,2113.925,17,5,3427,0.8556654589,0.2894830708
