,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTZD,ANTZN,ANTZT,ANTALTZD,ANTALTZN,ANTALTZT,ANTCONZD,ANTCONZN,ANTCONZT,ANTORTZD,ANTORTZN,ANTORTZT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFZD,DRFZN,DRFZT,DRFPINZD,DRFPINZN,DRFPINZT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBZD,DPEAYBZN,DPEAYBZT,DPEBXBZD,DPEBXBZN,DPEBXBZT,DPEZD,DPEZN,DPEZT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGZTD,LOGZN,LOGZT,LOGCONZD,LOGCONZN,LOGCONZT,LOGSWCZD,LOGSWCZN,LOGSWCZT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SHFTLR,SIMZD,SIMZN,SIMZT,SIMSIMZD,SIMSIMZN,SIMSIMZT,SRTAVRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRZD,STRZN,STRZT,STRSTRZD,STRSTRZN,STRSTRZT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s207,1.3921372838,0.34173301370000003,1.3030554716,2.3,36.6,0.1666666667,875,24.818181818200003,0.2666666667,521,3.1044524417000003,0.4477815542,1.1452415936,-0.0595585107,-0.0203820076,0.22774774309999998,-1.7597940004,0.0587694492,0.1675390587,-0.1504829597,0.0074464232000000016,0.29991902130000003,0.00024570770000000003,0.0028358459000000003,0.0104082031,3.0666666667,3.2857142857,3.5666666667,2.0,1.0,3.6,4.0,62,4.0682601312,0.285339658,1.0579621151,0.33333333330000003,0.5,5.416666666699999,0.05,2,-0.0093333333,-1.5833333333,10.5,0.09355791960000001,1,-0.0049078014,-2.8144208038,1.0,1.1818181818,0.3623957303,0.6406616134,7.1,7.0,2.6624066402,0.4534895234,1.6010626674000001,-0.9524339059,0.0162539038,0.2007053936,0.7222222222,1.0,1.8333333333,1.1666666667,1.6666666666999999,2.6666666667000003,6.666666666699999,6.0,6.833333333300001,6.166666666699999,3.0,1.0,1.5,1.0,1.3333333333,3.3333333332999997,-0.2475281627,0.3177631922,-0.5529428261,0.7585556613000001,-0.059678197,-0.1528679771,2.5428496481,0.3252916334,1.3504483865999999,0.1910395678,4.9380558016,27.7777777778,0.0,11.1111111111,4.3333333333,4.25,4.625,3.875,3.75,1.4285714286000002,3.875,42,-0.7625664513,3.9332268227,34,204.0,7,1.0,1.0,0.7067550659,0.0014992248999999998,0.9782592773,0.0015825564,0.6388888889000001,0.0015811388,0.0015811388,0.0015811388,2,1.684438154,0.3277019993,1.7159263169999999,-0.9822580313,0.13942532,-0.2534929926,0.35086089130000003,0.1573320774,-0.1170158451,5.2,3.3415631261,0.3921429067,1.0077007984,404.3333333333,11.5,79.0,47,10.2598203042,-3.0834646594,0.5949084622999999,11,0.8333333333,0.9166666667,0.75,0.8333333333,143.0,0.0,0.0,0.0,0.0,0.5248756218999999,0.09609856550000001,3.5848067744,0.30492802539999997,0.8865342068000001,-1.9332645207,0.0180150801,-0.1073246248,300.0,5.9,5.4,3.5405321572000004,0.4497235655,1.151673608,276.6666666667,3.4834226758,0.41247929409999995,1.0589812943999999,209.6666666667,271.1666666667,61.5,55.703811261599995,3.5567712173,0.44559377229999997,1.0824839065,-1.2863309424,0.0310448725,-0.0245259637,7.0,7.0,4.5,1.0,2.5,41,4.6153846154,3.1,4.6666666667,1.5555555556,2.5333333333000003,2268.5104166667,7,7,3098.0,1.934639679,-1.2113976638,0.6990959950000001,1.0,1.0,1.25,1.0,1.0,0.7773894067,0.4220925919
s208,0.8626429591,0.2008702185,1.3264152775,1.6,5.3333333333,0.1,143,2.0344827586000003,0.033333333300000004,59,3.7187820913,0.4371722747,1.3345349387,0.1809956361,0.0409766347,0.14437504,-0.8371033683,0.0763395121,0.056324966,0.4910691679,0.1205702255,-0.1591571397,0.001896303,0.0157905273,0.0347539063,6.9333333333,6.0357142857,6.166666666699999,2.25,3.5,3.6,3.5714285714000003,19,4.3749067602,0.29087838800000004,0.9838072739,0.8333333333,0.1666666667,14.833333333299999,0.125,2,-0.0123333333,-3.4166666667000003,16.5416666667,0.1953255426,3,-0.0077420701000000015,-7.1099749583000005,1.8333333333,1.7272727273,0.0522569784,0.9756264374,8.4,6.0,2.2849670633000003,0.475920801,1.5559734397999998,-1.1291255595999998,0.0943641328,0.3112413609,0.027777777799999997,2.1666666667,3.3333333332999997,2.0,3.0,3.8333333332999997,4.6666666667,4.5,4.6666666667,3.6666666667,2.0,2.0,2.0,3.6666666667,4.5,5.3333333333,0.2798365553,0.2415095875,-0.1806163096,-0.3712406231,-0.06685464440000001,-0.153483124,2.0010888035,0.1975380832,1.5881623168,-0.4177105114,3.1361197836000003,38.8888888889,100.0,70.3703703704,4.8333333333,5.5,1.5,2.75,1.625,2.1428571429,3.875,47,-1.3273158840000001,3.310775983,19,229.0,9,1.8125,1.5333333333,0.8221405029000001,0.0017463672,0.8984375,0.0018388266,0.5833333333,0.06403124240000001,0.1265219767,0.06403124240000001,2,2.0200980628,0.4607097625,1.4362775983000002,-1.1122453969,0.23484813920000003,-0.3806504898,0.4964706886,0.0948338763,-0.1817649971,2.4,2.6906916918,0.38206474869999996,1.2514610426000001,237.3333333333,23.0,26.5,29,-4.1030802593999995,4.0364766197,0.3409272547,9,0.4166666667,0.25,0.5833333333,0.0,61.0,0.1,0.9,0.7000000000000001,0.8,0.5037220844,0.0396052558,3.4891042009,0.3061887982,0.9962725358,-0.1628534211,0.0539197909,-0.15590141970000002,275.0,5.8,5.8,3.1156452411,0.5009823739,1.1411273705,196.8333333333,3.3363851587999998,0.3866518438,0.8956411999999999,217.1666666667,281.3333333333,64.1666666667,28.7235142119,3.0731623661,0.45545553229999997,1.7056524813,-0.8463089831999999,0.092363297,0.34827279,5.5,1.5,2.5,1.0,4.0,43,3.0769230769,3.9,1.7777777778,2.7777777778,3.4,1829.2851851852,17,6,3088.6666666666997,-0.18493780850000002,0.4000866759,0.1219710141,2.9,2.7272727273000004,3.5,3.2857142857,2.5833333333,0.8416297162,0.2722473214
s209,1.3054610070000001,0.6554543366000001,1.152142721,2.15,24.1071428571,0.0666666667,650,26.190476190500004,0.30000000000000004,525,3.0168758918000003,0.4622928996,1.4058671635,-0.06776853790000001,0.049724056200000005,0.024146620499999997,-0.8277395606999999,0.0651274788,-0.1130641053,0.7495538006999999,0.07886923950000001,0.1876034904,0.0806148815,18.446864257799998,0.35073925780000004,2.3333333333,2.8214285714000003,2.5666666667,3.25,1.5,3.4,1.7142857143,58,2.6318066467,0.295833312,1.2075559707999999,0.6666666667000001,0.1666666667,9.375,-0.054166666700000005,0,-0.0108333333,0.875,18.5416666667,0.18626609440000003,1,0.0010257511,-1.2886266094,1.0,1.4545454544999998,0.26191002680000003,0.7729662662000001,8.5,6.9,2.1836896126,0.6145299304,1.6281380105,-0.3789262359,-0.0654425086,0.2813375017,0.0,1.0,1.5,1.0,1.1666666667,4.0,4.8333333333,5.3333333333,6.333333333300001,5.833333333300001,3.1666666667000003,1.0,1.5,1.1666666667,1.1666666667,5.666666666699999,0.8692600345999999,0.24972436329999997,-0.0575815631,0.0087509525,0.0066941152000000005,0.2799947805,3.1997715091,0.29808409880000003,1.7317685121000002,0.0,5.320134937200001,38.8888888889,0.0,11.1111111111,5.5,3.25,5.0,4.25,4.375,4.0,4.625,42,-1.6180254893000001,2.7293567724,36,180.0,10,1.0,1.1333333333,0.6625818253,0.0010240845,0.6372271538000001,0.0011930527,0.5833333333,0.25,0.25,0.25,2,1.3387650592,0.7087274834,1.2409926894,-0.8242864429000001,0.14653339070000002,-0.1477788606,-0.6371832783,0.1317740905,-0.3163640258,5.6,,,,,,,47,-7.1750043132000005,7.6557858364,0.5565548358,9,0.6666666667000001,0.5833333333,0.75,0.9166666667,141.0,0.1,0.2,0.30000000000000004,0.0,0.4268292683,0.07717677519999999,2.2850744526,0.36963752899999996,1.5212190071,0.23735385900000006,0.1599685775,-0.45861544509999996,340.5,6.1,5.7,3.0867044205000003,0.5613859534000001,1.1631950755,253.8333333333,2.7004905817,0.42733102479999996,0.8430355662000001,306.8333333333,331.1666666667,24.3333333333,30.8124306326,2.3877110176,0.48385683009999997,1.1247497396,-1.4188388873,0.14118562369999998,-0.0922201547,6.5,7.0,6.0,2.5,4.0,33,4.2307692308,2.6,3.1111111111,1.8888888889,2.4,1866.2454545454998,9,9,3957.9166666666997,-0.4534608435,-0.27824390600000004,-0.5418152801,1.1,1.4545454544999998,1.5,1.0714285714,1.3333333333,0.27837645180000004,0.2163295319
s210,2.021510418,0.2765413687,0.9524021468000001,3.0,15.0,0.0666666667,405,10.6923076923,0.1333333333,267,2.8212701469,0.41141600359999997,1.257653251,0.03872749,0.0207234508,0.22059608809999998,0.0044396116,0.18775140629999998,-0.7879501584999999,-0.8944149370000001,-0.0015272878,0.08588272250000001,0.0018394121,0.0137371826,0.0734179688,2.6666666667000003,3.6428571429,2.7666666667000004,4.0,3.75,3.8,1.5714285713999998,45,3.0005275651999996,0.2692154511,1.6676888304,0.5,0.1666666667,15.583333333299999,-0.05833333330000001,1,-0.004,-1.8333333333,13.875,-0.10810920119999999,1,-0.006075631999999999,-4.1612740142,1.4166666666999999,1.9090909091,0.031231926000000007,0.08278060129999999,7.4,6.2,1.8482588337,0.506362615,1.5248937037,-0.9724627512999999,0.16849265089999999,-0.3642067657,0.055555555599999994,3.3333333332999997,2.6666666667000003,2.0,4.8333333333,3.5,4.1666666667,4.8333333333,3.6666666667,3.6666666667,2.0,4.6666666667,2.6666666667000003,5.1666666667,6.166666666699999,6.833333333300001,-0.8822776723000001,0.18351688929999999,0.0696737109,-0.11885006109999999,-0.09746291,0.3028995484,2.7836622863,0.2595354454,1.3340598409,0.1932209246,4.933693088,0.0,0.0,14.8148148148,7.0,4.0,4.5,5.0,3.875,4.0,3.0,52,-0.8893284576999999,4.1867508355,36,136.0,9,1.125,1.9333333333000002,0.6978212356999999,0.001295878,0.996484375,0.0013183792999999998,0.6388888889000001,0.158113883,0.25,0.25,4,1.6259239688,0.5575865177,1.4747893006000001,-1.4514870454,0.154248511,0.0242744537,0.23375065800000006,0.040828944000000006,0.0882232084,5.533333333300001,3.0046391345999997,0.3760198852,1.0211052967,252.1666666667,34.0,34.0,47,11.248810190499999,-6.9695381446,0.6003165960000001,9,0.75,0.4166666667,0.33333333330000003,1.0,129.0,0.9,1.0,0.9,0.9,0.5405405405,0.0730221497,3.5218334126,0.31412517430000003,0.9870139448999999,0.4446604368,0.0078114063,0.0765381985,298.0,6.8,4.4,3.3449380341,0.2830144987,1.5474575850999999,246.8333333333,2.6175653171,0.3866830807,1.036522483,262.5,275.1666666667,12.666666666700001,8.391164338,2.7907927794000003,0.4637264338,1.3795892084999999,-0.5983052274,0.0904051967,-0.2161564532,6.0,6.5,6.5,6.5,6.5,53,4.3076923077,2.7,3.3333333332999997,1.7777777778,3.7333333332999996,2599.630952381,6,5,3176.0833333333003,-0.7149220636,-0.07798624080000001,-0.7762051604000001,1.2,2.0,2.8333333332999997,2.6428571429,4.0,0.2001532982,0.6726721022000001
s212,,,,,36.722222222199996,0.4,621,38.75,0.4666666667,585,2.8795336355,0.5007010448,1.2322063295999999,0.3229092118,0.0029395749,-0.122139979,-1.0055486515,0.06664742309999999,-0.3281647326,-0.051143300999999995,0.020075221299999998,0.0222545044,0.0002643586,0.0023357849,0.0747724609,3.8666666667,3.5357142857,4.0333333333,2.5,2.5,4.0,3.7142857143,48,2.7351135242,0.2274624796,1.8270584491,0.6666666667000001,0.0,22.2916666667,-0.1458333333,2,0.0025,-1.0416666667,23.6666666667,-0.0400823759,1,0.0004430956,-1.3452200303,1.0,1.2727272726999999,0.4004689754,0.1471178039,8.4,5.0,1.3827428496,0.5178733876,1.577461953,-0.7459788870999999,0.0095824095,-0.0958797206,0.027777777799999997,2.5,1.5,1.3333333333,3.5,6.166666666699999,5.1666666667,6.333333333300001,6.0,4.1666666667,2.5,2.1666666667,1.0,1.5,3.1666666667000003,6.833333333300001,,,,2.2371213055,0.0904997374,-0.6947698844,1.906391006,0.29642717300000004,1.1343100416,-0.0755292756,3.2192996399,50.0,0.0,25.925925925900003,3.6666666667,1.75,3.0,5.0,4.75,2.7142857143,4.125,39,-0.8893244428,2.9105465294,20,216.0,2,1.125,1.4,0.6271502495,0.0014620693,0.7122373581,0.0016188009,0.6111111111,0.009797959,0.009797959,0.0256124969,2,1.5048996262,0.4271114528,1.2930497923,-1.2846906798,0.1821471812,-0.8594117637,-0.1781766076,0.0733788764,0.06535422190000001,4.7333333333,3.223497712,0.4203182363,1.3907261468,315.0,8.0,167.0,47,8.3603249057,-5.3001195796000005,0.28511673200000004,13,0.75,0.4166666667,0.9166666667,0.5833333333,120.0,0.4,0.30000000000000004,0.6000000000000001,0.2,0.5886699507,0.0645004004,2.5124452602000003,0.3673884863,1.5490169515999999,0.3634593963,0.08442242380000001,-0.2196042266,397.0,6.9,6.6,3.0475638949,0.5030145319,1.930500095,246.5,2.4989874486000003,0.4336877146,1.7682524217000002,350.1666666667,309.0,-41.1666666667,106.4671454985,2.6171382449,0.4443798967,1.7318915047999999,-0.35103988799999997,0.0601286038,-0.06850708500000001,5.0,6.0,6.0,3.0,6.0,48,3.9230769231,4.1,2.2222222222,3.2222222222,3.1333333333,1738.7727272727,4,10,4222.4166666667,-0.0452091219,0.5333143737,0.053414145,2.0,1.1818181818,1.5833333333,1.1428571429,2.5833333333,0.8357688665,0.14707988360000002
s216,1.0491962162000001,0.6046038649000001,1.2568422884,1.9,26.75,0.33333333330000003,504,21.0,0.2666666667,440,3.0613280654,0.5382119233,1.3924283141,0.1959733032,0.032300967300000004,-0.08618352359999999,-0.3322011674,0.08481334110000001,-0.33887422030000003,0.439283644,0.059833551799999996,-0.1956479289,0.0657136497,1.2960537109,0.1860732422,4.0,3.1428571429,4.1333333332999995,1.5,1.0,2.4,4.0,38,3.3522053544,0.3314311189,1.7005054794,0.1666666667,0.5,11.083333333299999,-0.05833333330000001,2,-0.0206666667,-4.3333333333,15.625,-0.0327042629,2,-0.0076589698,-2.8128330373000003,1.0833333333,1.0,-0.2085515069,0.6439070682,9.2,6.4,1.8827664224,0.4246960661,2.2565174264,-1.9912411096,-0.5420214622999999,1.2539568659,0.0,4.1666666667,2.0,1.3333333333,2.6666666667000003,4.1666666667,4.3333333333,6.0,5.0,6.0,4.3333333333,1.5,1.0,1.5,2.0,2.3333333333,,,,-0.245775223,-0.1874650871,0.1969662114,1.8286508044,0.3810900677,1.2406324575,-0.1448413667,3.3579238220999996,16.6666666667,100.0,77.7777777778,4.3333333333,5.75,4.0,1.0,2.125,2.1428571429,3.375,36,-0.4564488425,4.0713367236,35,123.0,9,1.0625,1.1333333333,0.6128288269000001,0.0010091155,0.9802734375,0.0013951362,0.6666666667000001,0.158113883,0.25,0.25,2,0.7784704530000001,0.8721958667,1.4683460969,-0.5711382178000001,0.33466836640000003,-0.2512763764,0.0723627944,0.683144533,-0.31074903930000003,4.4,2.9005189898,0.4324379679,1.0577599891,398.5,8.5,46.5,46,-14.7074204514,16.5656694453,0.7850874534000001,10,0.5833333333,0.9166666667,0.8333333333,0.8333333333,110.0,0.0,0.2,0.2,0.1,0.2890625,0.009538600999999999,2.3625450095,0.4055033559,1.0337779918,-1.3462123545,0.1386399107,-0.5424323976000001,375.0,6.1,4.8,1.2345176827,-0.7892797811000001,3.6359433588,457.3333333333,3.2807138791000003,0.4461928025,0.9634330209,401.75,366.6666666667,-35.0833333333,16.9683738013,2.1202816594,0.4666137474,1.4788102335,-0.4578850751,0.10766624529999999,0.2705004279,6.5,7.0,1.5,1.0,1.5,55,4.9230769231,4.3,3.8888888889,2.5555555556,1.4666666667,2933.8296296296003,5,7,4667.0,-0.9455848273999999,0.110473476,-0.4150787727,1.2,1.0,2.3333333333,2.0,1.1666666667,0.8423075923000001,0.16638733790000002
s218,,,,,61.0,0.6666666667000001,562,30.3571428571,0.5333333333,385,3.177945573,0.4934077968,1.7808619077,-1.0392704248,-0.1469847144,0.5622869993999999,0.3006277916,0.1328740697,-0.1717000771,0.5747752449,0.0438246759,-0.1920970454,0.0006536581,0.011934082,0.0878203125,2.3333333333,2.7142857143,2.0,4.0,2.25,4.0,2.1428571429,65,4.1117147856,0.2718002601,1.3863908053999998,0.1666666667,0.5,9.9583333333,0.0291666667,2,-0.0131666667,-2.0416666667,13.125,0.0525423729,2,-0.0033175414,-1.7530120482,1.0,1.9090909091,0.1546970836,0.9238391407,7.4,5.8,0.8616063700000001,0.5835301513000001,1.4916303883000002,-0.2115551473,0.2419904244,-0.13899358180000002,0.11111111109999999,1.0,1.0,1.0,2.1666666667,2.5,6.333333333300001,7.0,7.0,6.666666666699999,6.0,1.0,1.0,1.0,2.1666666667,3.5,,,,,,,,,,,,77.7777777778,0.0,0.0,5.833333333300001,1.0,5.0,5.0,4.25,3.4285714286,4.875,52,-0.9575666758,4.0502743994,40,187.0,4,1.125,1.0666666667,0.7965556145,0.0008272122,0.7000974655000001,0.0007464227000000001,0.44444444439999997,0.0256124969,0.06403124240000001,0.158113883,6,1.4718829993,0.6575391203000001,1.4539648631,-0.523342535,0.2239577536,-0.28652502890000003,0.29428012330000003,0.1236143202,-0.1849444156,6.0,,,,,,,47,,,0.7491619978,9,0.5,0.75,0.6666666667000001,0.75,149.0,0.2,0.1,0.6000000000000001,0.1,0.41854636590000005,0.049521551399999995,,,,,,,280.5,4.8,4.7,3.7073012339999996,0.45056350920000005,1.5869555823,279.8333333333,3.0074270245999997,0.438780005,1.1932315242,267.0,287.3333333333,20.3333333333,17.1708359391,2.0527331493000003,0.448835897,1.5002504142,-1.0636217419,0.0314469141,-0.2666587002,6.5,6.5,6.5,6.5,6.5,33,4.8461538462,1.4,4.3333333333,1.2222222222,1.8666666666999998,2186.8125,23,6,2995.8333333333003,-0.22694761579999997,0.7080753444,0.2812351575,1.0,1.3636363636000002,1.0833333333,1.5,2.25,0.8508906281999999,0.3931058543
s226,1.4824491222999998,0.40582864409999997,1.2271304398,2.2,38.5714285714,0.30000000000000004,760,30.4761904762,0.30000000000000004,610,3.7003038227999996,0.39521887159999997,1.3411992279,-0.0432026091,0.0309655517,0.0148932889,0.09995514960000002,0.07375385720000001,-0.0364675242,-0.5321081831000001,0.1123902392,-0.041790216000000005,0.0006845233,0.011454956100000002,0.013441406299999998,3.7333333332999996,5.6785714286,5.2,3.5,3.5,4.0,2.4285714286,47,5.860427023200001,0.2652564611,0.8538535307999999,0.33333333330000003,0.0,12.625,-0.0458333333,2,-0.0101666667,-2.375,15.666666666700001,0.1663632327,0,-0.004397868599999999,-0.21380994670000003,1.8333333333,2.0,-0.113315206,1.0097552813,9.0,7.5,2.1474028025,0.4036874962,1.6556502847999999,-0.09279335109999999,0.2153739961,-0.6709358745,0.1666666667,1.8333333333,1.8333333333,2.0,3.5,5.5,4.3333333333,5.833333333300001,5.1666666667,4.0,3.6666666667,2.1666666667,1.3333333333,4.3333333333,3.3333333332999997,6.5,0.2311670819,0.1404189626,-0.1155244974,0.0277523363,-0.0789866765,-0.015126914299999999,3.0922499095999996,0.2351494103,1.3372679045,-0.5629734621,4.194188013,38.8888888889,0.0,40.740740740700005,5.833333333300001,4.5,4.75,4.75,4.375,3.1428571429,3.5,50,-0.9928100529,3.4727396196,34,194.0,8,1.8125,1.9333333333000002,0.7755329132000001,0.0016303798,0.7846649170000001,0.001846009,0.6666666667000001,0.0256124969,0.0256124969,0.0256124969,2,1.4126120982,0.7544409731999999,1.5466397747,-0.8475007368,0.18215462149999997,-0.5297138427,-0.0848929554,0.1165372115,0.1213752836,5.2,3.1634619147000005,0.35805407829999997,1.1944166595999999,201.5,-25.0,151.0,28,-5.6483563578,11.643884778099999,0.5292736422000001,3,0.5833333333,0.0833333333,0.33333333330000003,0.5833333333,107.0,0.4,0.5,0.8,0.9,0.4938271605,0.10022894130000001,4.4753514316,0.30251057340000004,1.0267617908,-0.627122207,0.0099662595,0.2788396265,289.0,6.0,6.0,3.3841978707,0.4038388857,0.9950055992,245.1666666667,3.1790775686000003,0.33969274180000003,1.2020369288,170.6666666667,229.6666666667,59.0,104.07351876,3.0321316089,0.3663633228,1.7287333437999999,-0.9414217299,0.0444662771,0.40557866020000005,6.5,6.0,7.0,4.5,7.0,31,2.6153846154,2.9,4.0,2.8888888889,4.6666666667,1901.2530303029998,5,9,3397.75,,,,1.2,2.2727272727,2.4166666667,1.8571428571000002,3.5833333332999997,0.35868262360000003,0.1460237583
s228,1.4329331815000002,0.4118576406,1.1819111503,2.3,38.65,0.33333333330000003,723,20.7142857143,0.30000000000000004,415,2.8527457569999997,0.480613955,0.9097392225,0.43670589950000005,0.034318534399999996,0.1327734514,-1.5987507478,0.10112477449999999,-0.39531120119999996,-1.1365697818,0.0634738573,-0.3398703732,0.0002454215,0.0034228058,0.0153105469,5.2,3.6428571429,4.3333333333,2.0,1.5,4.0,4.0,27,2.9876968496,0.2919999057,1.1270540485,0.8333333333,0.1666666667,10.25,0.25833333329999997,3,-0.009000000000000001,-1.6666666666999999,9.0833333333,0.3141051567,2,-0.0012295248,-2.2648129424000003,1.0,1.0,-0.08627816529999999,0.8103757513000001,8.0,7.2,1.9133154743,0.5134056061,1.3564175599,-0.8920203292000001,0.0805081738,-0.1122591998,0.5833333333,2.1666666667,3.5,1.1666666667,1.0,2.1666666667,4.0,4.3333333333,5.0,4.6666666667,3.1666666667000003,2.5,2.5,2.1666666667,1.3333333333,3.6666666667,-2.0542103056,0.2658455274,-0.0045659895,1.0222193441,0.0189832669,-0.326522415,2.3969252697,0.2256004451,1.1263104384,-0.3719338943,3.8121088774,38.8888888889,66.6666666667,59.2592592593,3.3333333332999997,4.25,2.75,3.625,2.5,2.0,3.25,35,-1.4375347416,3.0903382679000004,16,217.0,7,1.0,1.0,0.6816086768999999,0.0010317555,0.7780120850000001,0.0017704798000000002,0.7222222222,0.0015811388,0.0015811388,0.009797959,5,1.7615878958000002,0.4369688133,1.1046341506,-1.870336345,0.2125333219,-0.1514514825,-0.9035736873000001,0.0653106784,-0.1186538339,3.2666666667000004,2.7467197548000004,0.3995032225,0.9608032727,420.3333333333,26.0,44.0,47,-9.8297921872,22.1545963638,0.455163537,13,0.1666666667,0.9166666667,1.0,0.5833333333,82.5,0.0,0.30000000000000004,0.2,,0.5632754342,0.0434706301,2.4573067671,0.3658069768,0.9415328034,-1.0708384447,0.0845117856,-0.4381039763,330.0,6.0,5.1,3.4142482642000003,0.4235011566,0.800177149,333.3333333333,2.8993583798,0.4131201649,0.8846610254999999,263.5,297.6666666667,34.1666666667,32.1228397696,1.9193562127000001,0.5123718965999999,1.1759790621,-1.9889518222999998,0.1953717061,-0.070413817,2.5,4.0,1.5,1.0,1.0,59,4.3076923077,3.7,4.5555555556,1.5555555556,1.8666666666999998,1847.36,9,8,2270.25,0.3914537985,-0.3243780878,0.3936491001,2.6,1.0,2.6666666667000003,1.9285714286,1.0,0.8569180750000001,0.1895440625
s233,0.6502364815,0.4938810992,1.3074488337,1.4,38.869565217399995,0.23333333329999997,844,25.15,0.33333333330000003,462,2.8885026193,0.4854459296,1.2308619829,-0.32781565630000004,0.050144719299999994,-0.124162363,-1.1325766498999998,0.15095414529999998,-0.2842275734,0.044937406299999996,-0.0655181463,0.2102739729,0.0002653221,0.0008551483,0.0098642578,5.2,4.2142857143,3.6,2.5,1.75,3.6,4.0,32,4.2651001491,0.3135973929,1.1732306701000002,0.5,0.33333333330000003,9.7916666667,0.0041666667,2,-0.0178333333,-3.875,13.125,0.1661016949,1,-0.0035421687000000007,-3.220645293,1.1666666667,1.0909090909,-0.22097902100000005,0.5230769231,8.4,6.2,2.6700444783,0.5551996525,1.3315688523,0.2606296111,0.0083427591,0.15102334750000002,0.4166666667,2.5,1.8333333333,2.1666666667,1.6666666666999999,4.6666666667,4.6666666667,6.5,5.3333333333,6.5,3.8333333332999997,2.6666666667000003,1.0,3.5,1.1666666667,5.3333333333,1.2012033259000001,0.6459200237,-0.50740812,1.6564844965,0.2917537396,-0.9134074356999999,2.4656120476,0.3132465836,1.6771359309,-0.3697525375,3.8077461637,33.3333333333,44.4444444444,59.2592592593,3.0,1.0,3.875,5.0,1.5,1.7142857143,4.625,27,-1.2083775268,3.5486526974,15,210.0,7,1.375,1.0666666667,0.7727680206,0.0007756982000000001,0.8542480469,0.0012128666,0.5833333333,0.0038729833,0.0038729833,0.0038729833,2,0.7299625653,0.9013360979,1.4053500592,0.0047843474000000006,0.3097775772,-0.008172758700000001,-0.1543547164,0.23751660649999998,0.054878265,4.3333333333,2.8463389645999997,0.3859525611,0.9912308132,479.1666666667,47.5,64.5,43,0.8108356098,4.2177268827,0.5572900235,13,0.5,0.5833333333,,0.33333333330000003,98.0,0.7000000000000001,0.5,0.5,0.0,0.3909774436,0.0410391739,2.7411203019,0.3577380995,1.2681306572,-0.8235313268000001,0.1145985421,-0.28046043670000004,348.5,4.9,4.2,2.7531300873,0.4452244558,1.4789972058,434.0,2.8023814533,0.42702050560000004,1.1521722540000001,256.6666666667,298.3333333333,41.6666666667,108.40931689370001,2.0678046527,0.5575618914,1.4893156148,-0.6443457184,0.3647035664,-0.5828153659,2.5,5.0,1.0,2.0,3.5,44,4.0769230769,4.6,2.5555555556,1.5555555556,1.4,2682.4666666667003,7,4,6183.416666666701,-0.1842512049,0.7465445731,-0.08885481590000001,2.7,1.4545454544999998,3.3333333332999997,2.9285714286,1.0,0.19640047239999997,0.1771131816
