,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s269,0.3127815552,0.027392872800000002,1.4570714909,1.4,42.2916666667,0.2,32.8571428571,0.5333333333,-0.49494321880000003,-1.066784711,3.8907621634,0.3803762155,1.907376019,-0.6872386952,-7.358268329613819,-8.65337265852577,3.1868571003,0.2631008198,1.8818641417,0.33333333330000003,0.33333333330000003,10.9583333333,0.0625,2,-0.0011666667,-5.4583333333,18.7916666667,0.032898953200000004,1,0.0032095706,-2.3047425764,-0.35989808170000004,0.8171151287,10.3,7.6,1.4014325075,0.6370611266,1.8730511502,1.0760159982,0.8333333333,-2.8484023651,0.1012630826,0.3346735035,4.6507879302,1.880433739,0.1559725506,1.9892522266000001,-0.7020170633,2.8911536404,111.0,10,0.868359375,0.0013624227,1.0,0.0015003037000000002,0.7222222222,-6.449609932071972,-7.824046010856292,-6.459815398943087,-0.7656339021,0.8227412506,0.32172604600000004,1.2640913317,0.0525032338,,,,,,,,0.7685818999,8,1.2876462184,0.6592676167,1.7935369681000002,0.0445684563,2.9643303597,0.2211739966,3.3944560790000002,-0.6652178966,0.39356435640000004,0.0460882913,2.93058998,0.3355112357,1.5573721459,0.1645338791,346.0,5.8,5.5,,,,,366.0,375.1666666667,3.0026354778,0.3159172008,1.6141633199,9.1666666667,-3.417843389,2.1904877789,0.2757070884,2.7587320858,-0.6555694710000001,-0.44152020280000004,-0.5149393306,0.8294335116,0.052598132900000004,2.1926215332,-0.1951155357,-0.009406651,2203.130952381,6,9,5238.0833333333,-0.5793940262,0.09743585090000001,-0.29029783730000003,0.6494265071,0.2838196365
s273,0.6374776973,0.0283768089,2.3816715484,2.0,26.0869565217,0.2333333333,18.0,0.1666666667,-0.4545578153,-0.043655078900000005,3.6976708566000003,0.4309319844,1.7556777433000001,-1.3896159737,-8.895681468480221,-6.208856868495895,7.5565139797,0.3581588095,2.345285705,1.0,0.0,8.25,0.2416666667,3,-0.0093333333,-2.75,4.75,0.0434397163,2,-0.0031489362000000003,-1.5656028369000001,-0.2226028941,0.8641001367000001,7.3,6.7,3.1869381019,0.5006194214,2.2666035173,-0.3344367977,0.47222222220000004,-3.9349045961,0.6657254959000001,0.0,5.3201349372,5.6576328279,0.1585760805,3.858178688,-0.8075379761,4.3503317988,195.0,7,0.8952316284,0.0008099794,0.9872558594,0.0008041923,0.6666666667000001,-5.553730190361736,-5.553730190361736,-4.625581180301964,-0.6739289540000001,2.4092819379,0.5123808985,1.8182734303,-0.3715009878,495.5,4.6420345475,0.4195225493,1.7246868175,46.0,64.5,-11.6236670906,0.453987744,14,2.0798848316,0.5465985054,2.1339839648,-0.3080358682,3.7888098928,0.4710598066,1.6827179794,-1.2872895253,0.49014778330000003,0.0650041742,4.3545057446,0.4064286733,1.3485144307999999,-1.4919615979,402.0,6.5,6.1,389.8333333333,4.2549325084,0.5292184511,0.5905964316412039,408.1666666667,439.0,3.9031142522,0.4101368454,1.3184217709000001,30.8333333333,49.0032722833,3.8362831089,0.44188202270000004,2.2034880072,-1.0964019306,-1.0937958226,-0.43208209540000003,1.8977414026,0.4267327098,1.9210005631,0.1789280551,-0.0252596224,2156.2691358025,22,6,3390.0833333333,-0.9425088687000001,0.5688080787,-0.8100956130000001,0.8691521709000001,0.4239400457
s275,0.818582005,0.0382009267,1.3542165245,1.6,38.3913043478,0.2333333333,19.7272727273,0.2666666667,-0.4493244711,-0.8689542362,2.1864834421,0.37150137440000003,1.6123963558,-0.1376529042,-7.569369296953658,-5.424620477685606,2.6849217637000002,0.2727241847,1.2340378126,0.1666666667,0.8333333333,14.5,-0.1,1,-0.0056666667000000006,0.6666666667000001,15.3333333333,-0.021446384000000002,0,-0.0032269327000000003,-0.2167497922,-0.0568516509,0.1314137343,9.5,8.8,,,,,0.0,-2.3116768593,0.4523430807,0.4650754888,2.0003166078,0.6827730805000001,0.049433181,1.3289653446,-0.6529863250000001,2.9892151171,94.0,3,0.6054178953,0.0024307599,0.627158308,0.0022356119,0.5,-1.3862943611198906,-1.3862943611198906,-2.067339257049917,-0.437529486,1.254719992,0.0722556031,2.5108657093,0.09664241280000001,400.0,2.0927785058,0.0761566008,2.0917948692,64.5,8.0,,0.5508902684,1,0.8122756692,0.3204402696,2.0550422376,-0.24560589570000002,2.0469345718,0.3829597605,1.5453826955,-0.9838947392,0.37623762380000003,0.051702232300000005,2.6365106750000002,0.3224027893,1.3860345605,-0.8875176833,341.5,3.6,4.3,414.0,3.1399983822,0.3089752826,0.27327126110388067,374.3333333333,412.5,2.9947670666,0.3363929149,1.2269623927,38.1666666667,16.7669660679,1.5621197173999999,0.4010157468,1.4861197756,-0.1077097546,0.5305239733,0.2485175226,1.1047138342,0.3840135442,1.4754650237,-1.0778287302,-0.7682586505,1591.545,17,7,4103.9166666667,0.3837361716,0.7386953814,0.2515436001,0.1468583208,0.32182275930000004
s277,1.0679289244,0.355562788,1.5244945995,1.75,38.3333333333,0.4,29.1428571429,0.5333333333,-0.8656883881,-0.7659935494,3.6199445028,0.3101853083,1.8154790792000002,-0.7623088241,-12.48684530968102,-12.345265749724453,3.8339526337,0.017240087,3.4083339599,0.5,0.33333333330000003,14.8333333333,-0.033333333300000004,0,0.0016666667,1.1666666667,23.75,0.0385221778,1,0.0001606054,-3.5368929998,3.330669074e-16,-3.0531133179999997e-16,8.6,7.8,1.4667528029,0.5344487619,1.5740804436,0.5425057387000001,0.0277777778,-0.6656908258,0.2147132042,0.4847229195,4.3506890982,2.6433636679,0.2709818217,1.4962259955000001,-0.8005189753,3.0881574643,106.0,9,0.6149285316,0.0013204310000000002,0.5483540773,0.0016292839000000001,0.5555555556,-1.3862943611198906,-1.3862943611198906,-2.748384152235016,-1.440502782,2.2877405644,0.44055360720000003,1.4456983052,-0.4408704215,326.6666666667,2.682752474,0.3185315765,1.1351341455,34.0,11.5,18.4355740835,0.40670605590000003,10,1.3894456548,0.4890774825,1.7861751718,-0.46771249060000003,3.3058708417,0.4275314429,1.2733929839,-1.2954475187,0.43488943490000004,0.0307367618,2.9717750344000002,0.3148987072,0.9821177021,-1.9230289663,347.0,6.0,5.9,260.5,4.4549015536,0.3268081235,0.7068698741269098,278.5,321.6666666667,2.9573858823,0.3195488011,1.0895059263,43.1666666667,-22.076897019,2.0996921319,0.3442246829,1.5367874251,-0.6074267373000001,0.5589879649,0.0227552473,1.0361553305,0.3584357207,1.2927433598,-1.224850844,-0.7304682774,1337.5518037518,40,6,2897.8333333333,,,,0.1621720448,0.3957061676
s284,1.4141828615,0.2851149374,1.6667348686999999,2.6,38.1904761905,0.30000000000000004,22.6111111111,0.4,-0.45891773080000003,-0.48493757590000003,3.5268745962,0.270001832,2.2120058437,-2.1210458182,-9.304447775406102,-7.969246364619039,3.808484419,0.2888773718,1.7389574768,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1,-0.0038333333,-4.125,20.5833333333,0.0915024631,1,-0.0024137931,-4.8435960591,-0.0205639177,0.2481450074,6.6,6.9,3.021852354,0.47505295210000004,2.3477264382,-0.0428988194,0.7222222222,-2.20335677,1.3461697402000001,0.0,5.3201349372,4.2324879795,0.1663019746,2.7445293048,-1.0385004382,3.3813588491,230.0,4,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,-7.365900695568905,-6.449609932071972,-5.553730190361736,-1.4922897775,1.6771162921,0.5097172378,1.4050796051,-0.2634781874,,,,,,,-19.4668082309,0.7064388444,16,1.7226100148999999,0.5850349375,1.7573591788,-0.5472642476,4.4995908744,0.4668545167,1.8503866359,-1.8211979859,0.5541871921,0.0481088841,3.5182977123,0.3316890119,1.5468714746,-0.3723016823,322.5,7.2,5.7,291.8333333333,5.6422139813,0.37498957660000004,0.7348110701390804,297.8333333333,304.0,3.2476407525,0.3873804078,1.398199219,6.1666666667,-9.3836206897,3.2712319435,0.40545212420000004,3.0340374398,-1.0821357947,-0.4498293928,0.1640803774,1.340923577,0.42259365330000004,1.7830575337,-0.2334403093,-0.9292814296,1481.0241046832,15,8,3100.6666666667,0.6294693753,-0.044722520200000004,1.2458934902,0.8471010189,0.1901238455
s285,0.5325583648000001,0.2819711552,1.5594165912,1.45,21.875,0.2,13.9583333333,0.2,-0.8681489244,-1.0403451391,3.9415770504000003,0.5208456503000001,2.0469192555,-0.2012827361,-5.705903692849596,0.9749081936236161,3.2744672088,0.33273586310000003,1.5726529450000002,0.5,0.33333333330000003,4.2083333333,0.0125,1,-0.0038333333,-1.875,4.7083333333,0.14283720930000002,3,-0.0063488372000000005,-2.0125581395,-0.3695475427,0.7312925967,6.7,4.8,1.0388217443,0.47313080760000004,1.9691802083,-0.7727332829,0.0,-2.4254774863,-1.8828900267000002,-0.8864604548,3.5472140276,2.4180321728,0.2523810415,1.6928427194,-0.2927955376,3.3208469219,128.0,6,0.860736084,0.00176516,0.9984375,0.0016453483000000001,0.4444444444,-2.067339257049917,-2.748384152235016,-1.3862943611198906,,,,,,378.1666666667,1.9545909585,0.3190358634,1.6734011271,5.5,311.0,10.9660062986,0.7289525998,5,1.1086219401,0.6027373503,2.3985793321,-0.41714489990000003,2.9392574544,0.4765271954,2.5590961284000002,-0.6336815610000001,0.3979591837,0.0859009267,2.7525302769,0.2910335136,1.7738186056,-0.6364648124,368.5,6.0,5.2,254.3333333333,2.5511224455,0.4046850491,0.6258620859736884,343.0,425.8333333333,1.5217879147,0.38162184650000003,1.8514506397,82.8333333333,11.8298223008,2.211709607,0.5842589255,2.0218502985,-1.1059798027,0.15083769400000002,0.048525999,0.8389753121,0.2090970043,1.8637257625,-0.6595834093,-0.5132510019000001,3522.2666666667,4,8,3634.0,-0.3621401007,-0.2650980515,-0.6454105624,0.1785826093,0.32035653270000003
s286,0.7259507626,0.1594679995,1.6111989252,1.7000000000000002,,,,,-0.9899071880000001,-0.2030570301,3.4790296351,0.45982506300000003,2.237272618,-0.4099277213,-8.219096910570599,-9.985728507920038,2.2437048691,0.3307639721,1.4759439265,0.5,0.1666666667,9.2916666667,0.0625,1,0.0011666667,-4.0416666667,5.375,0.1244135058,2,0.0015536067000000001,-2.0833150625,-0.006407782000000001,0.8924830799000001,7.9,6.7,0.9389662585,0.1683348291,2.4679144174,-0.5571373317,0.30555555560000003,-1.2095235808,0.3107332929,0.4902031417,4.3397286539,1.5881158899,0.20348928030000002,2.135071069,-1.2890129854999999,3.38738178,112.0,8,0.7183218002,0.0018236276,0.8291753769,0.0018624389,0.4166666667,-5.553730190361736,-4.625581180301964,-2.067339257049917,-1.5218341757,1.4369544816,0.6471979491000001,1.5943065668,-0.0795608943,313.3333333333,1.5328305717,0.4264420205,1.4230285101,8.5,51.0,,0.5635854124,3,1.0605050711,0.7558041641000001,1.6788319846,0.2556244882,2.1650863362,0.4957783189,1.6214726216000002,-1.0236264655,0.37064676620000003,0.0396434954,2.1471970232,0.2791596236,1.7474764026,-0.0345072286,367.0,5.1,4.6,288.1666666667,2.1517217035,0.46831772720000003,0.44875643774141,280.1666666667,284.8333333333,1.7169851633,0.3977800125,1.5469128319,4.6666666667,148.7908249158,2.0290863048,0.3979728522,1.7506670940000002,-1.4119116239,0.13485359300000002,-0.30182355040000003,0.4618958262,0.0991937016,1.711111892,0.0473288725,0.3258773414,3077.45,3,6,3319.5833333333,1.161414413,-0.5014149571000001,1.247341634,0.7316597906000001,0.2299413867
s291,0.8299539924,0.0287146933,2.18025003,1.7000000000000002,34.5454545455,0.2666666667,26.0,0.33333333330000003,0.26232567430000003,-0.9819739609,1.7709707914,0.24327366220000002,2.1010151008,-0.19099985860000002,-11.16996716554808,-5.624271382111104,1.81460434,0.2161608244,1.9733258999999999,0.6666666667000001,0.0,11.7916666667,0.1958333333,2,-0.0221666667,-0.2916666667,10.7083333333,-0.0529632721,1,-0.0009933222000000001,-1.3522537563,0.27367413420000003,0.9840053149,10.0,9.1,0.7341191002,0.18748566530000002,2.3095055349,-0.3965841705,0.0,-0.3714957494,-1.6069449234,-1.2882078674,2.7437192025,1.6353163629,0.12212626010000001,2.2834768576,-0.9630841912,3.0580660263,198.0,9,0.7657501221,0.0021077299,0.84140625,0.0017344138,0.5555555556,-2.92008656560793,-1.8444397271102142,-1.3862943611198906,-0.9279225263,1.3181578242,0.4840996992,1.8800329238,0.0278429531,283.0,2.0643962195,0.3557502443,1.403647312,-58.5,6.0,,0.43190622240000004,9,0.8933857595,0.7592507319,1.965926188,0.026285709600000002,2.0656884862,0.38713155460000004,2.1321549301,-1.5394669217999999,0.45363408520000004,0.0694368035,1.8201458316,0.30042152720000004,1.7973156244,-0.3660271411,398.0,5.5,5.8,398.8333333333,1.8472426758,0.37031347670000003,0.23086483628352267,300.8333333333,291.3333333333,2.3440244517,0.360006215,1.3732609373,-9.5,42.1340427909,2.2363173874,0.4123952656,1.6586868976,-0.5219478945,-0.6759361423,0.12274735980000001,1.2193985925,0.17788010440000002,2.1328653471,0.4829068493,-0.3137402687,2261.9083333333,0,7,5296.5,,,,0.7413259635,0.3824006311
s294,1.634729347,0.252011562,1.3129984048,2.4,20.7692307692,0.1333333333,19.1304347826,0.2333333333,-0.5322582835,-1.0198089958,3.3643836267,0.32972880460000004,1.4356189462,-1.5807185180999999,-5.1921992219635,-4.612604371192342,3.318913935,0.2800835527,1.2929374371,0.33333333330000003,0.5,11.375,0.0291666667,2,-0.0051666667,-2.7083333333,8.1666666667,0.0154613466,2,-0.0074447215,-2.2443890274,-0.21490619100000002,0.32436947860000004,7.7,7.2,3.2048201558000002,0.39463678550000003,1.8715579857,-0.3712796507,0.1944444444,-0.8203308031000001,-0.11625028030000001,0.0,5.3201349372,4.1518318569,0.24676112790000002,1.9026241721,-1.070541321,3.8243251091,204.0,8,0.6834051132,0.0010698211000000001,0.8033329010000001,0.0013413533,0.5,-2.748384152235016,-2.748384152235016,-3.664674886451777,-1.8207047540999999,1.8355286973,0.3463390839,1.7362950228,-0.0383609048,447.5,2.5706893268,0.26782170920000004,1.5383667787,15.5,100.0,55.7420331374,0.549861669,16,2.7093739537,0.4268611245,1.7017738602999999,-0.4512539611,4.0870698979,0.3676534544,2.0690873897,-2.7978522415000002,0.5356265356000001,0.1276263603,3.6423208306,0.27630821510000003,1.4403041227,-0.3937293569,314.5,6.9,6.3,370.5,3.3462535493,0.30289878,0.22848801172908326,231.1666666667,277.8333333333,2.5548505215,0.33080385560000003,1.3647381559,46.6666666667,27.3748515322,2.726627097,0.3075310998,1.968196362,-1.3709316747,-0.463424781,-1.3458483399,1.6038388566,0.3462625676,1.6389565716,0.112942445,1.201606623,1770.3833333333,12,9,2657.5,-0.5724974307,0.2867317995,-0.24100111130000001,0.8789544226,0.2959266278
s295,1.1072450932,0.1891902154,1.355579932,1.75,26.6111111111,0.4,28.9473684211,0.36666666670000003,-0.4602212728,-0.6386432021,2.9202562938,0.49766952150000004,1.3867132288000001,-0.13304300600000002,-8.322986295916802,-6.8720353981360605,2.1834960256000002,0.12307182770000001,2.3724057032,0.1666666667,0.33333333330000003,21.5,0.0833333333,1,-1.0755285549999999e-16,-5.5833333333,18.0833333333,0.0063829787,1,-0.005312056700000001,-3.0053191489,-0.3828980598,0.5911812006,6.3,6.3,,,,,0.1944444444,-1.2554578478,-1.0377623865,-0.7137922814000001,3.1108270299,2.427253163,0.1502110136,2.2043494201,-0.4034552521,1.7743876103,115.0,7,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,-2.92008656560793,-2.748384152235016,-1.8444397271102142,-1.3795439418,1.0209331243,0.3142158078,1.662754662,-0.1583646152,,,,,,,-7.2746878854,0.7323256851000001,4,0.5008790388000001,0.1575307681,1.8556367630000001,-0.6855473561000001,2.1933174584,0.3510926559,1.9452576463,-0.7224227093000001,0.3974683544,0.045008368300000004,2.2758670642,0.3657947778,1.1678067519,-1.3204033022,393.0,5.4,5.5,373.1666666667,1.9310928877,0.3620032349,0.3313185881448185,285.3333333333,339.5,1.4375669061,0.23252990340000002,1.8398723918000002,54.1666666667,39.6307037334,1.7135162914,0.3948993966,1.5173757361,-0.0122668477,0.1032744152,-0.27802130070000003,0.5182417450000001,0.0119854546,1.8201356171,-0.20579569590000002,0.0776384157,2316.9444444444,2,7,5464.8181818182,,,,0.5797782957000001,0.23767757080000002
s301,1.002296212,0.2452868477,1.0668876181,1.55,39.2777777778,0.4,34.5294117647,0.4333333333,-0.7995841068,-0.8994574766000001,3.4343001949,0.4190984286,1.4171087204,-1.4760210928,-7.598891882108172,-7.477047937164488,6.2131129845,0.1857313338,2.3290453126,0.33333333330000003,0.1666666667,6.9166666667,0.2583333333,2,-0.003,-2.4166666667,5.9583333333,0.2341206785,2,-0.007237706700000001,-1.3093193043,0.14494053240000002,0.7693977723000001,6.9,4.4,2.4172329583,0.4342242898,1.3258014038,0.1351612522,0.1388888889,-3.2223690672,-1.1793481503,-0.7548590441,3.810416849,2.812968339,0.0805266937,2.0746085656,-1.1652624446,3.6348828618,176.0,8,0.7610870361000001,0.0016434696,0.9550781250000001,0.00169859,0.6666666667000001,-3.664674886451777,-3.664674886451777,-3.664674886451777,-1.3950154232,2.0777039478,0.4343049258,1.2687587609,-0.4872974728,285.1666666667,3.7486986476,0.3515755446,1.5108511858,22.0,93.0,1.6731860186,0.44106408690000004,12,1.5295462743,0.4753968478,1.2865878948,-1.1035155736,3.1761465859,0.4082579297,1.2907249403,-2.0127879919,0.4645476773,0.0642404347,4.6472097651,0.3320839612,1.5161325582,-0.684509857,295.0,4.8,5.1,309.5,3.1304772572,0.3521713396,0.0885848445317228,198.6666666667,241.1666666667,3.2855714337,0.3128224435,1.6115210945,42.5,93.9139370584,3.3911523044000003,0.33349261280000003,1.4998280391,-1.4075863987,-0.9761476973000001,0.451806827,2.8109799572,0.3334157498,1.5117864651000001,0.3198736991,-0.16711341600000001,1623.05,-7,10,8099.375,-0.5887349418,-0.15113239950000001,-0.6193947445,0.20086579240000002,0.3937884332
s305,1.9639884311,0.3191688219,1.3120118267,2.55,39.1739130435,0.2333333333,29.95,0.33333333330000003,-0.3390612007,-0.5546731649000001,3.279292824,0.3720842901,1.7396062286,-1.0410118145,-7.59567952285309,-7.040031916284329,3.7821216849,0.2461166754,1.3896202685,0.8333333333,0.1666666667,10.2083333333,0.0125,0,-0.0068333333,-0.375,1.9583333333000001,0.0095915464,0,-0.0007591953,-0.0305832148,-0.0513569335,0.5803500044000001,7.3,8.4,2.1936557267,0.50690623,1.4677315996,-0.5919988536,0.5277777778,-0.967118711,-0.3693461625,-0.7548590441,3.810416849,2.5452969577999998,0.0824421571,2.7712449550000002,-1.0041893257,2.9758557574,183.0,9,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,-6.449609932071972,-4.625581180301964,-4.625581180301964,-1.3322014204000001,1.6718810152999999,0.36052000640000004,1.999763782,-0.3229870601,361.8333333333,3.7095885929,0.3121394451,1.7490928653000002,36.5,7.0,,0.4636853636,9,1.4961100195,0.4991501894,1.8329636209,-0.7848425924,2.8714111840000003,0.4532822318,1.4236133368,-2.4384809646,,,2.4668331422,0.35823305050000004,1.5321620838,-0.06530323560000001,388.5,5.9,5.8,231.5,4.9883777635,0.40009713550000003,0.8435315232928483,234.8333333333,284.6666666667,3.2764599541,0.33598841230000004,1.8036072652000001,49.8333333333,-18.6239285714,2.5104532699,0.32860766080000003,1.8944559839,-0.530633612,-0.8637777113,-0.4518125968,1.6161093046000001,0.3461532727,1.4906685014,0.3891560063,0.2744114092,1609.4782369146,20,6,2805.25,,,,0.8759710337000001,0.1889554095
s307,1.1120029991,0.12042683230000001,1.4092595704,1.85,42.2105263158,0.36666666670000003,34.4705882353,0.4333333333,-0.3094967219,-2.0195168672,2.7027425427000003,0.3875610464,1.2669849261000001,-0.8774886256000001,-7.1495959114339485,-4.4553457795721085,7.3692425803,0.2621469831,1.9308339674,0.5,0.33333333330000003,8.8333333333,0.075,3,-0.005,-2.8333333333,15.1666666667,0.24988179670000002,3,-0.0099952719,-4.0141843972,-0.318936739,1.0426564902,9.5,7.5,2.4686669566,0.4018223791,1.7077648330000001,-0.0243040458,0.4166666667,-2.0726597056,-0.39162395320000004,0.3298219498,4.6604910377,2.8053229131,0.0633030736,2.4263629464,-0.8893284577,4.1867508355,209.0,7,0.7410460472,0.0010118983000000001,0.9203369141000001,0.0021017293,0.7222222222,-3.6869826661541367,-4.625581180301964,-2.748384152235016,-0.9089153009000001,2.0599927011,0.4068295154,1.5692705742,0.1494725409,259.0,3.3267034452,0.2871146274,1.3778288424,23.5,21.0,,0.5282006108,8,1.7939209178,0.40967410330000004,1.5643103007999999,-0.5672237524,3.3592280691,0.4380406637,1.4298189569,-2.444909515,0.4713216958,0.0949987597,3.5422975421,0.3020275475,1.1897221411,-1.7144171421,265.0,5.2,4.9,218.3333333333,3.7956763134,0.27340723370000003,1.058111798779146,246.0,233.3333333333,3.8190522518,0.3892456123,1.6289455473,-12.6666666667,-2.1021903001,2.5666543729,0.339161674,1.7049405984,-1.5777860896,-0.3704418319,-0.5677038133,2.6429190074999998,0.3521846983,1.5331865734,-0.0415722508,0.3454500965,2553.5833333333,-10,6,6618.5416666667,-1.0650956946,0.572975297,-0.7419232258,0.4038716572,0.5797582615
s313,0.7843508991,0.201945758,1.4811933163,1.6,35.8,0.1666666667,19.1,0.33333333330000003,-0.3078190762,-0.6380094453,3.175343918,0.4144899829,1.712706372,-1.8965809261,-9.283090650828095,-7.571270844417479,2.9419647281,0.3117529599,1.8907136834,0.5,0.33333333330000003,11.6666666667,0.075,2,0.001,-3.6666666667000003,12.5416666667,0.2801204819,2,0.0011325301000000001,-2.6987951807,0.9642729732,0.0031661563,4.9,5.1,1.7454337152,0.5310991589,1.6062123053000001,-0.2587660641,0.6944444444,-1.2038959122,1.5460307627,0.1910395678,4.9380558016,2.8317272343,0.2999288646,2.1669172299,-0.41348168350000003,4.6313963585,138.0,6,0.7602663040000001,0.0017898468000000002,0.8416503906,0.0017969284,0.47222222220000004,-8.511264302067358,-8.511264302067358,-6.449609932071972,-1.0779224134,1.5864535273,0.4769857813,2.181859998,-0.3226034739,403.1666666667,2.483309362,0.38375306740000004,1.5450589825,65.0,96.0,7.8689190962,0.755455313,11,1.4297121365,0.6139766422,1.5577025144,-0.0969413019,3.3393696751,0.4345319857,2.1175119241,-1.0343139472,0.382133995,0.0171154325,2.9964548115,0.3866841767,1.2654984364000001,-0.9246552779,406.5,5.0,4.5,348.8333333333,2.9867417479,0.11672602330000001,1.1821923530042522,375.6666666667,390.1666666667,2.8526623888,0.4116648851,1.6258073555,14.5,-47.2513087688,2.6655697497,0.3635323445,2.5018678618,-0.623202928,-0.7639693805000001,-0.046699705200000004,1.6231928266,0.2700118647,2.5528460791,0.2945068511,-0.4051740178,1873.9866071429,31,6,2747.4166666667,-0.3932870336,-0.29134236950000003,-0.7495873207,0.8048773842,0.22685620680000002
