,adaptive_n_back_mturk.hddm_drift,adaptive_n_back_mturk.hddm_non_decision,adaptive_n_back_mturk.hddm_thresh,adaptive_n_back_mturk.mean_load,angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,angling_risk_task_always_sunny_mturk.keep_loss_percent,angling_risk_task_always_sunny_mturk.release_adjusted_clicks,angling_risk_task_always_sunny_mturk.release_loss_percent,attention_network_task_mturk.alerting_hddm_drift,attention_network_task_mturk.conflict_hddm_drift,attention_network_task_mturk.hddm_drift,attention_network_task_mturk.hddm_non_decision,attention_network_task_mturk.hddm_thresh,attention_network_task_mturk.orienting_hddm_drift,bickel_titrator_mturk.auc_large,bickel_titrator_mturk.auc_medium.logTr,bickel_titrator_mturk.auc_small.logTr,bickel_titrator_mturk.hyp_discount_rate_large.logTr,bickel_titrator_mturk.hyp_discount_rate_medium.logTr,choice_reaction_time_mturk.hddm_drift,choice_reaction_time_mturk.hddm_non_decision,choice_reaction_time_mturk.hddm_thresh,cognitive_reflection_survey_mturk.correct_proportion,cognitive_reflection_survey_mturk.intuitive_proportion,columbia_card_task_cold_mturk.avg_cards_chosen,columbia_card_task_cold_mturk.gain_sensitivity,columbia_card_task_cold_mturk.information_use,columbia_card_task_cold_mturk.loss_sensitivity,columbia_card_task_cold_mturk.probability_sensitivity,columbia_card_task_hot_mturk.avg_cards_chosen,columbia_card_task_hot_mturk.gain_sensitivity,columbia_card_task_hot_mturk.information_use,columbia_card_task_hot_mturk.loss_sensitivity,columbia_card_task_hot_mturk.probability_sensitivity,dietary_decision_mturk.health_sensitivity,dietary_decision_mturk.prop_healthy_choice,dietary_decision_mturk.taste_sensitivity,digit_span_mturk.forward_span,digit_span_mturk.reverse_span,directed_forgetting_mturk.hddm_drift,directed_forgetting_mturk.hddm_non_decision,directed_forgetting_mturk.hddm_thresh,directed_forgetting_mturk.proactive_interference_hddm_drift,discount_titrate_mturk.hyp_discount_rate_glm.logTr,discount_titrate_mturk.hyp_discount_rate_nm,discount_titrate_mturk.percent_patient,dot_pattern_expectancy_mturk.AY-BY_hddm_drift,dot_pattern_expectancy_mturk.AY_errors,dot_pattern_expectancy_mturk.BX-BY_hddm_drift,dot_pattern_expectancy_mturk.BY_errors,dot_pattern_expectancy_mturk.bias,dot_pattern_expectancy_mturk.hddm_drift,dot_pattern_expectancy_mturk.hddm_non_decision,dot_pattern_expectancy_mturk.hddm_thresh,go_nogo_mturk.bias,go_nogo_mturk.commission_errors,go_nogo_mturk.dprime,hierarchical_rule_mturk.score,holt_laury_survey_mturk.beta,holt_laury_survey_mturk.risk_aversion,holt_laury_survey_mturk.safe_choices,information_sampling_task_mturk.Decreasing_Win_P_correct,information_sampling_task_mturk.Decreasing_Win_motivation,information_sampling_task_mturk.Fixed_Win_P_correct,information_sampling_task_mturk.Fixed_Win_motivation,keep_track_mturk.score,kirby_mturk.percent_patient,local_global_letter_mturk.conflict_hddm_drift,local_global_letter_mturk.global_error_cost,local_global_letter_mturk.global_incongruent_errors,local_global_letter_mturk.hddm_drift,local_global_letter_mturk.hddm_non_decision,local_global_letter_mturk.hddm_thresh,local_global_letter_mturk.local_error_cost,local_global_letter_mturk.local_incongruent_errors,local_global_letter_mturk.switch_cost_hddm_drift,motor_selective_stop_signal_mturk.SSRT,motor_selective_stop_signal_mturk.hddm_drift,motor_selective_stop_signal_mturk.hddm_non_decision,motor_selective_stop_signal_mturk.hddm_thresh,motor_selective_stop_signal_mturk.reactive_control,motor_selective_stop_signal_mturk.selective_proactive_control,probabilistic_selection_mturk.positive_learning_bias,psychological_refractory_period_two_choices_mturk.PRP_slope,ravens_mturk.score,recent_probes_mturk.hddm_drift,recent_probes_mturk.hddm_non_decision,recent_probes_mturk.hddm_thresh,recent_probes_mturk.proactive_interference_hddm_drift,shape_matching_mturk.hddm_drift,shape_matching_mturk.hddm_non_decision,shape_matching_mturk.hddm_thresh,shape_matching_mturk.negative_priming,shape_matching_mturk.prime_trials,shape_matching_mturk.stimulus_interference_hddm_drift,shift_task_mturk.conceptual_responses,shift_task_mturk.learning_rate,shift_task_mturk.learning_to_learn,shift_task_mturk.num_cat_achieved.ReflogTr,shift_task_mturk.perseverative_errors,shift_task_mturk.perseverative_responses,shift_task_mturk.trials_pre_first_cat,simon_mturk.hddm_drift,simon_mturk.hddm_non_decision,simon_mturk.hddm_thresh,simon_mturk.simon_hddm_drift,spatial_span_mturk.forward_span,spatial_span_mturk.reverse_span,stim_selective_stop_signal_mturk.SSRT,stim_selective_stop_signal_mturk.hddm_drift,stim_selective_stop_signal_mturk.hddm_non_decision,stim_selective_stop_signal_mturk.hddm_thresh.logTr,stop_signal_mturk.SSRT,stop_signal_mturk.commission_errors,stop_signal_mturk.hddm_drift,stop_signal_mturk.hddm_non_decision,stop_signal_mturk.hddm_thresh,stop_signal_mturk.inhibition_slope,stop_signal_mturk.omission_errors,stop_signal_mturk.proactive_SSRT_speeding,stop_signal_mturk.proactive_slowing,stroop_mturk.congruent_errors,stroop_mturk.hddm_drift,stroop_mturk.hddm_non_decision,stroop_mturk.hddm_thresh,stroop_mturk.stroop_hddm_drift,threebytwo_mturk.cue_switch_cost_hddm_drift_100.0,threebytwo_mturk.cue_switch_cost_hddm_drift_900.0,threebytwo_mturk.hddm_drift,threebytwo_mturk.hddm_non_decision,threebytwo_mturk.hddm_thresh,threebytwo_mturk.task_switch_cost_hddm_drift_100.0,threebytwo_mturk.task_switch_cost_hddm_drift_900.0,tower_of_london_mturk.avg_move_time,tower_of_london_mturk.num_extra_moves,tower_of_london_mturk.num_optimal_solutions,tower_of_london_mturk.planning_time,two_stage_decision_mturk.model_based,two_stage_decision_mturk.model_free,two_stage_decision_mturk.perseverance,writing_task_mturk.neutral_probability,writing_task_mturk.positive_probability
s331,0.8216306848,0.1660349727,1.5917067626,1.5,22.4,0.1666666667,25.894736842100002,0.3666666667,-0.1126529761,-1.5369823111,1.0340912686,0.376201324221,2.1006446385,-0.4958255622,0.3006592466,-2.5606640315008624,-2.1769939595822,-6.163537441316482,-4.834727700356504,2.5797924778,0.2600907331310001,2.5855127309,0.6666666667000001,0.1666666667,6.583333333300001,0.31666666670000004,2.0,-0.015,0.1666666667,14.458333333299999,0.05966237537699995,1.0,-0.0046099291,-1.1377068558,0.17635679199999998,0.1458333333,0.6405089979,6.5,4.7,1.0580534590000001,0.48140226,1.6067490891,-0.8973110129,-3.7203561894138097,0.0173629319,0.25,-0.4479786681,7.0,-0.4339584032,0.0,-1.2882078674,1.6495834702,0.0787208674,1.8019937730000002,-0.7870721941000001,0.3714285714,2.2302886033,237.0,1.2928725743,0.043806033099999996,4.0,0.6705610275,0.0018096714999999998,0.9834579468000001,0.0020197614000000003,0.5555555556,0.2592592593,-0.7175932668,50.0,0.42857142859999997,1.1732865051999999,0.32418887760000004,2.0129709901,-745.0,0.0625,-0.3935982574,379.79000000000093,2.5188626046030014,0.31242267364199994,1.507811390489,26.575,56.405,1.5719878885,0.5215458270000001,9.0,1.3378254705,0.5385153573,1.6410861412000002,-0.8779707220999999,1.8787521855000002,0.32566078470000004,2.4233933569999997,5.495,0.0869565217,-0.7187274718000001,125.0,0.0027456505000000003,0.0433436533,0.6931471805599453,78.0,117.0,18.0,4.0788443626,0.2880013657,1.8318450412,-0.7102562881000001,7.9,6.1,387.0,2.4926323751,0.37158230119999996,0.3375934871419849,378.9166666667,0.5277777778,2.8558645124,0.37952152689999996,1.3324263189,0.022688698599999998,0.0523809524,39.5,-18.9555727554,0.0,2.3452971626,0.34085311220000003,1.7250251327000001,-1.8461085219,-0.0500016476,-0.2973401375,0.6699283203999999,0.027356953399999998,2.0154164811,-0.42268581619999995,-0.4915326887,1834.1791666667002,15.0,6.0,3238.0833333333003,-0.0006721211000000001,0.0820786526,-0.2520173466,0.8041443592,0.348881
s332,0.9152689029,0.034193334400000004,1.5631401521000001,1.9,20.4782608696,0.23333333329999997,14.166666666700001,0.2,-0.2276129941,-0.8278475984999999,3.3195433242,0.34624948479999995,2.284936634,-0.2190789891,0.031621575299999996,-3.2193896543559646,-3.4440012199881385,-6.539224122444647,-4.738786318615091,2.0758732036,0.246477875851,2.0481576258,0.8333333333,0.0,8.9166666667,-0.008333333299999999,0.0,-0.002,-0.8333333333,8.5,-0.0072104019,1.0,-0.0034609929000000003,-0.2612293144,0.0318039244,0.0204081633,0.2248158144,7.3,5.8,0.9167212423,0.2861891353,1.979499051,-1.2971380798,-1.5408735816909516,-0.01305571,0.0,-3.3561101627,3.67,-5.414186895599999,0.0,-1.4617689391,1.1395486523,0.2971919463,0.9933174732,-1.0385004381999998,0.2571428571,3.3813588491,132.0,10.925098710999999,0.2565783653,8.0,0.7669188976000001,0.0009014412,0.9044677734,0.0016736344000000002,0.5555555556,0.22222222219999999,-1.7766748986,-491.5,0.2857142857,1.1263005971,0.3791456495,1.909246686,-594.0,0.4,-0.6099968619,363.050000000005,2.291590664624001,0.306191636127,1.5211001981940002,31.13,65.55,-0.7242809695,0.5314898984640002,3.0,0.9066490311,0.5421498816,1.4912364653,-0.8793919109999999,2.14782893589,0.3972816575160001,1.9037037757379995,-9.25,0.10092599035800001,-1.2177941040289992,136.0,0.0689465301,0.026831785299999997,0.6931471805599453,71.0,121.0,19.0,3.0237201581,0.2475557263,1.3559762728,-0.8938925462,3.7,5.7,379.1666666667,1.9729842477000001,0.26535825760000004,0.1818718108400698,327.0833333333,0.534833333342,0.883085705,0.2964584972020001,1.7357458053,0.004335392899999999,0.09469047619100003,-14.166666666700001,30.6049053247,0.0,2.1248914315,0.2502163837,2.4709379831000002,-0.7887442365999999,0.0124760505,-0.3320555089,0.8528845975,0.0638130538,1.8252440579,0.0182872896,-0.35574152929999997,2732.6388888889,0.0,7.0,4094.7916666666997,-0.415926564,-0.0877549718,-1.0177971175,0.4727509258,0.1761898109
s333,1.4414434874000002,0.10745281529999999,1.8688973341,3.0,48.7,0.33333333330000003,34.7368421053,0.3666666667,-0.6481591144000001,-1.6325184947,3.2994246398000002,0.324221558,1.6964406137999999,-0.9952868988,0.6546678082,-0.857739167946378,-1.8866724674194404,-9.059440685190568,-7.2100857167893215,3.4544788975,0.2308665843,1.6028738896999999,0.8333333333,0.1666666667,7.875,0.1041666667,3.0,-0.008833333300000001,-1.2916666667,12.0,0.2036585366,2.0,-0.0041463415,-6.2195121951,-0.2494014695,0.0612244898,0.6938826054999999,7.2,7.7,1.9151616479,0.3707151719,2.1410891413,0.1130685847,-3.617842000610025,0.0181022564,0.25,-0.9326166804000001,1.0,2.3750897037,0.0,0.1910395678,3.1478251544,0.2225522545,1.6088739319999998,-1.1652624446,0.2571428571,3.6348828618,149.0,7.6113128603,0.37525354829999996,7.0,0.5,0.0014638761030000005,1.0,0.0018575070999999998,0.4722222222,0.4074074074,-1.3725990741,-89.0,0.2941176471,1.7582274981,0.3252515642,1.5741745473000002,-263.0,0.14285714289999998,0.0554549674,299.94000000000614,2.8363464941389984,0.29460917578199985,1.4381618454940002,17.745,63.27,23.0928017558,0.4577152858,10.0,1.1441131913,0.4918948116,1.8849855962,-0.0797481981,3.5556892448000004,0.3920096604,1.9225778865,18.5,0.1071428571,-2.330320946,130.0,0.0341174241,0.198245614,0.0,92.0,141.0,18.0,2.8804962616000003,0.2224142729,1.4724473838999999,-0.6003647184,6.7,6.0,298.6666666667,2.8973240224000003,0.32806987600000004,0.3272698617820503,236.25,0.5388888889,2.8370899129000002,0.3149989139,1.3615313479,0.0180719582,0.0571428571,7.166666666699999,24.6184865626,0.0,2.1963414419,0.3220938903,2.1473713125,-1.0325799285,0.11542469009999999,0.0823820469,1.7453446650000002,0.3677303576,1.7317199911,-0.7099356357000001,-0.2003078948,1706.0185185185,-2.0,9.0,3821.948219696969,-0.2219321679,0.4062338362,-0.1831874742,0.1737936359,0.2088398715
s334,1.1408753517,0.1381325618,1.7116682161,2.3,2.7666666667000004,0.0,0.9642857143000001,0.0666666667,-0.1689000254,-1.1360518423,3.0626388744,0.3961188905,1.9872838553,-0.8618227782000001,0.9437619863,-1.280309748925272,-2.34272024260873,-11.9713167788878,-12.342465270435726,1.9205509006,0.2542266741,1.355808161,0.6666666667000001,0.33333333330000003,13.208333333299999,0.0291666667,1.0,-0.0098333333,-0.9583333333,23.5,0.0184024267,1.0,-0.0087280081,-4.1868554095,0.2485903814,0.1875,0.8539800995,8.0,6.6,1.3744698073,0.4571019239,2.063669779,-0.5542799860000001,-8.303595456782089,0.0005361481,0.9166666667,-2.0098445902,2.0,-1.2068010205,0.0,-0.5420764413,1.8112776318000001,0.0205448412,2.123644206,-0.9928100529,0.2285714286,3.4727396196,236.0,25.7627506452,0.3968411315,9.0,0.5509701610000001,0.0016862709,0.7022446156000001,0.0021035041,0.5,1.0,-1.3523621602,-161.5,0.3076923077,1.5651601432,0.4773483679,1.7576896614000002,-313.5,0.1818181818,-0.6051820242,354.3333333333,2.0565756827,0.30135000430000003,1.7791569632000002,-9.5,210.5,3.4619176492,0.6159293093,6.0,1.3549913052599996,0.513982252963,1.9983359391590003,-0.2043396010450001,2.0994844535,0.3167521357,2.579294897,31.0,0.0733590734,-1.2585946101,182.0,0.108622318,0.0578947368,0.0,83.0,154.0,16.0,2.1093074435,0.2535815936,1.4827533506000001,-0.18171893449999998,5.4,5.4,463.3333333333,2.2105568078999998,0.35487587579999996,0.2936194507846714,289.25,0.5388888889,2.2447632874,0.2977945146,1.5772062387,0.0151100062,0.0714285714,67.1666666667,-68.7677291158,0.0,2.8760995724,0.44356774909999996,3.0622572073,-1.0233010669,-0.6631152085,-0.2001505367,1.4988133763,0.27539043760000004,2.1204351674,-0.3007772489,-0.5751349065,2314.5083333333,6.0,6.0,5044.5833333333,-0.6028382238000001,-0.2052991593,-0.6976053156,0.813591548,0.4550403212
s335,1.7433186759000001,0.1864293708,1.4807294159,2.35,40.04,0.1666666667,31.625,0.4666666667,-0.6877966784,-1.630020443,2.9874778723000004,0.3506409491,1.3497711571000002,-1.008337042,0.9687585616,-1.1797564160066534,-1.3867259610457403,-10.694128495181904,-8.00618828372257,3.0702994394,0.2736278743,1.4139655065999999,0.5,0.33333333330000003,4.0,0.0,2.0,-5.746271514000001e-18,-1.0,11.458333333299999,-0.0042168675,1.0,-0.0018934041,-4.5326730651,-0.08176814889999999,0.387755102,0.1629247838,8.9,9.1,2.0640156826,0.40389839439999997,2.0032008846,0.2696033212,-5.679583818188412,0.0047701476,0.7777777778,-1.2570987388,2.0,-0.31370954500000003,0.0,-0.2674148576,2.0149507194,0.0413944553,1.9435729125,-1.0041893256999999,0.3142857143,2.9758557574,220.0,10.925098710999999,0.2565783653,8.0,0.6717735291,0.0014504373,0.6789158821,0.0013587498,0.5277777778,0.4814814815,-0.5325842279999999,-124.5,0.0909090909,1.8751543416,0.3534996096,1.9336724238,-133.565,0.0,-0.4401826004,351.6666666667,2.9065437853,0.32959486109999997,1.342222285,85.0,62.5,3.880533608351002,0.5107650785,12.0,1.6089223049,0.4641647731,1.7378893390999999,0.6064991705,2.1061623599,0.3339359832,1.4350660374000002,41.0,0.1003584229,-0.9800380206,121.0,0.0994771749,-0.2786377709,0.6931471805599453,102.0,133.0,20.15,2.1918278352000002,0.233748566,1.5193803794,-0.6452467631000001,6.3,5.6,274.6666666667,5.1157950673000006,0.3242089119,0.7367952637670181,262.0833333333,0.5222222222,2.6722045815,0.34602751670000004,1.4285168831000001,0.0141951341,0.0595238095,70.1666666667,-8.6502521273,1.0,2.1842397516,0.3265446728,1.7056376604,-1.073000189,-0.017635706,-0.4283741856,1.6100792971,0.3180884546,1.4975531243,-0.5335997399,-0.11147119429999999,1839.4924242424,8.0,9.0,2341.0833333333,-0.41358206490000005,0.06998050389999999,-0.8269430480000001,0.22129621489999998,0.1554085136
s336,1.1259469973,0.0306495823,1.3015233233,1.8,42.15,0.33333333330000003,32.5714285714,0.30000000000000004,-0.7673538727,-0.9518815926,2.9890729277999997,0.2948013081,1.3498494087000001,-1.0518690990000001,0.6485933219000001,-2.435510015844259,-3.142124882190097,-8.591440019363825,-5.666636253829182,2.5500707022,0.2379498982,1.3231258606,0.6666666667000001,0.1666666667,16.5416666667,0.12916666670000002,2.0,-0.0111666667,-2.125,12.416666666700001,0.17851365019999998,3.0,-0.006450960600000001,-2.4216380182,-0.26353623,0.0408163265,0.5623739233,6.3,2.9,1.615509305,0.3395460353,1.3169306923,-0.7323480887,-2.4972247878895373,-0.0134332885,0.055555555599999994,-1.218659705,5.0,-0.6304020311999999,0.0,-0.49407257109999997,1.7569505422,0.05674283400000001,1.5258521509,-1.1652624446,0.2571428571,3.6348828618,194.0,7.6113128603,0.37525354829999996,7.0,0.7138366698999999,0.0027829411999999998,0.9084777831999999,0.0033518298,0.4722222222,0.037037037,-1.087106039,-16.0,0.5384615385,1.2613049791,0.34765637850000003,1.4227915104,-100.0,0.1764705882,-0.7367808719000001,269.1666666667,1.8904688718,0.3117278483,1.3715375481999998,-3.0,27.0,3.7020408631449992,0.3999988171,5.0,1.0161520069,0.31169554790000004,1.5454576009,-0.4991923635,2.103816925,0.3669401354,1.4192091806,70.0,0.0690909091,-0.12534237210000002,88.0,0.0613135838,-0.052631578899999996,0.0,108.0,172.0,17.0,2.5757160359,0.2600845069,1.7556520748,-0.29038588060000003,6.7,5.8,319.5,4.0594692897,0.3684159174,0.3018157052170896,266.3333333333,0.5555555556,2.2883663202,0.3392818289,1.0410212947,0.01327281,0.13809523810000002,18.0,-8.8733676173,1.0,1.9973713998,0.29441966550000004,1.3251135114,-1.5838389388999998,0.16166137020000002,-0.0001984774,1.3183136859,0.2876436998,1.4851608158,-0.9047666198,-0.6300076893000001,1464.6641414141,13.0,9.0,2053.5833333333,0.10147549089999999,0.033249006500000004,0.8075434572,0.6317804694,0.2336825489
s337,0.5038279497,0.34863670909999994,1.4435463946,1.2,31.944444444400002,0.4,18.0434782609,0.23333333329999997,-0.3601703946,-0.7985777243000001,3.0694127471,0.306886755,2.2028519556,-0.0748091204,0.41527739729999996,-2.0699185369689648,-3.2239830219251786,-7.520602738745402,-6.233214631324552,3.3349267735000003,0.2424833268,1.2970967364000001,0.33333333330000003,0.6666666667000001,8.8333333333,-0.075,1.0,-0.0006666667,-4.3333333333,19.25,0.007361963199999999,1.0,0.0014180542999999999,-1.4312007011,-0.0476951007,0.33333333330000003,0.5089852008,7.0,5.6,1.1450597433,0.4147795948,1.5202906408,-0.8888231529999999,-4.333176571346059,0.0075904341,0.4722222222,-4.3724500418,3.08,-0.906825781,0.0,-0.5629734621,2.0625063697,0.18888321219999998,1.162587571,-0.8742787237,0.2285714286,3.2356769612000003,124.0,59.8991114415,0.8568707964000001,6.0,0.8363471984999999,0.0008168549000000001,0.996875,0.0016293738,0.5833333333,0.4074074074,-1.0455413746,-199.0,0.2777777778,1.111670058,0.31048686600000003,1.7254236924000002,-146.0,0.3846153846,-0.1112446349,329.79166666666794,2.4711627883730007,0.28934495100400004,1.446353571415,15.98,47.02,2.930344711729,0.5147262994,5.0,0.9983183841,0.3881864431,1.554939765,0.21774689789999999,2.5735665786,0.25415865730000003,2.1469391899,24.5,0.0857142857,-1.9066392496,98.0,0.011163021200000001,-0.0228070175,0.0,100.0,142.0,18.0,2.8803647347,0.2368867995,1.2466552255,-0.7288732309999999,6.3,4.2,322.648333333331,2.504352503018,0.307881814872,0.4429460533957065,251.25,0.5333333333,1.4386649655,0.2886128056470001,2.0302048361000002,0.0074347295999999995,0.1214285714,27.8333333333,25.8478340118,0.0,1.7423464877000001,0.2732730137,1.6319681397,-1.8728982394999998,-0.0907268457,-0.4773026003,0.6098031070000001,0.046956207900000005,1.730051926,-0.7179074910000001,-0.4474657584,2057.64,5.0,9.0,4796.3333333333,-0.43643680549999997,0.007640718,0.0224595311,0.8437605604,0.2424068804
s338,1.0472261475,0.012744415,1.9947897366999998,3.1,34.0,0.4,18.2272727273,0.2666666667,-0.5590248887,-0.4915944434,3.5089249915,0.3833816961,1.8499248326,-0.5309968190000001,0.8037517123000001,-0.9950231182062808,-1.2948709278474098,-9.178662457416713,-7.519646764758031,3.4684510147000003,0.3257379703,1.1979538452,0.5,0.1666666667,3.875,0.1125,2.0,-0.0155,-3.2083333332999997,12.625,0.3038814691,2.0,-0.0029432387,-3.8731218698,0.08381099460000001,0.3265306122,0.5588191619,9.5,7.1,1.7483556013,0.4468319755,1.8817045843,-0.47649084469999997,-4.896413158845991,-0.0008239184,0.9166666667,0.18976853219999998,0.0,0.2132452371,0.0,-0.5629734621,3.123215715,0.016958732600000002,3.3622700507,-1.3273158840000001,0.3714285714,3.310775983,232.0,59.8991114415,0.8568707964000001,6.0,0.6499176621,0.0012139399,0.7887969971000001,0.0015866204,0.7222222222,0.6666666667000001,-0.0847024425,-412.5,0.14285714289999998,1.48819374,0.5159039152,2.1145675631,-282.0,0.0,-0.4367989497,341.1666666667,2.1453790372,0.2800212696,1.2769749586,31.5,33.5,2.6222478073439994,0.5694362400999999,16.0,1.4463996528999998,0.5558074425,1.9273062478999998,-0.9497444145999999,1.6965469006,0.4670727874,1.8951943006,5.21,0.1182795699,-1.3765424259,182.0,0.0343411137,-0.29927760579999996,0.6931471805599453,77.0,159.0,17.0,3.6136104257999997,0.3240982989,1.282305435,-1.5742110972,6.2,5.0,331.0,2.7499513263999997,0.3616811677,0.04413302336149739,303.9166666667,0.5333333333,2.5934134372999997,0.3554930971,1.0943746424,0.012317742,0.0952380952,19.5,15.5959841193,0.0,2.2358343781,0.33441764820000003,1.7469671823,-1.626511566,-1.0066504748,-0.5812451791000001,1.3135140016,0.399439916,1.9786023041999998,-0.4849640338,-0.3111697657,2106.0462962963,4.0,8.0,3162.8333333333003,0.4556538703,0.2740152216,0.9084370931999999,0.2121870404,0.2166163694
s339,1.2495222623,0.1949316919,1.5444854122,2.75,21.3333333333,0.30000000000000004,18.0952380952,0.30000000000000004,-0.8119331692,-0.5399872927,3.9576419808999996,0.3952911193,1.6997991174,-0.16804051600000003,0.8012619863,-0.21846487304377474,-2.2405154001232432,-9.355562695133251,-9.17866633269852,3.7352342682999997,0.2675339216,2.0360472119,0.33333333330000003,0.6666666667000001,7.541666666699999,0.0625,0.0,-0.0025,-1.375,11.583333333299999,-0.0861445783,1.0,-0.0030847458,-2.2957933428999997,-0.0885734819,0.0,0.174845576,6.9,8.6,1.6777452831000002,0.4684950042,1.9207826503999998,0.3939745203,-5.142521623227808,-0.0025216638,0.9722222222,-0.38578930009999995,4.0,1.5111844316999998,0.0,-0.5616381195,2.4316834377000003,0.22540902420000003,1.21810032,-1.0816155204,0.2857142857,3.2951286846,102.0,25.7627506452,0.3968411315,9.0,0.8337783812999999,0.0013142467999999999,0.8609886169000001,0.0014572048000000002,0.75,0.8148148148000001,-1.0760977897,-234.0,0.2727272727,1.5788825193,0.3859611261,1.8000787759,-134.5,0.1,-0.5216269218,349.551666666671,2.6624389413769998,0.31303741823399994,1.495559909071,23.035,62.325,4.696658211138,0.724668799,13.0,0.987272588,0.45260909810000005,2.021667902,-0.3926777804,1.9908951715,0.37869047899999997,1.7484354972,-3.0,0.1310861423,-0.972326767,79.0,0.006187469399999999,0.1029411765,1.0986122886681098,64.0,109.0,15.0,3.1080935726,0.2879905311,1.4876479777,-0.9805343398999999,5.1,4.1,324.233333333331,3.091196180502002,0.33325067030999994,0.5109835070317047,310.75,0.5277777778,2.5891449281,0.2607075907,1.3269434146999999,0.0133314034,0.0857142857,-19.5,18.781828816500003,1.0,2.7996731523,0.3921507420000001,2.1945837495,-0.35058340340000005,-0.29407471079999997,-0.09966322220000001,1.5009425699,0.0662933842,2.1105398403,0.07834656,-0.9899426206999999,2665.3645833333,-9.0,8.0,5323.772727272701,0.7692402372,-0.3626346763,1.5030607143,0.8962782542000001,0.3676788297
s340,1.1096825644,0.2943142937,1.6642029014,2.25,41.176470588200004,0.43333333329999996,46.1538461538,0.5666666667,-0.10687607269999999,-1.0595671593,3.2204345012,0.4326347735,2.1788571821000002,-0.0669218592,0.8312619862999999,-0.6581056966939135,-1.209708399449325,-10.18013737137348,-7.6365887062872915,2.3814716991,0.20826548579999998,1.8580847359000001,0.8333333333,0.1666666667,12.041666666700001,0.17083333329999997,2.0,-0.0135,-5.0416666667,20.4166666667,0.06981442424700003,2.0,-0.0070945626000000015,-3.7163120567,0.1793057641,0.3191489362,0.6519265018,8.1,7.5,1.2014821862,0.3579503275,2.5462898245,-1.4750396502,-5.476851169945667,0.0038541384999999997,0.7222222222,-1.8579817352,3.72,-0.6103411359,0.0,-0.2893970564,0.7771351499,0.010624959299999999,1.7170062891,-0.6980313333,0.1714285714,3.2931327482999997,159.0,59.8991114415,0.8568707964000001,6.0,0.5,0.0016110767400000006,0.95,0.002689079,0.7777777778,0.6296296296,-1.523889708,212.0,0.42857142859999997,1.4394286475,0.3974321005,1.4743772312,-147.0,0.1818181818,-0.1429342272,475.1666666667,2.3008198892,0.3507850858,1.3819250419,47.0,42.0,3.1786639857,0.3815096384,9.0,1.2001727032,0.5563499525,2.1440785489,0.1699730048,2.0556974727,0.4283121365,2.2386686137000003,30.5,0.1011235955,-1.3100031021,19.0,0.0189187894,0.3766769866,0.6931471805599453,85.0,110.0,20.0,1.9057345465,0.3127858595,1.5387327600999998,-0.1546623133,7.4,6.2,365.8333333333,2.0809561896,0.401450039,0.31536338017192456,337.1666666667,0.55,2.2164538542,0.3964918514,1.4041483343,0.0073406206,0.1476190476,-1.0,19.7244699506,0.0,2.2403743497,0.2672601504,1.912816255762,-0.46750193149999997,-0.6350009360000001,-0.34809394720000003,1.1974557554,0.2907223631,1.9618478013999998,-0.1254336687,0.0124410434,1145.0128571429,28.0,7.0,2212.0833333333,-1.1719104018000002,0.22600410420000003,-0.9313206242,0.8269681437,0.2168748917
s341,0.9123142168740002,0.184513950885,1.51683772333,1.6555000000000006,45.571428571400006,0.30000000000000004,24.55,0.33333333330000003,-0.45418703229999996,-0.5925895582,4.1525107436,0.4154159556,2.7128188032,-0.22069735829999998,0.036260274,-2.2178379782625295,-3.3991788732217034,-6.85183552298839,-4.964582372760193,2.5280538647,0.3628454311,1.5078608300999998,0.33333333330000003,0.6666666667000001,13.708333333299999,0.0208333333,2.0,-0.006500000000000001,-3.7083333332999997,6.958333333300001,0.2445783133,3.0,-0.009037778199999999,-2.4100469675,-0.0767150907,0.2916666667,0.2819262782,7.7,6.4,1.2339118831,0.6259057564,1.2340629585,-0.2927124884,-3.8576380167565434,0.015746462,0.30555555560000003,-3.0631228987,6.0,-2.1841160236,0.0,-0.2216310368,0.9000057294,0.0042304755,1.8466693338,-0.7017421781000001,0.0571428571,4.5619233948,150.0,46.062695462700006,0.8291899447000001,10.0,0.8558349609,0.001058811,0.9327636719,0.0012552243,0.5,0.44444444439999997,-1.627566635,-47.5,0.3571428571,1.541217641,0.4939364728,1.5646865439000002,-240.5,0.23076923079999997,-0.5250639884,379.56166666667315,2.593394943758,0.35023881399799994,1.567746085808,22.48,68.92,1.7848955444,0.5631717142,3.0,0.39217076829999997,0.566208404601,2.264453553,-0.2560601783,2.1231914653999997,0.4567519354,2.4653932835,29.0,0.1066176471,-2.2838159722999998,141.0,0.025725972000000003,-0.2578947368,0.0,103.0,160.0,22.0,2.2850587584,0.34993807520000003,1.7195655973,-0.8681510414,4.4,3.9,406.3333333333,2.1284085002,0.4405339164,0.2520443828880948,316.82541666666907,0.5222222222,2.2522434197,0.37336817060000005,2.0863687897,0.006229559700000001,0.0857142857,-89.6666666667,123.97589285709999,1.0,2.1931666880000003,0.406461378885,1.9455778351,-1.9326208722,-0.2166210976,-0.9348183424,0.7980828213000001,0.3343178356,1.9739338655,-0.4364493674,-0.3377543396,3863.45625,8.0,6.0,4545.0833333333,-0.2848377857,-0.1346900218,-0.9548973345,0.8188064987,0.5853648789
