,adaptive_n_back_mturk.hddm_drift,adaptive_n_back_mturk.hddm_non_decision,adaptive_n_back_mturk.hddm_thresh,adaptive_n_back_mturk.mean_load,angling_risk_task_always_sunny_mturk.keep_adjusted_clicks,angling_risk_task_always_sunny_mturk.keep_loss_percent,angling_risk_task_always_sunny_mturk.release_adjusted_clicks,angling_risk_task_always_sunny_mturk.release_loss_percent,attention_network_task_mturk.alerting_hddm_drift,attention_network_task_mturk.conflict_hddm_drift,attention_network_task_mturk.hddm_drift,attention_network_task_mturk.hddm_non_decision,attention_network_task_mturk.hddm_thresh,attention_network_task_mturk.orienting_hddm_drift,bickel_titrator_mturk.auc_large,bickel_titrator_mturk.auc_medium.logTr,bickel_titrator_mturk.auc_small.logTr,bickel_titrator_mturk.hyp_discount_rate_large.logTr,bickel_titrator_mturk.hyp_discount_rate_medium.logTr,choice_reaction_time_mturk.hddm_drift,choice_reaction_time_mturk.hddm_non_decision,choice_reaction_time_mturk.hddm_thresh,cognitive_reflection_survey_mturk.correct_proportion,cognitive_reflection_survey_mturk.intuitive_proportion,columbia_card_task_cold_mturk.avg_cards_chosen,columbia_card_task_cold_mturk.gain_sensitivity,columbia_card_task_cold_mturk.information_use,columbia_card_task_cold_mturk.loss_sensitivity,columbia_card_task_cold_mturk.probability_sensitivity,columbia_card_task_hot_mturk.avg_cards_chosen,columbia_card_task_hot_mturk.gain_sensitivity,columbia_card_task_hot_mturk.information_use,columbia_card_task_hot_mturk.loss_sensitivity,columbia_card_task_hot_mturk.probability_sensitivity,dietary_decision_mturk.health_sensitivity,dietary_decision_mturk.prop_healthy_choice,dietary_decision_mturk.taste_sensitivity,digit_span_mturk.forward_span,digit_span_mturk.reverse_span,directed_forgetting_mturk.hddm_drift,directed_forgetting_mturk.hddm_non_decision,directed_forgetting_mturk.hddm_thresh,directed_forgetting_mturk.proactive_interference_hddm_drift,discount_titrate_mturk.hyp_discount_rate_glm.logTr,discount_titrate_mturk.hyp_discount_rate_nm,discount_titrate_mturk.percent_patient,dot_pattern_expectancy_mturk.AY-BY_hddm_drift,dot_pattern_expectancy_mturk.AY_errors,dot_pattern_expectancy_mturk.BX-BY_hddm_drift,dot_pattern_expectancy_mturk.BY_errors,dot_pattern_expectancy_mturk.bias,dot_pattern_expectancy_mturk.hddm_drift,dot_pattern_expectancy_mturk.hddm_non_decision,dot_pattern_expectancy_mturk.hddm_thresh,go_nogo_mturk.bias,go_nogo_mturk.commission_errors,go_nogo_mturk.dprime,hierarchical_rule_mturk.score,holt_laury_survey_mturk.beta,holt_laury_survey_mturk.risk_aversion,holt_laury_survey_mturk.safe_choices,information_sampling_task_mturk.Decreasing_Win_P_correct,information_sampling_task_mturk.Decreasing_Win_motivation,information_sampling_task_mturk.Fixed_Win_P_correct,information_sampling_task_mturk.Fixed_Win_motivation,keep_track_mturk.score,kirby_mturk.percent_patient,local_global_letter_mturk.conflict_hddm_drift,local_global_letter_mturk.global_error_cost,local_global_letter_mturk.global_incongruent_errors,local_global_letter_mturk.hddm_drift,local_global_letter_mturk.hddm_non_decision,local_global_letter_mturk.hddm_thresh,local_global_letter_mturk.local_error_cost,local_global_letter_mturk.local_incongruent_errors,local_global_letter_mturk.switch_cost_hddm_drift,motor_selective_stop_signal_mturk.SSRT,motor_selective_stop_signal_mturk.hddm_drift,motor_selective_stop_signal_mturk.hddm_non_decision,motor_selective_stop_signal_mturk.hddm_thresh,motor_selective_stop_signal_mturk.reactive_control,motor_selective_stop_signal_mturk.selective_proactive_control,probabilistic_selection_mturk.positive_learning_bias,psychological_refractory_period_two_choices_mturk.PRP_slope,ravens_mturk.score,recent_probes_mturk.hddm_drift,recent_probes_mturk.hddm_non_decision,recent_probes_mturk.hddm_thresh,recent_probes_mturk.proactive_interference_hddm_drift,shape_matching_mturk.hddm_drift,shape_matching_mturk.hddm_non_decision,shape_matching_mturk.hddm_thresh,shape_matching_mturk.negative_priming,shape_matching_mturk.prime_trials,shape_matching_mturk.stimulus_interference_hddm_drift,shift_task_mturk.conceptual_responses,shift_task_mturk.learning_rate,shift_task_mturk.learning_to_learn,shift_task_mturk.num_cat_achieved.ReflogTr,shift_task_mturk.perseverative_errors,shift_task_mturk.perseverative_responses,shift_task_mturk.trials_pre_first_cat,simon_mturk.hddm_drift,simon_mturk.hddm_non_decision,simon_mturk.hddm_thresh,simon_mturk.simon_hddm_drift,spatial_span_mturk.forward_span,spatial_span_mturk.reverse_span,stim_selective_stop_signal_mturk.SSRT,stim_selective_stop_signal_mturk.hddm_drift,stim_selective_stop_signal_mturk.hddm_non_decision,stim_selective_stop_signal_mturk.hddm_thresh.logTr,stop_signal_mturk.SSRT,stop_signal_mturk.commission_errors,stop_signal_mturk.hddm_drift,stop_signal_mturk.hddm_non_decision,stop_signal_mturk.hddm_thresh,stop_signal_mturk.inhibition_slope,stop_signal_mturk.omission_errors,stop_signal_mturk.proactive_SSRT_speeding,stop_signal_mturk.proactive_slowing,stroop_mturk.congruent_errors,stroop_mturk.hddm_drift,stroop_mturk.hddm_non_decision,stroop_mturk.hddm_thresh,stroop_mturk.stroop_hddm_drift,threebytwo_mturk.cue_switch_cost_hddm_drift_100.0,threebytwo_mturk.cue_switch_cost_hddm_drift_900.0,threebytwo_mturk.hddm_drift,threebytwo_mturk.hddm_non_decision,threebytwo_mturk.hddm_thresh,threebytwo_mturk.task_switch_cost_hddm_drift_100.0,threebytwo_mturk.task_switch_cost_hddm_drift_900.0,tower_of_london_mturk.avg_move_time,tower_of_london_mturk.num_extra_moves,tower_of_london_mturk.num_optimal_solutions,tower_of_london_mturk.planning_time,two_stage_decision_mturk.model_based,two_stage_decision_mturk.model_free,two_stage_decision_mturk.perseverance,writing_task_mturk.neutral_probability,writing_task_mturk.positive_probability
s011,1.4236172954,0.0979423514,1.4608552829,3.2,40.5555555556,0.4,18.3333333333,0.30000000000000004,-0.7036745994,-1.2773634332,3.5129195049,0.35519808259999996,1.8657941491999999,-1.1746085079000002,0.040532534200000005,-2.069382712950399,-1.4221060967254573,-7.144270870815133,-5.277150160908597,4.5663118712,0.2586607756,1.3824439947999998,0.33333333330000003,0.33333333330000003,5.3333333333,0.05833333330000001,1.0,-0.0026666666999999996,-1.75,6.9130434783000005,0.130866426,3.0,-0.0025487365,-3.7931923672,0.1939300298,0.14285714289999998,0.9515309845,7.9,9.8,2.0920299615999998,0.3227650681,2.3500991766999997,-1.0076009563,-1.539942402024593,-0.0099401964,0.0,-4.3961586235,1.0,-2.957445655,0.0,-0.7548590440999999,3.4705178767000002,0.2190136783,1.522070868,-0.7625664513,0.1142857143,3.9332268227,265.0,1.2928725743,0.043806033099999996,4.0,0.7708899498,0.0016033788,0.8675750731999999,0.0018161934,0.5833333333,0.0,-0.9816870967,-81.78,0.0,2.6686655233,0.35724938729999994,2.5310587915,-68.09,0.0,-0.5373239888,259.5,3.8231744736,0.3036288241,1.6947284412,-8.0,84.0,1.0782063195,0.23254980949999998,12.0,1.6710064062,0.3774073242,2.4214607519999998,-0.7243682006000001,3.3476136293,0.4242283442,1.5635940589,7.0,0.10357142859999999,-2.5259039541,177.0,0.09170397109999999,0.1385964912,0.0,89.0,162.0,23.0,3.5714446363,0.3208583085,1.1885198853,-1.7751402303000001,5.7,6.3,193.3333333333,3.6851132797000004,0.3518033272,0.7566272902933505,243.8333333333,0.5277777778,3.8633792038999997,0.318563423,1.9595088387,0.0069876687000000005,0.0095238095,7.666666666699999,96.79178747379999,0.0,2.9409288431,0.34776572110000004,1.7689088810000002,-1.8922339491,0.0082601971,-0.0110101067,2.7439454075,0.3477161427,1.2988064738,-0.4949530141,-0.040956949400000005,1371.7153679654,11.0,8.0,2094.9166666667,-0.18697136239999998,-0.6970368060000001,-0.5990588585000001,0.1925341667,0.24043603789999998
s012,2.1533503267,0.31773210360000004,1.4810090871000001,3.25,44.1578947368,0.3666666667,24.565217391300003,0.23333333329999997,-0.7267599584000001,-0.9139577362000001,3.1956818011,0.2964819985,2.2769690276,-1.5619378659999998,0.16681763700000002,-2.367671709908669,-2.3483601158240517,-6.744992504217036,-4.591199630247491,3.1037352116,0.2621982607,1.4809104215,0.8333333333,0.1666666667,5.666666666699999,0.05833333330000001,2.0,-0.0086666667,-2.9166666667000003,3.9583333332999997,0.1687969925,3.0,-0.0115213033,-1.9323308271000001,-0.3553490939,0.0208333333,0.7137797811000001,8.4,8.6,2.0160752455,0.49774205899999996,1.8904292561000002,-0.3507232196,-3.378178766497141,0.0228475268,0.1666666667,0.063081916,0.0,0.3324732037,0.0,0.0,3.7875325221,0.062178415599999995,2.2852646514769988,-1.0820225484000001,0.3714285714,2.8201893119,190.0,10.925098710999999,0.2565783653,8.0,0.6499261856,0.0010140799,1.0,0.0020015881,0.6666666667000001,0.1851851852,-0.5510587220000001,-95.5,0.3571428571,1.4617441325,0.3635144302,1.9236417477,-552.0,0.0,-0.4335588442,347.1666666667,2.4267166895,0.2864833731,1.4887863119,-7.5,81.0,27.3376402867,0.6264483411999999,15.0,1.5349512975,0.5095222685,1.5484092715000002,-0.1540319601,2.9219187698,0.39569954450000006,2.3426039863,76.0,0.10357142859999999,-1.481237893,128.0,0.0590870111,0.5005159959000001,0.6931471805599453,101.0,151.0,18.0,2.4034570106,0.2847408006,1.5379539663,-0.6404945781,5.9,6.0,303.0,3.2102822131999997,0.3160440288,0.3224785908927072,285.6666666667,0.5055555556,2.1827436165000003,0.3162921085,1.4157706096,0.0045768279,0.0785714286,20.0,20.8802469136,1.0,2.3064804964,0.3683992696,2.2985731428,-0.9588942866,0.4416795193,0.2017831137,1.9699718903999999,0.3138444877,1.6118937457,-0.6078250773,0.2661280612,2230.165,3.0,8.0,4731.5,-0.09199354039999999,-0.10031985869999999,-0.1073000616,0.2365442544,0.18606252350000002
s013,1.3634542369999998,0.1523171821,1.5340740833000002,2.15,22.407407407399997,0.1,23.473684210500004,0.3666666667,-0.0713415208,-0.8390759406999999,5.1564421808,0.3708741328,2.9813106379,-0.792210947,0.5187517123000001,-2.1441481136304867,-2.5868483588972686,-7.569369490745442,-5.9914431873361025,5.709558947300001,0.30004745969999996,1.5987080888,0.5,0.5,9.2083333333,0.091208333335,3.0,-0.0062999999990000005,-1.7083333333,4.9166666667,0.0283316481,2.0,-0.0127332659,-2.2335692619,0.04665225925800001,0.14285714289999998,0.36017186970000004,9.0,9.3,2.4045657692,0.5206775562,1.677914797,-0.34324799659999994,-5.6228061444822774,0.004119200999999999,0.7777777778,-0.9841180891,0.0,0.8822618904999999,0.0,0.0,3.7184191587999997,0.25456747609999997,2.1176880746,-0.7017421781000001,0.0571428571,4.5619233948,218.0,10.925098710999999,0.2565783653,8.0,0.7021778107000001,0.0011535233,0.7785831451,0.0013447607,0.5833333333,0.5185185185,-0.7383345033000001,-308.0,0.1176470588,2.0349380704,0.5682466755000001,1.8044342749,-334.0,0.055555555599999994,-0.26019930329999996,288.8333333333,2.983971548,0.2826644178,1.4600180213,65.0,-51.0,1.3199854212,0.5857221139000001,13.0,2.0616746738,0.5242873565999999,1.9922557125,-1.0642090129000001,4.6277051669,0.4403431938,1.8339063759,-19.0,0.1214285714,-2.38585793,99.0,0.0747514269,0.1614035088,0.0,114.0,163.0,22.0,4.4427483397000005,0.3710398721,1.7952686625,-1.1737520878,5.6,6.5,294.8333333333,4.902022995199999,0.3298905066,0.8530136347107294,287.4166666667,0.5166666667,4.897672072200001,0.2922980984,2.3125736314,0.013286594099999998,0.0047619048,42.5,44.2660994367,0.0,2.3044131585,0.4001816127,2.086373481,-2.0397270576,-0.42040820219999997,-0.39012882020000006,2.6617334469,0.3668221289,1.6341528050999998,0.4181854768,-0.4724696253,2806.9880952381,5.0,7.0,4206.1666666667,0.49562016020000005,0.33337924290000004,2.2689832052,0.8504350937999999,0.35243257969999997
s014,0.7800571518000001,0.0431136379,1.4060747811,1.5,16.1481481481,0.1,12.153846153800002,0.1333333333,0.2900029652,-1.7317149473,0.7716491912000001,0.3625824176510001,1.9106477994,0.0256937921,0.1895907534,-2.6152337886069987,-3.3708243071467843,-6.675418911379255,-4.76695696004767,2.1445031679,0.25115023917599993,2.485207759,0.33333333330000003,0.5,8.0416666667,0.0291666667,1.0,-0.0078333333,-3.125,4.25,0.1512254902,3.0,-0.0077058824,-2.6666666667000003,-0.11409928039999999,0.125,0.7487803391000001,7.2,5.7,1.6266148451,0.33816279829999996,1.8888021191,-1.0343827912,-1.5396025809162759,-0.0119043982,0.0,-1.3238934326,3.0,-0.7455270962999999,0.0,-0.3446865999,1.6515290341000002,0.06620727700000001,1.9813148854,-0.3258414813,0.1142857143,3.0597768826999996,168.0,46.062695462700006,0.8291899447000001,10.0,0.7172293185999999,0.0011741687,0.5847579479,0.0008385867999999999,0.5277777778,0.037037037,-1.1272186111,-171.0,0.05882352940000001,1.2315929603,0.3545034432,1.5701517213,27.0,0.203729507422,-0.295105306,348.1666666667,2.1583779157,0.22625824300000005,1.3984306575,46.5,24.0,0.3997413477740004,0.2956460299,6.0,1.0258920056999998,0.3994322673,2.0234245461,-0.48452524729999996,0.8916383454000001,0.3839514394090001,2.4917727268000003,-72.0,0.1484375,-0.5002365857000001,34.0,-0.02260803,-0.4485294118,0.5201314060875261,88.0,113.0,20.33,1.8389339586,0.31980336309999996,1.7239141891999998,-0.9090729695,6.0,4.7,334.538333333328,2.72317615184,0.32262052176299993,0.4709820494585888,237.6666666667,0.5333333333,2.9050178344,0.273900338,2.0309532539,0.0060708372,0.0595238095,25.6666666667,15.6246753247,1.0,2.3497586548,0.33820323939999997,1.876368455,-1.0683998679,-0.4131019741,0.3533945844,0.7180483669000001,0.08524316430000001,2.0120521506999998,-0.14094087600000002,-1.0926942045,2810.0145833333004,9.0,5.0,4402.6666666667,-0.5053968396,-0.2140226029,-0.7849978324,0.7998899836000001,0.3405855003
s015,1.6880969831000001,0.21620359649999998,1.2876186982,2.55,44.0666666667,0.5,24.5,0.33333333330000003,-0.8436920275,-0.7806072847000001,3.9805695141000004,0.31052443290000004,2.2578946125,-1.3567438021,0.2033672945,-2.8929006382202505,-2.9111582257728106,-6.761351097374983,-4.7762888580882015,3.4890295141000003,0.28485414200000003,1.4101439477000002,0.5,0.33333333330000003,8.375,0.1625,2.0,-0.0025,-7.208333333300001,6.25,0.13857142860000002,1.0,-0.0017428570999999998,-3.6142857143,0.07950538110000001,0.2040816327,0.7646721156999999,6.0,5.5,1.3872616587,0.3889150836,1.7773432319,0.08684176099999999,-3.12016593744256,-0.023774899,0.11111111109999999,-1.1493712972,1.0,-0.4283953831,0.0,-0.6385366708,2.8020465269,0.0264531264,2.7053796034,-0.9928100529,0.2285714286,3.4727396196,218.0,7.6113128603,0.37525354829999996,7.0,0.6677876472000001,0.0014048019,0.9998046875,0.0016761451,0.5833333333,0.14814814810000002,-1.3077812218,-54.5,0.3076923077,1.7955743024000002,0.3768396606,1.5426839725,-132.5,0.14285714289999998,-0.4601414463,298.0,3.4670632457,0.31543942540000003,1.4331773438,0.0,84.0,4.694496514878999,0.5386307889,8.0,1.2588082767,0.4504771484,1.9841418578999999,0.0426876651,2.9377885814,0.41363239939999996,1.5069937808000002,14.5,0.0866425993,-1.3789482375,166.0,0.06085366580000001,0.1859649123,0.0,81.0,149.0,19.0,1.7440370436,0.27568329540000003,1.326948913,-0.5925543728,6.8,6.6,287.5,3.1970984254,0.35914104399999996,0.07621161269959123,236.4166666667,0.5333333333,3.3388446765,0.3218221473,1.4366044421000002,0.0150193543,0.040476190499999995,11.5,34.7606433777,2.0,2.0191601559,0.3158818619,1.9112075958,-0.7052229735000001,-0.391437532,-0.0526025959,1.2245853212,0.3265413266,1.4778869655000002,-0.7926086909000001,-0.2279756515,1979.0006172839999,21.0,7.0,3214.75,0.20616932429999998,0.6995693651,-0.4913984703,0.185847204,0.34868715570000003
s016,1.1739452524,0.15362847529999998,1.3502811366,1.65,18.565217391300003,0.23333333329999997,18.3913043478,0.23333333329999997,-0.0429449396,-1.4072735984,2.3246085296,0.3819616962,1.241847221,-1.4944813865,0.7312585615999999,-1.1999938588390973,-1.7653209710466775,-10.6869139892458,-8.268581913356117,3.4063901774,0.2382392011,1.5253279644000002,0.5,0.1666666667,13.333333333299999,0.0416666667,1.0,-0.0016666667,-3.3333333332999997,10.5833333333,-0.026056338,0.0,0.0023943662000000003,-0.2746478873,0.0018743410999999999,0.3265306122,0.978093639,8.1,4.7,2.6552455464,0.4148783176,1.3453514747,-0.2909516944,-5.2698219866851925,-0.004673221500000001,0.9166666667,-0.9484628612,2.0,-0.08775298779999999,0.0,0.1910395678,2.7150595576,0.0211220273,2.9954780877999996,-1.4013457528,0.42857142859999997,3.1627162452999995,120.0,25.7627506452,0.3968411315,9.0,0.6846951008000001,0.0017568476000000002,0.6621181488,0.0013839845000000002,0.5833333333,0.8148148148000001,-1.5853210674,-133.0,0.3571428571,1.7166841081,0.3964531489,1.4099795861000002,-206.5,0.30000000000000004,-0.9443429789,332.8333333333,2.7678225055000003,0.2631128096,1.4995922841999998,-10.5,-11.0,0.7197127238879999,0.3657674092,6.0,1.2347569862999999,0.553927131,1.3095119919,-0.3297518628,2.5167347661000004,0.3721014504,1.6409192181999999,-2.0,0.12857142859999998,-1.1925425496,120.0,0.05669645640000001,0.0684210526,0.0,83.0,136.0,16.0,2.4124349692,0.23681196420000003,1.0146720359999999,-1.3607678840000001,6.0,5.7,350.1666666667,2.7764552616000002,0.3246593182,0.471704889718632,326.5833333333,0.5388888889,2.626222894,0.30942929610000003,1.2544548312000001,0.011798783799999999,0.0785714286,21.8333333333,49.078951679,0.0,2.1930531431,0.34588531409999995,1.6247654425,-1.4761445971,-0.41868725869999995,-0.3135529985,1.3096095936,0.2920739151,1.4745259402000002,-0.228530091,-0.5819919311999999,1743.3083333333,10.0,9.0,3615.0,-0.22166709781700006,0.06972590582600001,-0.200753864598,0.8220265439000001,0.20137568809999998
s017,1.0616877026,0.0273020576,1.7035901003,2.0,37.5,0.2666666667,21.3333333333,0.1,-1.014674367,-0.37900293189999995,3.5373997371,0.33032736809999996,2.0684437529,-1.7357226793,0.44471489729999997,-0.4211952004050085,-2.198694793527188,-9.09292629326493,-8.534186767792809,5.818426454500001,0.2321926164,2.5047891661,0.6666666667000001,0.1666666667,9.7083333333,0.1041666667,3.0,-0.0111666667,-2.125,7.958333333300001,0.1894025605,3.0,-0.0077980085,-1.8536882747,0.1836432283,0.0208333333,1.3700064956,9.3,7.6,2.3461603511,0.4446371607,1.9891592173,-0.5675844809,-5.97285192170092,0.0018730624,0.8333333333,-0.24657052899999998,1.0,0.0052279603999999995,0.0,-0.7548590440999999,1.8207126078,0.1261528314,2.377260876,-0.7625664513,0.1142857143,3.9332268227,246.0,0.0331595576,-0.6040336064999999,3.0,0.767848587,0.0024491452000000003,0.98984375,0.0027049545,0.5833333333,0.962962963,-0.8720203598999999,-219.5,0.1666666667,1.6844076246000002,0.4359214029,1.9058040693,-139.815,0.0,-0.34317023799999996,282.6666666667,3.0212148086000004,0.2136222191,2.2761317853,-14.5,160.0,6.337902175639999,0.58484855,10.0,2.0709244946000003,0.5227037386,2.0188232501,-0.6032485502,2.7861588275,0.4232271701,1.6599587305,-15.0,0.1374045802,-2.041110711,136.0,0.0676643665,-0.0701754386,0.0,100.0,158.0,23.0,3.3876564532,0.29090421380000003,1.7022650082,-0.3850560542,6.5,5.6,251.0,3.7696179525,0.2966614521,0.9983684446026908,270.9166666667,0.5166666667,3.0426350252999996,0.3317619489,1.6607965515,0.0041655484,0.028571428599999997,48.1666666667,98.0324196876,1.0,2.4440337291,0.416276361,1.8061372681999999,-1.7703160586000002,-0.08660739270000001,0.5844345789000001,2.0724096014,0.34024772740000003,1.7941695465,-0.3054997292,-0.1104894772,1481.6893939394001,1.0,10.0,3958.5,1.2207520206,-0.16974436850000002,0.8160758892000001,0.185612246,0.17430210710000002
s018,1.5839438315,0.1120562692,1.6277153098,2.5,28.125,0.2,16.8421052632,0.3666666667,-0.2535700094,-1.2646058704,2.6792812133000004,0.3842977715,1.800924503,-0.3513313225,0.0897123288,-2.664262745351691,-3.252858567770835,-5.5238418750926614,-5.028264138072303,2.9039936320999997,0.2665125175,1.5988497759,0.6666666667000001,0.33333333330000003,13.833333333299999,0.20833333329999998,3.0,-0.008333333299999999,-3.3333333332999997,13.958333333299999,0.2622332859,3.0,-0.016727088,-4.9679943101,0.48201696509999997,0.2653061224,0.3721206409,9.3,5.7,2.2025383197,0.4251453140000001,1.9738824553999998,-0.7223815078,-1.5404450408804822,-0.0134370384,0.0,-0.4864757566,0.0,-0.5219400471,0.0,-0.5542288687,2.1508614576,0.2726051825,1.8858037528,-0.8742787237,0.2285714286,3.2356769612000003,171.94,46.062695462700006,0.8291899447000001,10.0,0.6659279822999999,0.001905883,0.7882110595999999,0.0027078689000000003,0.5833333333,0.1851851852,-1.2524169381,182.0,0.2352941176,1.9341877515,0.38475918789999997,1.7422380444,-103.205,0.0,-0.1399760981,350.0,2.6470907055,0.33888452049999995,1.5092291083000002,18.5,21.0,4.38521665064,0.5681403456,14.0,1.3268498554000001,0.4308824217,2.1713516901,-0.4977969781,2.9934395236,0.38792347689999995,1.4822897125999999,-31.0,0.1321428571,-1.2461026265000001,54.0,-0.0066916454000000005,0.1403508772,0.0,115.0,138.0,16.0,3.5961381377999997,0.2984646101,1.5747035261000002,-0.9035183368,6.9,7.3,352.3333333333,3.1109390143,0.35014751369999997,0.3503090829022497,375.5833333333,0.4888888889,2.8200960799,0.2203464522,1.9901232756,0.0015744033,0.0547619048,104.5,58.9768217054,1.0,2.6006284425,0.285822002,1.9040822822,-1.2690617189,-0.278592451,-0.4436287921,1.7217844969,0.3544975058,1.6031421680000002,-0.0782007255,-0.2893868587,1919.09375,12.0,6.0,3500.5833333333003,-0.7593529021000001,-0.0136999264,-0.9126030884999999,0.3565769224,0.15480139539999999
s019,1.128895155,0.2107107916,1.4381775803999999,1.85,36.35,0.33333333330000003,22.5714285714,0.30000000000000004,-0.5432796854,-0.3145640541,3.626928847,0.3381978451,1.5915971853,-2.0987335513,0.3166523973,-3.267851152554339,-2.4548824680852874,-5.898350303881228,-3.501241650302862,4.0742896025,0.2690853804,1.1457514672,0.1666666667,0.6666666667000001,8.8333333333,-0.025,1.0,0.0006666667,-2.1666666667,16.375,0.1503861004,1.0,-0.0054440154,-1.8243243243,0.0109983284,0.2244897959,1.1656895757999999,8.1,6.4,1.6755952956,0.3893135787,1.698428796,-0.443422284,-2.246178161433661,-0.0132174418,0.027777777799999997,-1.409538415,4.0,0.1133357581,0.0,-0.5629734621,2.4701937428000003,0.1986704499,1.5060945329000002,-0.9437793146,0.2,3.5708010963,175.0,59.8991114415,0.8568707964000001,6.0,0.7385317802,0.0014053336,0.8894531250000001,0.0017720488,0.5555555556,0.037037037,-1.5202082066,-109.0,0.6000000000000001,0.8953316919000001,0.38953677,1.1307528885,50.0,0.45454545450000006,-0.4693679744,273.8333333333,2.6340221107,0.2616368763,1.6795893821,6.0,65.5,8.0015597358,0.5934771002,7.0,1.5224598811010004,0.452810289412,1.840563630384,-0.3434553704739999,3.1864476308999996,0.4469303156,1.3559410151,-20.0,0.11785714289999999,-0.6520998835,68.0,0.0312496677,0.23157894739999998,0.0,120.0,147.0,22.0,2.7263468125,0.2461820568,1.1772128837,-1.4006931728,5.7,5.0,292.8333333333,4.0497570512,0.3236376877,0.26934439732898885,241.5833333333,0.5111111111000001,2.8155601968,0.28687447590000004,1.4139736925,0.0092459995,0.0619047619,60.8333333333,67.5252268982,1.0,1.3592526647,0.3795059385,1.4846903846000001,-1.7856184307,-0.2526591237,-0.1514167317,1.3391466541,0.2784739087,1.3579046013,-0.4923802889,-0.31077847329999997,2078.775,1.0,9.0,3395.25,-0.328261664,0.4877916077,0.3333183487,0.7690950804000001,0.41290678490000005
s020,0.8351194033,0.1060063024,1.4756793221000002,1.85,26.6666666667,0.2,12.962962962999999,0.1,0.0816957392,-1.0388396265000002,2.4043530131,0.310884598,1.7729483115,0.048755886000000005,0.6531181507,-2.2268932486141453,-2.1803068488323705,-8.358821575145171,-4.6702557367190725,1.8910588509000001,0.2576600882,1.6640195512,0.6666666667000001,0.33333333330000003,9.8333333333,0.018208333331000026,1.0,-0.006,-1.9166666666999999,7.291666666699999,0.0038725986,0.0,-0.0009140546,-0.8612740142,-0.0335462443,0.1632653061,0.6750894226,7.5,5.2,1.350756969,0.4550099822,2.2220232769,-0.403421665,-1.5412564002100737,-0.0109049755,0.0,-1.9498011265,2.0,0.8119650104999999,0.0,-0.1448413667,2.1943706002,0.2009164523,1.6169370744,-0.6807759697,0.0857142857,4.096807786,122.0,7.6113128603,0.37525354829999996,7.0,0.6603252411,0.0017003689000000002,0.7410667895999999,0.0015159825,0.4722222222,0.2592592593,-1.3764410439,222.0,0.1818181818,1.5157847715000001,0.4221284517,1.7666004056,-45.0,0.1875,0.0202149102,342.24333333333493,2.6048565233290004,0.316284481469,1.518123367463,20.695,45.215,3.7318341441000005,0.6229103774,8.0,1.011922676,0.4112141329,1.8953786007,-0.33740407130000005,2.6217507275000003,0.41118704520000005,1.4087776631,33.5,0.1039426523,-1.4767366553,119.0,0.0501444983,-0.0649122807,0.0,101.0,141.0,23.0,2.434977609,0.3230539544,2.1486546308000003,0.2154511166,6.3,5.7,253.3333333333,1.8189319531,0.4014835049,0.26560747932520745,304.6666666667,0.5111111111000001,2.0990482444,0.32986722500000004,1.5369151977000002,0.0022738336,0.0833333333,119.3333333333,12.8482783357,2.0,1.8208401904,0.2880649369,1.7795122159,-0.950123863,-0.0487875797,-0.059017405,1.0575805787,0.2184140271,1.9730115625,-0.4423692218,0.0619726848,2750.9476190476003,12.0,6.0,3479.3333333333003,-0.7749274191000001,0.0413395533,-0.5395458058,0.1805794197,0.3909019375
s021,0.8534903373519999,0.15941747020500002,1.596234712557,1.5910000000000009,38.75,0.33333333330000003,12.909090909100001,0.2666666667,-0.1678677136,-1.052966009411,0.6049977474,0.4695938172,1.3136435704,-0.3811680745,0.031309075299999996,-2.8234495223769813,-3.3414595340902755,-6.891101828236534,-4.660718599426897,2.9804245739999997,0.27816942967600017,1.7294568916210002,0.5,0.33333333330000003,11.375,-0.1125,1.0,-0.0035,-1.7916666666999999,11.25,-0.0091478697,0.0,-0.0009674185,0.0977443609,0.0989943017,0.0416666667,0.15561908,5.7,4.1,1.2532031647639998,0.4257499606919999,1.8760879678009992,-0.7173626664960002,-1.5409828199910476,-0.012252106499999998,0.0,-2.6188334714,2.0,-1.8137644377,0.0,-0.7296435444,2.3740672683,0.2781290085,1.3754867461000002,-0.6807759697,0.0857142857,4.096807786,99.0,25.7627506452,0.3968411315,9.0,0.8289733887,0.001120118,1.0,0.0014837069,0.6111111111,0.0740740741,-1.4139565492,196.5,0.3076923077,0.8103837063,0.3729424265,1.7596987197999998,203.5,0.204167815999,-0.538573316,419.8333333333,1.6105885427000002,0.21747922719999999,1.8963310884,-34.0,26.5,1.5215102668929998,0.8909232088,11.0,0.6494948911999999,0.3282644309,2.0949000584,-0.8286182038000001,2.302005444215,0.4200254980140001,2.2342941652,4.21,0.06018518520000001,-0.9466432725,68.0,-0.016245838999999998,0.0196078431,1.0986122886681098,101.0,121.0,13.0,3.3128047713,0.3268774769,2.3528428891,-0.5134956136000001,5.3,4.2,410.5,2.4396214741,0.3188188357,0.8070503643378811,303.44791666667214,0.5285555555589998,2.472684656338,0.3050803448720002,1.875225854098,0.006775008519000001,0.06842857142699997,31.767499999995,44.831154819931996,2.0,1.6454985300999998,0.5330022072,1.9505466436,-1.2404223562,-0.2423888403,-0.6605122633,0.6664069562,0.0856297257,2.0254495464,-0.2198492225,0.0533587661,3556.8148148148,-2.0,8.0,3939.9583333333003,-0.4177873716609999,0.08227280064699997,-0.4667731049559999,0.7989184684,0.2013172304
