,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTNTRZD,ANTNTRZN,ANTNTRZT,ANTALTAC,ANTALTRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSZD,DRFPSZN,DRFPSZT,DRFPINAC,DRFPINRT,DSTGLM,DSTNM,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAXZD,DPEAYZN,DPEAXZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTNOS,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECOP,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDOP,ISTFXDMV,KTTSCOR,KRBHDR,KRBPCTP,LCATACTL,LOGZDNEU,LOGZNNEU,LOGZTNEU,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSNEGAC,PRSOVTAC,PRSPOSAC,PRSPLB,PRSRPLB,PRSRVS,PRPSLOPE,PRPSLOW,PRPTAOAC,PRPTATAC,RPMSCOR,REPXZD,REPXZN,REPXZT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SIMCGZD,SIMCGZN,SIMCGZT,SIMSIMAC,SIMSIMRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRCGZD,STRCGZN,STRCGZT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TXTCSTZD,TXTCSTZN,TXTCSTZT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNUMRT,TOLOPTSL,TOLPLNTM,TOLTOTMV,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s140,0.9381365448000001,-0.3168841712,1.1656607908,1.6,-415.1481481481,-0.1,550.0,-1057.52,-0.1666666667,575.0,3.7971963953000003,-0.4261034267,1.1992734685,0.0277777778,-2.5,-0.0416666667,-55.5,-0.0277777778,85.5,-16.0,-20.0,-21.0,8.0,9.0,14.0,19.0,48.0,3.4786439524,-0.3153080343,1.2372824446,0.1666666667,-0.5,7.9166666667,-0.0416666667,2.0,-0.0183333333,-1.6666666667,6.375,-0.029170879700000003,2.0,-0.0106309403,-2.8159757331,-12.0,14.0,0.2701149425,-0.6048214831000001,6.0,5.0,1.7138698525,-0.663916233,1.3991116474,0.0555555556,-129.0,-0.0455763729,0.0179280643,0.1388888889,10.0,18.0,7.0,13.0,16.0,27.0,24.0,33.0,28.0,16.0,10.0,19.0,9.0,14.0,21.0,0.0,358.0,0.0,219.0,3.1853956139,-0.6699835270000001,1.6213954560000001,1.0,33.3333333333,-33.3333333333,-33.3333333333,6.0,2.0,32.0,31.0,32.0,28.0,30.0,44.0,0.9142857143,23.0,166.0,1.0,7.0,-16.0,17.0,0.7277178288,0.8,5.0,0.0014794007,1.0,1.0,25.0,0.0023555868,0.3888888889,-0.0063068791,0.48148148150000003,2.0,2.2873513362,-0.5156188392000001,1.7972201293,-0.2,-345.5,0.0,38.0,-0.2,-383.5,-0.0634920635,-152.5,4.4,3.2860875113,-0.3982641082,0.9760487006,-328.8333333333,-33.5,54.0,46.0,0.47222222220000004,0.5111111111000001,0.5555555556,1.1764705882,0.7191293952000001,1.2744921653999999,0.4440443933,283.0,0.99,0.96,6.0,1.1837684168,-0.6874383900000001,1.3309498196,0.0,-128.0,0.4166666667,0.25,0.1666666667,0.1666666667,120.0,0.2,0.1,0.30000000000000004,0.30000000000000004,0.0589092645,3.3080759665,-0.3844289904,1.3890611633,-0.02,-8.5,6.4,6.1,3.0739312488,-0.43554198780000003,0.8887653044,-334.3333333333,2.7916602969,-0.4074967245,0.9309337931,-239.1666666667,-257.3333333333,18.1666666667,58.7722222222,2.8115312446000003,-0.3313901119,1.6197141328,-0.0212765957,-165.5,6.0,5.5,6.0,2.0,5.5,2.4252892712,-0.4049298338,1.4353916998,-91.0,-35.0,-164.5,2.8333333333,2.4,2.4444444444,2.4444444444,2.2666666667,496.0,9.0,6.0,2465.5,84.0,-0.8367289090000001,0.3522205936,-21.0,-22.0,-24.0,-28.0,23.0,0.1401508039,0.1936424316
s142,1.3887782554,-0.4594000445,1.083021995,2.25,-465.3333333333,-0.2,534.0,-958.8181818182,-0.2666666667,271.0,4.2565032283,-0.4849858983,1.0698633708,0.0,-24.5,-0.0208333333,11.5,0.0277777778,-20.0,-22.0,-29.0,-36.0,16.0,12.0,20.0,11.0,36.0,3.5150527496,-0.32539250810000003,1.1071868832,0.33333333330000003,-0.6666666667000001,4.7916666667,0.0458333333,2.0,-0.0101666667,-1.125,7.3333333333,0.035950582,2.0,-0.022658362300000002,-1.4745762712000001,-12.0,13.0,-0.3134343747,-0.7277996259,6.6,5.7,2.5894723157,-0.4524163306,1.3730009933,-0.1111111111,-82.5,-0.3066577304,-0.0,0.0833333333,19.0,10.0,10.0,33.0,17.0,27.0,36.0,27.0,18.0,19.0,14.0,13.0,27.0,39.0,35.0,0.0,115.5,0.0,104.5,3.2414586518,-0.5155248485,1.1603418460000001,0.9772727273,0.0,-0.0,-77.7777777778,6.5,1.25,40.0,36.0,36.0,29.0,38.0,51.0,0.8857142857,37.0,109.0,1.0,8.0,-28.0,30.0,0.7695135117,0.6000000000000001,11.5,0.0021706898000000002,0.8,0.8,24.5,0.0025718289000000003,0.4444444444,-0.0063068791,0.14814814810000002,4.0,2.6339692077,-0.42272662650000004,1.2912821348,-0.375,13.0,-0.0322580645,-29.0,-0.34274193550000004,42.0,-0.09988385600000001,-29.0,5.6666666667,3.2558161596,-0.4210233785,1.0342401613,-287.3333333333,-33.0,34.5,27.0,,,,,,,0.5690094626000001,492.0,0.9898477157000001,0.8934010152,9.0,2.2640607353,-0.5811854262,1.5575379537,-0.0555555556,-61.0,0.9166666667000001,0.25,0.5,0.9166666667000001,132.0,0.7000000000000001,0.9,1.0,1.0,0.0762286152,3.1516818789,-0.32717934,1.2348391899,0.0,-66.0,6.0,5.6,4.1728310694,-0.434985997,0.9771633158,-278.5,2.4180880401,-0.3793765885,1.1779728519,-276.6666666667,-296.5,19.8333333333,-5.1458333333,3.6853140535,-0.40565569,1.2356821767,-0.042553191500000004,-91.0,6.0,3.0,5.0,7.0,7.0,0.5096414872,-0.13083799170000002,1.0980577563,13.5,36.8333333333,-55.5,2.25,1.7000000000000002,4.2222222222,2.2222222222,4.1333333333,657.0,11.0,9.0,3015.5,49.0,-0.6248784107,0.18816075910000002,-15.0,-34.0,-36.0,-42.0,47.0,0.6321433967,0.4058560122
s145,1.1828502526,-0.3092653422,1.0533345203,1.75,-1190.6153846154,-0.1333333333,760.0,-470.8333333333,-0.4,390.0,2.7945937103,-0.39300713200000004,1.6219171597000002,0.1079365079,49.5,-0.4166666667,-233.5,0.0,112.0,-14.0,-20.0,-23.0,9.0,9.0,16.0,28.0,33.0,1.9394966476,-0.23092368670000002,1.0919123829,0.33333333330000003,-0.33333333330000003,6.2083333333,0.0125,2.0,-0.0041666667,-1.9583333333000001,21.2916666667,-0.1552380952,3.0,-0.0097428571,-2.5642857143,-12.0,12.0,-0.4054906247,-0.6374337846,6.1,5.5,1.5598299256,-0.5755706091,1.3331206868,-0.11764705880000001,41.5,-0.32591692980000003,-0.0,0.0555555556,14.0,25.0,10.0,18.0,23.0,32.0,31.0,36.0,36.0,26.0,11.0,21.0,15.0,12.0,23.0,-0.3571428571,130.0,-0.0625,-30.0,2.5160132031,-0.422110352,1.3148209852,0.9022058824,44.4444444444,-33.3333333333,-40.7407407407,2.3333333333,4.0,26.0,16.0,16.0,15.0,30.0,46.0,0.5492063492,20.0,118.0,1.0,7.0,-17.0,15.0,0.7779518127,0.9,11.6,0.0010220871000000001,0.854989624,1.0,16.6,0.0014857978000000001,0.6666666667000001,-0.0063068791,0.2592592593,1.0,0.9842999558000001,-0.40003205620000004,1.1576087923,-0.16432432430000002,-16.0,-0.0824242424,37.0,-0.0819000819,-53.0,-0.23131955480000002,16.0,4.0666666667,2.3230757951,-0.3506679935,0.8459488735,-251.1666666667,15.5,2.5,43.0,0.4444444444,0.48888888890000004,0.4444444444,1.0,-1.4040339871,1.1002820817,0.4278465461,339.0,0.9481865285000001,0.9378238342,10.0,1.730664085,-0.6250125661,2.0203271055,0.0,-70.5,0.7272727273,0.5833333333,1.0,0.5833333333,101.0,0.1,0.30000000000000004,0.30000000000000004,0.0,0.0184443957,2.5815051034,-0.210798753,1.2310856276,-0.3885714286,-71.5,4.4,5.0,2.9987980032,-0.3991830997,1.1209598385,-382.1666666667,2.3340048739,-0.38377653100000003,0.9554454771,-252.8333333333,-266.6666666667,13.8333333333,45.3819444444,2.7877793685,-0.4505539732,1.3733659987,-0.1914893617,-61.0,6.5,5.5,2.0,1.0,4.5,1.7674818722,-0.41362848300000005,1.4402021948,25.0,-17.6666666667,-126.0,4.25,4.1,4.5555555556,3.7777777778,3.2,1010.5,9.0,6.0,4422.0,47.0,-0.1137097103,-0.1274523465,-20.0,-11.0,-27.0,-15.0,15.0,0.7632798057,0.3830170567
s149,1.2554951991,-0.4113929008,1.3409417143,2.35,-747.5909090909,-0.2666666667,1073.0,-1819.7692307692,-0.5666666667,408.0,3.5756625861,-0.5110790654,1.273575675,0.0,87.5,-0.0208333333,-43.0,-0.0277777778,-56.0,-22.0,-22.0,-26.0,6.0,11.0,14.0,24.0,30.0,3.9780617713,-0.2985488476,1.2578855215,0.5,-0.33333333330000003,7.75,0.09166666670000001,2.0,-0.0046666667000000005,-4.0,4.4166666667,0.0668674699,2.0,-0.0033416377,-2.9745762712,-17.0,12.0,0.41240485250000003,-0.6450999049,8.5,9.4,2.1423480468,-0.49196470330000003,1.6460259713,0.0,-148.5,-0.025224215600000002,-0.0193668143,0.25,22.0,29.0,16.0,26.0,23.0,23.0,22.0,24.0,19.0,21.0,19.0,17.0,31.0,21.0,30.0,0.0,202.5,-0.0625,169.5,3.5856181723000002,-0.6163658109,1.2455057689,0.9261363636000001,38.8888888889,-66.6666666667,-62.962962963,2.8333333333,4.25,14.0,23.0,15.0,14.0,28.0,36.0,0.8,18.0,124.0,1.0,8.0,-23.0,24.0,0.6545940399,0.6000000000000001,9.9,0.0018414176000000001,0.7896682739,0.7000000000000001,18.6,0.0019780252,0.4166666667,-0.0063068791,0.37037037040000004,2.0,1.6899051783,-0.5967672807000001,1.2305078228,-0.0756395996,-316.5,-0.0143369176,-1.0,-0.061302682000000004,-315.5,-0.0952380952,-165.0,2.5333333333,,,,,,,35.0,0.7714285714,0.7752808989000001,0.75,0.9722222222,1.6084698852,2.1651622244,0.5244258821000001,471.5,0.9684210526,0.9894736842,9.0,1.7977577389000001,-0.7353244263000001,1.9278103094,0.0,-7.5,0.4545454545,0.5833333333,0.4166666667,0.33333333330000003,74.0,0.6000000000000001,1.0,0.8,0.7000000000000001,0.0155649446,4.2455799175,-0.410963766,1.0823303152000001,0.0,-11.0,6.3,5.8,3.5671199055000002,-0.4166088939,1.0608529385,-392.0,4.2897516521,-0.4337040446,1.1502936145,-314.8333333333,-345.1666666667,30.3333333333,6.5166666667,3.1953104951,-0.5425314623,1.4251750804,0.0,-106.0,3.5,3.0,2.0,2.5,4.0,3.3500482728,-0.41869029100000005,1.5016016223,15.0,-48.1666666667,-46.5,2.5833333333,3.9,2.1111111111,2.2222222222,2.9333333333000002,911.0,9.0,8.0,4917.0,41.0,0.035207156600000004,0.6446947972,-29.0,-24.0,-41.0,-39.0,32.0,0.182304558,0.7134658071000001
s155,0.7515387601,-0.0282468093,1.5102081131,1.2,-574.68,-0.1666666667,693.0,-1304.45,-0.33333333330000003,506.0,3.4688472123,-0.48950781600000004,1.3127925829,0.0833333333,109.5,-0.08510638300000001,-122.0,-0.0285714286,10.5,-13.0,-25.0,-27.0,12.0,13.0,17.0,19.0,31.0,2.0575204089,-0.2326792949,1.7382817948,0.33333333330000003,-0.33333333330000003,6.25,0.0166666667,0.0,0.0016666667,0.4166666667,10.5,0.0472689076,1.0,0.0036823529,-1.6155462185,-21.0,19.0,0.038032468800000004,-0.8886701475000001,7.1,5.7,0.9353314872,-0.5312504948,1.5469584877,-0.1298701299,46.0,-0.005621033,-0.0044320806,0.6944444444,9.0,6.0,8.0,15.0,36.0,24.0,42.0,30.0,25.0,8.0,15.0,6.0,15.0,12.0,42.0,,,,,,,,,88.8888888889,-22.2222222222,-11.1111111111,5.1666666667,1.0,37.0,36.0,40.0,29.0,40.0,46.0,0.7650793651000001,34.0,100.0,0.0,0.0,-25.0,21.0,0.6578575015,0.6000000000000001,5.0,0.0011338843,0.5,0.9,0.0,,0.6111111111,-0.0063068791,0.40740740740000003,4.0,1.3725786669,-0.2955523041,1.6272963258000002,-0.5297805643,14.0,-0.0058651026,81.5,-0.5239154616,-67.5,-0.0909090909,-102.5,5.4,,,,,,,34.0,0.5757575758,0.5294117647000001,0.4705882353,0.8173374613000001,-6.8476641459,5.3879004558,0.7765839544,679.0,0.9297297297,0.8972972973000001,6.0,1.6680760603,-0.5267585855,1.6805950566,-0.0555555556,-173.0,0.5,0.5833333333,0.9166666667000001,0.9166666667000001,128.0,0.30000000000000004,0.5,0.7000000000000001,0.30000000000000004,0.0069910956,2.6386788663000003,-0.34141412130000004,1.4749124449,0.02,10.5,4.7,5.1,,,,,2.370328812,-0.32384738350000003,1.5541586018,-273.1666666667,-345.0,71.8333333333,-10.3291666667,2.0989526022,-0.4708760355,1.2901912117,0.0199468085,-9.0,2.5,7.0,7.0,1.0,7.0,0.6516740721000001,-0.3386102221,1.1385098418,-28.5,-105.3333333333,-18.5,4.0,3.3,1.4444444444,1.7777777778,4.0,884.5,10.0,6.0,3168.0,54.0,-0.7246378477000001,0.21381222390000001,-14.0,-32.0,-42.0,-20.0,26.0,0.1987360592,0.41141552340000004
s156,0.8994396022000001,-0.2654691961,1.0090250081,1.55,-457.6296296296,-0.1,817.0,-1591.0,-0.5666666667,710.0,3.8556420263,-0.43556817600000003,1.1810943186,-0.0277777778,33.0,-0.10416666670000001,-63.0,-0.1111111111,53.5,-13.0,-17.0,-16.0,13.0,12.0,16.0,11.0,58.0,2.9887915093,-0.3206995837,0.6882834677,0.33333333330000003,-0.5,15.6666666667,-0.0666666667,1.0,0.0006666667,-3.8333333333,9.1666666667,0.1356330014,1.0,0.0011038407,-5.0581182686,-12.0,21.0,0.41812271430000003,-0.4790735473,7.3,6.6,2.3071129096,-0.659264539,1.5410377389,-0.1111111111,-146.0,-0.047009531300000004,0.0208749212,0.1666666667,10.0,19.0,14.0,35.0,32.0,29.0,26.0,27.0,19.0,18.0,8.0,19.0,18.0,38.0,36.0,-0.1875,-21.0,0.0,-252.0,4.1772987248,-0.508611153,0.9003905067,0.9772727273,27.7777777778,-0.0,-18.5185185185,6.3333333333,4.25,33.0,28.0,36.0,28.0,29.0,46.0,0.6285714286,34.0,139.0,1.0,4.0,-16.0,29.0,0.6525222778,0.8,10.4,0.0012222584,0.8285911441,1.0,11.7,0.0013580352000000001,0.47222222220000004,-0.0063068791,0.40740740740000003,5.0,1.9756868861,-0.6278611044,1.0309740585,-0.1904761905,-90.0,-0.020146520100000002,-109.5,-0.1703296703,19.5,-0.0487804878,-105.5,4.4666666667,3.0218880958,-0.4425038425,0.7935089576000001,-393.0,-71.5,47.0,47.0,0.33333333330000003,0.6067415730000001,0.9142857143,2.7428571429,-0.3059148866,1.1767239226,0.5230898820000001,327.0,0.9949494949000001,0.9191919192,7.0,1.3644079394,-0.5787908571,1.3132138984,-0.0555555556,-105.0,0.9166666667000001,0.5833333333,0.5833333333,1.0,136.0,0.2,0.4,0.8,1.0,0.0463434964,4.1314159174,-0.3207647252,1.1122385018,-0.08,-51.0,6.0,5.3,2.5143618729,-0.4322612501,1.5478361886,-156.1666666667,3.3835273156,-0.5510801653,1.1294038087,-286.5,-359.8333333333,73.3333333333,32.0986111111,2.8295961800000002,-0.40932739490000003,1.3606703419000001,-0.125,-159.0,4.5,7.0,7.0,2.0,6.0,2.0283402,-0.4988656359,0.9671249951,27.5,66.3333333333,-43.5,4.3333333333,2.8,3.1111111111,1.6666666667,2.8,770.0,10.0,8.0,3907.0,50.0,-0.5259430471000001,-0.0787931761,-11.0,-16.0,-15.0,-15.0,42.0,0.2339155232,0.1704089583
s161,1.4995146531,-0.4524541279,1.2570584717,2.5,-1035.64,-0.1666666667,602.0,-405.52,-0.1666666667,450.0,3.8251284388,-0.4219159132,1.190516074,0.0555555556,33.5,-0.0625,-66.0,0.0277777778,63.5,-17.0,-18.0,-23.0,11.0,8.0,15.0,26.0,34.0,,,,1.0,-0.0,5.875,0.3208333333,3.0,-0.0165,-4.0416666667,8.0416666667,0.4014100269,3.0,-0.0153706356,-3.283572068,-12.0,12.0,0.0226290063,-1.1993555376,8.0,7.7,2.6238059075,-0.5549833497000001,1.3550347041,0.0,-65.0,-0.0192479414,-0.0148117119,0.33333333330000003,11.0,22.0,6.0,12.0,18.0,27.0,28.0,32.0,30.0,19.0,12.0,11.0,14.0,11.0,29.0,0.0,392.5,-0.125,48.0,2.807602056,-0.5783126852,1.3396485829,0.8522727273,77.7777777778,-33.3333333333,-44.4444444444,4.3333333333,5.25,24.0,10.0,18.0,16.0,26.0,46.0,0.8857142857,24.0,214.0,1.0,7.0,-18.0,18.0,0.7877197266,0.8,14.0,0.0010209400000000001,1.0,1.0,24.2,0.0015991466,0.4166666667,-0.0063068791,0.37037037040000004,4.0,1.9880368499999999,-0.7029385618,1.8297377937000001,-0.1759259259,35.0,0.048433048400000005,-76.0,-0.22435897440000002,111.0,-0.0731707317,-162.0,3.6666666667000003,2.9052520339,-0.34847166630000004,1.1039942174,-341.5,-23.0,105.0,45.0,0.75,0.8222222222000001,0.8333333333,1.1111111111,86.2263243722,-63.060812927,0.46697944150000004,425.0,0.9895833333,0.890625,14.0,2.4970845898,-0.6883902043,1.4121910563,0.058823529400000005,17.0,0.6666666667000001,0.25,0.9166666667000001,1.0,120.0,0.2,0.30000000000000004,0.8,0.2,0.0410267282,2.4902782806,-0.3199680293,1.1049107782,-0.06,-88.0,6.2,5.7,3.6404127802,-0.5011886767,0.9766332216,-246.3333333333,2.8306382377,-0.4554700669,0.9442643212,-262.3333333333,-274.0,11.6666666667,55.6861111111,1.9037586187,-0.4508010786,1.4106711423,0.0212765957,-51.5,6.5,6.0,3.0,1.0,4.5,2.2486627736,-0.4512198,1.5874024058,-87.5,6.1666666667,-46.0,4.0,4.0,3.7777777778,2.1111111111,2.6666666667000003,665.5,7.0,7.0,2413.0,62.0,-1.5189660093000001,0.8372475245000001,-17.0,-15.0,-30.0,-35.0,21.0,0.8711101844,0.36176889440000004
s163,1.0374315902,-0.3004859238,1.2234424107,1.55,-520.2608695652,-0.2333333333,615.0,-1177.4545454545,-0.2666666667,424.0,4.0981002101,-0.4145183167,1.111216578,-0.0555555556,-6.0,-0.17021276600000002,-84.0,-0.0015873016000000002,73.0,-8.0,-14.0,-16.0,4.0,4.0,10.0,9.0,65.0,2.5951758909000002,-0.2896226009,1.4996364261,0.6666666667000001,-0.0,7.5,1.526556659e-16,2.0,-2.6020852140000003e-18,-2.5,4.0,-2.0816681710000002e-17,0.0,-1.101549407e-16,4.996003611e-16,-14.0,17.0,-0.033013487200000004,-0.7615916258000001,8.2,7.7,1.8091540319,-0.5569119348,1.308414636,0.0,-273.0,-0.0013384905,-0.0008510831,0.8888888889000001,9.0,9.0,6.0,6.0,21.0,37.0,39.0,42.0,37.0,19.0,6.0,12.0,6.0,10.0,25.0,-0.375,446.0,-0.0625,39.5,3.4806209998,-0.5993722293,0.9573591926,0.9030172414000001,38.8888888889,-0.0,-11.1111111111,6.3333333333,4.25,40.0,37.0,40.0,35.0,22.0,50.0,0.6571428571,39.0,187.0,1.0,7.0,-17.0,20.0,0.6195231438000001,0.9,5.6,0.0016746128,0.7696991444,0.8,6.3,0.0017931877000000001,0.5277777778,-0.0063068791,0.6296296296,3.0,3.1245482084,-0.4891307308,1.2825320392,-0.0034632035,-73.0,0.0571428571,28.5,-0.060606060600000004,-101.5,-0.0909090909,-88.0,5.8666666667000005,2.2867135183,-0.3498125992,1.1540830579,-286.8333333333,-5.5,138.5,46.0,0.6666666667000001,0.7865168539,0.8333333333,1.25,26.3442872649,-18.3874150791,0.5548022683,451.5,0.9400000000000001,0.9400000000000001,10.0,1.9339762049,-0.6917351396,1.058799399,0.0555555556,-252.0,0.5833333333,0.4166666667,0.75,0.6666666667000001,149.0,0.1,0.2,0.5,0.2,0.11750880970000001,3.5180751347,-0.3729047983,0.9033501869,0.02,-97.0,6.3,5.5,,,,,2.5446821853,-0.46130510700000005,0.9765096263,-239.1666666667,-243.3333333333,4.1666666667,55.675,2.3591548953,-0.9797163959,1.138364145,0.0162107396,-31.5,6.0,5.5,7.0,2.5,4.5,2.5577790932,-0.4525216951,0.8801744469,-77.0,9.0,60.0,3.8333333333,1.0,2.4444444444,1.0,1.8,896.0,12.0,11.0,3017.5,47.0,-1.08469725,0.4428433638,-15.0,-13.0,-12.0,-14.0,18.0,0.1515648788,0.529170145
s165,1.3950863199999999,-0.4058223228,0.9936979105,1.85,-935.1923076923,-0.1333333333,475.0,-386.1666666667,-0.2,400.0,4.1555369165,-0.5281626943000001,1.0958576432,0.0,36.0,0.0,-21.5,0.0,3.0,-9.0,-14.0,-18.0,11.0,9.0,15.0,9.0,58.0,,,,0.5,-0.33333333330000003,10.2916666667,-0.0458333333,1.0,0.0015,-6.0416666667,9.2083333333,0.0281690141,0.0,-0.006084507,-1.5281690141,-12.0,17.0,0.1608233,-0.6283703578000001,8.1,6.5,1.8738374771,-0.7058515271,1.4960531076999999,0.0,-182.0,-0.2142857143,-0.2142857143,0.0,10.0,18.0,6.0,11.0,25.0,27.0,33.0,35.0,32.0,20.0,7.0,20.0,8.0,9.0,30.0,0.0,218.5,0.0,92.0,2.6402846536,-0.8290864453000001,1.6596796216,0.9876543210000001,38.8888888889,-0.0,-11.1111111111,6.1666666667,3.25,33.0,33.0,29.0,20.0,29.0,45.0,0.9142857143,32.0,206.0,1.0,6.0,-16.0,17.0,0.807019043,0.9,11.0,0.0016292125,0.89765625,0.9,21.6,0.0019741832,0.5833333333,-0.158113883,0.1111111111,5.0,2.7057504327,-0.5891517876,1.5427835544000001,-0.1515151515,-202.0,0.0,204.0,-0.1515151515,-406.0,0.0019762846000000002,-178.0,5.0666666667,4.1523120464,-0.4541264303,1.0796400901,-257.6666666667,-14.0,50.0,47.0,0.4166666667,0.7000000000000001,0.8611111111,2.0666666667,56.5131756519,-43.8281383183,0.8071910569,599.0,0.9949494949000001,0.9797979798,4.0,1.5261247543,-0.7904743175000001,1.5510682252999999,0.058823529400000005,-52.0,0.9166666667000001,1.0,1.0,1.0,142.0,0.30000000000000004,0.0,0.1,0.0,0.0635596685,3.3527448489,-0.3941410764,1.160786303,0.02,-46.5,5.3,4.3,4.392493941,-0.4795213012,1.021887891,-291.5,4.1981124357,-0.4613845391,1.1754029957,-241.1666666667,-258.3333333333,17.1666666667,15.6902777778,3.1553463451,-0.6193832038,1.2201980957,0.0208333333,-134.0,6.5,6.5,7.0,1.5,2.5,2.1235273737,-0.8431600073000001,2.3168907483,-44.0,-11.5,38.5,4.3333333333,2.6,4.2222222222,2.3333333333,2.4,872.5,9.0,5.0,2641.0,63.0,,,-17.0,-12.0,-12.0,-16.0,20.0,0.4989153437,0.1914306723
s168,,,,3.65,-21.5,-0.0,29.0,-51.0666666667,-0.0,27.0,3.8450226669000003,-0.3665302914,1.1843563188,0.0277777778,1.0,-0.0625,-92.0,0.0,150.0,-18.0,-18.0,-27.0,10.0,9.0,14.0,18.0,44.0,,,,0.8333333333,-0.1666666667,7.25,0.0666666667,2.0,-0.0013333333,-1.3333333333000001,21.9166666667,0.2271428571,2.0,-0.0025142857,-3.0833333333,-13.0,20.0,-0.0124748458,-1.0463428282,7.5,7.7,2.4965378177,-0.4542566985,1.4241114379,0.0,-106.5,-0.01333049,-0.0098499551,0.5,17.0,13.0,13.0,19.0,27.0,26.0,33.0,28.0,23.0,16.0,9.0,12.0,13.0,18.0,35.0,0.0,350.5,0.0,163.0,3.8423524565,-0.7126187663,1.3441728817,1.0,16.6666666667,-11.1111111111,-48.1481481481,5.5,6.0,27.0,26.0,34.0,21.0,27.0,45.0,0.8571428571,27.0,186.0,1.0,6.0,-16.0,20.0,0.6925447464000001,0.7000000000000001,7.8,0.0016239511,0.9984375,1.0,23.8,0.0022941762000000003,0.7222222222,-0.0063068791,0.33333333330000003,2.0,4.1588845352,-0.49497353790000004,0.9962129728,-0.16324535680000002,-80.0,0.030303030300000002,35.5,-0.1935483871,-115.5,-0.0350609756,-4.0,4.2,4.4527406454000005,-0.3585193323,1.1649871886,-258.3333333333,-2.0,-7.5,46.0,0.8611111111,0.8333333333,0.7222222222,0.8387096774,3.2830769823,1.050361043,0.3966477785,282.0,0.99,0.99,15.0,2.0165002104,-0.6936258701,1.3902108051,0.0,-31.5,0.5,0.33333333330000003,0.75,0.5833333333,121.0,0.2,0.4,0.4,0.4,0.0821625508,5.1349609806,-0.2894077165,0.8948694776,-0.02,-51.5,7.6,7.1,4.0630800014,-0.3746150247,0.8750376710000001,-306.3333333333,4.2768921042,-0.376631001,0.8245147268,-249.8333333333,-263.0,13.1666666667,19.9388888889,4.5146629655,-0.4325734666,1.0086859033,-0.0416666667,-109.5,3.5,5.5,5.5,1.0,5.5,2.9837233675,-0.441336638,1.4470135404,-23.5,-33.8333333333,-36.5,3.5833333333,2.4,2.2222222222,2.6666666667000003,2.6666666667000003,613.0,12.0,11.0,2828.5,47.0,-0.875926508,1.0560526742,-21.0,-21.0,-25.0,-25.0,30.0,0.6636948689000001,0.162081627
