,NBZD,NBZN,NBZT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTNTRZD,ANTNTRZN,ANTNTRZT,ANTALTAC,ANTALTRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTZD,CRTZN,CRTZT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSZD,DRFPSZN,DRFPSZT,DRFPINAC,DRFPINRT,DSTGLM,DSTNM,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAXZD,DPEAYZN,DPEAXZT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTNOS,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECOP,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDOP,ISTFXDMV,KTTSCOR,KRBHDR,KRBPCTP,LCATACTL,LOGZDNEU,LOGZNNEU,LOGZTNEU,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSZD,MOSZN,MOSZT,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSNEGAC,PRSOVTAC,PRSPOSAC,PRSPLB,PRSRPLB,PRSRVS,PRPSLOPE,PRPSLOW,PRPTAOAC,PRPTATAC,RPMSCOR,REPXZD,REPXZN,REPXZT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SHFTAC,SIMCGZD,SIMCGZN,SIMCGZT,SIMSIMAC,SIMSIMRT,SPSFORWD,SPSREVRS,STSZD,STSZN,STSZT,STSSSRT,SSZD,SSZN,SSZT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRCGZD,STRCGZN,STRCGZT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TXTCSTZD,TXTCSTZN,TXTCSTZT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNUMRT,TOLOPTSL,TOLPLNTM,TOLTOTMV,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s027,3.5065966153,-0.3088867308,1.2735733843,3.25,-1210.380952381,-0.30000000000000004,630.0,-431.0555555556,-0.4,410.0,3.9474009936,-0.43816786280000003,1.153639293,0.0285714286,41.0,-0.0212765957,-55.5,0.0,73.5,-16.0,-20.0,-27.0,7.0,12.0,17.0,24.0,43.0,,,,0.6666666667000001,-0.1666666667,15.9583333333,0.48750000000000004,2.0,-0.029500000000000002,-1.2083333333,12.0416666667,0.18485064010000002,1.0,-0.0021463117,0.1062792115,-12.0,16.0,-0.1627840879,-0.6051033191,8.3,7.1,1.8481522615000001,-0.463196977,1.5329977963,-0.0555555556,-85.0,-0.12371791480000001,-0.0,0.0277777778,7.0,16.0,7.0,18.0,19.0,33.0,24.0,39.0,28.0,16.0,6.0,18.0,12.0,14.0,30.0,0.0,5.5,0.0,-19.5,2.8184627300000002,-0.6546064606,1.5635187226,0.9879518072000001,72.2222222222,-66.6666666667,-48.1481481481,4.0,7.0,32.0,25.0,25.0,20.0,21.0,41.0,0.9142857143,26.0,162.0,1.0,6.0,-19.0,19.0,0.6397562981,0.7000000000000001,3.9,0.0015567866,0.7121877670000001,0.9,7.1,0.0018455326,0.6111111111,-0.0063068791,0.14814814810000002,4.0,2.7148510298,-0.445969123,1.5803664341,-0.064516129,-134.0,0.0,140.0,-0.064516129,-274.0,0.0009456265,-142.5,4.6666666667,2.3136111416,-0.36578268880000003,1.5190651548,-272.6666666667,37.0,129.0,41.0,0.5555555556,0.7444444444,0.8333333333,1.5,22.2473269848,-12.2803807067,0.3198007084,248.0,0.75,0.705,10.0,1.8775356291,-0.7725580739,1.2607609557,0.0,13.0,0.4166666667,0.33333333330000003,0.6666666667000001,0.75,108.0,0.4,0.2,0.6000000000000001,0.1,0.1228237996,2.8411949903,-0.3002378322,1.3697828947000001,-0.02,-60.0,6.5,5.5,,,,,,,,,,,,2.652644499,-0.3379012927,1.4514374629,0.0208333333,-201.5,6.5,5.0,5.0,2.0,5.5,2.0614524355,-0.3079458425,1.6334579309000001,-103.0,30.8333333333,11.5,3.5833333333,4.2,1.8888888889,2.3333333333,3.0666666667,584.0,10.0,6.0,2515.0,61.0,0.7071919596,0.0623281997,-22.0,-22.0,-25.0,-26.0,28.0,0.1994604062,0.39397016760000003
s028,0.9017958988,-0.3419896653,1.1466827126,1.8,-690.3157894737,-0.36666666670000003,905.0,-1730.1875,-0.4666666667,503.0,4.633833435,-0.45960649130000003,0.9827450545,-0.0277777778,5.0,-0.0833333333,-70.5,-0.0277777778,79.5,-17.0,-21.0,-24.0,12.0,10.0,15.0,22.0,39.0,2.1918702165,-0.2685049644,1.2553367861,0.33333333330000003,-0.1666666667,30.0,7.077671782e-16,2.0,-6.0715321660000005e-18,-1.0,28.8333333333,-0.0873801221,1.0,-0.0017288579,-2.5185265911,-12.0,19.0,-0.024695031200000002,-0.1521868492,8.3,7.1,2.3503431883,-0.4213647592,1.8136414708,-0.1666666667,14.0,-0.054542608000000006,0.0197168581,0.1388888889,14.0,20.0,11.0,15.0,23.0,22.0,25.0,25.0,23.0,16.0,15.0,13.0,19.0,18.0,29.0,-0.0625,350.5,-0.1428571429,-101.5,2.3940083427,-0.6442480850000001,1.3968368064,0.8230519481,66.6666666667,-66.6666666667,-51.8518518519,5.1666666667,5.5,23.0,16.0,18.0,18.0,30.0,49.0,0.9714285714,20.0,118.0,1.0,3.0,-18.0,17.0,0.8533126831000001,0.7000000000000001,11.6,0.0022778014,1.0,1.0,23.9,0.0022514238,0.5833333333,-0.0063068791,0.2962962963,3.0,2.2823685622,-0.4691690344,1.7557782961,-0.0344827586,-113.0,0.0,59.5,-0.0344827586,-172.5,-0.0208333333,-94.0,3.2666666667,2.7228649546,-0.3825448866,0.9670281878,-322.0,-21.0,77.5,45.0,0.1666666667,0.5111111111000001,0.8055555556,4.8333333333,-0.4446474964,2.241115568,0.48432170150000003,342.0,0.96,0.965,3.0,2.3164516169000002,-0.6686012568,1.5223113226,-0.0555555556,-25.0,0.33333333330000003,0.0,0.5833333333,0.4166666667,107.0,0.4444444444,0.9,0.8,0.7000000000000001,0.058141358100000005,4.086630269,-0.3627575458,1.1244275962,-0.06,-64.5,6.4,5.0,,,,-238.3333333333,3.0211359784,-0.44425140690000003,1.1358319373,-297.3333333333,-244.0,-53.3333333333,55.0541666667,3.7446051956,-0.4478963037,1.2161166942000001,0.0,-88.5,6.0,6.0,4.0,3.0,5.5,2.0874929177,-0.5098904735,1.6749793649,-0.0,29.1666666667,-87.5,3.75,4.3,3.5555555556,2.6666666667000003,2.8,741.5,10.0,8.0,4296.0,56.0,-2.295959418,0.7918820212000001,-20.0,-22.0,-31.0,-29.0,32.0,0.8843044641000001,0.4155161321
s029,1.4400643838,-0.2845690437,0.8862752806,2.8,-1436.7777777778,-0.4,800.0,-454.0,-0.5,370.0,4.4149885829,-0.4533108924,0.8720628671,-0.0833333333,7.0,-0.10416666670000001,-61.0,0.0277777778,15.5,-26.0,-25.0,-30.0,13.0,11.0,16.0,18.0,26.0,3.3964163442,-0.2731224619,1.2672371868,1.0,-0.0,4.875,0.3458333333,3.0,-0.0121666667,-1.875,8.5833333333,0.5483451537,3.0,-0.0230661939,-2.9001182033,-18.0,17.0,0.0488498114,-0.2329862402,5.5,5.1,1.8963719010000002,-0.40358883630000003,1.4940177834,0.0555555556,-132.0,-0.007097097300000001,-0.005731199,0.6388888889000001,13.0,34.0,10.0,29.0,26.0,30.0,30.0,36.0,29.0,29.0,17.0,17.0,8.0,20.0,17.0,-0.1875,211.5,-0.0714285714,108.5,3.0596369453,-0.36926058710000004,0.6713619199,0.8149350649,50.0,-66.6666666667,-33.3333333333,3.5,5.25,20.0,17.0,30.0,16.0,14.0,37.0,0.6222222222,19.0,169.0,1.0,2.0,-25.0,29.0,0.7112513065,0.5,8.2,0.0016293128,0.9984375,1.0,24.4,0.0022827959,0.5833333333,-0.0063068791,0.4444444444,2.0,1.5053123492,-0.6742351137,1.2685357334,-0.1960591133,-78.0,-0.014746543800000001,52.0,-0.18131256950000002,-130.0,-0.0829959514,-49.0,2.7333333333,3.3132107818,-0.4126608279,0.7463848881,-261.0,9.0,-1.0,38.0,0.7222222222,0.7000000000000001,0.5833333333,0.8076923077,2.773237924,2.0508630113,0.42228064730000003,368.5,0.9648241206,0.9145728643000001,8.0,1.706683873,-0.526066592,1.1998079292,0.0555555556,-87.0,0.25,0.75,0.4166666667,0.6666666667000001,78.5,0.8,0.6000000000000001,0.5,0.9,0.0245660364,3.4281109797,-0.2552254386,1.3404233052,-0.1,-30.0,6.5,4.6,2.4558160279,-0.41264646520000003,0.7821235661,-314.3333333333,2.386740043,-0.45589918030000004,0.8340289651,-255.6666666667,-281.6666666667,26.0,25.925,2.5739920947,-0.44454979040000003,1.2181444622,-0.125,-149.5,2.5,4.5,3.5,2.0,5.5,2.3062829256,-0.5398334732,1.1669180103,38.0,9.1666666667,-59.0,3.1666666667,4.4,2.7777777778,3.1111111111,3.1333333333,520.5,12.0,7.0,2254.0,69.0,-3.5131664475,2.4001654213,-18.0,-21.0,-39.0,-39.0,33.0,0.8146709535000001,0.2965616559
s032,1.7008326187,-0.27331455860000003,0.7797301289,1.85,-1526.5555555556,-0.1,1075.0,-589.1333333333,-0.5,398.0,3.9734412566,-0.4578496178,1.1460788263,0.0,-27.0,0.0,9.5,0.0,34.5,-14.0,-14.0,-20.0,12.0,7.0,14.0,19.0,53.0,,,,0.5,-0.1666666667,10.2916666667,0.07083333330000001,2.0,-0.0178333333,-6.2916666667,8.75,0.0034749035000000003,1.0,0.0003243243,-2.7432432432000002,-12.0,14.0,-0.49727569110000003,-0.689964718,6.2,5.2,1.9854334714,-0.3842899716,1.7907162907,0.4444444444,-145.0,-0.010654034000000001,-0.0084175025,0.5,13.0,18.0,6.0,11.0,23.0,32.0,26.0,36.0,37.0,21.0,6.0,19.0,9.0,11.0,23.0,-0.1875,255.0,0.0,-8.5,4.1412421019,-0.4395888297,0.9082299521,0.9772727273,27.7777777778,-33.3333333333,-48.1481481481,5.1666666667,5.25,32.0,25.0,25.0,28.0,25.0,43.0,0.8857142857,33.0,218.0,1.0,9.0,-16.0,17.0,0.6912605286,0.7000000000000001,10.0,0.0017405018,0.94556427,1.0,14.9,0.0026067086,0.5555555556,-0.0063068791,0.5555555556,2.0,3.2455317701,-0.421806033,1.2666256735,-0.1,-242.0,0.0,4.0,-0.1,-246.0,0.022705314,-55.0,4.4,3.1724217523,-0.38787841370000004,0.9281360453,-284.6666666667,-3.5,86.5,47.0,0.5,0.7777777778,0.9444444444000001,1.8888888889,-9.0459684477,9.8011843252,0.4311000155,288.0,0.975,0.97,3.0,1.6935999110000002,-0.45225613140000004,1.3976876113,-0.1666666667,-297.0,1.0,1.0,1.0,1.0,144.0,0.0,0.0,0.4,0.30000000000000004,0.0370879633,4.4521789868,-0.3213680141,1.0321058214,-0.02,-78.5,5.1,5.4,4.2821208999,-0.42190753610000004,0.830277366,-290.3333333333,4.0167907374,-0.48181621550000003,0.9806713693,-215.5,-227.3333333333,11.8333333333,-6.2597222222,4.1307275063,-0.43498217380000004,1.1024394334,0.0,-140.5,6.0,7.0,7.0,3.0,4.5,1.4363122644000001,-0.3480121279,0.8811916494,-58.5,-30.5,30.5,4.1666666667,2.9,3.8888888889,1.8888888889,2.2666666667,685.5,10.0,9.0,3418.0,56.0,-0.032037165,1.118814996,-10.0,-14.0,-15.0,-15.0,18.0,0.5838859863,0.45009817890000003
s034,1.6669343803,-0.30759474000000003,1.0539366305,2.35,-1267.4782608696,-0.2333333333,671.0,-517.125,-0.2,500.0,3.7166486509,-0.4385511335,1.0359191743,-0.0571428571,-30.5,0.0208333333,-49.0,0.0,40.5,-10.0,-19.0,-22.0,10.0,12.0,16.0,17.0,52.0,5.1931168542,-0.3248501028,0.8288018957000001,0.5,-0.33333333330000003,13.3333333333,4.0245584639999997e-16,0.0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3.0,-0.0067979798,-4.8838383838,-12.0,19.0,-0.21317306960000001,-0.7022115203,7.3,5.9,2.4138017424,-0.4446169649,1.4729246396,0.0,-136.5,0.054094656000000005,0.0050155854000000005,0.0277777778,9.0,12.0,6.0,11.0,25.0,37.0,41.0,27.0,22.0,14.0,13.0,6.0,17.0,20.0,31.0,-0.25,216.5,0.0,1.5,3.4332690289,-0.4179437198,0.8832824405,0.9540229885,61.1111111111,-33.3333333333,-59.2592592593,5.3333333333,4.0,34.0,35.0,37.0,26.0,17.0,47.0,0.9428571429,30.0,175.0,0.0,10.0,-17.0,26.0,0.8817337036,1.0,11.5,0.0019487654,0.8925781250000001,0.9,21.4,0.0014959381,0.6666666667000001,-0.0063068791,0.0740740741,2.0,1.7537606118,-0.4704678102,1.5047990653999999,-0.014198783000000001,-154.5,0.0367816092,-46.0,-0.0509803922,-108.5,-0.1469221835,-34.0,4.6666666667,2.7144043752,-0.35732720630000003,1.0437698119,-350.3333333333,4.0,74.0,45.0,,,,,,,0.5661983774,414.5,0.9593908629000001,0.7969543147,10.0,1.7341070057999999,-0.44991750020000004,1.3650389545000001,-0.058823529400000005,-17.0,0.5833333333,0.25,1.0,0.8333333333,124.0,0.4,0.7000000000000001,0.7000000000000001,0.8,0.063498685,3.5504294917,-0.2365795668,1.2942433756,-0.02,-56.0,5.8,6.2,,,,,3.1255532524,-0.4005115482,1.1282356242,-259.5,-299.3333333333,39.8333333333,15.1625,2.606755183,-0.3447592873,1.4769885668,-0.0642730496,-158.0,7.0,5.0,7.0,3.5,5.0,1.9112587266,-0.38103371,0.9893220345,-43.0,109.3333333333,-125.0,3.9166666667000003,1.9,2.8888888889,1.4444444444,3.2,698.0,9.0,9.0,2807.0,58.0,-0.5792714050000001,0.4326679308,-16.0,-25.0,-17.0,-18.0,36.0,0.1633008377,0.2327784336
s042,0.9650521891,-0.4671835763,1.3263103548,1.9,-578.5555555556,-0.4,670.0,-1375.15,-0.33333333330000003,412.0,3.6679470785,-0.4798999192,1.2357319764999999,0.0277777778,42.5,-0.0208333333,-43.0,0.0,33.0,-16.0,-16.0,-24.0,8.0,10.0,15.0,23.0,39.0,4.5364969227,-0.3159557092,0.8578910918,1.0,-0.0,18.2916666667,0.0208333333,2.0,-0.0061666667,-2.2083333333,16.4166666667,-0.0099045346,1.0,-0.0048591885,-2.9868735084,-12.0,11.0,-0.056795091400000004,-0.8901018633000001,6.8,4.5,1.8413731335999999,-0.5448748558000001,1.1292885205,-0.1111111111,-234.0,-0.0071599843,-0.004222899400000001,0.6388888889000001,13.0,17.0,7.0,19.0,28.0,29.0,23.0,35.0,20.0,19.0,9.0,7.0,9.0,10.0,24.0,-0.2,352.0,0.0,-4.5,2.8737178567,-0.5090548658,1.3047572041,0.9770114943,11.1111111111,-11.1111111111,-18.5185185185,5.0,5.5,29.0,26.0,24.0,23.0,29.0,46.0,0.8571428571,26.0,212.0,1.0,4.0,-17.0,19.0,0.6439033508,0.9,6.0,0.0015689726,0.9070724487,0.9,15.6,0.0023141029,0.6111111111,-0.0063068791,0.7037037037,3.0,2.6646706929,-0.4882476981,1.5889792746,-0.2298474946,-26.0,0.029411764700000002,113.0,-0.2592592593,-139.0,-0.019121447,-186.0,4.8,3.0387499802,-0.36751469200000003,0.9689638826,-348.8333333333,-39.5,88.0,45.0,0.6944444444,0.7111111111,0.5833333333,0.84,15.144665087,-2.9358919857,0.6039502739,519.0,0.9849246231000001,0.9597989950000001,15.0,,,,-0.2222222222,-86.0,0.75,0.6666666667000001,1.0,0.8333333333,116.0,0.1,0.6000000000000001,0.8,0.30000000000000004,0.08628795800000001,4.4349211169,-0.3821622397,1.0361221156,-0.06,-52.5,6.3,4.8,3.7809509565,-0.4091409482,1.0008565775,-325.6666666667,3.1390461477000002,-0.4124199394,0.8922557372000001,-286.0,-350.1666666667,64.1666666667,30.9597222222,3.9097701728,-0.5308586628,1.1647428597,-0.0212765957,-123.0,6.0,4.5,5.0,3.0,4.0,3.0635933184,-0.3955964851,1.2200279965,-41.0,33.5,18.5,3.75,3.2,3.8888888889,2.3333333333,2.3333333333,575.0,10.0,7.0,2438.0,67.0,-3.4332042276,1.9428660067,-21.0,-17.0,-24.0,-16.0,28.0,0.8596626666,0.1813954842
s047,0.7925218215000001,-0.4248377299,1.1740690812,1.45,-1431.7272727273,-0.2666666667,852.0,-507.0,-0.2666666667,538.0,4.631371865,-0.4463710898,0.9832673826,0.0277777778,20.0,-0.0833333333,-93.0,-0.0277777778,33.5,-12.0,-13.0,-17.0,12.0,12.0,18.0,13.0,57.0,2.1892833401,-0.24270384750000001,1.31384799,0.1666666667,-0.33333333330000003,6.875,0.07083333330000001,1.0,-0.0035,-1.9583333333000001,21.1666666667,0.18389154700000002,2.0,-0.0011797676,-4.7304625199,-12.0,16.0,0.4101604495,-0.592538448,8.3,7.0,2.4136466087,-0.47189420800000004,1.4730193097,-0.0620915033,-57.0,-0.2613360782,-0.0,0.0555555556,9.0,14.0,7.0,33.0,26.0,29.0,27.0,23.0,13.0,13.0,10.0,15.0,15.0,35.0,34.0,-0.1875,263.0,-0.2,-17.5,2.9456930960000003,-0.5529213804,1.2728766893999999,0.7770114943,5.5555555556,-0.0,-3.7037037037,5.1666666667,2.75,39.0,38.0,35.0,22.0,22.0,48.0,0.7142857143,40.0,207.0,1.0,4.0,-17.0,25.0,0.5952996135,0.5,3.5,0.0008040668,0.9988281250000001,0.9,22.0,0.0016765831,0.7222222222,-0.0063068791,0.37037037040000004,3.0,2.295369533,-0.42694362700000005,1.523287432,-0.1666666667,-244.5,-0.029411764700000002,19.0,-0.137254902,-263.5,-0.0187747036,49.0,5.6666666667,2.5257482882,-0.41679084510000003,1.2698737481,-314.5,-16.5,255.5,42.0,0.4571428571,0.6363636364,0.8571428571,1.875,19.4044856533,-17.108137978,0.3373905766,259.0,0.9550000000000001,0.8200000000000001,14.0,1.412172974,-0.5676176087,1.2687960343,-0.0555555556,-121.5,0.8333333333,0.5,0.9166666667000001,1.0,145.0,0.30000000000000004,0.4,0.7000000000000001,1.0,0.019328318100000002,3.0728336172,-0.322080189,0.7948191603,-0.04,-65.5,7.2,5.8,2.9525167087,-0.49220541970000004,1.1385311099,-306.3333333333,1.98449809,-0.39420231370000003,1.1296560139,-241.8333333333,-251.0,9.1666666667,5.3736111111,3.1865992241,-0.4008925698,1.40859771,-0.1777777778,-126.0,6.5,7.0,6.5,6.5,6.0,2.2335284863,-0.3945287384,1.6402574082,25.5,14.6666666667,-122.5,3.5833333333,2.4,3.6666666667000003,2.1111111111,3.2666666667,798.5,11.0,11.0,3739.0,43.0,-1.9862125281,1.2324407257,-12.0,-21.0,-13.0,-18.0,42.0,0.8139128764,0.3856622834
s049,1.1611863034,-0.2539193216,0.9635986504,1.7000000000000002,-1388.1666666667,-0.2,883.0,-602.3333333333,-0.4,385.0,3.9154068796,-0.3617366307,1.1630660699,-0.0277777778,24.0,-0.0416666667,-64.5,-0.0277777778,65.0,-14.0,-18.0,-25.0,8.0,10.0,17.0,18.0,53.0,3.7912245024,-0.2734188329,1.3198760197000001,0.5,-0.33333333330000003,21.6666666667,5.551115123e-16,1.0,1.3444106940000001e-17,-3.3333333333,23.0833333333,-0.07124373960000001,1.0,0.0022971619,-3.333263773,-13.0,15.0,0.1363329584,-0.274128234,7.5,5.7,1.5962958415,-0.3833587319,1.5021621997999999,-0.1111111111,-53.0,-0.2141721553,-0.2141721553,0.0,12.0,25.0,6.0,9.0,17.0,32.0,30.0,28.0,23.0,10.0,8.0,15.0,9.0,16.0,23.0,0.0625,-17.0,-0.3125,-97.0,2.8003986422000002,-0.5753825515000001,1.5947401385000002,0.5511363636000001,61.1111111111,-33.3333333333,-33.3333333333,4.8333333333,3.5,31.0,27.0,27.0,22.0,18.0,42.0,0.8253968254,29.0,182.0,1.0,4.0,-16.0,19.0,0.8771240235000001,0.9,13.1,0.0021191442,0.9288574219,0.8,18.3,0.0018760755,0.6388888889000001,-0.0063068791,0.18518518520000002,3.0,2.0675758173,-0.4681858457,1.7841568000999999,0.0476190476,67.5,0.0589430894,21.5,-0.0113240418,46.0,0.0202224469,-84.5,4.6666666667,3.0668061845,-0.3933388928,1.3295712864,-244.0,-3.5,139.0,45.0,,,,,,,0.48077018730000004,385.5,0.9743589744000001,0.9179487179,6.0,1.6628423801999999,-0.7318346782,1.4235405847,-0.1111111111,-77.0,0.8333333333,0.75,0.5833333333,0.75,125.0,0.1,0.2,0.5,0.5,0.060805280600000004,5.0960902126,-0.2982520601,0.7636874811000001,-0.12,-90.0,4.4,4.4,3.0986542665,-0.5587514984,1.0256238861,-268.1666666667,2.7611067274,-0.4181366718,0.9403053811000001,-227.6666666667,-267.0,39.3333333333,51.7819444444,2.4091742871,-0.4479650074,1.3014808571,0.0416666667,-12.0,6.5,6.5,6.5,4.5,5.0,1.8699453046999999,-0.3317444297,1.3818572906,-36.0,-15.6666666667,-4.5,3.5833333333,2.7,3.5555555556,2.7777777778,2.8666666667,714.0,7.0,4.0,5760.0,47.0,0.9175154718,-0.5831462853,-19.0,-17.0,-24.0,-22.0,21.0,0.7240277894,0.5724588484
s056,0.41769704550000003,-0.2851258906,0.8055413372,1.4,-568.5294117647,-0.4333333333,550.0,-1327.3888888889,-0.4,560.0,3.8192203152,-0.46917328140000003,1.1923577369,0.0,2.0,0.0,-126.0,0.0,1.0,-12.0,-17.0,-13.0,8.0,6.0,17.0,26.0,61.0,3.7582580212,-0.3038171713,1.0355383468,0.5,-0.33333333330000003,6.9583333333,0.1791666667,3.0,-0.0081666667,-1.375,6.9583333333,0.1140444894,3.0,-0.0077617796,-1.7861476239,-12.0,13.0,0.6921011557,0.1746813334,9.1,4.2,3.2734333956,-0.5680028412,1.0772666184,-0.0555555556,-23.5,-0.0750920263,-0.0,0.1388888889,8.0,19.0,6.0,22.0,30.0,27.0,33.0,35.0,24.0,13.0,8.0,16.0,13.0,17.0,24.0,0.0625,313.0,0.25,-20.5,3.2075027516,-0.5567967431,0.9491877867,0.9545454545000001,44.4444444444,-0.0,-7.4074074074,6.8333333333,6.25,37.0,33.0,25.0,26.0,33.0,35.0,0.7714285714,38.0,168.0,1.0,3.0,-16.0,22.0,0.7169906616,0.8,7.9,0.0008441752,0.8781661987,0.9,21.5,0.0012184429,0.5833333333,-0.0063068791,0.33333333330000003,4.0,3.1290659805,-0.4668685319,1.1362330113,-0.1134259259,-88.0,0.046296296300000005,29.0,-0.1597222222,-117.0,-0.158008658,-128.0,5.0666666667,2.8055988279,-0.4522943695,1.143207437,-383.6666666667,2.0,198.0,48.0,,,,,,,0.5414815306,436.5,0.958974359,0.9282051282,9.0,1.6448875398,-0.6679707817,1.0686796969,-0.0555555556,-8.5,0.5833333333,0.8333333333,0.75,0.9166666667000001,142.0,0.2,0.2,0.4,0.4,-0.0036786456,4.1620142302,-0.3088972258,1.1040615423,-0.18,-89.5,5.3,4.3,4.046624098,-0.5383513013,1.2819045407,-333.6666666667,3.5051591971000002,-0.5488982559,1.0308724079,-324.3333333333,-319.6666666667,-4.6666666667,49.7041666667,3.3237088836,-0.4585100419,1.1583889374,-0.0625,-85.0,6.5,7.0,6.0,1.0,2.0,1.5205008208000002,-0.42309351170000004,0.9972684451,-64.0,7.1666666667,-34.0,5.0,4.6,3.6666666667000003,1.8888888889,2.0,1606.5,6.0,4.0,5401.0,40.0,1.7934291975,1.9948841537000002,-11.0,-11.0,-15.0,-14.0,27.0,0.6312365674,0.6286651945
s060,1.7332899891,-0.4080123279,1.3243119259,2.8,-1429.3333333333,-0.30000000000000004,940.0,-502.2631578947,-0.36666666670000003,500.0,4.2423698702,-0.4715187843,1.0734275961,0.0,72.0,-0.0416666667,-43.0,0.0,79.0,-11.0,-20.0,-20.0,9.0,10.0,17.0,24.0,46.0,5.2293278978,-0.3355639412,0.8230627678,0.8333333333,-0.1666666667,3.4166666667,0.0083333333,2.0,-0.0043333333000000005,-2.5,4.5833333333,0.028429181100000003,2.0,-0.005148547000000001,-2.9857752489,-12.0,11.0,-0.0277628893,-0.7041259941,9.8,8.9,2.6761576492,-0.5097073481000001,1.0586870116,0.0,-4.0,-0.035021265,-0.0150582765,0.30555555560000003,23.0,25.0,16.0,14.0,24.0,26.0,27.0,30.0,37.0,21.0,11.0,17.0,10.0,7.0,24.0,-0.0625,248.5,0.0,-10.5,3.8753101171,-0.5410591247000001,1.1494169915999999,0.9885057471,66.6666666667,-33.3333333333,-33.3333333333,5.3333333333,4.25,26.0,31.0,25.0,25.0,29.0,50.0,0.8571428571,26.0,227.0,1.0,8.0,-16.0,15.0,0.9780029297,1.0,16.9,0.000738817,1.0,1.0,25.0,0.0012268222,0.8333333333,-0.0063068791,0.40740740740000003,2.0,2.3853090657,-0.44646154060000004,1.5138155322,-0.1071428571,-103.5,-0.026315789500000002,61.5,-0.0808270677,-165.0,0.041607565,-169.0,4.2666666667,3.1788172028,-0.4337325477,0.8302010343,-390.0,-19.0,9.0,47.0,0.6944444444,0.8111111111,0.8333333333,1.2,50.351572604,-38.5184016378,0.43134048620000004,278.0,0.9400000000000001,0.9550000000000001,17.0,2.3985441576,-0.5418081932000001,1.168775806,0.058823529400000005,-51.5,1.0,0.9166666667000001,1.0,1.0,128.0,0.0,0.0,0.4,0.0,0.0556777134,3.8951288343,-0.3972905735,0.8159046762000001,0.02,-60.5,7.7,7.0,4.372879349,-0.4226728323,1.0264715789,-347.3333333333,4.4031115385,-0.47750683,0.9255076018,-260.8333333333,-258.3333333333,-2.5,39.9888888889,4.3583532654,-0.4135159618,0.8833950273000001,0.0,-42.0,5.5,7.0,6.0,2.0,4.0,2.7225188181,-0.4754121099,1.0941798218,-29.0,33.3333333333,-21.0,4.0833333333,2.9,3.8888888889,2.1111111111,2.0,767.5,11.0,10.0,4185.0,51.0,-3.6897411517,2.0872236821,-17.0,-13.0,-22.0,-15.0,13.0,0.22110841320000002,0.18655844900000002
