,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPBIAS,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGBIAS,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,32AC,32AVRT,32CSCRT1,32CSCRT9,32TSCRT1,32TSCRT9,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,TSTPRSV,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s180,0.8244897959,475.5,4.5,50.0,0.33333333330000003,950,22.5,0.4666666667,340,0.9652777778,-0.055555555599999994,-36.0,607.0,-0.0833333333,107.5,-0.027777777799999997,53.0,5.58225e-05,0.0005628777000000001,0.0135605469,4.2,3.2142857143,3.8666666667,2.5,2.75,2.4,2.1428571429,49,,,0.6666666667000001,0.0,11.166666666700001,0.008333333299999999,2,-0.0086666667,-4.25,11.958333333299999,0.0138237229,1,-0.0030357378000000004,-3.8820434115,1.0,1.9090909091,0.0490956249,0.628456848,8.2,7.3,0.9285714286,903.0,-0.22222222219999999,253.5,0.19444444440000003,2.1666666667,4.6666666667,2.3333333333,4.5,4.0,3.1666666667000003,3.8333333332999997,4.1666666667,4.3333333333,2.3333333333,2.3333333333,3.5,5.0,6.0,6.166666666699999,-0.0625,-116.0,-0.125,-393.5,0.9761904762000001,540.0,-0.7548590440999999,3.8104168489999997,61.111111111099994,11.1111111111,25.925925925900003,5.0,4.25,4.5,3.875,2.875,3.1428571429,4.5,32,0.96,-0.9304295772,2.8283362605,29,0.47765363130000005,1042.0,171.0,4,1.0,1.8666666666999998,0.8466796875,0.8,0.0021004182,0.8812500000000001,0.9,0.0021027243,0.7777777778,0.009797959,0.1265219767,0.158113883,3,0.96875,906.0,-0.11111111109999999,410.0,0.0,59.0,-0.11111111109999999,351.0,-0.0250463822,159.5,5.0666666667,419.0,75.0,43.0,44,0.48809523810000005,13.9610280256,-14.004637569200002,0.5002766904,0.9845360825,0.9742268041,10,0.9859154929999999,1118.0,0.0,23.0,0.25,0.5833333333,0.6666666667000001,0.9166666667,122.0,0.5,0.7000000000000001,0.8,0.8,0.9783393502,850.0,0.5359801489,497.0,0.0789956493,0.98,688.0,0.0,19.0,333.0,7.3,5.4,415.6666666667,270.3333333333,286.6666666667,16.3333333333,-17.845023071900002,0.9042553191,753.0,-0.19148936170000003,231.5,3.0,6.5,4.5,3.5,6.0,41,0.9013761468000001,873.5,95.0,74.0,49.0,50.0,3.6923076923,3.7,2.8888888889,2.6666666667000003,3.0,1311.5416666667,11,9,2827.4166666666997,691.2864321608,-0.6597661105,-0.1012287516,-0.6397454593,2.0,1.5454545455000002,2.1666666667,1.5,3.1666666667000003,0.3047718309,0.16840395460000002
s182,0.8235294118,651.5,3.0,40.0,0.43333333329999996,640,20.0,0.3666666667,361,0.9375,0.0,90.0,609.0,-0.1666666667,79.0,-0.027777777799999997,75.0,0.001001893,0.0016046448000000002,0.0517275391,3.8,3.4285714286,5.4,2.0,2.0,2.8,3.0,30,0.9666666667,445.0,0.8333333333,0.1666666667,9.5,0.2666666667,2,-0.013999999999999999,-1.5833333333,11.875,0.08269272059999999,2,-0.0078711617,-2.8366974447000004,1.0833333333,1.2727272726999999,0.0176935724,0.8641405047,8.2,6.4,0.9859154929999999,787.0,-0.05882352940000001,65.5,0.3611111111,3.6666666667,4.8333333333,2.1666666667,3.0,3.6666666667,4.6666666667,5.5,4.8333333333,4.0,4.5,2.3333333333,3.0,3.3333333332999997,2.3333333333,3.8333333332999997,-0.0625,336.0,0.0,62.5,0.984375,442.5,0.1910395678,4.9380558016,33.3333333333,66.6666666667,66.6666666667,5.833333333300001,6.25,2.875,2.75,3.5,3.0,3.125,34,0.9742857143000001,-1.1652624446,3.6348828618,17,0.5972222222,714.0,215.0,3,1.0625,1.2666666667,0.6351511478,0.7000000000000001,0.001834125,0.8596910476999999,0.9,0.0028326802,0.5277777778,0.0256124969,0.06403124240000001,0.158113883,1,0.914893617,825.0,0.0024630542,391.0,-0.0366795367,-68.0,0.039142590899999996,459.0,-0.0090909091,1.5,3.5333333333,240.6666666667,-67.0,-11.5,42,0.8222222222000001,5.1436069209,1.6319608724,0.4925848951,0.9375,0.9322916667,18,0.9295774648,824.0,0.0,38.5,0.0833333333,0.5833333333,0.5,0.25,95.0,0.4,0.5,0.9,0.30000000000000004,0.9642857143000001,578.0,0.5735294117999999,432.0,0.0022376666,0.89,488.0,-0.1,52.0,351.5,6.1,5.9,307.0,271.5,276.1666666667,4.6666666667,23.0780076628,0.9255319149,774.0,-0.1096014493,180.0,5.5,2.5,5.5,1.5,5.0,45,0.9172413793,797.5,23.0,-8.0,76.5,90.5,2.5384615385,2.9,3.3333333332999997,3.2222222222,2.6,1626.2685185185,-4,9,7090.666666666701,750.33,-0.3005850485,0.34279394750000003,0.0291381822,2.9,2.2727272727,2.3333333333,2.0,2.25,0.15617367610000002,0.1436652515
s184,0.8098434004,500.5,2.5,26.6666666667,0.30000000000000004,535,23.5882352941,0.43333333329999996,376,0.9930555556,0.0,-24.5,605.0,-0.0208333333,9.0,-0.027777777799999997,17.0,0.0014852156,0.0026038513,0.0258076172,3.2666666667000004,3.3928571429,3.6,3.0,2.75,3.6,3.0,39,0.9733333332999999,373.5,0.6666666667000001,0.0,12.291666666700001,-0.0791666667,2,-0.019166666699999998,-1.625,14.166666666700001,0.0764478764,2,-0.0088648649,-2.5212355212,1.25,1.9090909091,0.1851080822,1.0199743367,6.9,6.1,0.9428571429000001,940.0,0.0,51.0,0.5277777778,1.6666666666999999,4.5,2.1666666667,4.1666666667,5.1666666667,4.5,4.0,4.6666666667,4.3333333333,1.5,1.5,2.3333333333,3.3333333332999997,3.8333333332999997,5.666666666699999,-0.0666666667,203.0,-0.1333333333,27.0,0.9682539683,425.0,-0.5836083582,3.3887599497000003,55.5555555556,55.5555555556,25.925925925900003,6.0,2.75,3.375,4.25,2.875,3.4285714286,3.25,45,0.9885714286,-0.8893284576999999,4.1867508355,29,0.4638888889,827.0,167.0,4,1.25,1.5333333333,0.6905380248999999,0.6000000000000001,0.0012583907,0.8812332153,0.9,0.0015112667,0.5,0.0015811388,0.0015811388,0.0038729833,3,0.9166666667,813.5,-0.32,289.0,0.0,-53.0,-0.32,342.0,0.0413436693,43.5,3.8,260.0,19.0,168.0,41,0.4777777778,-5.9223121894,5.8751677532,0.5310458561,0.9487179487,0.9166666667,9,0.9436619718000001,905.0,0.0,64.5,0.75,0.4166666667,0.5,0.6666666667000001,130.0,0.2,0.5,0.7000000000000001,,0.9740740740999999,754.0,0.5333333333,462.0,0.1041447037,1.0,477.5,0.0,23.0,281.0,5.5,5.6,229.1666666667,224.8333333333,200.5,-24.3333333333,51.3190596745,0.9791666667,617.0,-0.0416666667,60.0,6.0,5.5,6.0,5.5,5.5,46,0.9634703196,785.0,125.0,-15.5,42.0,-7.5,3.6153846154,3.6,4.1111111111000005,2.3333333333,3.2666666667000004,1953.5476190476002,11,7,3838.75,754.495,0.620153175,-0.280955246,0.4252725149,1.5,2.2727272727,2.3333333333,1.7142857143,2.8333333332999997,0.8586847550000001,0.33824957079999995
s186,0.7710280373999999,545.0,1.9,43.3333333333,0.5,600,26.1428571429,0.30000000000000004,516,0.9929577465,-0.027777777799999997,-14.0,619.0,0.0,71.0,0.0,61.0,0.0030089623999999997,8.263110000000001e-05,0.0009609375,3.3333333332999997,2.5357142857,3.8333333332999997,2.0,2.25,3.6,2.7142857143,59,0.96,428.5,0.8333333333,0.1666666667,6.375,-0.0041666667,2,-0.0085,-1.625,12.5,-0.090984975,2,-0.021035058399999997,-3.1569282137,1.0,1.2727272726999999,0.112183166,0.9504000389,9.4,6.8,0.9565217390999999,965.0,0.0,26.0,0.6111111111,2.3333333333,3.1666666667000003,2.5,2.1666666667,3.5,4.5,4.0,4.0,5.5,3.1666666667000003,1.1666666667,3.6666666667,2.6666666667000003,1.6666666666999999,3.8333333332999997,0.0,433.5,0.0357142857,-203.0,0.872,610.0,-0.30517350719999997,2.1936242297999997,11.1111111111,11.1111111111,44.4444444444,5.3333333333,3.5,4.5,3.5,4.125,3.5714285714000003,3.125,42,0.9428571429000001,-0.8409013323000001,2.3379468797,37,0.5027932961,759.0,180.0,9,1.0,1.3333333333,0.6169890404,0.5,0.0011495662,0.8532150269000001,0.9,0.0011963453,0.75,0.0015811388,0.0006324555,0.0038729833,3,0.9032258065,961.0,-0.1599616858,182.0,-0.0012315271,-29.0,-0.15873015869999998,211.0,0.1262195122,65.0,4.9333333333,321.5,27.0,28.5,45,,,,0.4901953836,0.9742268041,0.9226804124,14,0.9295774648,952.0,0.0,5.0,1.0,0.9166666667,0.9166666667,1.0,129.0,0.2,0.30000000000000004,0.5,0.2,0.9420289854999999,799.5,0.43564356439999996,513.0,0.07071204099999999,0.95,451.0,0.02,18.5,359.0,5.1,4.6,305.0,228.1666666667,257.8333333333,29.6666666667,76.1772711997,0.9270833333,647.0,-0.1041666667,91.0,6.5,5.5,6.5,4.5,6.5,40,0.9200913242,608.0,16.0,-2.0,53.0,-16.0,3.7692307692,2.9,4.4444444444,2.2222222222,2.5333333333000003,2720.1833333332997,6,3,3674.5,698.7972972972999,0.7331275545999999,0.0187534411,0.010839086299999998,1.2,1.1818181818,1.5,1.2142857143,2.4166666667,0.8079110451,0.2113031205
s187,0.7846889951999999,516.0,2.15,21.347826087,0.23333333329999997,477,25.238095238099998,0.30000000000000004,510,0.9635036495999999,-0.05882352940000001,-51.5,726.5,-0.0869565217,30.0,-0.0857142857,46.0,0.0003162818,0.0051515808000000005,0.0126923828,5.2666666667,4.8214285714,4.1666666667,2.5,2.75,2.8,2.8571428571,36,0.9866666667,503.5,0.6666666667000001,0.1666666667,5.541666666699999,-0.0041666667,1,0.0115,0.625,14.625,0.2063380282,0,0.0097746479,-0.7042253520999999,1.5833333333,1.5454545455000002,-0.025291888,0.9521105749,8.2,5.2,0.875,1073.0,-0.2777777778,267.5,0.5277777778,2.5,2.6666666667000003,2.5,4.0,4.1666666667,4.3333333333,4.1666666667,4.3333333333,4.5,4.1666666667,4.0,4.1666666667,4.0,4.6666666667,4.3333333333,-0.4375,176.0,0.125,-306.0,0.8095238095,393.5,-0.5025857175999999,2.3541509355000003,55.5555555556,44.4444444444,55.5555555556,4.6666666667,4.75,2.25,3.125,2.625,3.1428571429,3.75,44,0.9742857143000001,-0.6980313333,3.2931327482999997,23,0.36592178770000006,978.0,131.0,10,1.625,1.4,0.6438240050999999,0.7000000000000001,0.0011541989,0.7064038992,0.7000000000000001,0.0012643378,0.5833333333,0.0039735241,0.0099597577,0.003935979300000001,5,0.9368421053,762.0,-0.2068965517,198.0,0.0,-23.0,-0.2068965517,221.0,0.0607161391,186.5,3.0666666667,,,,40,0.6000000000000001,-2.7406448445,3.7611416797,0.4207572079,0.9595959595999999,0.9343434343000001,8,0.9014084507,854.5,0.0,32.0,0.25,0.6666666667000001,0.4166666667,0.33333333330000003,94.0,0.5,0.8,0.7000000000000001,0.5,0.9673913043,796.0,0.3562653563,470.0,-0.0175913782,0.96,470.0,0.0,46.5,412.5,4.8,4.5,196.3333333333,271.3333333333,294.3333333333,23.0,11.838617636199999,0.9791666667,892.0,-0.0416666667,139.5,5.0,2.5,3.0,4.5,5.5,43,0.9057971014,1034.5,158.5,203.0,234.0,11.0,3.3076923077,3.5,3.2222222222,3.5555555556,3.2,2302.5166666667,10,6,4427.1666666667,453.2964824121,-0.09396767369999999,0.07317863100000001,-0.5172991523,2.4,2.3636363636,2.5,2.5714285714000003,2.5833333333,0.1391221224,0.2164103357
s188,0.8235294118,596.0,2.35,41.9473684211,0.3666666667,765,35.9285714286,0.5333333333,469,0.9305555556,0.0,33.0,616.5,-0.125,125.0,0.0,33.0,0.0053504361000000005,0.00287677,0.01653125,3.0,3.6428571429,3.1333333333,2.25,1.5,1.8,2.8571428571,47,0.9733333332999999,423.0,0.33333333330000003,0.33333333330000003,19.75,0.008333333299999999,1,-0.0003333333,-4.75,17.75,0.07147328879999999,1,-0.0066043406,-5.1817612688,1.0,1.0,0.7663749999999999,-0.299625,7.3,5.3,0.9861111111,774.0,0.0,194.5,0.0833333333,3.3333333332999997,2.5,1.6666666666999999,3.5,4.1666666667,4.5,5.666666666699999,5.0,5.833333333300001,2.3333333333,2.6666666667000003,1.8333333333,1.8333333333,3.1666666667000003,5.666666666699999,-0.1875,194.5,0.0,-160.0,0.9761904762000001,574.0,0.0,5.320134937200001,16.6666666667,22.2222222222,48.148148148100006,4.0,6.5,4.75,5.0,3.875,3.8571428571,4.625,43,0.9742857143000001,-1.1652624446,3.6348828618,33,0.4832826748,813.0,159.0,6,1.125,1.7333333333,0.707958889,0.8,0.0013683876000000002,0.7659580708,0.5,0.0021684589999999998,0.5,0.25,0.06403124240000001,0.06403124240000001,2,0.6292134831,1180.5,-0.6512605042,401.0,0.0928571429,55.0,-0.7441176471000001,346.0,0.0428571429,74.5,4.5333333333,213.5,-9.5,124.0,47,0.7777777778,8.984972714,-2.8519019331,0.2922559536,0.7938144330000001,0.7422680412,6,0.9577464789,893.0,0.0,-34.0,0.5833333333,0.9166666667,0.8333333333,0.9166666667,123.5,0.1,0.5,0.7000000000000001,0.5,0.9604316547,752.0,0.5804020101,548.5,0.0663242938,0.95,484.0,-0.06,68.0,302.0,5.6,5.4,288.5,280.1666666667,225.3333333333,-54.8333333333,59.1510053851,0.96875,575.0,-0.0625,100.0,4.0,6.5,7.0,1.5,5.0,42,0.7904328018000001,722.0,-8.0,7.5,71.0,75.5,4.7692307692,3.9,4.1111111111000005,2.2222222222,2.0,1551.0111111110998,30,6,2126.5,622.4346733668,-0.29170575530000004,-0.3921896684,-0.7324847715,1.1,1.2727272726999999,1.9166666666999999,1.0714285714,2.75,0.5102576716,0.210383508
s190,0.8150684932000001,769.0,1.9,43.0555555556,0.4,730,20.636363636400002,0.2666666667,414,0.9930555556,-0.027777777799999997,5.5,546.0,0.0,74.5,0.0,66.0,4.2888e-06,3.25415e-05,7.7928242188,3.1333333333,2.3928571429,3.5666666667,1.75,1.5,3.4,3.8571428571,57,1.0,368.0,0.1666666667,0.5,14.458333333299999,0.1625,1,-0.0221666667,0.2916666667,14.75,0.2247687132,3,-0.0136568545,-2.2504205213999997,1.0,1.0,-0.0519362703,0.9893972898,8.2,7.5,0.9859154929999999,816.5,0.0,112.5,0.8055555556,1.8333333333,2.6666666667000003,1.5,2.0,4.1666666667,4.5,3.6666666667,5.5,5.5,2.8333333332999997,1.3333333333,2.1666666667,1.0,3.5,4.8333333333,0.0,281.5,-0.1875,65.0,0.9609375,713.0,-0.556638505,2.8875701281,38.8888888889,33.3333333333,22.2222222222,5.3333333333,4.75,4.0,3.25,3.375,3.0,2.5,45,0.9857142857,-0.9575666758,4.0502743994,33,0.7318435754000001,1839.5,262.0,4,1.0,1.2666666667,0.7597427368,0.9,0.0013282675,0.9264404297,0.9,0.0019763447,0.6666666667000001,0.0006324555,0.003935979300000001,0.0015811388,3,0.7604166667000001,710.0,-0.2152777778,96.5,0.1411411411,110.5,-0.3564189189,-14.0,-0.08108108110000001,8.0,4.8666666667000005,249.5,-7.5,149.5,47,0.8555555556000001,5.0715272357,1.8123733768,0.2075183687,0.985,0.985,7,0.8450704225000001,833.0,0.0,107.5,0.9166666667,0.5833333333,0.75,0.8333333333,133.0,0.1,0.30000000000000004,0.2,0.6000000000000001,0.9964285714,572.0,0.40931372549999995,456.0,0.0142257186,0.99,446.0,-0.02,39.0,307.0,5.2,5.8,218.8333333333,193.6666666667,196.1666666667,2.5,19.5969084147,0.9791666667,645.0,-0.0416666667,131.0,7.0,7.0,3.5,1.5,2.0,41,0.9136363636,670.0,-28.5,-19.0,132.5,15.0,4.6923076923,3.3,3.6666666667,1.8888888889,1.8666666666999998,2030.8703703704,13,9,4511.0,296.115,-0.0394760611,0.2384598972,0.4030743811,1.4,1.0,1.75,1.5714285713999998,2.25,0.2295765239,0.1806512524
s192,0.8477801268,598.0,4.0,53.3333333333,0.5,750,26.0869565217,0.23333333329999997,550,0.9020979021,0.055555555599999994,37.0,615.0,-0.1657801418,99.5,-0.05396825400000001,26.5,2.8327400000000006e-05,0.0006654205000000001,0.005283203100000001,2.7333333332999996,3.9285714286,3.6333333333,2.5,2.5,3.6,2.8571428571,50,0.9797297296999999,468.0,0.8333333333,0.0,9.2916666667,0.0041666667,2,-0.0038333333,-2.625,8.6666666667,0.08990748529999999,1,-0.00227418,-2.5887300252000003,1.0,1.3636363636000002,-0.22461961719999998,0.6776045568000001,9.0,7.1,0.9577464789,659.0,-0.05882352940000001,90.0,0.30555555560000003,2.0,2.8333333332999997,1.1666666667,3.3333333332999997,3.5,4.3333333333,5.0,5.3333333333,4.1666666667,3.0,1.6666666666999999,4.3333333333,1.3333333333,3.8333333332999997,5.0,-0.1875,155.0,-0.1875,-77.0,0.9212598425,486.0,-0.3990162682,2.5723256544999997,33.3333333333,0.0,11.1111111111,4.6666666667,2.75,4.5,3.625,3.875,3.4285714286,3.125,43,0.9857142857,-0.9575666758,4.0502743994,25,0.5403899721000001,873.5,194.0,9,1.0,1.4,0.7067736626000001,1.0,0.0011529396000000002,0.9100631714,1.0,0.0015436990000000002,0.5555555556,0.0015811388,0.0015811388,0.009797959,2,0.8645833333,725.0,-0.27586206900000004,84.0,-0.044464609800000006,-42.0,-0.2313974592,126.0,0.011926058400000002,42.5,4.6,,,,47,,,,0.4514231134,0.9849246231,0.9648241206,15,0.8873239437,947.0,-0.11111111109999999,213.0,0.33333333330000003,0.0833333333,0.5,0.4166666667,114.0,0.1,0.4,0.5,0.5,0.9784172662,658.5,0.5615763547,513.0,0.0891833956,0.99,501.0,-0.02,42.0,326.0,7.0,6.3,342.1666666667,300.3333333333,288.0,-12.333333333299999,41.3713609467,0.9789473684,583.0,-0.0416666667,117.0,6.5,5.5,6.0,2.5,5.0,38,0.9612756264,680.5,-2.0,-35.0,88.0,48.0,3.1538461538,2.5,3.6666666667,2.1111111111,2.8,1746.0972222222001,0,12,3312.0,611.9824120603,0.1839569568,0.422630411,0.7333740079000001,1.8,1.8181818182,1.4166666666999999,1.3571428571000002,2.5,0.17569173719999998,0.7448121168
s196,0.6236842105,994.0,1.05,25.217391304299998,0.23333333329999997,565,16.6666666667,0.30000000000000004,326,0.9855072464,0.028571428599999997,-54.5,646.5,-0.0004830918,42.0,-0.028571428599999997,-50.0,0.0018460198999999998,0.0630107422,0.0282529297,4.1333333332999995,4.9285714286,4.7666666667,3.5,3.5,3.8,2.8571428571,41,0.9726027397,554.0,0.1666666667,0.33333333330000003,11.875,0.0958333333,0,-0.0018333332999999998,-0.7916666667000001,1.0,-2.3852447790000003e-17,0,-1.9190378450000003e-17,1.3877787809999998e-16,1.0833333333,1.4545454544999998,0.13152844619999998,0.6754450710000001,6.1,4.8,,,,,0.027777777799999997,1.5,2.5,1.6666666666999999,4.3333333333,6.333333333300001,5.666666666699999,4.1666666667,6.333333333300001,6.166666666699999,3.1666666667000003,2.0,2.6666666667000003,3.3333333332999997,2.8333333332999997,6.666666666699999,-0.2727272727,97.5,-0.6923076923,-635.0,0.8695652173999999,751.0,-1.157909896,1.3110153453,61.111111111099994,22.2222222222,25.925925925900003,5.0,2.0,4.5,4.0,3.375,3.2857142857,4.0,48,0.9771428570999999,-1.1195720593,3.7262636324,34,0.3423423423,532.0,114.0,10,1.5625,1.4,0.8033453940999999,0.8,0.0013641418,0.7555055618000001,0.7000000000000001,0.0016146832999999999,0.4722222222,0.1265219767,0.06403124240000001,0.06403124240000001,3,0.9270833333,972.0,-0.1515151515,129.0,-0.0666666667,105.0,-0.0848484848,24.0,0.0171890799,158.5,5.1333333332999995,341.8333333333,7.5,-83.0,42,,,,0.6142160526,0.984375,1.0,2,0.8873239437,1130.0,0.05882352940000001,58.0,0.33333333330000003,0.6666666667000001,,1.0,131.0,0.2,0.9,0.8,0.6000000000000001,0.9604316547,778.0,0.3109452736,408.0,0.010643254199999999,0.9898989898999999,715.5,0.0204081633,34.5,527.0,5.9,5.8,,271.5,207.8333333333,-63.6666666667,119.47031963469999,0.9684210526,705.0,0.0203900709,96.5,4.5,6.5,4.5,6.0,5.5,34,0.747706422,790.0,105.0,6.0,-23.0,-28.0,3.1538461538,3.1,4.6666666667,3.7777777778,4.1333333332999995,2003.5833333332998,12,6,2764.4166666666997,,,,,1.2,2.2727272727,2.5,2.2142857143,2.8333333332999997,0.8524108546,0.3675555504
s198,0.8530066815,1179.0,2.8,22.0,0.1333333333,547,11.346153846199998,0.1333333333,285,0.9930555556,-0.027777777799999997,21.5,677.0,0.0208333333,17.5,0.0,62.5,0.0030204586,0.027114502,0.30171679690000003,4.0,4.0,4.0333333333,3.0,3.0,3.0,2.2857142857,51,0.9931972789,464.5,0.1666666667,0.5,10.0,0.008333333299999999,2,-0.0086666667,-2.8333333332999997,11.208333333299999,0.1046099291,2,-0.007787234,-2.5372340425999997,1.0833333333,1.7272727273,0.2809227098,0.4264218481,7.5,7.5,0.9571428570999999,849.0,-0.055555555599999994,-39.5,0.0833333333,2.3333333333,4.0,2.3333333333,3.0,4.0,4.5,4.6666666667,4.1666666667,4.6666666667,3.5,1.8333333333,3.0,3.3333333332999997,4.8333333333,4.6666666667,-0.21428571429999999,31.0,-0.25,-364.5,0.9327731092,599.0,-0.7858538927000001,2.9206872857999997,44.4444444444,33.3333333333,33.3333333333,5.0,3.25,3.25,4.0,3.625,3.0,3.0,41,0.9514285714,-0.7219629751000001,2.5758235941,32,0.6183844011,1288.0,222.0,7,1.1875,1.8,0.7973876953,0.8,0.0010951102,0.9426940918,1.0,0.0013664414999999999,0.5,0.06403124240000001,0.06403124240000001,0.06403124240000001,3,0.9473684211,899.5,-0.1923076923,350.0,0.0,-71.0,-0.1923076923,421.0,-0.0222222222,9.5,3.8666666667,231.8333333333,-10.0,43.5,44,0.68,-0.2173602091,2.3513577163,0.5669396789,0.9847715736,0.9847715736,9,0.9436619718000001,1258.0,0.0,146.0,1.0,0.25,,0.9166666667,116.0,0.2,0.5,0.8,1.0,0.9767441859999999,769.5,0.6390977444,592.0,0.1579487374,0.9484536081999999,519.0,-0.0587234043,63.5,316.5,6.0,5.3,205.5,200.0,226.6666666667,26.6666666667,-9.7876860241,0.9787234043,647.5,0.0,84.0,6.0,6.0,6.0,4.5,5.5,34,0.9477272727,871.0,120.0,55.0,-73.5,42.0,3.5384615385000004,2.4,3.8888888889,2.8888888889,3.3333333332999997,2745.25,-1,7,6340.0,667.921319797,-0.4392109661,-0.1282469684,-0.2520756641,2.1,2.1818181818,2.0,1.9285714286,3.0,0.13384602369999998,0.1661284167
s202,0.8125,740.0,3.95,46.0,0.33333333330000003,870,21.8421052632,0.3666666667,390,0.9930555556,0.0,62.0,528.0,-0.0208333333,36.0,0.027777777799999997,78.5,7.0787e-05,0.00032605169999999997,0.0016049805000000002,2.5333333333000003,3.3214285714000003,3.1666666667000003,4.0,3.75,3.0,1.2857142857,54,0.9932432431999999,474.0,1.0,0.0,11.291666666700001,0.3458333333,3,-0.0085,-2.9583333332999997,15.208333333299999,0.013162321299999998,2,-0.0127224558,-3.8452481077,1.25,2.0,0.9075583514,0.17226366969999998,8.6,11.5,0.9420289854999999,1046.0,-0.125,176.5,0.9722222222,4.1666666667,4.5,2.5,6.5,4.6666666667,4.0,4.5,2.6666666667000003,2.8333333332999997,2.5,4.0,4.5,6.833333333300001,7.0,6.5,0.0,256.5,0.0,111.5,1.0,606.0,0.0,5.320134937200001,100.0,11.1111111111,29.6296296296,4.5,6.25,4.875,3.5,2.375,3.8571428571,2.25,53,0.9857142857,-0.9575666758,4.0502743994,40,0.5833333333,1168.0,210.0,7,1.25,1.8666666666999998,0.6747085452,0.9,0.0010939572,0.9350692748999999,0.9,0.0020052219,0.8888888889000001,0.0006324555,0.0006324555,0.0015811388,6,0.9684210526,1004.0,-0.0303030303,204.0,-0.05882352940000001,88.0,0.028520499100000006,116.0,-0.0217391304,109.5,4.9333333333,237.1666666667,-7.5,182.5,41,0.8222222222000001,-14.843013697,21.6156034773,0.4425611416,1.0,0.9747474747,14,0.9577464789,924.0,-0.11111111109999999,316.5,0.6666666667000001,0.4166666667,0.5833333333,0.9166666667,147.0,0.8,1.0,0.9,0.9,0.9928315412,785.0,0.5882352941,499.0,0.11509251960000001,1.0,508.5,0.0,-11.5,268.0,5.4,6.4,220.1666666667,183.8333333333,191.0,7.166666666699999,66.3763425393,1.0,593.0,0.0,99.5,4.0,6.5,6.0,7.0,7.0,12,0.9587155962999999,664.5,-29.0,44.0,25.0,-53.5,3.7692307692,3.9,1.7777777778,1.2222222222,3.4666666667,1482.0462962963,11,8,2978.75,490.53,1.2112273208,-0.2637044604,1.3211252617,1.1,2.5454545455,1.25,1.0714285714,3.75,0.8717357901999999,0.5002437582
