,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTALTHT,ANTCONHD,ANTCONHT,ANTNTRHD,ANTNTRHT,ANTORTHD,ANTORTHT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSHD,DRFPSHT,DRFPINHD,DRFPINHT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEAYBHT,DPEBXBHD,DPEBXBHT,DPEDPRIM,DPEAXHD,DPEAXHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPXHD,REPXHT,REPPINHD,REPPINHT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHDSNN,SMHTSNN,SMSIHD,SMSIHT,SHFTLR,SIMCGHD,SIMCGHT,SIMSIMHD,SIMSIMHT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRCGHD,STRCGHT,STRSTRHD,STRSTRHT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTCSCHD,TXTCSCHT,TXTCSTHD,TXTCSTHT,TXTTAIOR,TXTTSCHD,TXTTSCHT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s155,0.738135627,0.0003986021,1.4806397754,1.2,-574.68,-0.1666666667,693.0,-1304.45,-0.33333333330000003,506.0,1.0030709065999999,1.018352475,-1.5914935083,-0.19744848690000003,3.9710827496,2.2300895015,-0.6047573964,-0.049730924,-0.0003147264,-0.018987793000000003,-0.0148496094,-11.0,-23.0,-21.0,8.0,9.0,13.0,16.0,31.0,2.2403742017,0.2490981689,1.7849219058,0.33333333330000003,-0.33333333330000003,6.25,0.0166666667,0.0,0.0016666667,0.4166666667,10.5,0.0472689076,1.0,0.0036823528999999997,-1.6155462185,-19.0,17.0,0.0380324688,-0.8886701475000001,7.1,5.7,,,,,0.6944444444,8.0,5.0,7.0,8.0,32.0,17.0,35.0,23.0,24.0,7.0,14.0,5.0,14.0,5.0,35.0,,,,,,,,72.2222222222,-11.1111111111,-7.4074074074,5.6,1.0,32.0,31.0,35.0,24.0,35.0,46.0,0.7650793651000001,34.0,100.0,0.0,-24.0,20.0,0.6578575015,0.0011338843,0.5,,0.6111111111,-0.009797959,-0.009797959,-0.009797959,4.0,5.4,,,,,,,34.0,-2.260212023,2.0772529858,0.7765839543999999,6.0,1.5575802474,2.0030109234999998,-0.5200674584,0.2301974314,0.45454545450000006,0.6363636364,0.9090909091,0.9090909091,128.0,0.33333333330000003,0.5555555556,0.6666666667000001,0.22222222219999999,2.8191769281,1.4555721454,-0.8747706962999999,0.1014562359,0.0069910956,2.7668521681000002,1.7709671573,0.2841123307,-0.0265214561,374.0,4.7,5.1,,,,,-273.1666666667,-345.0,2.4262221557,0.305669321,1.7068106424,71.8333333333,-10.329166666699999,2.0400103164,1.8680145379,0.0216292934,0.12809747789999998,1.0,7.0,7.0,1.0,7.0,-33.0,0.2787361981,0.14323888140000002,0.5174819103,1.7616957941999998,-105.3333333333,-0.5215881664,-0.142678993,4.2727272727,3.5555555556,1.5,1.875,4.0714285714,2955.9383333333003,-8.0,6.0,3780.25,-0.7246378477000001,0.2138122239,-13.0,-29.0,-39.0,-18.0,-23.0,0.1987360592,0.4114155234
s156,0.6968042806,0.0100791102,1.5562933884,1.55,-457.6296296296,-0.1,817.0,-1591.0,-0.5666666667,710.0,-0.3228025325,0.27085562609999997,-1.5243800396,-0.2962452807,4.2321819418,1.9633346098,-1.5159151275,-0.1607742197,-0.0007683147,-0.0042330321999999995,-0.1834521484,-10.0,-15.0,-13.0,10.0,8.0,12.0,9.0,58.0,2.7324360342,0.2627386518,1.0157364599,0.33333333330000003,-0.5,15.666666666700001,-0.0666666667,1.0,0.0006666667,-3.8333333332999997,9.1666666667,0.1356330014,1.0,0.0011038407,-5.0581182686,-11.0,19.0,0.4181227143,-0.47907354729999996,7.3,6.6,1.9789727069999998,1.8787191666,-1.2472148796,-0.4581525121,0.1666666667,6.0,17.0,11.0,28.0,26.0,25.0,20.0,23.0,17.0,17.0,5.0,18.0,16.0,31.0,29.0,-1.2950598674,0.586036675,0.8418767571,-0.0195531203,0.9772727273,4.5631935285,1.4210425023,16.6666666667,11.1111111111,-11.1111111111,6.4,4.0,29.0,25.0,31.0,24.0,26.0,46.0,0.6285714286,34.0,139.0,4.0,-15.0,27.0,0.6525222778,0.0012222583999999999,0.8285911441,0.0013580352,0.4722222222,-0.009797959,-0.009797959,-0.06403124240000001,5.0,4.4666666667,-393.0,2.6666401091000003,0.36977806189999995,1.1471614734,-71.5,47.0,47.0,27.209957333600002,-25.145373151799998,0.5230898820000001,7.0,1.394324553,1.6131897808000002,-0.5269960015,-0.16728149890000002,0.9090909091,0.6363636364,0.6363636364,1.0,136.0,0.22222222219999999,0.44444444439999997,0.8888888889000001,1.0,3.7579070748,1.1993181034,-1.9612940266999999,-0.0382993186,0.046343496399999996,4.4092006515,1.2552038779,-1.8933415143,-0.08575032269999999,315.0,6.0,5.3,-156.1666666667,2.6385533648,0.2451366805,2.7268459945,-286.5,-359.8333333333,3.3441133856,0.2212486189,3.4216767194,73.3333333333,32.0986111111,2.8955085890000003,1.7862504244,-1.3330417111,-0.0100922942,5.0,7.0,7.0,2.0,6.0,-31.0,0.21757726219999998,-0.036431959900000005,1.7591595474000001,1.4440245243,66.3333333333,-0.4308920363,-0.0005699128000000001,4.4545454545,2.7777777778,3.125,1.75,2.7857142857,2499.5273809524,-4.0,8.0,5963.083333333299,-0.5259430471000001,-0.0787931761,-10.0,-14.0,-14.0,-14.0,-39.0,0.2339155232,0.17040895829999997
s161,1.0139429015,0.0003035367,2.0966324047,2.5,-1035.64,-0.1666666667,602.0,-405.52,-0.1666666667,450.0,0.8665566560000001,0.8258853509999999,-1.9621948762,-0.3951432231,4.0430113282999995,1.9357723047,0.9663534826000001,0.9107443681999999,-0.0002137823,-0.0015086135999999998,-0.017527343799999998,-13.0,-16.0,-19.0,8.0,6.0,12.0,22.0,34.0,3.8856908056,0.2830766032,1.5225151388999998,1.0,-0.0,5.875,0.32083333329999997,3.0,-0.0165,-4.0416666667,8.0416666667,0.4014100269,3.0,-0.0153706356,-3.2835720680000002,-11.0,11.0,0.022629006299999997,-1.1993555376,8.0,7.7,2.3702835459,1.6216797712000002,-0.1301057793,0.4670935978,0.33333333330000003,9.0,19.0,5.0,8.0,16.0,22.0,22.0,27.0,27.0,18.0,9.0,10.0,13.0,6.0,23.0,1.8857998863999998,2.9280531794,0.23201395239999997,-0.0223324946,0.8522727273,3.1973541502,1.9532173016,55.5555555556,-11.1111111111,-33.3333333333,4.2,5.0,21.0,9.0,15.0,13.0,24.0,46.0,0.8857142856999999,24.0,214.0,7.0,-17.0,17.0,0.7877197266,0.00102094,1.0,0.0015991466,0.4166666667,-0.009797959,-0.0250474647,-0.0256124969,4.0,3.6666666667,-341.5,2.7202292448,0.27668132900000003,1.4570837744999998,-23.0,105.0,45.0,5.5292220488,1.9296181931,0.4669794415,14.0,1.9664699304,1.9454268411,0.1755124314,0.05005150269999999,0.6363636364,0.2727272727,0.9090909091,1.0,120.0,0.22222222219999999,0.33333333330000003,0.7777777778,0.22222222219999999,2.7452083849,2.1981070159000002,-1.0337014993,-0.4748899148,0.0410267282,2.3385817315,1.4634621063,-0.5986407836000001,0.0065219972,259.0,6.2,5.7,-246.3333333333,3.3206714408999995,0.36537876939999997,1.8314371269,-262.3333333333,-274.0,2.4692423485,0.33466509650000004,1.5317146424,11.666666666700001,55.6861111111,1.8872739499000002,1.8723028083,-0.0086249269,0.3606906169,6.0,6.0,3.0,1.0,6.0,-58.0,0.0140520379,0.38446851,1.9579894619999998,1.9255737903,6.166666666699999,-0.7054484509000001,-0.8067205881,4.0,4.0,3.75,2.125,2.7142857143,1792.630952381,-16.0,7.0,2559.6666666667,-1.5189660093,0.8372475245000001,-15.0,-14.0,-27.0,-32.0,-19.0,0.8711101844,0.3617688944
s163,0.9273518989,0.17349280879999998,1.5133587165,1.55,-520.2608695652,-0.23333333329999997,615.0,-1177.4545454545,-0.2666666667,424.0,-1.1512126383,-0.25577598290000003,-2.3875158478,-0.3891035579,4.2078316413,1.8210474472,0.28814137100000003,0.5687144717,-9.297879999999999e-05,-0.0002588882,-0.0110595703,-6.0,-12.0,-14.0,3.0,3.0,7.0,7.0,65.0,2.8186659762,0.248657978,1.8097909054,0.6666666667000001,-0.0,7.5,1.526556659e-16,2.0,-2.6020852140000003e-18,-2.5,4.0,-2.081668171e-17,0.0,-1.101549407e-16,4.996003611e-16,-13.0,16.0,-0.033013487200000004,-0.7615916258000001,8.2,7.7,1.6826460641999998,1.5882485997,-1.2617203136,0.3421248418,0.8888888889000001,8.0,8.0,5.0,5.0,20.0,30.0,32.0,35.0,35.0,18.0,5.0,11.0,5.0,8.0,19.0,-0.9141471409,-0.013612925,1.1472519524,0.0454486303,0.9030172414,3.2484915705,3.2708107586,27.7777777778,11.1111111111,-7.4074074074,6.6,3.6666666667,35.0,32.0,35.0,30.0,20.0,50.0,0.6571428571,39.0,187.0,7.0,-16.0,19.0,0.6195231438000001,0.0016746128,0.7696991444,0.0017931877,0.5277777778,-0.0038729833,-0.0038729833,-0.0015811388,3.0,5.8666666667000005,-286.8333333333,2.2864175258,0.3078348432,1.329224639,-5.5,138.5,46.0,12.0793055776,-6.4196109716,0.5548022683,10.0,1.6805422204,1.4244139345,-0.3926293619,0.0723262357,0.5454545454999999,0.45454545450000006,0.7272727273,0.6363636364,149.0,0.11111111109999999,0.22222222219999999,0.5555555556,0.22222222219999999,2.1700914509,1.5196300563999998,-0.8548276077,0.05813068010000001,0.1175088097,3.0637876231,1.4548790434,0.1645875336,0.7743314762000001,397.0,6.3,5.5,,,,,-239.1666666667,-243.3333333333,2.2583818376,0.3647132242,1.3676996603,4.1666666667,55.675,1.8728627813999998,2.1714925907,0.1851663784,0.3669752954,5.0,5.0,7.0,3.0,3.0,-12.0,0.045332324199999996,0.23407492149999998,2.154200711,1.3061451526,9.0,-0.6318471022000001,-0.7109936235000001,3.9090909091,1.0,2.5,1.0,1.7857142857,2436.0222222222,-1.0,11.0,3140.6666666666997,-1.08469725,0.4428433638,-14.0,-11.0,-11.0,-13.0,-17.0,0.1515648788,0.529170145
s165,1.1308260385,0.2379048739,1.4434863202000001,1.85,-935.1923076923,-0.1333333333,475.0,-386.1666666667,-0.2,400.0,0.1657938846,0.36010077310000005,1.1462530941,0.8597690148,4.7596453088,2.256670488,0.9434891888,0.5822795411,-0.0034033507,-0.0567158203,-0.34380566409999996,-7.0,-11.0,-15.0,8.0,6.0,11.0,7.0,58.0,4.1119592459,0.321874704,1.5481492453,0.5,-0.33333333330000003,10.2916666667,-0.0458333333,1.0,0.0015,-6.041666666699999,9.2083333333,0.0281690141,0.0,-0.006084506999999999,-1.5281690141,-11.0,16.0,0.1608233,-0.6283703578000001,8.1,6.5,1.5187525398,2.0535561843,-0.4176321728,-0.20374310690000003,0.0,7.0,17.0,5.0,9.0,21.0,23.0,26.0,29.0,29.0,18.0,6.0,19.0,7.0,6.0,24.0,-1.0528461077,3.8031385851999997,-1.8235804528,1.4949630350999998,0.987654321,2.7625228294,5.9597076517000005,33.3333333333,11.1111111111,-7.4074074074,6.2,2.6666666667000003,30.0,29.0,26.0,17.0,25.0,45.0,0.9142857143,32.0,206.0,6.0,-15.0,16.0,0.8070190429999999,0.0016292125,0.89765625,0.0019741832,0.5833333333,-0.158113883,-0.158113883,-0.158113883,5.0,5.0666666667,-257.6666666667,4.1198330569,0.3414746635,2.0659389479,-14.0,50.0,47.0,33.638482138,-28.165970084,0.8071910568999999,4.0,1.2347986284,2.1922319487,0.3680687579,0.29141965200000003,0.9090909091,1.0,1.0,1.0,142.0,0.33333333330000003,0.0,0.11111111109999999,0.0,3.5568341651999997,1.6581720882000002,0.2716367541,1.6256918221,0.0635596685,3.2119591102999996,1.5338245612,0.5061759434,0.4524995353,364.5,5.3,4.3,-291.5,4.7259466496,0.3723563396,2.1557502356,-241.1666666667,-258.3333333333,4.6043010223000005,0.3938501332,1.9377863887,17.1666666667,15.6902777778,3.1075651393,2.0719434909,-0.4450835185,0.44856523439999996,6.0,7.0,7.0,1.0,2.0,-45.0,-0.1461502757,-0.1347580759,1.6008541483,3.4649118827999996,-11.5,0.0769478194,0.28736325420000003,4.2727272727,2.4444444444,4.25,2.25,2.3571428571,2652.9314814814998,-17.0,5.0,2705.25,,,-16.0,-11.0,-11.0,-15.0,-18.0,0.49891534369999996,0.1914306723
s168,1.6078179359,0.44399716340000006,2.011271649,3.65,-21.5,-0.0,29.0,-51.0666666667,-0.0,27.0,0.9423756570999999,0.6548613635,-1.3322124913,-0.1352341705,4.1808544351,1.8440790347,0.4083938275,1.3992702797999998,-0.0003609207,-0.0132180176,-0.0044687500000000005,-14.0,-15.0,-22.0,7.0,6.0,10.0,15.0,44.0,6.3328492179,0.27265869600000003,1.3754219041999998,0.8333333333,-0.1666666667,7.25,0.0666666667,2.0,-0.0013333332999999998,-1.3333333333,21.9166666667,0.2271428571,2.0,-0.0025142857,-3.0833333332999997,-12.0,18.0,-0.0124748458,-1.0463428282,7.5,7.7,2.2818730549,1.6991712038999998,-0.5978617526000001,0.18579714949999998,0.5,14.0,12.0,11.0,15.0,22.0,21.0,26.0,24.0,21.0,15.0,8.0,11.0,10.0,15.0,29.0,1.934302433,3.3317677798000003,0.4509461663,0.234203628,1.0,4.8960971638999995,2.2519756281,11.1111111111,-0.0,-37.037037037,5.4,5.666666666699999,24.0,23.0,31.0,18.0,24.0,45.0,0.8571428570999999,27.0,186.0,6.0,-15.0,19.0,0.6925447464000001,0.0016239510999999998,0.9984375,0.0022941762000000003,0.7222222222,-0.06403124240000001,-0.0256124969,-0.0099597577,2.0,4.2,-258.3333333333,4.2570954209,0.2866080955,1.7885490443,-2.0,-7.5,46.0,-5.5606805381,13.035763344100001,0.3966477785,15.0,1.7495263996,1.8998622015,-0.13882500050000002,-0.1524848475,0.45454545450000006,0.3636363636,0.7272727273,0.5454545454999999,121.0,0.22222222219999999,0.44444444439999997,0.33333333330000003,0.33333333330000003,4.5835502693,1.6475668811000002,-0.1098572543,0.7227870432,0.0821625508,5.2300606415,1.2751350025,-1.2979037689,0.1216535825,285.0,7.6,7.1,-306.3333333333,3.3191548185000004,0.3090551795,1.36158198,-249.8333333333,-263.0,3.9410905225999997,0.2929076922,1.4652162939,13.166666666700001,19.9388888889,4.6213218343,1.7319681549,-1.8929061484999998,0.1058652631,2.0,6.0,6.0,1.0,6.0,-36.0,-0.8143222518000001,-0.1625583994,2.6849657871,1.593401562,-33.8333333333,0.16075794029999999,-0.25948439700000003,3.6363636364,2.4444444444,2.25,2.75,2.7857142857,1549.9833333333,-1.0,11.0,3285.0,-0.8759265079999999,1.0560526742,-19.0,-19.0,-23.0,-23.0,-27.0,0.6636948689000001,0.162081627
s170,0.9008075423,0.2246535323,1.1831463169,1.85,-679.3157894737001,-0.3666666667,558.0,-1363.6315789474002,-0.3666666667,339.0,-2.1301099262,-0.7398844676,-1.2276315931,-0.4151564342,2.8308152605,1.310640451,-0.5603462899,0.23025305969999998,-0.00034886760000000003,-0.0004899788,-0.0008208008000000001,-11.0,-17.0,-17.0,8.0,11.0,14.0,9.0,52.0,2.1597132932,0.2433046588,1.3127102844,0.5,-0.1666666667,15.958333333299999,0.27083333330000003,2.0,-0.0245,-7.375,12.375,0.20502873559999998,3.0,-0.007867816100000001,-4.4088669950999995,-12.0,18.0,0.13830892460000002,-0.40235932840000005,8.0,7.8,1.5666893909,1.4675528625,-0.7580086634000001,-0.8066142901000001,0.3888888889,11.0,9.0,8.0,19.0,27.0,18.0,22.0,15.0,22.0,7.0,5.0,11.0,14.0,26.0,35.0,-1.4497150973,1.4147638859,-1.6858364877,0.22170753420000003,0.8409090909,2.9628328453,2.7630336162,16.6666666667,-0.0,-3.7037037037,3.8,3.0,30.0,23.0,29.0,24.0,35.0,44.0,0.7396825397,35.0,142.0,3.0,-19.0,26.0,0.6391280413,0.0012768052999999999,0.944140625,0.0024660852,0.5,-0.0006324555,-0.0015811388,-0.0099597577,6.0,5.9333333333,-384.1666666667,2.245998791,0.31362272329999996,1.352117284,-51.5,92.5,40.0,,,0.4794762317,8.0,1.4699989903,1.9384567611,-0.06762146620000001,0.2181308992,0.5454545454999999,0.2727272727,0.5,0.8181818181999999,138.0,0.44444444439999997,0.44444444439999997,0.7777777778,0.8888888889000001,3.8996741627,2.7747477918,-1.9984360636,-1.0086142625,-0.0134877658,3.6891150671,1.3038058342,-1.8401337878,-0.098085431,272.5,6.2,5.1,,,,,-351.5,-405.3333333333,2.3574042609,0.2700634193,1.8120429671,53.8333333333,21.523611111100003,3.0158890193,2.506409365,-1.741592002,-0.5069578688,4.0,6.0,6.0,2.0,7.0,-39.0,0.5801909806000001,0.3877291247,1.079019853,1.5354358297,-43.6666666667,-0.8146128502000001,-0.3129749384,2.1818181818,2.2222222222,3.625,2.125,4.4285714286,1563.119047619,-20.0,6.0,2055.0833333333,1.0619415131,0.036670775499999995,-14.0,-22.0,-15.0,-17.0,-36.0,0.3444379439,0.2784116774
s173,1.9528358553999998,0.2177689287,1.2689172523,3.1,-765.15,-0.33333333330000003,804.0,-1570.7222222222001,-0.4,497.0,-0.8633090843000001,0.0283986894,-1.0901734052,-0.0286280711,4.0920167457,1.6856835729,1.0488136801,1.0317402852,-0.0009083027,-0.0004213715,-0.006569335900000001,-7.0,-17.0,-15.0,10.0,7.0,14.0,14.0,47.0,2.8034570395999996,0.29314259740000004,1.5129403163,1.0,-0.0,13.375,-0.0041666667,1.0,-0.0015,-4.4583333333,13.125,0.1250151668,3.0,-0.0042006067,-5.5748230536,-12.0,14.0,0.2313260514,-0.1962742911,8.1,8.6,2.1216302016,1.5615488463,-0.2791009161,-0.16648552630000002,0.44444444439999997,15.0,19.0,5.0,11.0,21.0,20.0,26.0,27.0,15.0,16.0,15.0,14.0,10.0,13.0,28.0,-2.1654383703,0.6869292658,0.9913649763,-0.0892423276,0.9772727273,4.8098582801,1.8515572685,22.2222222222,11.1111111111,-14.8148148148,5.8,4.3333333333,31.0,32.0,24.0,19.0,19.0,45.0,0.8571428570999999,33.0,286.0,6.0,-15.0,20.0,0.6947055817000001,0.0016899769,0.9779907227,0.0029563763,0.6388888889000001,-0.009797959,-0.0099597577,-0.0256124969,2.0,4.8,-233.3333333333,3.4105054464999998,0.32729367530000003,1.6369020353000001,39.0,40.0,46.0,,,0.4556050162,14.0,1.8053442698,1.5084818472,-0.996179386,-0.0497329315,0.7272727273,0.8181818181999999,0.7272727273,1.0,137.0,0.11111111109999999,0.22222222219999999,0.33333333330000003,0.33333333330000003,4.417088151000001,1.3217875256,-2.4845195227000003,-0.0125897596,0.1204663841,3.9289052107,1.5408938839,-1.0416721105,-0.2000018007,298.5,8.5,6.9,-232.6666666667,3.5997936795000003,0.31664430930000004,1.4192262402000002,-251.5,-252.3333333333,2.7723757786000003,0.3681240636,1.1000520608,0.8333333333,0.65,2.8062490978,1.6883654090000002,-0.30416611200000004,0.1840316577,6.0,5.0,7.0,1.0,2.0,-27.0,0.06147311060000001,-0.0285895874,2.2196903775,1.7823463965000002,24.1666666667,-0.8790417894,-0.06713403230000001,4.4545454545,2.3333333333,3.5,1.375,2.6428571429,2668.455,-7.0,7.0,2426.1666666667,-2.9575110607,1.3682758556,-11.0,-14.0,-17.0,-13.0,-30.0,0.7791509464,0.1882187386
s179,1.2367770136,0.2168420763,1.2008639145,2.0,-444.0476190476,-0.30000000000000004,504.0,-893.0740740741,-0.1,357.0,0.34180458750000003,0.4393246635,0.6853554209,0.9541440678,4.8219730615,2.8201193849,-0.0188496888,0.6367822919,-0.0028329412,-0.0215196533,-0.06325,-14.0,-15.0,-14.0,10.0,7.0,13.0,19.0,45.0,3.7421405088,0.30012456,1.2548245927,0.6666666667000001,-0.0,7.666666666699999,0.3666666667,1.0,-0.0076666667000000015,-1.9166666666999999,13.041666666700001,0.2724279402,0.0,-0.006053439900000001,-1.1051967179,-11.0,16.0,0.1310675324,-0.8224533663,8.2,6.7,1.5924633974000002,1.6197464567000002,-0.6844391208,-0.2389588315,0.055555555599999994,18.0,14.0,5.0,30.0,25.0,22.0,20.0,31.0,11.0,8.0,18.0,15.0,6.0,24.0,27.0,0.59172706,-0.5175650041000001,2.1170023288,-1.916077795,1.0,6.7328700899000005,2.9827168961000003,16.6666666667,-44.4444444444,-44.4444444444,5.4,5.0,31.0,34.0,18.0,22.0,19.0,51.0,0.8507936508,24.0,174.0,4.0,-16.0,22.0,0.7517391205,0.0012560644,0.9310546875,0.0029635782,0.6111111111,-0.158113883,-0.1265219767,-0.25,2.0,2.7333333332999996,-278.5,3.265252181,0.3109742923,1.3795484147,3.5,12.5,43.0,,,0.6245385897,9.0,2.2688296333,2.1156032302,-0.5856777955,-0.14777026340000002,0.45454545450000006,0.6363636364,0.7272727273,0.9090909091,122.5,0.0,0.33333333330000003,0.44444444439999997,1.0,3.7938835664,1.5057397897,-1.008324912,0.1844115213,0.0903093978,4.009000536499999,1.2606338338,-0.8362817109999999,0.051454892099999996,354.0,5.5,6.1,-246.3333333333,3.3578918004,0.3447537275,2.2216192809,-254.0,-281.5,2.8860572675,0.37539233060000005,1.4710847953,27.5,-24.275,3.0568206787,1.8491859283,-0.7735194492,-0.2018558718,6.0,5.0,2.0,1.0,3.0,-43.0,0.054178585099999996,0.1200253117,2.2092603148,1.3073523128,12.5,-0.6725165028,-0.1192074004,4.1818181818,2.6666666667000003,4.0,1.625,3.0,3027.1666666666997,-8.0,7.0,4603.6666666667,0.6654507995000001,0.2020497683,-13.0,-20.0,-29.0,-19.0,-40.0,0.8434666487000001,0.1892791984
s180,1.4755609596,0.3114840982,1.2727459859,4.5,-828.0,-0.33333333330000003,950.0,-1721.8125,-0.4666666667,340.0,-0.9149919154999999,-0.8494713272000001,-1.6495970698,-0.3906942464,3.1261135733999996,2.0357808403,-0.8183601263,-0.221345461,-5.58225e-05,-0.0005628777000000001,-0.0135605469,-14.0,-15.0,-17.0,7.0,8.0,9.0,12.0,49.0,,,,0.6666666667000001,-0.0,11.166666666700001,0.008333333299999999,2.0,-0.0086666667,-4.25,11.958333333299999,0.0138237229,1.0,-0.0030357378000000004,-3.8820434115,-11.0,19.0,0.0490956249,-0.628456848,8.2,7.3,1.7567555703000002,2.0645928922,-1.5376223403,-0.5794313686,0.19444444440000003,8.0,24.0,12.0,22.0,21.0,17.0,18.0,22.0,23.0,13.0,9.0,19.0,26.0,29.0,30.0,-0.5129406208,1.8826322688,-1.0173850439,0.5356364945000001,0.875,4.088430823,3.9707128417,44.4444444444,-0.0,-22.2222222222,5.0,4.3333333333,31.0,27.0,20.0,19.0,32.0,32.0,0.6761904762000001,29.0,171.0,4.0,-15.0,27.0,0.8466796875,0.0021004182,0.8812500000000001,0.0021027243,0.7777777778,-0.009797959,-0.1265219767,-0.158113883,3.0,5.0666666667,-388.0,1.9912498000999999,0.3259603742,1.2055640039,-75.0,43.0,44.0,13.9610280256,-14.004637569200002,0.5002766904,10.0,1.4814886394,2.4567160533,0.1260789767,0.4050899217,0.2727272727,0.6363636364,0.6363636364,0.9090909091,122.0,0.5555555556,0.7777777778,0.8888888889000001,0.7777777778,2.1869374115999998,1.5675278616,1.0048793878,1.2338848236,0.0789956493,2.133115559,1.8061511324,0.0602472322,0.0769219874,333.0,7.3,5.4,-407.6666666667,2.072301918,0.34289804360000004,1.2505749581,-267.3333333333,-285.6666666667,1.6797846414,0.30979537890000003,1.3160873092,18.3333333333,-20.6902777778,2.9420513908999997,1.8647633884,-1.7956801127000002,-0.1482341841,3.0,6.0,5.0,4.0,6.0,-41.0,-0.4130408879,0.1132520224,1.8268521356,1.7431497484,-16.0,0.0519404153,-0.0204641605,3.9090909091,3.6666666667,2.75,2.75,2.9285714286,1311.5416666667,-11.0,9.0,2827.4166666666997,-1.9609977557,1.3811792605000002,-18.0,-14.0,-24.0,-19.0,-35.0,0.3047718309,0.16840395460000002
