,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTALTHT,ANTCONHD,ANTCONHT,ANTNTRHD,ANTNTRHT,ANTORTHD,ANTORTHT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFPSHD,DRFPSHT,DRFPINHD,DRFPINHT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBHD,DPEAYBHT,DPEBXBHD,DPEBXBHT,DPEDPRIM,DPEAXHD,DPEAXHT,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGDRPIM,GRTSGRIT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,MAASMIND,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,MPQCOTR,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPXHD,REPXHT,REPPINHD,REPPINHT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMHDSNN,SMHTSNN,SMSIHD,SMSIHT,SHFTLR,SIMCGHD,SIMCGHT,SIMSIMHD,SIMSIMHT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRCGHD,STRCGHT,STRSTRHD,STRSTRHT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTCSCHD,TXTCSCHT,TXTCSTHD,TXTCSTHT,TXTTAIOR,TXTTSCHD,TXTTSCHT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s238,1.1880045736,0.0032193471999999996,1.9238753019,2.3,-1417.4545454545,-0.2666666667,1021.0,-436.42105263160005,-0.3666666667,432.0,0.2114082546,0.2903722,-0.7615604023,0.1807919201,2.7190606254,1.5055958528,0.7451768391,0.7444339479000001,-0.0028597186,-0.0119874268,-0.0023320313,-6.0,-14.0,-12.0,8.0,6.0,12.0,18.0,61.0,4.311358918,0.31797122920000004,1.8557452229,0.0,-0.8333333333,1.625,0.0375,2.0,0.0001666667,-0.9583333333,6.666666666699999,0.0686352254,1.0,-0.0015759599,-2.9626460768,-11.0,13.0,0.4713576475,0.0567936932,7.3,5.7,2.2819452645,1.3667659322,0.3621013046,0.371604727,0.5277777778,5.0,5.0,5.0,7.0,8.0,33.0,34.0,33.0,30.0,18.0,5.0,5.0,9.0,5.0,20.0,-2.5920568129,0.5184847621,-0.8763953506000001,0.0097320068,0.8310606061,1.7783116644,2.189925031,44.4444444444,-11.1111111111,-18.5185185185,5.8,2.0,32.0,27.0,31.0,18.0,22.0,43.0,0.8222222222000001,36.0,212.0,8.0,-15.0,14.0,0.6627759933,0.001089941,0.9633224487,0.0013113884,0.5277777778,-0.158113883,-0.1265219767,-0.158113883,3.0,5.0666666667,-383.1666666667,2.1198639293,0.3275386999,1.226805954,3.5,42.5,46.0,3.5855754938,-0.8693581765,0.6288319792,4.0,1.7698799619,1.7690304788999998,0.0403109554,0.2346183379,0.7272727273,0.8181818181999999,0.6363636364,0.8181818181999999,129.0,0.22222222219999999,0.11111111109999999,0.44444444439999997,0.0,4.505709957900001,6.0635509516,-2.6030185317,-2.6228782527,0.0443704483,2.9725787830000003,1.5397082575,-0.6620334614000001,-0.2788556823,406.5,4.6,4.0,,,,,-366.8333333333,-407.1666666667,2.3687111133000003,0.3072262502,1.3355792661,40.3333333333,-17.827777777799998,2.7557664893,1.9383160882,-0.7060661747,0.1300621576,5.0,6.0,5.0,6.0,6.0,-36.0,-0.33720744610000003,-0.3243196906,1.6653741574,2.4634279829,10.1666666667,0.2524280537,0.3023698754,4.2727272727,2.2222222222,3.875,2.5,2.9285714286,2602.4037037037,-10.0,5.0,4280.5833333333,0.31097763510000004,1.0600492539,-12.0,-14.0,-21.0,-24.0,-21.0,0.8103906163,0.4772554192
s244,0.690461318,0.06073898310000001,1.613105658,1.55,-343.72,-0.1666666667,317.0,-531.9655172414,-0.033333333300000004,137.0,0.4228776178,0.4329909018,-1.1794064516,0.1207173742,3.8328256563,2.1604965906,-0.33539549360000004,0.5102980379000001,-0.0010569142999999998,-0.002919342,-0.0463085938,-13.0,-17.0,-21.0,4.0,7.0,10.0,23.0,36.0,4.0474605463,0.2958455169,1.4760017861,0.33333333330000003,-0.5,2.9166666667000003,0.008333333299999999,0.0,-0.0003333333,0.0833333333,3.6666666667,0.04,2.0,-0.0044,-2.1142857143,-11.0,13.0,0.5505107832,-0.24744608399999998,7.7,7.0,2.0917590541999997,2.1570700654,-0.0758928641,0.404340569,0.4166666667,18.0,12.0,9.0,11.0,19.0,23.0,27.0,30.0,34.0,22.0,14.0,5.0,19.0,5.0,24.0,0.6993992215000001,2.0112412501,-0.4205410527,-0.5074405040000001,0.9886363636,4.8705894380000005,2.8388010766000003,38.8888888889,-33.3333333333,-44.4444444444,3.8,3.6666666667,22.0,28.0,15.0,21.0,25.0,38.0,0.8,22.0,159.0,9.0,-16.0,18.0,0.6640334487,0.0006344755000000001,0.6184956789,0.0007189592999999999,0.5277777778,-0.015704178000000003,-0.0006324555,-0.0038729833,3.0,4.0666666667,-403.3333333333,2.4179555808,0.41848696329999996,1.3527452468,1.5,-4.5,45.0,-17.2030284015,18.3875772967,0.6213461987000001,6.0,1.2452079078,1.871606635,-0.6553741439,-0.0384530189,0.3636363636,0.0909090909,0.7272727273,0.0909090909,89.0,0.44444444439999997,0.7777777778,0.44444444439999997,0.11111111109999999,3.0306178629000002,1.2342291008,-0.31861393390000003,0.7119085637,0.0438647544,4.8043707681,1.5140609061,-1.6612989778,0.2790250398,354.0,5.1,4.6,-401.6666666667,3.3447155268,0.37617014880000005,1.5419937872999998,-298.0,-324.6666666667,4.280625350299999,0.36293382469999996,2.1232008568,26.6666666667,56.4291666667,2.8299182364999997,2.485736706,-0.7328386023000001,0.0952743808,3.0,6.0,2.0,2.0,6.0,-54.0,0.1851662791,0.1603427875,2.2501498205,1.6379489672999998,64.5,-0.5359776645000001,-0.0695431576,4.0,3.7777777778,2.625,3.375,2.4285714286,3736.8229166666997,-0.0,8.0,3830.8333333333003,-1.6660102170000002,0.9886113934999999,-22.0,-20.0,-24.0,-14.0,-18.0,0.7931470495,0.21927084510000003
s246,1.0996498061,0.1303460991,1.8771434873,2.15,-522.6296296296,-0.1,450.0,-173.47826086959998,-0.23333333329999997,198.0,-0.1882640544,-0.05966214490000001,-0.32913250180000003,0.2040466169,3.5910962332,2.2127006644,0.9184387756999999,0.8476677031000001,-0.0004198475,-0.0159847412,-0.2575166016,-19.0,-19.0,-26.0,9.0,7.0,14.0,19.0,20.0,4.6659616324,0.2196505245,1.9151350427,0.33333333330000003,-0.33333333330000003,14.0,0.15,1.0,0.001,-2.5,8.75,0.19217638690000002,2.0,-0.0043072546,-2.5078236131,-14.0,11.0,0.1002288358,-1.0565551406,9.2,5.3,2.2753228097,1.8011686493,0.8180798793,0.3798909374,0.0,10.0,18.0,8.0,13.0,22.0,18.0,20.0,25.0,22.0,18.0,13.0,5.0,9.0,9.0,22.0,0.1490446936,-0.1933569831,1.5951005759,-0.8861994065000001,1.0,6.904188426,3.6369339563,0.0,-11.1111111111,-25.925925925900003,4.4,4.6666666667,13.0,18.0,17.0,15.0,16.0,46.0,0.6571428571,15.0,206.0,9.0,-20.0,16.0,0.6718950271999999,0.0012660045,0.8695106506,0.0018534339,0.6388888889000001,-0.0256124969,-0.06403124240000001,-0.06403124240000001,2.0,2.4666666666999997,-285.3333333333,2.6259627922,0.055784710800000005,3.0596001181,-14.0,218.0,40.0,,,0.4588583835,11.0,1.807661151,2.1030902496,0.0450950963,-0.04859215099999999,0.3636363636,0.33333333330000003,0.5,0.30000000000000004,79.0,0.33333333330000003,0.7777777778,0.44444444439999997,0.22222222219999999,2.4924195783000003,1.5323070638999998,-0.5924141007,0.2447841318,0.07271023800000001,3.9134073162000003,1.2658856586,-1.7115207461000002,0.0025643751000000003,335.0,6.0,5.7,-288.8333333333,2.4744473643,0.33077149570000003,1.8822671267,-280.6666666667,-266.0,2.6365474727,0.31765678750000004,1.4638110319,-14.666666666700001,137.7416666667,3.7801201383999996,2.3187120452000003,-0.6731460664000001,0.0558591996,5.0,2.0,5.0,4.0,1.0,-49.0,-0.2007670872,0.17149350100000002,2.2333592063,1.4775898812,10.3333333333,-0.40221267340000005,-0.1606507294,2.8181818182,3.7777777778,3.375,3.5,3.4285714286,1911.9964726631,-26.0,4.0,2954.9166666666997,-0.1142533863,0.38845210840000005,-32.0,-23.0,-31.0,-27.0,-22.0,0.811333595,0.1154456363
s249,0.7443403342,0.0801293414,1.6656545787,1.6,-623.8260869565,-0.23333333329999997,709.0,-1507.8095238095002,-0.30000000000000004,555.0,-0.3691416722,0.1237321268,-0.4491313814,0.07697758290000001,3.0214320541000004,1.8402542487,-0.5206311113000001,0.1859439613,-0.0001210608,-0.0039053345,-0.0427626953,-13.0,-23.0,-19.0,11.0,9.0,11.0,15.0,42.0,2.2371713184,0.2930422471,1.6485615515,0.1666666667,-0.5,0.9166666667,0.033333333300000004,0.0,0.0003333333,-0.33333333330000003,9.4782608696,0.0779343926,0.0,0.0013213737,-0.7813941568,-19.0,16.0,-0.145257655,-0.0851381628,6.9,7.7,,,,,0.22222222219999999,17.0,24.0,6.0,14.0,22.0,24.0,26.0,31.0,28.0,22.0,20.0,15.0,27.0,14.0,22.0,-4.3727276465,-0.2598416845,-4.0283987778,-0.7433644601,0.6415229885,2.5355927056,3.2381146771,33.3333333333,-22.2222222222,-51.851851851899994,4.6,5.3333333333,22.0,24.0,22.0,20.0,27.0,55.0,0.6380952381,25.0,139.0,2.0,-23.0,22.0,,,,,,-0.0250474647,-0.0256124969,-0.06403124240000001,2.0,4.9333333333,,,,,,,42.0,,,0.7598480068000001,3.0,1.4781748262,1.8700950301,-0.3391350829,-0.0715388552,0.3636363636,0.1818181818,0.5,0.45454545450000006,111.0,0.44444444439999997,0.22222222219999999,0.375,0.5,4.0325830084,1.6336395797,-1.2415483004999999,0.42028902450000005,0.019833788999999998,1.2600142590999999,1.9727643404,0.3057516675,-0.0232527196,391.5,6.5,4.9,,,,,,,,,,,,2.6601864688,1.5348087134000001,-1.2029414014,0.0815066513,6.0,7.0,7.0,6.0,5.0,-38.0,0.2666791839,0.2758299691,0.6348097853,1.907986585,36.6666666667,-0.08841957800000001,-0.06371293360000001,3.2727272726999996,3.6666666667,2.75,3.5,3.3571428571,2797.0458333333004,-14.0,4.0,3806.1666666666997,,,-16.0,-20.0,-27.0,-35.0,-36.0,0.2074943959,0.4948898421
s252,1.4216203584,0.10617075279999999,1.5544836475,2.05,-514.6111111111001,-0.4,593.0,-1342.380952381,-0.30000000000000004,592.0,-0.5349631303,-0.06579575060000001,-1.4908219031,-0.2175661651,4.6499414821,2.1627997786,1.7872625191,1.0796746473999999,-0.0005160178000000001,-0.0089725342,-0.0037998046999999997,-12.0,-13.0,-19.0,6.0,5.0,12.0,17.0,41.0,5.065254308,0.2536808277,1.4084448319999998,0.6666666667000001,-0.1666666667,18.5,2.6367796829999996e-16,1.0,-1.214306433e-17,-3.5,20.25,0.034751773,1.0,-0.0036099290999999996,-4.170212766000001,-11.0,13.0,0.286849711,-0.8956647399000001,9.0,7.8,2.8579800563999997,1.8606217204,-0.8405461097,-0.19478026539999999,0.11111111109999999,14.0,15.0,11.0,13.0,25.0,13.0,28.0,17.0,20.0,10.0,15.0,8.0,22.0,6.0,34.0,-1.5321492047999998,0.5175976409,-1.8005744654,-0.0794138202,0.9333333333,6.202840327200001,4.3339051963,16.6666666667,-33.3333333333,-22.2222222222,5.2,1.0,27.0,23.0,18.0,17.0,24.0,38.0,0.7142857143000001,26.0,214.0,6.0,-15.0,15.0,0.8268922806000001,0.0016332462000000002,1.0,0.001892705,0.6944444444,-0.0256124969,-0.0256124969,-0.06403124240000001,3.0,3.8666666667,-236.1666666667,2.4266503653,0.2457760828,1.0521942995,-5.5,20.5,46.0,-5.513871406,9.371187642799999,0.24812425719999998,13.0,2.0820073583000003,1.7930670146,-0.4941058571000001,0.0462450862,0.6363636364,0.9090909091,0.8181818181999999,0.8181818181999999,125.0,0.5555555556,0.5555555556,0.7777777778,0.22222222219999999,5.9584990085000005,1.8650937718,-3.5253361551,-0.6436623926,-0.0067340867,5.1972494881,0.8531633023,-1.097168471,0.27638733660000003,264.5,5.9,5.7,-321.1666666667,2.3068046877,0.2718714323,1.0591795876999999,-222.1666666667,-241.0,3.7588755942,0.31840202170000004,1.3200518878,18.8333333333,11.4930555556,2.927783893,1.0614915532,-1.0907422533,0.1204303229,5.0,7.0,5.0,1.0,6.0,-36.0,-0.31965484800000005,0.0783391346,2.7294966819,1.4707302824000001,-17.6666666667,-0.4080146477,-0.631277335,4.4545454545,3.5555555556,2.125,1.375,2.1428571429,1422.7333333333,-6.0,11.0,3613.25,-0.7313683934,0.3566749439,-13.0,-12.0,-20.0,-14.0,-20.0,0.8536111961,0.1572729901
s254,0.9325919772,0.35536774250000003,1.4072699944999998,1.1,-746.3461538462,-0.1333333333,623.0,-204.0,-0.2,252.0,0.06198658870000001,0.077382059,-5.7133542343,-0.11406677109999999,3.3073952206,2.2023616672,-0.4161074096,0.45950281159999995,-0.0019058973,-0.0031733397999999997,-0.0075507813,-13.0,-18.0,-22.0,11.0,7.0,16.0,24.0,39.0,4.6103800360000005,0.3071241978,1.7840781909,0.1666666667,-0.6666666667000001,5.416666666699999,0.0166666667,2.0,-0.0056666667000000006,-1.5833333333,9.125,0.160418483,3.0,-0.0105893636,-3.2545771577999996,-12.0,10.0,-0.0586076074,-0.29190480879999997,8.6,8.1,2.1337969928,2.2138222325,-0.1747815482,0.20384653449999998,0.5277777778,5.0,10.0,5.0,6.0,17.0,30.0,29.0,35.0,35.0,19.0,6.0,5.0,5.0,5.0,13.0,0.08941810019999999,1.6635230347,-0.2792151476,-0.028596196400000006,0.9886363636,3.7359975010000004,2.5576179950999998,50.0,-33.3333333333,-48.148148148100006,6.0,1.0,24.0,28.0,24.0,9.0,27.0,43.0,0.8857142856999999,28.0,234.0,5.0,-18.0,14.0,0.7095755576999999,0.0011151963,0.7676273346,0.0011829923,0.5555555556,-0.0038729833,-0.0038729833,-0.0038729833,1.0,4.4666666667,-273.5,3.5817028166000004,0.32729041140000004,1.4419819434,-18.0,2.0,47.0,19.1029564037,-16.2344837227,0.5271617541,10.0,2.0423304881,1.9956406866999998,-1.0598134097,-0.108991203,0.7272727273,0.9090909091,0.6363636364,0.9090909091,106.0,0.33333333330000003,0.11111111109999999,0.22222222219999999,0.0,3.7509957655,2.032524735,-0.2475854455,0.6260188792,0.0763745859,4.197621333,1.9607112345,0.4017879093,1.0229656731,345.0,7.1,5.7,-197.5,4.4554031468,0.3485616519,2.6685154580000003,-231.3333333333,-249.1666666667,3.8408026399,0.3591675131,2.1891142793,17.8333333333,49.6361111111,4.3927867569,2.3607548488999996,-1.0935421012,0.30061958829999996,7.0,5.0,3.0,6.0,6.0,-43.0,-0.10616177130000001,0.263663653,1.9306107237,1.9718248087,-16.3333333333,-0.36587820670000004,-0.2261942032,4.5454545455,3.7777777778,4.625,2.75,3.0,3319.90625,1.0,8.0,4981.0833333333,-0.6043944013,1.275068726,-16.0,-19.0,-34.0,-37.0,-14.0,0.8247236918999999,0.4561153035
s259,,,,,-460.9166666667,-0.2,573.0,-1109.3,-0.33333333330000003,431.0,0.0678585558,0.12717364820000002,-0.8164208202000001,-0.1617180571,2.7567549139,2.2244661876,-0.8175836882999999,-0.4022775203,-0.46463124079999996,-29.025238281300002,-26.370041992199997,-9.0,-14.0,-9.0,12.0,8.0,16.0,14.0,62.0,0.9207807478,0.0091629809,2.0446278211,0.6666666667000001,-0.0,12.75,0.225,0.0,-0.001,-1.6666666666999999,19.5833333333,-0.0466193656,0.0,-0.006349749599999999,-0.1168614357,-11.0,18.0,-0.1405635552,-0.7884228734000001,9.3,7.0,1.3760555288,1.7071414546,-1.1850830785,-0.14634728730000002,0.027777777799999997,11.0,16.0,10.0,18.0,22.0,20.0,26.0,26.0,21.0,18.0,5.0,20.0,11.0,22.0,25.0,-2.0063119579,-1.1879510994,-1.4944068383000002,-1.662919461,0.6941176470999999,1.6250414667,1.6228844233000002,5.5555555556,11.1111111111,-40.740740740700005,4.4,2.0,33.0,35.0,35.0,30.0,31.0,28.0,0.5174603175,40.0,,7.0,-16.0,27.0,0.7388153076,0.002644253,0.7172607422,0.0028095753999999996,0.6388888889000001,-0.25,-0.25,-0.25,4.0,4.5333333333,-340.6666666667,1.9920668536000001,0.2945836143,1.2443814737,-6.5,49.0,47.0,,,0.4440222517,7.0,1.2074827611,1.9542326846,-0.025322974600000003,-0.22664028,0.9090909091,0.8181818181999999,1.0,0.9090909091,150.0,0.11111111109999999,0.8888888889000001,0.6666666667000001,0.7777777778,2.3268280731999997,1.7084567676,-0.985750207,-0.0547949252,0.0048699454,2.1087730278,1.4203059812999999,-1.1800347216,-0.2329365523,460.0,6.4,7.6,-450.3333333333,1.5585100556,0.3735185498,1.0598612653,-302.3333333333,-342.6666666667,1.7906876279,0.3818509716,1.1411792313,40.3333333333,-37.7291666667,2.2972339507,1.5694537621,-1.2854129609,0.0941538208,7.0,5.0,7.0,3.0,7.0,-42.0,-0.5966111835,-0.2183721029,2.0109154639,1.6626052847,67.3333333333,0.040498504000000005,0.2672817912,5.0,2.1111111111,4.5,1.0,3.1428571429,2088.4986111110998,-6.0,8.0,4248.3333333333,,,-9.0,-13.0,-11.0,-15.0,-33.0,0.1675391866,0.3841961797
s262,0.6581363971,0.24129636829999998,1.3925130227000002,1.3,-587.0,-0.1333333333,794.0,-1214.5833333333,-0.2,379.0,-1.9888668626,-0.232967663,-1.8403433066,-0.0475218425,3.7491570993,1.7045376759000002,0.7036832292,0.6779992170999999,-4.3625e-06,-0.0029648743000000003,-0.0005427246000000001,-12.0,-16.0,-19.0,8.0,7.0,12.0,13.0,50.0,3.2023838102999997,0.4268734117,1.401605601,0.1666666667,-0.33333333330000003,10.25,0.033333333300000004,0.0,-0.0023333333,8.604228441e-16,19.3333333333,-0.054893238399999995,0.0,-0.014120996399999999,-4.120106761600001,-12.0,16.0,-0.1382701665,-0.5675759029999999,6.0,6.1,1.9001100708,1.6986698043,-1.1596630681,-0.4209716389,0.6111111111,10.0,15.0,8.0,13.0,14.0,28.0,21.0,29.0,26.0,22.0,10.0,15.0,7.0,9.0,18.0,-0.49863564619999995,0.5815869474,1.0341770887000001,0.36634426770000006,0.9886363636,2.9687081576999996,3.6817979688,44.4444444444,-22.2222222222,-25.925925925900003,4.8,4.6666666667,27.0,27.0,23.0,19.0,22.0,48.0,0.7968253968000001,33.0,214.0,5.0,-15.0,16.0,0.6991075515999999,0.0017055592999999998,0.7930145264,0.0018119816,0.30555555560000003,-0.0002011893,-0.0008898748000000002,-0.0015811388,4.0,4.3333333333,,,,,,,48.0,16.5767394359,-12.2536842265,0.8510518098000001,6.0,1.1030409695,1.9415045313,0.4363851999,0.2526767341,0.5454545454999999,0.6363636364,0.5454545454999999,0.9090909091,116.0,0.11111111109999999,0.44444444439999997,0.44444444439999997,0.11111111109999999,4.3039647865,2.0876911535,-2.3461911329,-0.0189864631,0.026711755499999996,2.8781317204000003,2.1208761771,0.170514775,0.39402140399999996,457.0,6.0,5.0,-285.0,4.142738378,0.33898227010000004,2.3887282587,-507.25,-510.0,3.1605594958,0.3925589236,1.6551759503,2.75,1.8402777778,2.7872158519,1.8383145431,-1.032473136,0.3934563310000001,6.0,5.0,6.0,5.0,4.0,-32.0,0.4062431677,0.29008978760000004,1.4046646566999998,1.6075248236000002,115.5,-0.922541304,-0.7351285623,3.6363636364,3.1111111111,3.75,2.625,3.1428571429,2395.695,-9.0,8.0,3125.5833333333003,1.7172658434,-0.21905356609999999,-18.0,-23.0,-22.0,-28.0,-25.0,0.4635058485,0.4505220142
s264,0.4787098192,0.2860225536,1.4308333199,1.05,-267.32,-0.1666666667,448.0,-829.7222222222,-0.4,290.0,-0.6767644964,-0.34726826450000003,-1.770446704,-1.0634443162,2.0797713285,2.1981176249,-0.0576794471,-0.09743846949999999,-0.0072476925000000015,-0.0191414185,-0.1869287109,-11.0,-16.0,-21.0,9.0,7.0,13.0,16.0,46.0,2.0463449733,0.2895818792,1.4627260247,0.8333333333,-0.1666666667,15.916666666700001,0.15,0.0,0.004,-0.5,16.0,-0.0354907539,0.0,-0.0043535867,-0.2588904694,-11.0,11.0,0.1372707082,-0.8871473225000001,7.5,5.5,,,,,0.0,10.0,20.0,12.0,18.0,20.0,25.0,25.0,28.0,30.0,24.0,10.0,25.0,13.0,14.0,21.0,-1.2230110806999999,-0.0922410908,-0.5316294363,-0.18102823989999997,0.7621848739,2.9317968167000004,2.2959356171,0.0,-22.2222222222,-37.037037037,6.0,5.3333333333,28.0,27.0,28.0,24.0,27.0,47.0,0.7111111111,22.0,117.0,10.0,-16.0,18.0,0.6076866865,0.0010839903999999999,0.6068635941,0.0020897739,0.3611111111,-0.25,-0.25,-0.25,3.0,4.4,-326.8333333333,1.39358573,0.3296724923,1.117863657,70.5,-21.5,46.0,,,0.3739539232,7.0,1.2009628545,1.8797300366,-0.909928776,-0.1834714051,0.5454545454999999,0.9090909091,1.0,0.8181818181999999,119.0,0.22222222219999999,0.375,0.6666666667000001,0.11111111109999999,2.5860449051,1.4484235208,-0.6496361706,0.15916875390000002,0.025156151600000003,3.5394606399,1.5395032564,-1.7642467911000002,-0.33503133100000004,383.0,3.6,4.5,-341.3333333333,1.1153850415,0.2063006819,1.4195321753999999,-283.3333333333,-313.6666666667,2.0751066929,0.34959025800000004,1.2123971712,30.3333333333,65.3263888889,2.7092710762000003,2.5930438801,-0.9101451168000001,-0.15016192450000002,5.0,6.0,5.0,3.0,6.0,-39.0,-0.6086493628,-0.2197268358,1.1412856229000001,2.0628152488,-90.0,0.17938870580000002,0.2152532962,3.9090909091,2.7777777778,3.75,3.0,3.4285714286,2791.7305555556,-27.0,2.0,2539.9166666667,,,-18.0,-21.0,-22.0,-27.0,-22.0,0.3995219635,0.4837047450000001
s265,0.9041538588,0.00035918990000000003,1.7903255684,1.95,-954.4782608696,-0.23333333329999997,564.0,-303.91304347830004,-0.23333333329999997,410.0,-0.6558836018,-0.1140686324,-0.4154659696,0.0505203341,2.1792887023,1.4737169467,-0.1704851561,0.3679773998,-0.0008273732,-0.0027303162,-0.012794921899999999,-13.0,-21.0,-21.0,9.0,11.0,14.0,12.0,36.0,1.8236470912,0.2226205078,1.4364182699,0.6666666667000001,-0.1666666667,10.0,2.2204460489999999e-16,1.0,0.0036666666999999997,-2.3333333333,6.958333333300001,0.065152134,2.0,-0.0090806616,-3.0481927711,-12.0,10.0,0.6466681504999999,-0.3851428674,7.2,4.9,0.38173597649999996,1.5684709889,0.049416484299999994,0.20283761379999998,0.19444444440000003,11.0,20.0,11.0,13.0,22.0,19.0,16.0,24.0,33.0,8.0,11.0,25.0,16.0,10.0,28.0,-2.6398586452,0.0084995535,-2.8665750042,0.0362079464,0.46408045979999996,1.4630706078,1.6207341472,38.8888888889,-22.2222222222,-29.6296296296,3.4,4.0,20.0,20.0,23.0,20.0,26.0,49.0,0.5047619047999999,27.0,129.0,6.0,-23.0,24.0,0.6584772348,0.0012880778,0.7155580997000001,0.0017411071,0.6111111111,-0.0636371852,-0.06403124240000001,-0.0256124969,4.0,3.6,,,,,,,37.0,,,0.5271598123,6.0,1.0282684383,1.8666100898,-0.8722097329999999,-0.4556225664,0.6363636364,0.45454545450000006,0.30000000000000004,0.6363636364,114.0,0.7777777778,1.0,0.8888888889000001,0.7777777778,1.7895106833,4.3930607327999995,-0.9712102712,-1.8444539756,0.0805766881,3.3645001333999995,1.1364381061,-1.5379421819999999,-0.20928268100000005,372.0,5.2,5.3,-318.6666666667,1.2245417713,0.3266847546,1.5064496456,-273.3333333333,-303.8333333333,1.6543712707,0.3212647471,1.2189987928000001,30.5,96.6861111111,2.3860893452000003,2.6443144303,-0.8642534645000001,-0.1678563722,2.0,6.0,7.0,5.0,7.0,-48.0,-0.2774483479,-0.102535841,1.059866527,1.8260045434,-4.0,0.042572481399999994,-0.0334420725,3.4545454545,3.7777777778,3.875,2.75,4.2142857143,2173.7783333333,-8.0,6.0,3099.75,0.38299225229999995,-9.714451465e-16,-17.0,-19.0,-28.0,-41.0,-39.0,0.1908178884,0.6324724611
