,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s238,1.2269917817,0.26642981,1.1701199665,2.95,28.76,0.1666666667,18.45,0.33333333330000003,-0.1422230108,-0.9683924538,2.4588375515,0.31801984110000003,1.7837852195,-0.8090990083,-6.257756390425468,-1.0234894159288312,2.5642454605,0.2625783045,1.2720298873,0.1666666667,0.5,7.1666666667,2.116362641e-16,0,-0.0006666667,-0.0833333333,12.25,-0.058452381000000005,0,-0.0019952381,-0.2571428571,-0.0786691888,0.5972515856,7.3,6.5,1.8659132675999999,0.4839224667,1.2334041911,-1.0826063517,0.3611111111,-1.0949792621,0.3275514846,-0.1338036061,2.40274826,1.4000732175000001,0.0247609669,1.7779348195,-0.5622446405,3.8597451277,172.0,9,0.6941539764,0.0013771529,0.7544366837,0.0013347778000000002,0.4444444444,-1.3862943611198906,-3.664674886451777,-3.664674886451777,-1.4772999148000001,1.2992200602000001,0.4243535661,1.8237466469,-0.1511341955,,,,,,,-7.5007003602,0.6831988375,5,1.7230138745999999,0.4692055432,1.7185985060000002,-0.3284951856,2.3050296902,0.12431930220000001,2.798409594,-0.4146923664,0.5061124694,0.0684712868,2.4660848771,0.2925228784,1.2688884309000001,-0.6717458927000001,405.5,5.2,5.8,,,,,288.1666666667,359.1666666667,2.6608398923000003,0.3035475219,1.3322935892,71.0,-10.9616402831,2.1700352954,0.3352523922,1.8609259014,-1.0782397882,-0.31211578900000003,-0.3402223461,0.6011047222,0.1036594128,1.953096558,-0.7153908454,-0.3270155612,2505.8520833333,9,4,3217.6666666667,0.8131126275,0.8123341892
s244,1.1337066996,0.2763809161,1.18062006,1.7000000000000002,2.9310344828,0.033333333300000004,4.48,0.1666666667,-0.3030131219,-0.646737018,3.9864108952,0.35059897430000003,2.4445404046,-0.8802926654000001,-6.813076844141192,-4.459964418587969,3.8891649265,0.2821674513,1.4813798851,0.1666666667,0.5,3.9583333333,-0.0041666667,2,-0.006500000000000001,-2.2916666667,2.5416666667,0.0144047619,2,-0.0030904762,-1.1773809524,0.0,1.0,8.6,6.4,1.9099291601,0.4163547058,2.1730688165,0.1377652274,0.5277777778,-3.4292986607,-0.2103037302,0.3298219498,4.6604910377,3.2152617424,0.1865529913,2.0673165621,-1.4375347416,3.0903382679,138.0,9,0.5,,0.5505565405,0.0007289195,0.6944444444,-4.625581180301964,-4.625581180301964,-3.664674886451777,-1.3912342202,1.6843551511000001,0.33979610920000003,1.795202272,-0.437400701,,,,,,,-16.1029551657,0.3638410613,7,1.3858392128,0.4312386843,2.0227412462,-0.5148504066,3.2897359872,0.3806087701,1.889400544,-1.8106064577,0.3790523691,0.0520083432,2.8910163759,0.33967966580000003,1.5453454489,-0.29570190420000003,388.0,5.9,6.0,353.5,2.9083477421,0.4059475346,0.11294419711517639,312.8333333333,310.6666666667,2.3652027475,0.4011783124,1.3088873597,-2.1666666667,14.7713243547,2.3890039826000002,0.3928597412,2.4321533377,-1.5236022255,0.1274838991,0.11980098510000001,1.9198053087,0.40804315490000004,1.5311928785,-0.4990869083,-0.624529332,3705.0740740741,-2,9,3587.8333333333,0.7683461259000001,0.4092556811
s254,1.3251721835999999,0.31625566720000003,1.4099963267,2.7,36.0,0.1666666667,25.2727272727,0.2666666667,-0.7369333735,-0.8318860788,3.2239106746,0.32209780050000003,2.0369121589,-1.6675733582,-9.702821947996027,-7.353596387330793,4.9921056274,0.2468668238,2.1271381488,0.33333333330000003,0.5,5.875,-0.0125,2,-0.0055000000000000005,-1.7083333333000001,6.9583333333,0.0543478261,1,-0.0023304348,-1.5173913043,-0.2337008999,0.4589432621,8.3,7.6,1.8349852281999999,0.43426226500000004,2.1896574451,-0.07075722450000001,0.5,-3.101147743,0.5504818215,0.0,5.3201349372,3.3544131333,0.177277185,2.3558309026,-0.8075379761,4.3503317988,144.0,6,0.7218481064000001,0.0010297231,0.7191323757,0.0009127643,0.5277777778,-6.449609932071972,-6.449609932071972,-5.553730190361736,-1.7173098195,1.1068964341,0.5586349181,1.7164256213,0.0096111936,,,,,,,-0.27693337500000004,0.6481304744,8,1.7616875488,0.6008002705000001,2.4470090651,-0.18985817900000002,2.7468162093,0.36264211700000004,1.9772855238,-1.8707165036000002,0.3925925926,0.0535074945,3.3771405,0.27644009410000003,1.7029411906,-1.3204021334,309.0,6.2,6.9,262.5,3.5928414235,0.33729633130000003,1.0101847779433528,238.8333333333,263.0,3.8636506599000002,0.3092139631,1.8454930077,24.1666666667,3.2464707577,3.4623211185000002,0.389410584,2.2047715635,-1.5311531010000001,-0.3803704363,0.1938092164,1.5928290671,0.2697317489,2.2458851798,-0.4113321656,-0.41146839230000004,4120.0,-14,5,8153.25,0.9026181596,0.4646395862
s259,0.8968217639,0.0202927533,1.7912891616,1.9,24.0344827586,0.033333333300000004,0.8333333333,0.0,-0.9190111509000001,-0.7367500807,2.2482011739,0.4041268012,1.3531895071,-0.652079418,3.274107844473008,3.2665116772436598,1.5577123248,0.3070881508,1.7084686127,0.8333333333,0.0,13.4166666667,0.0666666667,1,-3.4694469520000006e-18,-3.0833333333,20.4583333333,0.34075834180000003,1,-0.0010353893,-1.8924165824,-0.1620258433,0.5718815649,7.8,6.1,,,,,0.0277777778,-3.5601514046,-2.8773158396,-0.5517869513,2.8778670206,1.7816717053,0.33619782200000004,1.4801713923,-1.2379163798000001,2.9825269658,,8,0.8464805603000001,0.0023359549,0.74439888,0.0024269019000000003,0.47222222220000004,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.2347638954,1.3655791194,0.4090616432,1.4003956687,-0.3943861672,464.6666666667,2.0924862914,0.3311388282,1.3387908664000001,26.5,5.5,,0.5373145314000001,9,0.8415766931,0.5695292709,2.0232093819,-0.43201643970000003,1.7225057105000001,0.4546251169,1.6777094799999999,-0.2774733589,0.41102756890000003,0.08082040900000001,1.2113090329,0.32226447350000004,1.4268675929,0.0243853189,444.0,7.0,5.5,373.8333333333,1.9516352373,0.4090628403,0.10569081104429902,328.5,357.1666666667,1.7561863276,0.41127335130000003,1.0923071755,28.6666666667,36.3882705789,1.5462400654000001,0.344561536,1.615790523,-1.2267317645,-0.5401526959,0.0133359,1.1839181199,0.375017082,1.4824988334,-0.3693508267,-0.6608948511,1602.8345238095,17,7,4614.4166666667,0.8648830245,0.2645129041
s262,0.5477640931000001,0.0395356043,1.8249555038,1.35,24.125,0.2,26.5,0.33333333330000003,-0.6408245526,-1.0518832534,2.669238878,0.4067199112,1.7996261794000001,-0.2481448315,-10.694128495181904,-8.341914712301016,3.3635911957999998,0.36234138800000004,2.0607926415,0.33333333330000003,0.33333333330000003,23.0416666667,0.0291666667,0,-0.0031666667,-0.875,24.875,0.115959328,0,-0.0022590628,-1.8209549072,-0.34843608470000004,-0.2202393571,6.5,4.9,2.1607057689999998,0.5979125729,1.9316011733,-0.41280048490000004,0.5555555556,-2.3172487339,0.4176225441,0.0660674611,2.9361061664,1.6234489168000001,0.2595287609,1.4949510143,-0.8893284577,4.1867508355,178.0,4,0.6656484127,0.0012089235,0.7388380051,0.0015502648,0.5555555556,-5.553730190361736,-5.553730190361736,-4.625581180301964,-0.4403453055,0.8939077561000001,0.0157587893,2.4395731676,0.0960016036,,,,,,,,0.8870609067,4,1.4888148042,0.4975558478,2.3280389558,-0.506471423,2.3906372507,0.44378696110000004,1.9970449865000002,-0.7163397747,0.365914787,0.0535418583,1.6456358585,0.36376927810000004,1.6893567087,-0.5605488327,406.0,5.3,4.2,,,,,,,,,,,,1.5414714699,0.5495225123,1.7849790991,-0.6065862805000001,-0.45145596790000003,0.2084793704,0.9150890515000001,0.1136233808,2.1969835006,0.3737932926,-0.1470153239,2077.4478571429,14,5,4281.5,0.7957791412,0.1477808984
s265,1.1193598037,0.0808861406,1.3802972654,1.25,7.9310344828,0.033333333300000004,8.9565217391,0.2333333333,-0.2646616121,-0.41964672900000005,1.4406539731,0.1178059852,1.9336771723,-0.1438274162,-7.579764449756314,-6.090874933281642,1.8760242907,0.2884290866,1.2095121559,0.5,0.33333333330000003,5.6666666667,0.05,0,-0.0023333333,-0.6666666667000001,2.2916666667,0.068872549,2,-0.0005784314,-0.625,0.154428206,0.7597624457000001,6.4,4.8,,,,,0.7777777778,-0.7494148302,-0.6871427021000001,-0.86621165,2.2391175063,1.5517158061,0.0673792027,1.6465845491,-1.4013457528,3.1627162453,143.0,4,0.6366159439,0.0013916901000000001,0.6491631031,0.0012598353,0.3888888889,-4.609202534990781,-4.625581180301964,-3.664674886451777,-1.8465526553,1.7586593258,0.4213724179,1.1739329158,-0.090970651,,,,,,,,0.5560328680000001,6,0.6412105163,0.3370557596,1.565111633,0.178195831,,,,,0.2613333333,-0.0066508495,1.839796283,0.1177491536,1.3308070387,-1.1114774199,351.5,4.6,4.6,343.5,1.0584371906,0.21639508970000002,0.27416432738001534,255.3333333333,285.3333333333,2.2025305673,0.29576403500000004,1.3039443616,30.0,111.9173172261,1.7301282372,0.0644072165,2.3631897345,-0.1855917413,0.3179956061,0.0993741043,0.6001908690000001,0.0257080168,1.6538833254,-0.12621034620000002,-1.0309456863,1927.0732142857,13,8,2787.8333333333,0.1459329647,0.1762280762
s269,0.3137001745,0.027481355500000002,1.4584322263,1.4,42.2916666667,0.2,32.8571428571,0.5333333333,-0.49331859450000004,-1.0616728816,3.8962838623,0.3801494279,1.9111426371,-0.6941563162000001,-7.358268329613819,-8.65337265852577,3.1870097768,0.2632402776,1.8801117809,0.33333333330000003,0.33333333330000003,10.9583333333,0.0625,2,-0.0011666667,-5.4583333333,18.7916666667,0.032898953200000004,1,0.0032095706,-2.3047425764,-0.35989808170000004,0.8171151287,10.3,7.6,1.4055113766,0.6376542755,1.8736381538,1.0774868008,0.8333333333,-2.8411087188,0.1089889077,0.3346735035,4.6507879302,1.8830518414,0.1559354557,1.9909031594000002,-0.7020170633,2.8911536404,111.0,10,0.868359375,0.0013624227,1.0,0.0015003037000000002,0.7222222222,-6.449609932071972,-7.824046010856292,-6.459815398943087,-0.7714777248,0.8247305291,0.32174075750000003,1.2644153019,0.0516911174,,,,,,,,0.7685818999,8,1.2847131658,0.6597586747,1.7919588519,0.0464949336,2.9673572306000002,0.22116787610000002,3.3985700481,-0.6697776185000001,0.39356435640000004,0.0460882913,2.9249783064,0.3356113753,1.5556086357,0.1565699729,346.0,5.8,5.5,,,,,366.0,375.1666666667,3.0056052216,0.3159133222,1.6148005067,9.1666666667,-3.417843389,2.187379442,0.27527625310000003,2.7620280875,-0.6566773882,-0.4425367033,-0.5130637853,0.8284287178,0.0527132346,2.1930582777,-0.4020789004,-0.7106700479,2203.130952381,6,9,5238.0833333333,0.6494265071,0.2838196365
s273,0.6381965338000001,0.0282076069,2.3802904883,2.0,26.0869565217,0.2333333333,18.0,0.1666666667,-0.4440128239,-0.0392336672,3.6899636344999998,0.43160252200000004,1.7452500756,-1.3877530066000001,-8.895681468480221,-6.208856868495895,7.5336225239,0.3586363816,2.330121958,1.0,0.0,8.25,0.2416666667,3,-0.0093333333,-2.75,4.75,0.0434397163,2,-0.0031489362000000003,-1.5656028369000001,-0.2226028941,0.8641001367000001,7.3,6.7,3.174265807,0.5009565212,2.2565240666,-0.3455254938,0.47222222220000004,-3.9303843682,0.6724765469,0.0,5.3201349372,5.6570081278,0.1582180942,3.8638955331,-0.8075379761,4.3503317988,195.0,7,0.8952316284,0.0008099794,0.9872558594,0.0008041923,0.6666666667000001,-5.553730190361736,-5.553730190361736,-4.625581180301964,-0.6692554564000001,2.4109869255,0.5118084616,1.8212548127,-0.3681620433,495.5,4.638182981,0.4194060633,1.724842113,46.0,64.5,-11.6236670906,0.453987744,14,2.0814143871,0.5472318593000001,2.1310409915,-0.2965816537,3.7829610221000003,0.47130057420000004,1.6783096095999999,-1.2826041612,0.49014778330000003,0.0650041742,4.3452039894,0.4069224603,1.3408711181,-1.501173048,402.0,6.5,6.1,389.8333333333,4.2612681262,0.52866289,0.5955124518941604,408.1666666667,439.0,3.9059680613000003,0.4101075487,1.319913336,30.8333333333,49.0032722833,3.8527864536000003,0.4410925216,2.2175940938,-1.1022099678,-1.0981491263,-0.4347739598,1.8960675103,0.42691068,1.919984927,-0.4250897181,-0.16468881800000001,2156.2691358025,22,6,3390.0833333333,0.8691521709000001,0.4239400457
s275,0.8198130393,0.0381687957,1.3533928119,1.6,38.3913043478,0.2333333333,19.7272727273,0.2666666667,-0.4501430723,-0.8751776941,2.1833315958,0.37145499470000004,1.6117721512,-0.1463980223,-7.569369296953658,-5.424620477685606,2.6796662009,0.2728468912,1.231854821,0.1666666667,0.8333333333,14.5,-0.1,1,-0.0056666667000000006,0.6666666667000001,15.3333333333,-0.021446384000000002,0,-0.0032269327000000003,-0.2167497922,-0.0568516509,0.1314137343,9.5,8.8,,,,,0.0,-2.3116674763000002,0.44882274310000003,0.4650754888,2.0003166078,0.6832635679,0.049333042800000004,1.3292294820000001,-0.6529863250000001,2.9892151171,94.0,3,0.6054178953,0.0024307599,0.627158308,0.0022356119,0.5,-1.3862943611198906,-1.3862943611198906,-2.067339257049917,-0.43611300550000004,1.25962809,0.07225027690000001,2.5142591955,0.10063084650000001,400.0,2.1033334591,0.07563214480000001,2.1037703045,64.5,8.0,,0.5508902684,1,0.8092343184,0.3205778791,2.0552885118,-0.0018604462,2.0443543951,0.3830764681,1.5440125952,-0.9773310420000001,0.37623762380000003,0.051702232300000005,2.6424344773,0.3220788978,1.3908885947,-0.8806915398,341.5,3.6,4.3,414.0,3.1492624471,0.3088759567,0.2749255004665712,374.3333333333,412.5,2.9927500104,0.3364085958,1.226679467,38.1666666667,16.7669660679,1.5594537521,0.40115886710000004,1.4828144426,-0.1114159916,0.5341322294,0.2450885341,1.1062438224,0.3840134991,1.4759019615,-0.9468341188,-0.9220362424,1591.545,17,7,4103.9166666667,0.1468583208,0.32182275930000004
s277,1.0680233194,0.3555305039,1.5255712056,1.75,38.3333333333,0.4,29.1428571429,0.5333333333,-0.8604293251,-0.769703894,3.6185460331,0.3103747478,1.8127490626,-0.7680452754,-12.48684530968102,-12.345265749724453,3.8323332152000003,0.0173232189,3.4036488087,0.5,0.33333333330000003,14.8333333333,-0.033333333300000004,0,0.0016666667,1.1666666667,23.75,0.0385221778,1,0.0001606054,-3.5368929998,3.330669074e-16,-3.0531133179999997e-16,8.6,7.8,1.4703851771,0.5343107335,1.5771143378999999,0.5504834688,0.0277777778,-0.6595949419,0.2098287366,0.4847229195,4.3506890982,2.640646004,0.2710088979,1.49664757,-0.8005189753,3.0881574643,106.0,9,0.6149285316,0.0013204310000000002,0.5483540773,0.0016292839000000001,0.5555555556,-1.3862943611198906,-1.3862943611198906,-2.748384152235016,-1.440110426,2.2908775754,0.4406083273,1.4467706076,-0.4349247077,326.6666666667,2.6853723542,0.3186327183,1.1339158005,34.0,11.5,18.4355740835,0.40670605590000003,10,1.3932406747,0.4890172675,1.7870908793,-0.4456923424,3.3042080557,0.42764234170000004,1.2718162379,-1.2990179619,0.43488943490000004,0.0307367618,2.9675237536,0.3149755469,0.9807889369,-1.9149951226000002,347.0,6.0,5.9,260.5,4.4590989084,0.32596252810000004,0.7126560229898907,278.5,321.6666666667,2.9574057055000003,0.3195902584,1.0898442839,43.1666666667,-22.076897019,2.0943920716,0.3444381013,1.5346421915000001,-0.5940296472000001,0.5469798961,0.025236032000000002,1.0348953581,0.3584940373,1.2926980773,-0.8917246771,-0.7113273579,1337.5518037518,40,6,2897.8333333333,0.1621720448,0.3957061676
s284,1.4161748772,0.28492941920000003,1.6686304475,2.6,38.1904761905,0.30000000000000004,22.6111111111,0.4,-0.4644311122,-0.483322256,3.5214081936,0.2700469538,2.2090513092,-2.12180268,-9.304447775406102,-7.969246364619039,3.8054173882,0.28923709000000003,1.7333066621,0.6666666667000001,0.33333333330000003,18.4583333333,0.0625,1,-0.0038333333,-4.125,20.5833333333,0.0915024631,1,-0.0024137931,-4.8435960591,-0.0205639177,0.2481450074,6.6,6.9,3.0177732959,0.47461758730000003,2.3512922781,-0.0364945267,0.7222222222,-2.2133855072,1.3549195586,0.0,5.3201349372,4.2383686089,0.1660862855,2.7508245499,-1.0385004382,3.3813588491,230.0,4,0.8100778580000001,0.0019598366,1.0,0.0020872956,0.5,-7.365900695568905,-6.449609932071972,-5.553730190361736,-1.4905331448,1.6746785475000001,0.5102159259,1.4024009334,-0.25201621280000003,,,,,,,-19.4668082309,0.7064388444,16,1.7260291481999999,0.584955207,1.7565222006,-0.5322423762,4.5133563682,0.4666123478,1.8575161058,-1.8268520865000002,0.5541871921,0.0481088841,3.5145818992,0.3318036921,1.5431929242,-0.3725360346,322.5,7.2,5.7,291.8333333333,5.6369334934,0.3749456514,0.7346472474731457,297.8333333333,304.0,3.2470047372,0.3873587988,1.3987406631,6.1666666667,-9.3836206897,3.2677000742,0.4055911835,3.0335402376,-1.0870972273,-0.45067368560000004,0.1708577206,1.3393603518,0.4225381251,1.7824939832000002,-0.3546651859,-0.8908841279,1481.0241046832,15,8,3100.6666666667,0.8471010189,0.1901238455
s285,0.5350845344,0.28203962720000003,1.5583597815,1.45,21.875,0.2,13.9583333333,0.2,-0.8692045252,-1.0350988805,3.936342443,0.5210109988,2.042527594,-0.198107779,-5.705903692849596,0.9749081936236161,3.2731216805,0.3323577278,1.5765729468,0.5,0.33333333330000003,4.2083333333,0.0125,1,-0.0038333333,-1.875,4.7083333333,0.14283720930000002,3,-0.0063488372000000005,-2.0125581395,-0.3695475427,0.7312925967,6.7,4.8,1.0390716664,0.4729207515,1.9694764141,-0.7687021132,0.0,-2.4227820316,-1.8834039253000001,-0.8864604548,3.5472140276,2.4143191111,0.252337953,1.6927037517999999,-0.2927955376,3.3208469219,128.0,6,0.860736084,0.00176516,0.9984375,0.0016453483000000001,0.4444444444,-2.067339257049917,-2.748384152235016,-1.3862943611198906,,,,,,378.1666666667,1.9580351551000001,0.3188717109,1.6778645311,5.5,311.0,10.9660062986,0.7289525998,5,1.1119375023,0.602455097,2.4019533067,-0.41632442070000003,2.936624223,0.47676374190000004,2.5548711436,-0.6320681401,0.3979591837,0.0859009267,2.7480132347,0.2912751517,1.7704152664000001,-0.6306686769000001,368.5,6.0,5.2,254.3333333333,2.5485225683,0.404770493,0.6252352484510386,343.0,425.8333333333,1.5234242447000002,0.3816723481,1.8532423055,82.8333333333,11.8298223008,2.211515702,0.5839397848,2.0225007867,-1.1079478499,0.1481125913,0.0521390568,0.8380797337,0.20913498530000002,1.8620930352,-0.6560265609,-0.6246897654,3522.2666666667,4,8,3634.0,0.1785826093,0.32035653270000003
s286,0.7268604491,0.15941204990000002,1.611549477,1.7000000000000002,,,,,-0.9858924919000001,-0.1931477992,3.4822720483,0.4593949994,2.2418218329,-0.3990488211,-8.219096910570599,-9.985728507920038,2.2425330268,0.330659588,1.4770344148,0.5,0.1666666667,9.2916666667,0.0625,1,0.0011666667,-4.0416666667,5.375,0.1244135058,2,0.0015536067000000001,-2.0833150625,-0.006407782000000001,0.8924830799000001,7.9,6.7,0.9397398256,0.1685844709,2.4692357009,-0.5546725752,0.30555555560000003,-1.1974700395,0.3013288897,0.4902031417,4.3397286539,1.5869011496,0.2037173696,2.1379797075,-1.2890129854999999,3.38738178,112.0,8,0.7183218002,0.0018236276,0.8291753769,0.0018624389,0.4166666667,-5.553730190361736,-4.625581180301964,-2.067339257049917,-1.5184498253,1.4405618222,0.6473202443,1.5952198404,-0.0732503734,313.3333333333,1.5379487301,0.4264302849,1.4247023362,8.5,51.0,,0.5635854124,3,1.0632799204,0.7563920642,1.6771127185,0.2643851249,2.1586432931,0.4958815614,1.6197134387,-1.0333373481,0.37064676620000003,0.0396434954,2.1422981523,0.27944901110000003,1.7442103564,-0.034782247700000005,367.0,5.1,4.6,288.1666666667,2.1474925946,0.4685120137,0.4479091066603702,280.1666666667,284.8333333333,1.7167749263,0.39762054890000004,1.5476426255,4.6666666667,148.7908249158,2.0288153901,0.39812909690000003,1.7503355825,-1.4099799316000001,0.1280808981,-0.3084588984,0.46004861210000003,0.0991908757,1.7114517402,0.0531887683,0.0992108523,3077.45,3,6,3319.5833333333,0.7316597906000001,0.2299413867
s291,0.8300335161,0.028472344700000003,2.1797569978,1.7000000000000002,34.5454545455,0.2666666667,26.0,0.33333333330000003,0.2601723643,-0.9689519600000001,1.7690581095,0.2435101795,2.1033344316,-0.1844706213,-11.16996716554808,-5.624271382111104,1.8161562098,0.2160934036,1.9725105901000002,0.6666666667000001,0.0,11.7916666667,0.1958333333,2,-0.0221666667,-0.2916666667,10.7083333333,-0.0529632721,1,-0.0009933222000000001,-1.3522537563,0.27367413420000003,0.9840053149,10.0,9.1,0.73242221,0.1881071927,2.3082527073,-0.4058651307,0.0,-0.3882363291,-1.6304293751999999,-1.2882078674,2.7437192025,1.6338602753,0.1226679844,2.2796095008,-0.9630841912,3.0580660263,198.0,9,0.7657501221,0.0021077299,0.84140625,0.0017344138,0.5555555556,-2.92008656560793,-1.8444397271102142,-1.3862943611198906,-0.9155750415,1.3200496629,0.4838365685,1.8791732052999999,0.028635709800000003,,,,,,,,0.43190622240000004,9,0.8946477418000001,0.759549338,1.966601319,0.0302484943,2.0638701633,0.3871155039,2.1311482029,-1.5334432476000002,0.45363408520000004,0.0694368035,1.8218627943999999,0.3002758873,1.7993667395,-0.3554369173,398.0,5.5,5.8,398.8333333333,1.8473784739,0.37021894310000003,0.2305782112914549,300.8333333333,291.3333333333,2.3452231601,0.3599612204,1.3730596381,-9.5,42.1340427909,2.2339227907,0.4121559155,1.6597923023,-0.5213555513,-0.6794453497,0.1228126501,1.2181266913,0.1778238544,2.132009373,-0.024240321500000002,-0.4706224956,2261.9083333333,0,7,5296.5,0.7413259635,0.3824006311
s294,1.6318672107,0.25204252990000003,1.3121113943,2.4,20.7692307692,0.1333333333,19.1304347826,0.2333333333,-0.5273671941,-1.0266208928,3.3672238859,0.3296992582,1.4365456222000001,-1.5930524434,-5.1921992219635,-4.612604371192342,3.3192378339,0.280004929,1.2938190901,0.33333333330000003,0.5,11.375,0.0291666667,2,-0.0051666667,-2.7083333333,8.1666666667,0.0154613466,2,-0.0074447215,-2.2443890274,-0.21490619100000002,0.32436947860000004,7.7,7.2,3.1989670665,0.3945346725,1.8711408861,-0.3624523488,0.1944444444,-0.8085978851000001,-0.0934066336,0.0,5.3201349372,4.1632548789,0.2463646294,1.911796526,-1.070541321,3.8243251091,204.0,8,0.6834051132,0.0010698211000000001,0.8033329010000001,0.0013413533,0.5,-2.748384152235016,-2.748384152235016,-3.664674886451777,-1.8132766437,1.8351643461,0.34652234940000004,1.7383063622,-0.0386413003,447.5,2.5823303184,0.2674984535,1.5449514197,15.5,100.0,55.7420331374,0.549861669,16,2.7189821954,0.4272221557,1.7026794152,-0.4319259274,4.0893703298,0.3674497852,2.0721370993,-2.807845476,0.5356265356000001,0.1276263603,3.6362692706,0.2767039664,1.4358007891,-0.4013531806,314.5,6.9,6.3,370.5,3.3490434155,0.3028281886,0.22868032115583237,231.1666666667,277.8333333333,2.5554438734,0.3307431375,1.3660776684,46.6666666667,27.3748515322,2.7281345529000003,0.3069269237,1.974189022,-1.3785104093,-0.4678364352,-1.3375957757,1.6003780274000001,0.34618841650000004,1.6378923048,-0.1375375177,0.15720503230000002,1770.3833333333,12,9,2657.5,0.8789544226,0.2959266278
