,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.hyp_discount_rate_large.logTr,bickel_titrator.hyp_discount_rate_medium.logTr,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.dprime,hierarchical_rule.score,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.hyp_discount_rate_large.logTr,kirby.hyp_discount_rate_medium.logTr,kirby.hyp_discount_rate_small.logTr,local_global_letter.conflict_hddm_drift,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.learning_rate,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh.logTr,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,writing_task.neutral_probability,writing_task.positive_probability
s295,1.1045597078,0.18921045590000002,1.3534959192,1.75,26.6111111111,0.4,28.9473684211,0.36666666670000003,-0.45704273360000003,-0.6374068795000001,2.9153465639,0.49778146380000005,1.3850206432,-0.1249307144,-8.322986295916802,-6.8720353981360605,2.1813807194,0.1233893857,2.3692865314000002,0.1666666667,0.33333333330000003,21.5,0.0833333333,1,-1.0755285549999999e-16,-5.5833333333,18.0833333333,0.0063829787,1,-0.005312056700000001,-3.0053191489,-0.3828980598,0.5911812006,6.3,6.3,,,,,0.1944444444,-1.2558136208000001,-1.0297226696,-0.7137922814000001,3.1108270299,2.4283793533,0.15020543390000002,2.2065404357,-0.4034552521,1.7743876103,115.0,7,0.6798643112,0.0010439034,0.733621645,0.0013386825,0.3611111111,-2.92008656560793,-2.748384152235016,-1.8444397271102142,-1.3780289706,1.0237166068,0.3141778014,1.6635848007,-0.15625909170000002,,,,,,,-7.2746878854,0.7323256851000001,4,0.5036392146,0.15771595230000002,1.8564642783,-0.6769742230000001,2.1942597935,0.3511099677,1.9464905954,-0.7186845019,0.3974683544,0.045008368300000004,2.2760044437999998,0.3655531273,1.1691041159,-1.3271887548999999,393.0,5.4,5.5,373.1666666667,1.9309820287,0.3621537033,0.3296520356198172,285.3333333333,339.5,1.4395456977,0.2325425273,1.839672865,54.1666666667,39.6307037334,1.7137249963,0.3949366161,1.5166681293000002,-0.0019883297,0.09359885750000001,-0.2639496863,0.516616113,0.011876845,1.8202498067000001,-0.17218873240000002,-0.1210369043,2316.9444444444,2,7,5464.8181818182,0.5797782957000001,0.23767757080000002
s301,1.0045572102,0.2452909393,1.0663517865,1.55,39.2777777778,0.4,34.5294117647,0.4333333333,-0.8112073042,-0.8944606893,3.4350923911,0.41897688310000003,1.4198134501,-1.4851890282,-7.598891882108172,-7.477047937164488,6.2297165444000004,0.1849156431,2.346664025,0.33333333330000003,0.1666666667,6.9166666667,0.2583333333,2,-0.003,-2.4166666667,5.9583333333,0.2341206785,2,-0.007237706700000001,-1.3093193043,0.14494053240000002,0.7693977723000001,6.9,4.4,2.4166812697,0.4342699238,1.3243715465,0.13825787,0.1388888889,-3.214958265,-1.1683814937,-0.7548590441,3.810416849,2.8109795256,0.0805253512,2.0745459437,-1.1652624446,3.6348828618,176.0,8,0.7610870361000001,0.0016434696,0.9550781250000001,0.00169859,0.6666666667000001,-3.664674886451777,-3.664674886451777,-3.664674886451777,-1.3951979413,2.0796579184,0.4343036509,1.2702879199,-0.49390601770000003,285.1666666667,3.7484337980999998,0.3513176335,1.5135460158,22.0,93.0,1.6731860186,0.44106408690000004,12,1.5255450322000002,0.4752788464,1.2863156362,-1.0915726992,3.1782416856,0.4084044061,1.2899240988,-2.011878902,0.4645476773,0.0642404347,4.6523530375,0.331914694,1.5189609755,-0.6837726183,295.0,4.8,5.1,309.5,3.1308398082,0.352233923,0.08778960101141423,198.6666666667,241.1666666667,3.2878964531,0.31271362620000004,1.614057328,42.5,93.9139370584,3.3871893446,0.3337367167,1.4977567085,-1.4046491062,-0.9826666780000001,0.4585900477,2.8116955166,0.3333004178,1.5129623864,0.10506035200000001,-0.0059647529,1623.05,-7,10,8099.375,0.20086579240000002,0.3937884332
s305,1.9658900179,0.3192732749,1.3118080063,2.55,39.1739130435,0.2333333333,29.95,0.33333333330000003,-0.32937797020000004,-0.5640217665,3.2788587276,0.37202896290000004,1.7388730978,-1.0444904716,-7.59567952285309,-7.040031916284329,3.7877562927,0.2461255619,1.3910506788,0.8333333333,0.1666666667,10.2083333333,0.0125,0,-0.0068333333,-0.375,1.9583333333000001,0.0095915464,0,-0.0007591953,-0.0305832148,-0.0513569335,0.5803500044000001,7.3,8.4,2.1942807273,0.5067317100000001,1.4699840871,-0.5937679803,0.5277777778,-0.9812634504000001,-0.4021916339,-0.7548590441,3.810416849,2.5440923917,0.0825660627,2.7674904023,-1.0041893257,2.9758557574,183.0,9,0.6893368244,0.0023600302,0.7638870239000001,0.0023146673,0.6111111111,-6.449609932071972,-4.625581180301964,-4.625581180301964,-1.3388289987,1.6694229549,0.3605673186,1.9983484131,-0.32755850880000004,361.8333333333,3.7103811422,0.3121653481,1.7514838172,36.5,7.0,,0.4636853636,9,1.4937803967,0.4994287767,1.8318975186,-0.7610766611,2.8713351226,0.4531179274,1.4252808845,-2.4464871341,,,2.4617541824,0.3582044113,1.5303581761,-0.0523404872,388.5,5.9,5.8,231.5,5.0006523686,0.3993916026,0.8498150004304341,234.8333333333,284.6666666667,3.2774209186,0.3359462347,1.8042593769000002,49.8333333333,-18.6239285714,2.5144091741,0.3284744074,1.8969703263,-0.5323465027000001,-0.8548659070000001,-0.4614908867,1.618166361,0.3461474708,1.4900406284,-0.1247884615,0.1524191571,1609.4782369146,20,6,2805.25,0.8759710337000001,0.1889554095
s307,1.1141122662,0.1204282519,1.410865652,1.85,42.2105263158,0.36666666670000003,34.4705882353,0.4333333333,-0.3119401793,-2.0215968723,2.7051901617,0.3875567593,1.2668933173,-0.8703304165,-7.1495959114339485,-4.4553457795721085,7.3589426765,0.2622732405,1.9264949456,0.5,0.33333333330000003,8.8333333333,0.075,3,-0.005,-2.8333333333,15.1666666667,0.24988179670000002,3,-0.0099952719,-4.0141843972,-0.318936739,1.0426564902,9.5,7.5,2.4677958196,0.4014950892,1.7072628523,-0.0221846936,0.4166666667,-2.0751408766,-0.3941699494,0.3298219498,4.6604910377,2.8099687327,0.0634839723,2.4271743137,-0.8893284577,4.1867508355,209.0,7,0.7410460472,0.0010118983000000001,0.9203369141000001,0.0021017293,0.7222222222,-3.6869826661541367,-4.625581180301964,-2.748384152235016,-0.9097247829,2.0611343811,0.40676729,1.5692112115999999,0.1535428312,259.0,3.3294854078,0.2868790782,1.3811419264,23.5,21.0,,0.5282006108,8,1.7939332255,0.41009292280000004,1.5596080932,-0.5434332379,3.3610203082,0.4379634075,1.4311016656,-2.4402845065,0.4713216958,0.0949987597,3.5383203469,0.3021709851,1.188374962,-1.700697119,265.0,5.2,4.9,218.3333333333,3.8064722951,0.2723528417,1.0639154645712672,246.0,233.3333333333,3.8063115549,0.3894657553,1.6235152055,-12.6666666667,-2.1021903001,2.5721469463,0.3392703258,1.7073653705,-1.5742367048,-0.3736847171,-0.5606010022,2.6430852842,0.3521054105,1.5340883132,-0.0166780579,0.2392480558,2553.5833333333,-10,6,6618.5416666667,0.4038716572,0.5797582615
s313,0.7824100016000001,0.2019554594,1.4800182426,1.6,35.8,0.1666666667,19.1,0.33333333330000003,-0.2959212168,-0.6398749144,3.174702339,0.4145111267,1.7117217225,-1.9041124716,-9.283090650828095,-7.571270844417479,2.9390059449,0.3117798565,1.8916346568,0.5,0.33333333330000003,11.6666666667,0.075,2,0.001,-3.6666666667000003,12.5416666667,0.2801204819,2,0.0011325301000000001,-2.6987951807,0.9642729732,0.0031661563,4.9,5.1,1.7448798207,0.5315464809,1.6050559231000001,-0.2505678436,0.6944444444,-1.2055329082,1.5471901889000002,0.1910395678,4.9380558016,2.8427335312,0.2995399487,2.1715818772,-0.41348168350000003,4.6313963585,138.0,6,0.7602663040000001,0.0017898468000000002,0.8416503906,0.0017969284,0.47222222220000004,-8.511264302067358,-8.511264302067358,-6.449609932071972,-1.0801264317000001,1.5859269628,0.47637237600000004,2.1815157955,-0.3208286092,403.1666666667,2.4827741712,0.3838604608,1.5450874089000002,65.0,96.0,7.8689190962,0.755455313,11,1.4300524261,0.6141563520000001,1.5569867992000002,-0.0900072672,3.3311521565,0.4351316747,2.1084518966,-1.0371973437,0.382133995,0.0171154325,2.9858554011000003,0.3867438995,1.2614707788000001,-0.9380132265000001,406.5,5.0,4.5,348.8333333333,2.9818418708000003,0.1167623005,1.1812517122930988,375.6666666667,390.1666666667,2.8545402564,0.4116782686,1.6253700773,14.5,-47.2513087688,2.6609789868,0.3635057132,2.4958261394,-0.6228694883,-0.7677977108,-0.0492959581,1.6237255252,0.26991118070000003,2.5539417446,-0.1099369176,-0.6524802089,1873.9866071429,31,6,2747.4166666667,0.8048773842,0.22685620680000002
s314,0.5894422438,0.0155556787,1.6064014372000002,1.15,44.1176470588,0.4333333333,27.2727272727,0.2666666667,0.0588240123,-1.2347881028,3.5499874111,0.4746240425,1.9647161556000001,0.1385142719,-5.485370941701851,-9.055918586044363,2.4104756197,0.0934142337,2.4061709734,0.33333333330000003,0.1666666667,14.5833333333,-0.0416666667,0,0.0016666667,4.440892099e-16,6.375,0.005932203400000001,2,-0.01125097,2.9753930978,0.1170210118,-0.0613236905,6.3,3.9,1.0864532397,0.33827587060000003,1.8586696027,-0.6576793036,0.5833333333,-1.9190715052,-0.7663576682000001,-0.4201855406,3.141069842,1.424957398,0.0130807444,1.8984881806,-0.8903224109000001,3.6777149035,120.0,6,0.5851873398,0.0019741478,0.5823532104,0.0019965752,0.5555555556,-2.748384152235016,-4.625581180301964,-3.664674886451777,-0.5311030639000001,1.248215849,0.5468692105,1.7999532636,-0.0864448974,,,,,,,,0.5152832418000001,6,0.8788873985000001,0.46802796350000003,1.7381388345,-0.7644790093,2.778866941,0.46972208260000003,1.7081067080999999,-1.9723237978000001,0.31265508680000004,0.0252880704,3.202316144,0.3205059336,1.4233216858,-1.0824353107,380.5,6.0,6.3,,,,,349.1666666667,471.5,2.6197176218,0.23136817070000001,1.9862904322000001,122.3333333333,-17.330044843,2.1247581514,0.4046925078,1.7491815514,-1.6062552765,0.0702796304,0.2064725775,0.9349964659000001,0.2950179787,1.6848603388,-0.0240985196,-0.2384532628,1794.8590909091,6,6,3021.8333333333,0.7258887961,0.4374121791
s326,0.9621797966000001,0.0209973736,2.5491865663,2.15,34.2608695652,0.2333333333,32.7368421053,0.36666666670000003,-0.17078157600000002,-1.2641751337,2.7396264994,0.3587977636,2.0916799897,-0.8915450684,-8.226189516598566,-4.404344139866206,2.762682822,0.3211889564,1.9478412923000001,0.8333333333,0.0,8.5,0.35000000000000003,2,-0.0113333333,-0.1666666667,6.1666666667,0.2257326821,3,-0.0120728242,-1.8756660746,-0.17000263370000002,0.7465981916000001,6.9,6.2,1.8351292382,0.4008332054,2.1938880027,-0.14162727090000002,0.2222222222,-1.1155610622,-0.9594414037000001,-0.9342144304000001,3.4517060764,1.8900066987000002,0.0133988549,2.6858975963000002,-0.7122733402,3.5596877282,243.0,4,0.6009450912000001,0.0014539508000000001,1.0,0.0015858775,0.5,-3.664674886451777,-3.664674886451777,-2.748384152235016,-0.9935405919,1.6250887695,0.41761925200000005,2.2976905412,-0.4851249926,,,,,,,-3.7211716929,0.5476535495,12,0.8806008525000001,0.6284476623,2.2709963558,-0.13428923980000002,2.1987116641,0.4144613532,2.1195502609,-0.46730082170000004,0.5570652174,0.0927157039,0.9696806054,0.0755542293,1.9745553298,-0.1369993725,304.0,7.1,6.6,359.3333333333,2.9517262295,0.398234864,0.5609217949654255,293.0,305.3333333333,2.3889975653,0.3907374791,1.726873802,12.3333333333,14.1363300796,2.6607215297,0.35165422420000003,2.3528288067,-1.1705203285,-0.45520964420000004,-0.0466292062,1.7355765281000002,0.0254443655,3.1401269308,0.1009044139,-0.1244466434,2276.1979166667,-2,6,4871.9090909091,0.460401486,0.4004562781
s328,1.1552915276,0.34403853430000003,1.9593677944,2.6,45.2173913043,0.2333333333,32.0,0.5,-1.4795257065,-0.7168246273000001,2.7351230951,0.2964915985,1.5121929542,-0.8099751576,-5.153228766471501,-3.120939036259325,3.2872348602,0.23400840020000002,1.6817395178,0.5,0.33333333330000003,13.875,0.10416666670000001,1,-0.0171666667,-0.7916666667000001,19.6666666667,0.0079196217,1,-0.0050165485,-3.4208037825,0.1073485774,0.8386280328,11.5,11.5,1.7158170647,0.3507865855,1.737204159,-0.11493736800000001,0.0555555556,-0.3532784905,0.17290912220000001,-0.3719338943,3.8121088774,2.3224276754,0.14564268300000002,2.6272154627,-1.2494826612,3.4664424285,279.0,8,0.9,0.0031285626000000003,1.0,0.0026114347,0.5,-1.3862943611198906,-1.3862943611198906,-1.3862943611198906,-1.519579839,1.4272461920000001,0.3952610051,1.3137688731,-0.173464053,270.8333333333,3.9184843931,0.3163446038,1.5784448877,-5.5,24.0,-0.1492815015,0.4412296886,9,1.4554789329,0.3591726489,2.1615739505000002,0.24825411800000002,2.8263453279,0.404836372,1.6370827208,-1.3935112569,0.4285714286,0.020130030400000002,3.4702170172,0.2293206838,1.7420367112,-0.8703139798,273.5,6.1,6.7,329.8333333333,2.3773924175,0.3096521303,0.19831021090014264,237.6666666667,263.0,3.3926959727,0.3473053983,1.6479124038,25.3333333333,55.3803517845,2.7343236689,0.3792001821,1.7633449878,-1.6094437214,-0.2813268704,-0.5624174956,1.3070916601,0.30009569750000004,1.7340485724999999,-0.6513933977,-0.1326596809,1564.4393939394,20,7,1948.1666666667,0.8702555623,0.4784388498
s329,1.4563207207,0.1967510251,1.1630824886,2.05,22.962962963,0.1,23.380952381,0.30000000000000004,-0.11966728130000001,-0.9242883890000001,2.2788573869,0.33889299440000004,1.010435362,-2.2713784068000002,-4.36568740193222,-2.3594345014046194,4.3166772905,0.21429473570000002,1.1941855058,0.5,0.33333333330000003,22.5,8.326672685e-17,2,-7.979727989e-17,-2.5,25.625,0.0349358974,1,-0.0020219780000000002,-1.483974359,0.0886830754,1.2726696039,8.5,9.1,2.4846307129,0.4544864549,1.7140068965,-0.2984801503,0.0,-3.0463354401,0.1121003145,-0.1448413667,3.3579238221,2.3311930571,0.0857793662,1.471352794,-1.3646783862,3.2360509786,117.0,6,0.6138065338,0.0018209004,0.934375,0.0021590645,0.7222222222,-3.664674886451777,-3.664674886451777,-3.664674886451777,-3.5244824035,1.069573946,0.3355101848,0.9605785905,-0.023521471000000002,,,,,,,-5.001493818,0.3267903837,11,1.9533810351,0.37800569780000004,1.9956637149,-0.6416936247,3.0542991719,0.3646582669,1.2214704617,-2.2399455102,0.5,0.030180552500000003,3.715494883,0.2207784643,1.5557680655000001,-0.858979939,237.5,5.8,6.3,,,,,227.5,215.6666666667,2.4385451882,0.2368166382,1.135012548,-11.8333333333,44.025990676,1.9007472278000002,0.31312170040000004,1.4455435518,-1.4950714504,-0.2219982748,-1.2841509366000001,1.1279063559,0.24852393420000002,1.3248155116,-0.1976091798,0.2789372611,1172.1319444444,0,12,4660.5833333333,0.1297352548,0.1790249761
s334,,,,,29.0909090909,0.2666666667,26.5652173913,0.2333333333,-0.18557599560000002,-1.5894168311999999,2.5322001895,0.3911860947,1.5178779699,-0.9899536106000001,-9.302546673797467,-4.920204558532054,3.2843041371,0.2645110009,1.3825876985,0.1666666667,0.33333333330000003,14.9583333333,0.1625,2,-0.0031666667,-3.375,13.1666666667,0.0608333333,1,-0.0029000000000000002,-1.6916666667,0.15937007520000002,0.6457734909,8.7,6.1,0.6873210545,0.2613843341,1.6813273601,-1.0269839804,0.33333333330000003,-1.5355165272,0.35206061180000003,0.0,5.3201349372,2.8317729139,0.0290630483,2.8767133084000003,-1.1195720593,3.7262636324000002,221.0,7,0.6412079215,0.0016730231,0.7213916779,0.0019438672,0.5,-7.824046010856292,-5.553730190361736,-5.553730190361736,-0.7924100492,1.6187612326,0.41377854750000004,2.0031471683,-0.072916746,361.5,2.6401177978,0.3125951484,1.7188070829000002,58.0,126.5,,0.5700085365,7,,,,,3.3742684891,0.3595358273,2.0402217107,-1.9614228045000002,0.570719603,0.1320977562,2.7147460224,0.24810950280000002,1.6838874062,-0.31160415350000004,334.5,5.5,5.7,334.5,4.3523949843,0.2801973464,0.8980654183059812,308.3333333333,464.3333333333,2.5313514461,0.320802535,1.6131376661,156.0,-86.7671294223,1.9368403099,0.30659372100000004,2.118977187,-0.9851394212000001,-0.4597122166,-0.1835148472,1.3969868845,0.2077970949,2.0776641291,-0.160724534,-0.38740062070000003,1574.1208333333,-1,7,6936.5833333333,0.8237506082,0.7231050189
s336,1.4076081735,0.0453255391,1.5100527032,2.15,45.5555555556,0.4,33.3333333333,0.30000000000000004,-0.6825786921,-0.45237060970000004,2.444010914,0.2830376593,1.4324457497,-1.4638153037000001,-7.964026439597859,-8.263636833693832,1.6988274906,0.29402095240000004,1.5093702241,0.6666666667000001,0.33333333330000003,17.5,0.09166666670000001,2,0.001,-2.5833333333,18.4166666667,0.2608934708,3,-0.0086423826,-3.1243986254,-0.2163964041,0.6929760420000001,5.5,4.1,1.2631265819,0.257548384,1.5214946081,-0.7530900579,0.0,-0.0381251945,-0.4011909744,-1.0856455288,3.1488438797000002,1.8793821436,0.047409912000000005,2.5130231424,-1.4184071275,2.6215454703,168.0,5,0.6340867996,0.002702227,0.8225616455,0.0035750197000000003,0.5833333333,-2.748384152235016,-1.3862943611198906,-1.3862943611198906,-1.8049346084,1.8057137635,0.3322087906,1.2803619176,0.0183793407,265.1666666667,3.6205679091,0.3515450329,1.2830486475,25.0,71.5,,0.4267267717,4,1.1578307069,0.3786005035,1.2057316523,0.4788303324,2.6883176678,0.3556699917,1.3161488144,-0.682659305,0.3447432763,-0.020694637800000002,2.3735245146,0.2791509928,1.9266135875,-0.4327631234,363.5,7.5,5.2,275.6666666667,2.3101243329,0.2996879525,0.04290761595506991,249.5,245.0,3.083819148,0.3209090767,1.3285173495,-4.5,35.2789692868,1.893837154,0.3174829395,1.5817309419,-0.5050189159,-0.31019180290000004,0.0496782604,1.8247955845,0.32444623770000003,1.9045674392,-0.3866629292,-0.3466744216,1429.1984848485,18,6,2846.25,0.1622214628,0.2831216916
s339,0.7166185113,0.0317527408,1.5875581144000002,1.7894736842,34.4583333333,0.2,26.4347826087,0.2333333333,-0.7631945873,-0.9900769317,3.4964408388,0.393971302,1.8418949010999999,-2.2773062729999998,-8.00702248205988,-5.970055367870483,1.9588578692,0.292568897,1.3668175772,0.8333333333,0.1666666667,10.9166666667,0.0166666667,1,0.0003333333,-0.5833333333,14.75,-0.0830508475,1,-0.001465387,-0.8915662651,-0.2450198324,0.3432985746,7.3,4.4,1.0467759899,0.4629342884,2.3904653682,-0.9346765559,0.9444444444000001,-1.6111172062999999,0.0531293689,-0.7548590441,3.810416849,2.7787891822,0.2531169234,1.397869727,-0.7458764829000001,2.9788724795,105.0,9,0.7411956787,0.0012560481,0.897001648,0.0011747586000000001,0.75,-8.511264302067358,-8.511264302067358,-8.511264302067358,-0.9457998599,1.7403901399000001,0.3276057813,2.1276361783,-0.44641657840000004,,,,,,,,0.4675669965,16,1.6099794967,0.458639355,2.0805757854,-0.42770745930000004,2.0447486599,0.0550849241,2.9267839885,-0.736170314,0.4218362283,0.0775575377,2.4508501392,0.25925035420000003,1.5527953878,-0.629489979,313.5,5.5,4.5,389.0,2.032627247,0.25641765180000003,0.24506443618453272,286.6666666667,313.8333333333,4.6651137259,0.11690575210000001,3.6964723032,27.1666666667,-3.7764691715,1.7346917335,0.30548858100000004,1.7483717477,-0.7623578320000001,-0.4276556295,-0.3949562782,1.3162596685999999,0.1228440419,1.9258124949000002,0.2605971889,0.0787573497,2504.4621212121,-3,11,4934.9166666667,0.8811110506000001,0.5132530579
s346,0.6105960782000001,0.0489220755,1.4479656233,1.35,34.0909090909,0.2666666667,26.1,0.33333333330000003,-0.321709685,-1.0549520247,2.2183575605,0.39337153680000003,1.4072661189,-0.7058342941,-8.063815446910679,-7.263857101472061,2.2714376197,0.29140690410000003,1.47776661,0.8333333333,0.1666666667,7.75,0.125,2,-0.011,-2.4166666667,13.8333333333,-0.0501117659,1,-0.0014241008,-5.439544808,-0.136,0.4510709677,6.4,5.1,1.4598757371,0.2210343133,2.3308960224,-0.5222997965,0.47222222220000004,-1.5591461832,-1.7182750809,-0.5437925163,2.0651378548,1.764635104,0.1229172692,1.7547005754,-0.5000413294,1.6562268739000001,152.0,3,0.6240500331000001,0.0013407786000000001,0.9929687500000001,0.0022007083,0.6111111111,-5.553730190361736,-4.625581180301964,-4.625581180301964,-0.4675607578,1.5217689696,0.47210092010000004,1.7716047098,0.0072312477,391.1666666667,3.2280949695,0.33270339720000003,1.2763726107,46.0,-21.0,15.5703237487,0.9044041769000001,2,1.1221244717,0.4092486789,2.2333424416,-0.5526354419,3.1685713536,0.4313844726,1.7960466526,-1.7508606053,0.3143564356,-0.0042958929,2.6307908295,0.2422479579,1.6199259055000002,-1.3250804862,292.0,6.1,4.6,290.8333333333,4.4908641555,0.3405078248,0.2679577969940158,,,,,,,,1.8179299954,0.4381684233,1.8167425534000001,-0.8758945034000001,-0.5969860041,-0.5406443626,1.1155561601,0.24230586780000002,1.6529752316000001,-1.1013866358,-0.5177408189,3136.2962962963,-5,9,7703.25,0.4883568647,0.7118443056
s357,0.9392568213,0.19532937590000002,1.9097972769,2.15,23.625,0.2,24.4444444444,0.4,-0.8629747732,-0.3706972461,2.7554748529,0.4103917219,1.2927620747,-0.8732129409,-7.365615024575681,-6.087573677988737,4.5630693952,0.3000558591,1.3719820157,1.0,0.0,5.9583333333,0.0625,2,-0.0121666667,-2.4583333333,4.0833333333,0.027804878,2,-0.0039121951,-1.2713414634,0.26598437080000004,0.8931267205000001,8.1,6.2,2.3522995659,0.5009117496000001,2.0417407515,-1.1313068091,0.2777777778,-4.3184752111,0.0541486412,0.4207109379,4.4787130615,2.1130644793,0.1548825715,1.9205219543,-1.1652624446,3.6348828618,132.0,7,0.8143432617,0.0009143621000000001,0.9866577148000001,0.0008029716000000001,0.47222222220000004,-6.449609932071972,-6.449609932071972,-4.625581180301964,-0.47668363750000003,1.7421238768,0.4659078807,1.7835428187,-0.6792357365,353.3333333333,2.7178959227,0.3107568582,1.3407355107,14.5,32.5,31.9509677365,0.690064714,13,1.6850449863999999,0.6951814816,1.8287839863,-0.5742880102,2.9831184941,0.4357250046,2.2356345526,-1.9838378482,0.47654320990000004,0.0748583744,3.9736116721,0.2836872857,1.5706518611,-0.39200603710000004,286.5,5.3,5.3,399.5,3.4633076913,0.2700625453,0.7597831013662513,317.8333333333,297.3333333333,3.0337178231,0.3523678811,1.4249527056,-20.5,10.3513431013,2.1465179942,0.3460604581,1.4875670433,-0.7238105819,-0.250347315,-0.9529154917,1.9255251186,0.3709962955,1.7825074147,-0.6486611702,0.6190929777,2535.6625,1,11,3278.25,0.9008088678,0.3320862918
s359,0.4947468492,0.11455251570000001,1.4933196531,1.35,45.1666666667,0.4,33.2352941176,0.4333333333,-0.2794666049,-0.5410758252,3.0319100528,0.4339392496,1.8049102038,-0.8813172095,-6.740331393472964,-6.187664947024421,3.2343919752,0.3561283216,1.4219156442,0.1666666667,0.33333333330000003,17.7916666667,0.0625,0,-0.0011666667,1.2083333333,29.5909090909,0.003995401,1,-0.0002420236,-0.8972405864,0.8257123048,0.2061309386,8.5,9.9,1.6487108552,0.5753189717,1.8762613883,-0.3830078087,0.0833333333,-3.6869992404,-1.1848563922,-0.4683283594,2.7109498368000002,2.1604218262,0.2859046642,1.3410783664,-1.2083775268,3.5486526974,158.0,6,0.7819671631,0.0007870647,0.8208786011,0.0016567992,0.1666666667,-2.748384152235016,-2.748384152235016,-3.6869826661541367,-1.146941655,1.4031908797,0.3729099052,1.7221689332999999,-0.3132191922,430.1666666667,1.8206297482,0.33251369880000003,1.3514100702,58.5,103.0,,0.6657862474,9,1.4637467358,0.499828939,1.9373650531000002,-0.1300366312,2.5987623541,0.5109843123,1.4654717039,-2.1925904716,0.4029484029,0.0067734767,2.3579253312,0.3522235036,1.3102104118,-0.5144985619,364.5,7.0,6.0,324.5,1.3638475371,0.2768427777,0.7475051712421719,330.1666666667,336.8333333333,1.9025597987,0.3394043303,1.4278245321,6.6666666667,61.8806803083,1.8394384312,0.43798692910000003,1.8233905011,-0.5114706009000001,-0.7610999033,-0.9735869366000001,1.2143546219,0.4153698959,1.6161438971000002,-0.4549821221,-0.8978873827,4249.125,6,4,4810.7083333333,0.9022685609000001,0.3023687047
