,NBAC,NBAVRT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTAC,ANTALTAC,ANTALTRT,ANTAVRT,ANTCONAC,ANTCONRT,ANTORTAC,ANTORTRT,BITIHDL,BITIHDM,BITIHDS,BISATTII,BISMOTII,BISNPLII,BBASDRIV,BBASFUNS,BBASRWRD,BBASBIS,BSCSSCON,CRTAC,CRTAVRT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DIIDYSF,DIIFUNC,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFAC,DRFAVRT,DRFPINAC,DRFPINRT,DSTPCTP,DPTEEB,DPTFEB,DPTHEB,DPTREB,DPTSEB,DPTERP,DPTFRP,DPTHRP,DPTRRP,DPTSRP,DPTERT,DPTFRT,DPTHRT,DPTRRT,DPTSRT,DPEAYBAC,DPEAYBRT,DPEBXBAC,DPEBXBRT,DPEAC,DPEAVRT,DPEDPRIM,TFEQCGRS,TFEQEEAT,TFEQUEAT,ERQREAP,ERQSUPP,FFMQAWAR,FFMQDESC,FFMQNJUD,FFMQNREA,FFMQOBSV,FTPSFTP,GNGAC,GNGDRPIM,GRTSGRIT,HIRAC,HIRAVRT,HIRSCOR,HLTSFCH,IMVIMPLS,IMVVNTUR,ISTDECPC,ISTDECAC,ISTDECMV,ISTFXDPC,ISTFXDAC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LCATACTL,LOGAC,LOGAVRT,LOGCONAC,LOGCONRT,LOGCFCAC,LOGCFCRT,LOGICHAC,LOGICHRT,LOGSWCAC,LOGSWCRT,MAASMIND,MOSSSRT,MOSREC,MOSSPC,MPQCOTR,PRSOVTAC,PRSPLB,PRSRVS,PRPSLOPE,PRPTAOAC,PRPTATAC,RPMSCOR,REPAC,REPAVRT,REPPINAC,REPPINRT,SOCSCOM,SOCSELSE,SOCSLBSE,SOCSOPT,SSRQCOTR,SSSBORED,SSSDISIN,SSSEXPSK,SSSTHRIL,SMAC,SMAVRT,SHFTAC,SHFTAVRT,SHFTLR,SIMAC,SIMAVRT,SIMSIMAC,SIMSIMRT,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,SSSSRTHI,SSSSRTLO,SSPASS,SSPAS,STRAC,STRAVRT,STRSTRAC,STRSTRRT,TIPIAGRE,TIPICONS,TIPIEMST,TIPIEXTR,TIPIOPEN,TWILLELR,TXTAC,TXTAVRT,TXTCSCRT,TXTTAIOR,TXTTSCRT,ZTPIFUTR,ZTPIPNEG,ZTPIPPOS,ZTPIPRFA,ZTPIPRHE,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTAVRT,TSTMODBA,TSTMODFR,UPPLPERS,UPPLPREM,UPPNEGUR,UPPPOSUR,UPPSENSE,WRTNEUPR,WRTPOSPR
s028,0.7912621359,-583.5,1.8,-690.3157894737,-0.3666666667,905.0,-1730.1875,-0.4666666667,503.0,0.9722222222,-0.027777777799999997,5.0,-577.0,-0.0833333333,-70.5,-0.027777777799999997,79.5,-9.12436e-05,-0.0016112366,-0.0293183594,-14.0,-18.0,-19.0,9.0,7.0,12.0,18.0,39.0,0.94,-468.0,0.33333333330000003,-0.1666666667,30.0,7.077671782e-16,2.0,-6.071532166000001e-18,-1.0,28.8333333333,-0.08738012210000001,1.0,-0.0017288579000000002,-2.5185265911,-11.0,17.0,-0.0246950312,-0.1521868492,8.3,7.1,0.9583333333,-791.0,-0.1666666667,14.0,0.1388888889,12.0,17.0,9.0,10.0,19.0,17.0,20.0,21.0,21.0,14.0,13.0,11.0,15.0,13.0,24.0,-0.0625,350.5,-0.14285714289999998,-101.5,0.9523809524,-672.5,0.8230519481,50.0,-33.3333333333,-44.4444444444,5.2,5.3333333333,20.0,14.0,15.0,15.0,26.0,49.0,0.9971428571,0.9714285714,20.0,0.3371428571,-754.5,118.0,3.0,-17.0,16.0,0.8533126831000001,0.7000000000000001,0.0022778014,1.0,1.0,0.0022514238,0.5833333333,-0.06403124240000001,-0.0256124969,-0.0256124969,3.0,0.9895833333,-863.0,-0.034482758599999996,-113.0,0.0,59.5,-0.034482758599999996,-172.5,-0.0208333333,-94.0,3.2666666667000004,-322.0,-21.0,77.5,45.0,0.5111111111000001,33.045282276100004,-32.0621589797,0.4843217015,0.96,0.965,3.0,0.9577464789,-925.0,-0.055555555599999994,-25.0,0.3636363636,0.0,0.5454545454999999,0.3636363636,107.0,0.5,1.0,0.8888888889000001,0.6666666667000001,0.9595588235,-864.0,0.4781491003,-567.0,0.05814135810000001,0.97,-509.0,-0.06,-64.5,371.5,6.4,5.0,-238.3333333333,-297.3333333333,-244.0,-53.3333333333,55.0541666667,1.0,-609.0,0.0,-88.5,6.0,7.0,4.0,3.0,6.0,-35.0,0.9377880184,-867.5,-0.0,29.1666666667,-87.5,3.7272727273000004,4.2222222222,3.5,2.75,2.8571428571,1892.8980952381,-10.0,8.0,4842.9166666667,-619.5925,-2.2959594180000003,0.7918820212000001,-19.0,-20.0,-28.0,-27.0,-29.0,0.8843044641000001,0.4155161321
s029,0.8131868132000001,-414.5,2.8,-1436.7777777777999,-0.4,800.0,-454.0,-0.5,370.0,0.9583333333,-0.0833333333,7.0,-572.0,-0.1041666667,-61.0,0.027777777799999997,15.5,-0.0003154146,-0.0003020697,-0.0024433594,-19.0,-20.0,-24.0,10.0,8.0,12.0,16.0,26.0,0.9866666667,-420.0,1.0,-0.0,4.875,0.3458333333,3.0,-0.012166666699999999,-1.875,8.5833333333,0.5483451536999999,3.0,-0.0230661939,-2.9001182033,-17.0,15.0,0.0488498114,-0.2329862402,5.5,5.1,0.9577464789,-747.0,0.055555555599999994,-132.0,0.6388888889000001,8.0,27.0,9.0,24.0,24.0,27.0,23.0,31.0,26.0,27.0,12.0,16.0,7.0,15.0,14.0,-0.1875,211.5,-0.0714285714,108.5,0.8888888889000001,-428.0,0.8149350648999999,33.3333333333,-44.4444444444,-25.925925925900003,3.8,5.3333333333,18.0,16.0,25.0,14.0,12.0,37.0,0.9571428570999999,0.6222222222,19.0,0.4694444444,-687.0,169.0,2.0,-23.0,27.0,0.7112513065,0.5,0.0016293128,0.9984375,1.0,0.0022827959,0.5833333333,-0.0100619225,-0.009797959,-0.0038729833,2.0,0.8210526316000001,-990.5,-0.19605911329999998,-78.0,-0.0147465438,52.0,-0.1813125695,-130.0,-0.08299595139999999,-49.0,2.7333333332999996,-261.0,9.0,-1.0,38.0,0.7000000000000001,-5.5529828028,9.6152645245,0.4222806473,0.9648241206,0.9145728643,8.0,0.9154929576999999,-779.0,0.055555555599999994,-87.0,0.2727272727,0.7272727273,0.45454545450000006,0.6363636364,78.5,0.7777777778,0.6666666667000001,0.44444444439999997,0.8888888889000001,0.9569892473,-539.0,0.4009779951,-475.0,0.0245660364,0.95,-444.0,-0.1,-30.0,305.0,6.5,4.6,-314.3333333333,-255.6666666667,-281.6666666667,26.0,25.925,0.8958333333,-693.5,-0.125,-149.5,2.0,3.0,4.0,2.0,5.0,-53.0,0.899543379,-729.0,38.0,9.1666666667,-59.0,3.2727272726999996,4.4444444444,2.625,3.125,3.2142857143,1423.7600559163,-23.0,7.0,2496.25,-569.6575,-3.5131664475,2.4001654213,-16.0,-19.0,-35.0,-35.0,-30.0,0.8146709535000001,0.2965616559
s032,0.8123569794000001,-397.0,1.85,-1526.5555555556,-0.1,1075.0,-589.1333333333,-0.5,398.0,1.0,0.0,-27.0,-631.5,0.0,9.5,0.0,34.5,-0.0007426091,-0.0018648987,-0.0145810547,-11.0,-12.0,-17.0,9.0,5.0,10.0,16.0,53.0,1.0,-424.0,0.5,-0.1666666667,10.2916666667,0.07083333330000001,2.0,-0.0178333333,-6.291666666699999,8.75,0.0034749035000000003,1.0,0.0003243243,-2.7432432432,-11.0,13.0,-0.4972756911,-0.6899647179999999,6.2,5.2,0.7916666667000001,-777.0,0.44444444439999997,-145.0,0.5,11.0,16.0,5.0,7.0,19.0,25.0,21.0,29.0,34.0,20.0,5.0,18.0,8.0,5.0,16.0,-0.1875,255.0,0.0,-8.5,0.9609375,-374.0,0.9772727273,16.6666666667,-11.1111111111,-37.037037037,5.2,5.0,28.0,22.0,22.0,24.0,23.0,43.0,0.9885714286,0.8857142856999999,33.0,0.6055555556000001,-732.0,218.0,9.0,-15.0,15.0,0.6912605286,0.7000000000000001,0.0017405017999999998,0.94556427,1.0,0.0026067086,0.5555555556,-0.0015811388,-0.0038729833,-0.009797959,2.0,0.9684210526,-639.0,-0.1,-242.0,0.0,4.0,-0.1,-246.0,0.022705314,-55.0,4.4,-284.6666666667,-3.5,86.5,47.0,0.7777777778,34.019661174,-26.539241408000002,0.4311000155,0.975,0.97,3.0,0.9014084507,-746.5,-0.1666666667,-297.0,1.0,1.0,1.0,1.0,144.0,0.0,0.0,0.44444444439999997,0.33333333330000003,0.9928571429,-685.5,0.42105263159999995,-502.0,0.0370879633,0.99,-450.0,-0.02,-78.5,267.0,5.1,5.4,-290.3333333333,-215.5,-227.3333333333,11.833333333299999,-6.259722222200001,1.0,-618.5,0.0,-140.5,6.0,7.0,7.0,3.0,4.0,-26.0,0.6856492027000001,-537.5,-58.5,-30.5,30.5,4.1818181818,2.7777777778,3.875,1.875,2.2142857143,2014.0083333332998,-10.0,9.0,3385.75,-339.5925,-0.032037165,1.118814996,-9.0,-13.0,-14.0,-14.0,-17.0,0.5838859863,0.4500981789
s034,0.8188235294,-469.5,2.35,-1267.4782608696,-0.23333333329999997,671.0,-517.125,-0.2,500.0,0.9860139859999999,-0.0571428571,-30.5,-590.0,0.0208333333,-49.0,0.0,40.5,-0.16550820260000002,-0.1197749023,-0.3893603516,-8.0,-16.0,-17.0,7.0,9.0,13.0,15.0,52.0,0.9866666667,-400.5,0.5,-0.33333333330000003,13.333333333299999,4.0245584639999997e-16,0.0,-0.0033333333,0.4166666667,19.9583333333,0.3116161616,3.0,-0.006797979799999999,-4.8838383838,-11.0,17.0,-0.2131730696,-0.7022115203,7.3,5.9,0.9861111111,-679.0,0.0,-136.5,0.027777777799999997,8.0,10.0,5.0,6.0,19.0,31.0,34.0,26.0,19.0,13.0,11.0,5.0,12.0,17.0,24.0,-0.25,216.5,0.0,1.5,0.937007874,-404.0,0.9540229884999999,44.4444444444,-11.1111111111,-44.4444444444,5.4,3.3333333332999997,30.0,31.0,33.0,21.0,16.0,47.0,0.9942857143000001,0.9428571429000001,30.0,0.4861111111,-679.0,175.0,10.0,-16.0,24.0,0.8817337036,1.0,0.0019487654,0.8925781250000001,0.9,0.0014959381,0.6666666667000001,-0.158113883,-0.25,-0.158113883,2.0,0.9032258065,-778.5,-0.014198783,-154.5,0.0367816092,-46.0,-0.050980392199999995,-108.5,-0.1469221835,-34.0,4.6666666667,-350.3333333333,4.0,74.0,45.0,,,,0.5661983774,0.9593908629,0.7969543147,10.0,0.9428571429000001,-729.5,-0.05882352940000001,-17.0,0.5454545454999999,0.2727272727,1.0,0.8181818181999999,124.0,0.44444444439999997,0.7777777778,0.6666666667000001,0.7777777778,0.9571428570999999,-528.0,0.4060913706,-410.5,0.063498685,0.99,-409.0,-0.02,-56.0,263.0,5.8,6.2,,-259.5,-299.3333333333,39.8333333333,15.1625,0.9473684211,-669.5,-0.06427304959999999,-158.0,7.0,5.0,7.0,2.0,5.0,-45.0,0.8630136986,-661.0,-43.0,109.3333333333,-125.0,4.0,1.8888888889,3.0,1.5,3.1428571429,1730.1296296296,-12.0,9.0,2924.3333333333003,-507.5675,-0.5792714050000001,0.4326679308,-15.0,-23.0,-16.0,-16.0,-33.0,0.1633008377,0.2327784336
s042,0.8119266055000001,-774.5,1.9,-578.5555555556,-0.4,670.0,-1375.15,-0.33333333330000003,412.0,0.993006993,0.027777777799999997,42.5,-656.0,-0.0208333333,-43.0,0.0,33.0,-2.26777e-05,-0.0004749298,-0.0027861328000000005,-14.0,-13.0,-20.0,5.0,7.0,12.0,20.0,39.0,0.98,-403.0,1.0,-0.0,18.2916666667,0.0208333333,2.0,-0.0061666667,-2.2083333333,16.4166666667,-0.009904534599999999,1.0,-0.0048591885,-2.9868735083999995,-11.0,10.0,-0.0567950914,-0.8901018633000001,6.8,4.5,0.9166666667,-771.5,-0.11111111109999999,-234.0,0.6388888889000001,12.0,15.0,5.0,14.0,24.0,23.0,20.0,30.0,17.0,17.0,8.0,6.0,8.0,7.0,19.0,-0.2,352.0,0.0,-4.5,0.96,-453.0,0.9770114943000001,5.5555555556,-0.0,-11.1111111111,5.2,5.3333333333,27.0,23.0,21.0,21.0,25.0,46.0,0.9857142857,0.8571428570999999,26.0,0.5888888889,-700.5,212.0,4.0,-16.0,18.0,0.6439033507999999,0.9,0.0015689726,0.9070724487,0.9,0.0023141029,0.6111111111,-0.0006324555,-0.0015811388,-0.0015811388,3.0,0.9166666667,-792.5,-0.2298474946,-26.0,0.0294117647,113.0,-0.2592592593,-139.0,-0.019121447,-186.0,4.8,-348.8333333333,-39.5,88.0,45.0,0.7111111111,-6.065199187899999,11.8336608023,0.6039502739,0.9849246231,0.959798995,15.0,0.9014084507,-801.0,-0.22222222219999999,-86.0,0.7272727273,0.6363636364,1.0,0.8181818181999999,116.0,0.0,0.6666666667000001,0.7777777778,0.22222222219999999,0.9892857143000001,-629.0,0.5012285012000001,-527.0,0.08628795800000001,0.97,-516.0,-0.06,-52.5,314.0,6.3,4.8,-325.6666666667,-286.0,-350.1666666667,64.1666666667,30.959722222199996,0.9894736842,-685.0,-0.021276595699999998,-123.0,5.0,4.0,6.0,3.0,3.0,-42.0,0.9406392694,-597.0,-41.0,33.5,18.5,3.8181818182,3.0,3.75,2.375,2.2857142857,1504.4027777777999,-21.0,7.0,2478.25,-740.2,-3.4332042276,1.9428660066999999,-19.0,-15.0,-22.0,-15.0,-26.0,0.8596626666,0.1813954842
s047,0.7827102804,-603.0,1.45,-1431.7272727273,-0.2666666667,852.0,-507.0,-0.2666666667,538.0,0.9583333333,0.027777777799999997,20.0,-554.5,-0.0833333333,-93.0,-0.027777777799999997,33.5,-0.0003593296,-0.0009210128999999999,-0.1093574219,-10.0,-11.0,-14.0,8.0,8.0,14.0,11.0,57.0,0.9466666667,-449.5,0.1666666667,-0.33333333330000003,6.875,0.07083333330000001,1.0,-0.0035,-1.9583333333,21.1666666667,0.183891547,2.0,-0.0011797676,-4.7304625199,-11.0,14.0,0.4101604495,-0.592538448,8.3,7.0,0.9436619718000001,-780.0,-0.0620915033,-57.0,0.055555555599999994,8.0,13.0,6.0,26.0,22.0,24.0,23.0,17.0,11.0,12.0,9.0,14.0,10.0,29.0,29.0,-0.1875,263.0,-0.2,-17.5,0.9365079365,-515.5,0.7770114943,-5.5555555556,11.1111111111,-0.0,5.2,3.0,35.0,33.0,30.0,18.0,20.0,48.0,0.9714285714,0.7142857143000001,40.0,0.5782122905,-796.0,207.0,4.0,-16.0,23.0,0.5952996135,0.5,0.0008040667999999999,0.998828125,0.9,0.0016765831,0.7222222222,-0.0250474647,-0.009797959,-0.0256124969,3.0,0.9270833333,-785.0,-0.1666666667,-244.5,-0.0294117647,19.0,-0.13725490199999998,-263.5,-0.0187747036,49.0,5.666666666699999,-314.5,-16.5,255.5,42.0,0.6363636364,16.3366716618,-14.1879178996,0.3373905766,0.955,0.8200000000000001,14.0,0.8873239437,-831.0,-0.055555555599999994,-121.5,0.8181818181999999,0.5454545454999999,0.9090909091,1.0,145.0,0.33333333330000003,0.33333333330000003,0.6666666667000001,1.0,0.9892086331,-667.0,0.5894206549000001,-555.0,0.0193283181,0.9,-452.0,-0.04,-65.5,340.0,7.2,5.8,-306.3333333333,-241.8333333333,-251.0,9.1666666667,5.3736111111,0.9111111111,-640.5,-0.1777777778,-126.0,6.0,7.0,6.0,7.0,5.0,-25.0,0.8789954338,-740.0,25.5,14.666666666700001,-122.5,3.6363636364,2.2222222222,3.625,2.125,3.2142857143,2049.6060606061,3.0,11.0,4247.8333333333,-703.72,-1.9862125281,1.2324407256999999,-11.0,-17.0,-12.0,-17.0,-38.0,0.8139128764,0.3856622834
s049,0.7926267281,-427.5,1.7000000000000002,-1388.1666666667002,-0.2,883.0,-602.3333333333001,-0.4,385.0,0.9861111111,-0.027777777799999997,24.0,-507.0,-0.0416666667,-64.5,-0.027777777799999997,65.0,-0.0008616114,-0.3054902344,-0.0370634766,-12.0,-16.0,-20.0,6.0,7.0,13.0,16.0,53.0,0.9933333333,-424.0,0.5,-0.33333333330000003,21.6666666667,5.551115123e-16,1.0,1.344410694e-17,-3.3333333332999997,23.0833333333,-0.07124373960000001,1.0,0.0022971619,-3.333263773,-12.0,14.0,0.1363329584,-0.27412823399999997,7.5,5.7,0.9305555556,-771.0,-0.11111111109999999,-53.0,0.0,8.0,21.0,5.0,6.0,15.0,27.0,24.0,23.0,22.0,9.0,7.0,14.0,8.0,10.0,18.0,0.0625,-17.0,-0.3125,-97.0,0.921875,-576.0,0.5511363636000001,44.4444444444,-11.1111111111,-25.925925925900003,5.0,3.0,27.0,23.0,24.0,19.0,16.0,42.0,0.98,0.8253968254,29.0,0.5069637883,-693.0,182.0,4.0,-15.0,18.0,0.8771240235000001,0.9,0.0021191442,0.9288574219,0.8,0.0018760754999999998,0.6388888889000001,-0.1265219767,-0.06403124240000001,-0.06403124240000001,3.0,0.9569892473,-851.0,0.0476190476,67.5,0.0589430894,21.5,-0.011324041799999999,46.0,0.0202224469,-84.5,4.6666666667,-244.0,-3.5,139.0,45.0,,,,0.4807701873,0.9743589744,0.9179487179000001,6.0,0.8873239437,-1157.0,-0.11111111109999999,-77.0,0.8181818181999999,0.7272727273,0.6363636364,0.7272727273,125.0,0.0,0.22222222219999999,0.5555555556,0.44444444439999997,0.9964285714,-704.0,0.42997543,-464.0,0.0608052806,0.92,-392.0,-0.12,-90.0,307.5,4.4,4.4,-268.1666666667,-227.6666666667,-267.0,39.3333333333,51.7819444444,0.9791666667,-689.5,0.0416666667,-12.0,7.0,7.0,7.0,3.0,4.0,-43.0,0.9589977220999999,-677.0,-36.0,-15.666666666700001,-4.5,3.6363636364,2.5555555556,3.5,2.75,2.8571428571,2524.5285714285997,-1.0,4.0,7185.9090909091,-583.195,0.9175154718,-0.5831462853,-17.0,-15.0,-22.0,-20.0,-19.0,0.7240277894,0.5724588484
s056,0.7665847666000001,-441.0,1.4,-568.5294117647001,-0.43333333329999996,550.0,-1327.3888888889,-0.4,560.0,0.9861111111,0.0,2.0,-675.0,0.0,-126.0,0.0,1.0,-0.001032212,-0.0015562592000000002,-0.0128251953,-9.0,-15.0,-11.0,7.0,4.0,13.0,23.0,61.0,0.98,-422.0,0.5,-0.33333333330000003,6.958333333300001,0.1791666667,3.0,-0.0081666667,-1.375,6.958333333300001,0.11404448939999999,3.0,-0.007761779599999999,-1.7861476238999998,-11.0,11.0,0.6921011557,0.1746813334,9.1,4.2,0.9718309859,-741.0,-0.055555555599999994,-23.5,0.1388888889,6.0,17.0,5.0,15.0,26.0,24.0,27.0,29.0,22.0,10.0,6.0,15.0,12.0,10.0,19.0,0.0625,313.0,0.25,-20.5,0.9296875,-468.0,0.9545454545,27.7777777778,11.1111111111,-3.7037037037,7.0,6.0,32.0,29.0,23.0,22.0,30.0,35.0,0.9771428570999999,0.7714285714,38.0,0.4666666667,-721.0,168.0,3.0,-15.0,20.0,0.7169906615999999,0.8,0.0008441752,0.8781661987,0.9,0.0012184429,0.5833333333,-0.009797959,-0.0256124969,-0.06403124240000001,4.0,0.9052631579000001,-635.5,-0.1134259259,-88.0,0.046296296300000005,29.0,-0.1597222222,-117.0,-0.158008658,-128.0,5.0666666667,-383.6666666667,2.0,198.0,48.0,,,,0.5414815306,0.958974359,0.9282051281999999,9.0,0.9,-882.0,-0.055555555599999994,-8.5,0.5454545454999999,0.8181818181999999,0.8181818181999999,0.9090909091,142.0,0.22222222219999999,0.22222222219999999,0.33333333330000003,0.44444444439999997,0.9607142857,-738.0,0.3234567901,-386.0,-0.0036786456,0.91,-466.0,-0.18,-89.5,307.0,5.3,4.3,-333.6666666667,-324.3333333333,-319.6666666667,-4.6666666667,49.7041666667,0.9479166667,-663.0,-0.0625,-85.0,7.0,7.0,7.0,1.0,2.0,-29.0,0.7911832947,-688.0,-64.0,7.166666666699999,-34.0,5.0,4.5555555556,3.5,1.875,1.8571428571000002,4679.1944444444,6.0,4.0,5254.8333333333,-671.2075,1.7934291975,1.9948841537,-10.0,-10.0,-14.0,-13.0,-25.0,0.6312365674,0.6286651945
s060,0.8167770419,-612.5,2.8,-1429.3333333332998,-0.30000000000000004,940.0,-502.2631578947,-0.3666666667,500.0,0.9722222222,0.0,72.0,-596.5,-0.0416666667,-43.0,0.0,79.0,-0.0037554623,-0.0092284851,-0.0059375,-9.0,-17.0,-17.0,6.0,7.0,13.0,21.0,46.0,0.9866666667,-401.0,0.8333333333,-0.1666666667,3.4166666667000003,0.008333333299999999,2.0,-0.0043333333000000005,-2.5,4.5833333333,0.028429181100000006,2.0,-0.005148547000000001,-2.9857752489,-11.0,10.0,-0.027762889300000003,-0.7041259941,9.8,8.9,0.9722222222,-708.5,0.0,-4.0,0.30555555560000003,19.0,21.0,15.0,11.0,20.0,21.0,23.0,24.0,32.0,19.0,10.0,15.0,9.0,5.0,18.0,-0.0625,248.5,0.0,-10.5,0.9842519685,-496.0,0.9885057470999999,50.0,-11.1111111111,-22.2222222222,5.4,4.0,23.0,26.0,22.0,21.0,27.0,50.0,0.9857142857,0.8571428570999999,26.0,0.6305555556,-868.0,227.0,8.0,-15.0,14.0,0.9780029297,1.0,0.000738817,1.0,1.0,0.0012268222,0.8333333333,-0.009797959,-0.009797959,-0.0250474647,2.0,0.9583333333,-745.0,-0.1071428571,-103.5,-0.0263157895,61.5,-0.08082706769999999,-165.0,0.041607565,-169.0,4.2666666667,-390.0,-19.0,9.0,47.0,0.8111111111,19.9986676913,-10.1594243612,0.4313404862,0.94,0.955,17.0,0.9436619718000001,-744.0,0.05882352940000001,-51.5,1.0,0.9090909091,1.0,1.0,128.0,0.0,0.0,0.33333333330000003,0.0,0.9714285714,-585.0,0.5243902439,-481.0,0.055677713399999995,0.97,-527.0,0.02,-60.5,311.5,7.7,7.0,-347.3333333333,-260.8333333333,-258.3333333333,-2.5,39.9888888889,0.9791666667,-512.5,0.0,-42.0,5.0,7.0,6.0,3.0,3.0,-48.0,0.9318181818,-691.0,-29.0,33.3333333333,-21.0,4.090909090899999,2.7777777778,3.875,2.0,2.0714285714,1940.3598484848,-5.0,10.0,4188.5833333333,-650.1331658291,-3.6897411517000003,2.0872236821,-15.0,-12.0,-20.0,-14.0,-11.0,0.2211084132,0.186558449
s062,0.8183908045999999,-654.0,1.85,-1202.76,-0.1666666667,659.0,-466.4,-0.33333333330000003,534.0,0.9791666667,-0.027777777799999997,15.5,-723.0,0.0,-47.0,0.0,31.0,-0.0008358361,-0.0012967911,-0.0039726563,-9.0,-11.0,-11.0,9.0,3.0,12.0,24.0,57.0,0.9798657718000001,-507.5,1.0,-0.0,5.0416666667,0.1125,3.0,-0.0055000000000000005,-3.2083333332999997,4.2916666667,0.0437513421,3.0,-0.001972944,-0.8563452867,-12.0,12.0,0.0113237105,-0.8841008293000001,7.9,10.2,0.9583333333,-944.0,0.055555555599999994,-196.5,0.2777777778,7.0,19.0,5.0,5.0,14.0,24.0,25.0,33.0,32.0,24.0,8.0,13.0,11.0,5.0,12.0,-0.0666666667,152.0,0.0,159.0,0.9842519685,-660.0,0.9886363636,38.8888888889,-33.3333333333,-18.5185185185,3.2,6.333333333300001,29.0,29.0,21.0,18.0,31.0,44.0,0.9742857143000001,0.7428571429,36.0,0.6462395543,-1098.0,232.0,9.0,-16.0,14.0,0.6622526646,0.7000000000000001,0.0005414485,0.98203125,0.8,0.0006970711,0.5833333333,-0.0038729833,-0.009797959,-0.0038729833,3.0,0.9677419355,-889.5,-0.0913312693,-340.0,0.0263157895,126.0,-0.1176470588,-466.0,-0.022198731500000003,10.5,4.9333333333,-265.3333333333,-33.0,-14.5,47.0,0.75,10.2295124979,-5.6417189698,0.4283792204,0.995,0.965,11.0,0.7042253520999999,-1154.0,-0.055555555599999994,122.0,0.6363636364,0.0,1.0,0.6666666667000001,116.0,0.11111111109999999,0.22222222219999999,0.22222222219999999,0.0,0.9892086331,-644.0,0.4729064039,-539.0,0.0546069472,0.97,-463.0,0.02,-38.5,383.0,5.2,4.7,-282.0,-242.3333333333,-224.0,-18.3333333333,51.452777777799994,0.9791666667,-796.0,0.0,-170.0,7.0,7.0,6.0,2.0,6.0,-37.0,0.8805620609,-750.0,-80.5,-6.0,-26.5,4.4545454545,4.4444444444,4.125,3.25,2.0,3714.2604166666997,-5.0,4.0,4417.75,-858.8643216080001,0.4997063407,2.9097898438,-14.0,-11.0,-20.0,-14.0,-12.0,0.15076885110000002,0.3612157953
s063,0.8318965517,-477.5,3.25,-1395.9565217391,-0.23333333329999997,779.0,-471.0588235294,-0.43333333329999996,574.0,1.0,0.0,61.5,-605.0,0.0,-8.5,0.0,15.5,-0.0398581514,-0.0339606934,-0.1528984375,-15.0,-19.0,-21.0,7.0,9.0,13.0,17.0,36.0,1.0,-414.0,0.1666666667,-0.33333333330000003,15.166666666700001,0.1333333333,2.0,-0.0026666666999999996,-3.1666666667000003,11.166666666700001,-0.0321558944,1.0,-0.0016212154,-3.7198840455,-12.0,18.0,-0.2312044686,-0.7315660081,9.7,8.7,0.9718309859,-814.0,-0.055555555599999994,43.5,0.0,9.0,19.0,10.0,10.0,26.0,26.0,21.0,28.0,30.0,15.0,14.0,16.0,15.0,10.0,25.0,-0.375,143.5,0.0,-113.0,0.947826087,-428.0,1.0,33.3333333333,-22.2222222222,-33.3333333333,5.0,3.0,22.0,21.0,23.0,20.0,28.0,45.0,0.9628571429,0.7555555556,26.0,0.6145251397,-806.5,220.0,7.0,-19.0,20.0,0.6812107086,0.8,0.0011611484,0.8674608231000001,0.8,0.0011635514,0.6111111111,-0.06403124240000001,-0.06403124240000001,-0.158113883,2.0,0.9479166667,-984.0,-0.14285714289999998,-186.5,0.0,112.5,-0.14285714289999998,-299.0,0.06963249519999999,-55.0,3.6666666667,-345.0,-14.5,2.0,40.0,0.5617977528,-2.3742703251,3.7818394347,0.4888324247000001,0.9849246231,0.9798994975,5.0,1.0,-785.0,0.0,-184.5,0.45454545450000006,0.3636363636,0.2727272727,0.45454545450000006,117.0,0.44444444439999997,0.5555555556,0.7777777778,0.11111111109999999,0.9534050179000001,-622.0,0.4362745098,-466.0,0.027609712400000003,0.9393939393999999,-420.0,-0.0820408163,-46.0,335.5,6.2,5.0,-329.8333333333,-288.1666666667,-321.0,32.8333333333,23.0819444444,0.9895833333,-575.0,0.0208333333,-47.5,7.0,3.0,3.0,3.0,6.0,-32.0,0.9069767442,-656.0,2.5,58.3333333333,-25.5,3.0909090909,3.0,3.0,3.625,3.7142857143,2115.5138888889,-0.0,12.0,5250.6666666667,-585.6465968586,1.0411802395999998,-0.2277839309,-18.0,-21.0,-26.0,-27.0,-22.0,0.2140035744,0.2998939556
