,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTKSCOR,ARTRCLCK,ARTRLPC,ARTRSCOR,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDL,BITIHDM,BITIHDS,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,dot_pattern_expectancy.bias,DPEDPRIM,DPEHD,DPEHN,DPEHT,go_nogo.bias,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRL,KRBHDRM,KRBHDRS,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRSRVS,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHT,SSSSRTHI,SSSSRTLO,SSHD,SSHN,SSHT,SSPASS,SSPAS,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,WRTNEUPR,WRTPOSPR
s383,1.2932502157999999,0.34690850630000003,1.4020277709,2.3,22.2916666667,0.2,515,16.8181818182,0.2666666667,350,-0.6558158747999999,-1.1382723495,5.3482737024,0.3945443182,2.9716654,-0.7667406629000001,0.0040698044,0.0046230469,0.0090351563,5.6134180309,0.31330232739999997,2.2218884464,0.6666666667000001,0.33333333330000003,10.1666666667,1.804112415e-16,2,-0.008333333299999999,-3.4166666667000003,10.6666666667,0.0190140845,2,-0.008281690100000001,-2.2112676056000002,-0.0245476292,1.2127317201999999,10.3,8.8,2.236938145,0.5484198818,1.8924348253,-0.222108331,0.2777777778,0.08214042810000001,2.1646223786000003,0.3346735035,4.6507879302,2.9513052750999997,0.2794773703,2.1338557199,-1.0170844173,3.9312389163,114.0,7,0.7467205048000001,0.0007761008,0.95,0.0012691967999999998,0.6944444444,0.009797959,0.0256124969,0.0256124969,-1.2730442612000001,1.5414758740999999,0.6627251682,1.6664467116,-0.0644050365,370.1666666667,2.7152426376000003,0.2964813619,2.4137379826,-30.0,285.5,-3.407818445,6.5293562625,,13,2.3489102747,0.46231663619999996,2.6015873568,-0.4013454724,3.5940124070999997,0.4764118157,2.4082366152000003,-0.3854614431,0.4814814815,0.0482522591,3.9445435042000003,0.33285884060000004,1.6943086637,-0.6847226465,359.5,5.4,4.3,312.1666666667,3.4694883377999997,0.4800258688,2.5184368874,305.3333333333,341.8333333333,4.1834159912,0.3315240486,2.0633295243000003,36.5,40.950282485900004,2.2761363573,0.454722756,1.7342531522,-1.218721857,-0.8458000628000001,-0.6823466912,1.7761592444,0.3795775085,1.6676618387,0.29998823129999996,-0.0353412528,2725.1458333333,0,7,5323.5833333333,0.5360682410000001,1.2199731457,0.5720711465999999,0.3876208893
s388,,,,,40.1666666667,0.4,649,32.3571428571,0.5333333333,432,-0.5140293649000001,-1.0236022615,3.2680847961,0.3376494504,2.1365568294,-0.35380174070000003,3.26059e-05,0.0005781841000000001,0.0036962890999999998,2.3216387084,0.2714761928,1.1768418469,0.6666666667000001,0.33333333330000003,19.5833333333,-0.033333333300000004,1,0.0006666667,-0.75,18.1666666667,-0.1030528895,2,-0.0010361446,-1.1389626302,0.07393782360000001,1.11979426,10.4,9.8,1.1028690268999999,0.448398003,2.1842734221,-0.30770911900000003,0.3888888889,-3.6848039179,-1.0944047594,0.4958381373,4.3284586626,1.7160831324,0.030139271,1.8631014388999998,-0.9575666758,4.0502743994,131.0,6,0.6615714073,0.0012181689999999998,0.7209503173999999,0.0016159401999999998,0.7222222222,0.009797959,0.0256124969,0.06403124240000001,-1.4606426007,1.6254914568,0.4090664569,2.1423745903,-0.6892140958,277.1666666667,2.8031087787,0.2967932722,1.5516824980000001,-25.5,43.5,,,0.37269766039999996,8,1.452148341,0.42842684509999995,2.4228117183,-0.6072634057999999,1.7675556612,0.4511539455,1.6887370653,-1.1746632573,0.4532019704,0.0408359633,2.3885307415,0.2945160509,1.2687154764,-0.3990628347,406.5,6.2,3.9,328.6666666667,2.7957093693,0.28043814310000004,1.3233120790000001,355.25,326.3333333333,2.0971459432,0.1096253354,2.0348511525,-28.9166666667,22.3169958875,1.8137347415,0.2894639975,2.0262551652000003,-1.3101712845,-0.5820676852000001,-0.1553763374,1.0608919683,0.2136102322,1.8255710658,0.3998731141,-0.4100824401,1920.2681818182,16,4,1709.5833333332998,0.8315194172,-0.08701137699999999,0.8254654633,0.4278345708
s391,0.7509262697,0.2380436808,1.3405011748,1.95,37.222222222199996,0.4,635,35.4166666667,0.2,800,-0.9280605554000001,-0.27472014110000004,3.4411538793000003,0.26828214920000004,2.2338905836,-1.6186134525,0.0011180999,0.00018023869999999999,0.0094941406,3.3456437956,0.2464201958,1.7184368858,0.33333333330000003,0.33333333330000003,5.916666666699999,0.0916666667,3,-0.0076666667000000015,-1.1666666667,6.666666666699999,0.16090225560000002,3,-0.0081879699,-1.4360902256,0.1632417279,0.7313709064,7.2,6.3,2.0786371818,0.3719310642,1.73211275,-0.6803657862000001,0.75,-1.6229582249,-1.4865014243999999,-0.7746479260000001,3.7708390852999996,1.8224054728,0.0060980352,2.4339668278,-1.1195720593,3.7262636324,172.0,7,0.611741066,0.00153205,0.852734375,0.0027356025,0.5277777778,0.0038729833,0.0038729833,0.009797959,-1.3660927176,1.3265765097,0.3682814839,1.7840103159,-0.6354120688,222.1666666667,2.477889962,0.33845476,1.3146519058,-57.5,-3.5,4.4642132432,-3.6385370182999996,0.4218254824,7,1.5691416494,0.4232885365,1.8939357159,-0.2741754026,2.598237139,0.3881665801,1.8187302327,-0.8434227164,0.4628712871,0.04677238139999999,2.5215873329000003,0.25161941400000004,0.9909638346999999,-0.5473211976,254.0,5.7,5.7,268.3333333333,2.8613944005,0.345638047,1.1048380944,283.4166666667,258.6666666667,2.0106800558,0.27205725329999997,1.3512475105000001,-24.75,15.784729713499999,1.8374055122,0.3359876177,1.6052017924000002,-1.5795605373,-0.34707725520000005,0.435569381,0.6283997705000001,0.2591407337,1.5684172453,-0.5658733178,-1.0705068796,1649.3487654321,30,7,2853.5833333333003,1.5978231019,0.7932306390999999,0.8411343971999999,0.2452447918
s396,1.8433107225999998,0.2602813785,1.4740444331,2.6,45.15,0.33333333330000003,861,29.944444444400002,0.4,512,-0.6075958543000001,-1.6015715237,2.5738060676,0.3931706704,1.1894108620000001,-2.2378309344,6.98187e-05,0.00034709169999999997,0.0009487305,5.4506893798,0.3312886869,1.1069114902,1.0,0.0,15.541666666700001,0.07083333330000001,1,-0.0025,-6.875,15.25,0.0323559151,2,-0.0046620828999999996,-8.434479272,0.196454577,0.9267250347,7.5,7.9,2.6228002612,0.6354160208,1.606425583,-0.6568323816,0.75,-6.1662613196,-1.5164427291,0.1910395678,4.9380558016,3.1405341602999997,0.2914185539,1.0737290955,-1.0705413209999999,3.8243251091,227.0,7,0.6617970467000001,0.0010536449000000002,0.9157783508,0.0015903074,0.5277777778,0.0006324555,0.0006324555,0.0015811388,-1.1149180246,2.4035394002,0.3731663824,1.8005196825999998,-0.4601915188,408.6666666667,2.4393036775,0.2853270504,1.2829461419,25.5,167.5,-85.9247977932,92.5840250409,0.31911585740000004,18,1.7928380676,0.5909495748,1.7349928030000001,-0.436107002,3.3096011292000003,0.3748844485,1.4218992247,-3.0214899991000004,0.5285359801,0.1062456914,3.5908381833,0.2681930093,1.4087848626,-1.1135687164,297.0,6.9,5.2,282.6666666667,4.2433584336,0.3281888752,1.9191306082,349.4166666667,330.3333333333,2.7408710798,0.3003486703,0.9211281815,-19.0833333333,-26.8385623803,2.6827687520000003,0.3337657254,1.3917846107,-0.41863535609999997,-0.5694792372999999,-0.3025572876,2.1256231943,0.3411602495,1.5613637342,0.055326196800000005,0.4800354783,1948.5277777777999,8,9,3139.1666666666997,3.9520917152,-1.8273504143,0.7420686631000001,0.4982350235
s397,1.3108746611,0.31026783620000004,1.9266895944,4.85,21.1304347826,0.23333333329999997,461,18.65,0.33333333330000003,358,0.2085785589,-0.7262107831999999,3.8897669638999997,0.2839478495,1.9533919487,-1.4574928307,0.0001779466,0.00030697250000000004,0.0030390625,2.6120486429,0.2244110297,1.6241032081,0.6666666667000001,0.33333333330000003,12.958333333299999,-0.0458333333,1,0.0015,-2.0416666667,8.25,0.1296099291,2,-0.005517730500000001,-0.9627659573999999,-0.026128266,0.9177781838,8.7,8.8,2.4501712355,0.340313863,2.2823417513,-0.2230076339,0.6944444444,-2.3241158008,-0.5932101213000001,0.1910395678,4.9380558016,2.2443942046000003,0.06507549380000001,2.440760045,-0.9575666758,4.0502743994,137.0,7,0.7495000839,0.001657332,0.9989257812,0.0024562902,0.6944444444,0.0015811388,0.0006324555,0.0006324555,-0.10537097,1.6140306206000001,0.3081299235,1.9661619726,-0.2017085261,198.8333333333,3.3996867564,0.2398678849,1.9882903580000002,-11.5,163.0,-0.5295364532,5.0787870219,0.4161449345,12,1.7908818227,0.3204933339,2.8156171856,0.0365004123,2.8754109634,0.3983733513,1.9271858288,-1.3244800333,0.46305418719999997,0.054898443899999996,2.8986542446,0.26286276199999997,1.2140334345,-1.0927474538,,7.2,5.8,219.6666666667,6.1027786423000006,0.3561243147,4.5038595748,173.8333333333,195.5,4.0539487435,0.3030935925,2.0927356734,21.6666666667,-2.9299957270999997,1.7952745294,0.2831680911,1.9091720691999998,-0.606664816,-1.1091283591,-0.2834004374,1.8294026174,0.3181982098,1.5809071900999998,-0.0363124507,-0.424662787,1603.8583333333,9,7,3481.0833333333003,0.48055169659999997,-0.17185025690000003,0.1758628129,0.417625875
s402,1.3103680693000002,0.4225780974,1.4313221753999998,2.0,41.6666666667,0.2,980,21.7391304348,0.23333333329999997,475,-0.7241275058000001,-1.3524251775999998,3.9122044652,0.4053965497,2.0409135672,-1.1598466156,0.014830239299999999,0.0299233398,0.17406347660000002,2.8533797552,0.2965851198,2.0508736521,0.5,0.1666666667,10.0,4.1633363420000005e-17,0,-2.081668171e-17,3.3306690739999997e-16,11.416666666700001,0.0814285714,2,-0.0047428571,-1.3857142857,-0.0581648741,0.542880527,5.6,5.1,1.7443378083,0.5520493941,2.2064679256,-0.2175758741,0.0,-3.2111733136000002,0.8916766992,0.1910395678,4.9380558016,2.8657903198000003,0.14500826090000002,2.4731978525,-0.9928100529,3.4727396196,115.0,8,0.8170028687,0.0010498144,1.0,0.0012993304000000002,0.5555555556,0.06403124240000001,0.06403124240000001,0.06403124240000001,-0.9038210637999999,1.37128575,0.5336306161000001,1.7770542855000002,-0.48478913799999995,388.6666666667,1.7993069893,0.36918059630000005,1.0456531598999999,52.0,24.5,,,0.4609205121,11,1.3533534784999999,0.6042370445,2.263312315,-0.19464774129999998,2.5631117341,0.5339780797,2.1066562803,-0.9774106845,0.34739454090000005,0.0412906403,2.5969502988,0.3335574492,1.4910210049000001,-0.5366040907999999,375.0,5.2,4.7,518.5,2.434383555,0.4236159751,1.1463889409,309.3333333333,373.6666666667,1.8129192514,0.3799163355,1.2462452934000001,64.3333333333,-21.7388999751,1.6673214263,0.4144044039,1.5133695400999998,-0.889686902,-1.6513566021000001,-0.40474626799999996,1.2694829204,0.4336188813,1.5695770334,0.9246820534,-0.061159775199999995,3414.9479166666997,-9,7,6244.3636363636,-0.0973942991,-0.06453852110000001,0.148944402,0.150343985
s403,0.9383636248999999,0.0313123383,1.9093015519999998,2.05,39.0588235294,0.43333333329999996,627,22.0,0.30000000000000004,446,-0.3957689269,-0.7650782666,3.9165279586,0.3203684431,2.0543883561,-1.4811098066,0.0001385228,0.008221313499999999,0.053020507800000005,2.9948927649,0.25569826830000003,1.8103669053,0.1666666667,0.5,4.5833333333,1.249000903e-16,2,-0.004,-1.4166666666999999,19.4166666667,0.2687943262,2,-0.0149148936,-0.8953900709,-0.2511978152,0.6597643651,6.7,6.5,1.6281723857,0.4106413599,1.5031612383,-1.5928798913,0.1388888889,-0.582050119,-0.9349737222,-0.7548590440999999,3.8104168489999997,3.0223743195,0.1864615139,2.6739402685,-1.0705413209999999,3.8243251091,134.0,5,0.6809286594,0.0013511221,0.8323936462,0.0019961081,0.5555555556,0.009797959,0.0256124969,0.06403124240000001,-1.185846526,1.5970025788000002,0.3683188789,1.9332529038,-0.33928491400000005,328.3333333333,2.2935606679,0.30016294039999997,1.2345799681999998,-9.0,9.0,2.0886910846,2.7705836802999997,0.619533426,11,1.6570668163,0.5386932856000001,1.8427550595,-0.4084250129,3.3864911313,0.4018200794,2.1312716877,-1.0031495476999999,0.5220588235,0.0586036721,2.9998531196,0.2961045021,1.0306349712,-1.5917865296,274.0,6.9,4.8,285.3333333333,2.2511008253,0.34516089899999997,1.1700414609999998,206.1666666667,299.3333333333,3.2226829258999996,0.1987951127,2.2814949769,93.1666666667,10.211038961,2.901033711,0.37945976119999997,2.3537981166999997,-0.7606011176999999,-0.1362089803,0.1067124273,0.8408643851000001,0.2768206291,1.8649346700999998,-0.372907981,-0.6358589695,1938.1633333332998,17,6,3200.8333333333003,0.0085611323,-0.1278333715,0.2029703005,0.3563298782
s408,0.6192416792000001,0.2921048121,1.2019968286,1.3,25.0384615385,0.1333333333,625,11.666666666700001,0.4,200,-0.5584997745,-0.263951186,2.801511135,0.3395026465,1.8312994415,-1.0493776391,0.0026006826,0.0299233398,0.0174160156,3.0023924697,0.24683760789999998,1.5618299031,0.6666666667000001,0.33333333330000003,7.541666666699999,-0.0208333333,1,-0.0001666667,-2.4583333333,7.333333333300001,-0.05,1,0.0006666667,-2.6666666667000003,0.1439006481,0.7749126956,9.2,10.6,1.5474957127000002,0.4937948519,2.0980541237,-0.6865953579,0.4722222222,-2.8724104577999996,0.3309080017,-0.2282999586,3.5248410059,2.2870152294999997,0.2799368403,1.1993777513,-0.6331575077,2.7534345291,176.0,9,0.6083211422,0.0007580338,0.8065824509,0.0011352097,0.6388888889000001,0.0015811388,0.009797959,0.009797959,-0.7227670062999999,0.8308135529,0.4757070675,1.9401830491999998,-0.1881123333,,,,,,,,,0.5400150787,3,1.5982909086,0.48204281039999997,1.9185114153,-0.5523961742,2.6874348658,0.4230338599,1.7997410574000001,-1.252358617,0.5319693095,0.0783657497,2.5335243855000003,0.30677831629999996,1.4200071618999999,-1.2000837815,337.0,6.5,4.9,,,,,374.5833333333,296.6666666667,2.6643861755000002,0.0243091021,2.7871896780000003,-77.9166666667,-36.5327764153,1.9682220038,0.26958799920000004,1.9502643679,-0.8500764344,-0.36545965630000005,-0.048850759699999996,1.4738810821,0.32451939,1.479389076,-0.33812456049999995,-0.7512729367000001,4465.3888888889005,4,5,4714.0,0.9106947464,-0.340926587,0.9133156862,0.2467773976
s409,1.6570096859,0.2644199492,1.6952871957,2.75,16.8695652174,0.23333333329999997,369,13.9230769231,0.1333333333,345,-0.2621553833,-2.502173563,2.6359960675,0.39959150299999996,1.500483926,-0.8754921687999999,0.0292319012,0.0958452148,0.15131933590000002,3.8647140712,0.2842145265,1.4329093603999998,0.8333333333,0.1666666667,2.2083333333,0.0958333333,3,-0.0075000000000000015,-1.0416666667,4.0416666667,0.0545303408,3,-0.003514547,-0.6172069825000001,-0.0705329912,0.5551628988,8.4,6.4,2.2391519691,0.4298617366,2.1398147469,0.4700103747,0.2777777778,-2.2548088151,-0.854530993,-0.5629734621,4.194188013,2.9159935731999997,0.2294104199,2.648732185,-1.1195720593,3.7262636324,147.0,8,0.7225572586,0.0011932080999999999,1.0,0.0013864686999999999,0.6111111111,0.0038729833,0.009797959,0.009797959,-1.4540068144999998,1.6482905247,0.5137418508,1.9673747666,-0.13090327840000002,242.5,3.4470913097,0.2061447567,2.9743179006,-6.0,242.5,3.6714956565,-4.0303194251,0.5647509022,12,2.3071333515,0.5340737296,1.9145978044999998,-0.4106412832,3.0503265897000005,0.3754963171,2.312084165,-1.42208583,0.5492610836999999,0.0698389938,2.7940682631000002,0.2883825302,1.3613077975,-1.2462657921,329.5,6.9,5.7,238.3333333333,4.3170624117,0.4824449536,2.9757929600999997,247.1666666667,228.1666666667,3.3776406168,0.3637358753,2.1493321617,-19.0,94.57813140450001,1.8389040052,0.33968338400000003,2.1126146942,-1.1602082864,-0.7174146748000001,-0.8385980791000001,1.6205237776,0.3615874177,1.9086744921,0.0344904969,0.285414404,2304.3296296296,4,6,3800.1666666666997,-0.100521239,-0.7985076962000001,0.15610668660000002,0.48247741909999997
s411,1.4270792078,0.011753701699999999,2.7309392764,2.7,48.1578947368,0.3666666667,878,31.8571428571,0.5333333333,416,-0.4022251804,-0.7898129401999999,4.9486136729000005,0.3173284461,3.0847990189,-1.2589031234999999,0.0005216656,0.0016459198,0.006865234400000001,4.6200552291,0.2611852294,2.2218636495,1.0,0.0,9.4166666667,0.0666666667,1,-0.0043333333000000005,-2.75,12.833333333299999,0.1906827881,3,-0.008352773800000001,-4.5881934566,-0.0047912829999999995,1.1517239603,8.1,7.4,1.8528467765,0.4630115104,1.9178590706,-0.0534372561,0.22222222219999999,-2.0426499251,0.27804792640000003,-0.1448413667,3.3579238220999996,2.2986747575999997,0.1746849311,1.7946024770000002,-0.8075379761,4.3503317988,283.0,7,0.8131072998000001,0.0017473117,0.9969726562,0.0022553843,0.6666666667000001,0.0015811388,0.0015811388,0.0038729833,-0.6652210316,2.0026385312,0.39364445840000006,2.2591526329,-0.6190486050999999,259.3333333333,2.6460598907,0.2760204502,1.3883095294,-16.0,55.5,,,0.6848403713,16,1.7436938473,0.7546290181,1.9775818738,-0.29212896039999997,2.5876410541999997,0.3933949528,1.9235812227000002,-2.0783723424000002,0.5358024691000001,0.0731517854,3.5340520926999996,0.2975568075,1.6757984995,-0.4914460436,328.0,6.2,5.7,229.1666666667,4.3829464713999995,0.31810363610000003,2.1681003568,208.0,243.3333333333,2.4777803994,0.3495254324,1.1242079570999999,35.3333333333,-11.2087655675,2.777886755,0.35709187700000006,2.0235499654,-0.9675578743,-0.0232984346,-0.39307185,1.8670968537,0.364846648,1.5475529918000002,-0.5999379927,-0.036840412999999995,1932.175,6,9,3711.0,,,0.6614423449,0.34980564159999994
s420,0.9518642136,0.061393368200000006,2.2440536059,2.25,29.695652173899997,0.23333333329999997,656,10.0,0.23333333329999997,220,-0.5656275515,-0.7592074531999999,3.3324934711000003,0.33681305770000003,2.1495402836,-0.518014972,3.776e-06,0.0010493927,0.0301083984,3.7323115373,0.3164887091,1.3557025930000002,1.0,0.0,7.833333333300001,0.0666666667,1,-0.0046666667000000005,-1.9166666666999999,14.708333333299999,0.031504065000000005,1,-0.0012390244,-2.6483739837,0.2913645539,0.7438233669000001,9.2,6.9,1.6654828815,0.4415660936,1.9716539687,0.0361484168,0.7222222222,-1.2448603227,2.6281751751,0.0,5.320134937200001,3.4121823272000005,0.30223255720000003,1.7123004804000002,0.0,5.965407751,170.0,9,0.7112888336000001,0.0012869834,0.8643798828,0.0015050557000000002,0.6666666667000001,0.0015811388,0.003935979300000001,0.009797959,-1.2098595031,2.0148097883,0.4688630036,1.7986785278,-0.1725300576,345.6666666667,3.9910645994,0.27403306180000003,1.9633843763999999,9.0,74.0,3.7260108862,-3.7666417298000003,0.5764527051,10,1.2845732557,0.4169408285,1.7952256673,-0.424499172,,,,,0.44230769229999994,0.043158270199999994,4.0746035582,0.33597844810000005,1.3853498525,-1.0854595158,375.0,5.4,5.0,253.6666666667,3.4100831593,0.39636347689999996,2.3974225724,293.1666666667,278.5,3.2565457029,0.3334148853,1.9789175566,-14.666666666700001,27.1592705167,2.3812651388,0.33535101040000004,1.8509904999000002,-0.7163783881999999,-0.6361668366000001,-0.9248683143,1.5729651431,0.3636487183,1.4957169794999998,-0.0296403755,0.45883342509999997,2225.5316666667,-1,9,2729.2083333333,1.2009371455,0.4682660093,0.9035151993000001,0.2917111564
s425,1.3562766147,0.30938507789999997,1.6954137841,2.9,23.304347826100003,0.23333333329999997,513,16.5833333333,0.2,380,-0.0139784596,-0.23256082879999998,4.0993614419,0.43304689409999997,1.6819071617,-0.30923604379999997,1.53184e-05,1.38431e-05,3.3386199999999996e-05,4.6081370185,0.35461067539999996,1.5624432496,0.5,0.33333333330000003,9.25,0.2,3,-0.014666666699999999,-3.1666666667000003,8.0,0.2260395365,3,-0.0117396046,-1.3203817314,0.0328147788,0.9367403986,8.8,5.8,2.9254319948000003,0.413496376,2.2529492323,-0.659107874,0.7777777778,-1.2394282457999999,1.0194867898,0.0,5.320134937200001,3.7017541035000003,0.2082728157,2.4303661168,-1.1652624446,3.6348828618,115.0,4,0.7898870468000001,0.0011568534,0.9989257812,0.0012355188,0.6388888889000001,0.0015811388,0.0015811388,0.0015811388,-0.4925493849,1.7800009821,0.6436611179999999,2.1067979992,-0.19352223899999998,240.0,2.7408138863,0.28775655180000004,1.8768152823,18.5,252.0,,,0.6205315846,12,2.3351763115,0.566514528,1.634203166,-0.44819545909999997,4.1802464977,0.3892654733,2.5945632268,-1.8725994897,0.4702970297,0.08403533369999999,4.6178914856,0.31389842830000003,2.0183683285,-0.4956089332000001,322.0,7.0,5.9,251.5,4.5028539367,0.4077800315,2.9198718327999997,230.3333333333,220.6666666667,3.7777573287,0.3981325778,2.4995441521,-9.6666666667,89.3690922377,4.0485198638,0.3530055275,2.4781353344,-0.7882586170999999,0.052813624600000005,0.0805753163,1.7087364403999998,0.40799201119999995,1.3229055974,-0.9511389303,-0.3535669684,2538.7121212121,1,10,4452.25,-21.1062661774,23.214695256,0.8712921404999999,0.4169467646
s427,1.3610916956,0.34801302380000004,1.5321201022,2.6,52.3125,0.4666666667,789,27.8421052632,0.3666666667,500,-0.7251026054999999,-1.6091536925999999,3.0565498595999996,0.4287245299,1.3148050531,-0.230091426,0.00018094830000000002,0.0002648382,0.0005079346,4.5080467488,0.231119789,1.8263742042,1.0,0.0,18.5416666667,0.054166666700000005,2,-0.0045000000000000005,-2.0416666667,15.833333333299999,0.0434143353,0,-0.0035662651,-0.2646518276,0.16791784280000002,0.6798390487,8.4,7.6,2.3358712594999997,0.4597572089,1.8006199192,-0.9176583579,0.8888888889000001,0.4868427271,0.2309280208,-0.9927888592,3.3345572188,2.5638658713,0.2486226268,1.4964360242,-1.2890129855,3.38738178,178.0,6,0.7865528106999999,0.0007102496,0.9581481934,0.0014388031,0.5,0.0006324555,0.0015811388,0.0015811388,-1.3260261508,1.7420089926,0.4359172273,1.5927948044,0.03356616,341.6666666667,2.4059253365,0.3270900337,1.2623215799,23.0,24.5,19.0665720009,-9.954389795800001,0.44064295700000006,14,1.9383643769,0.5577931686000001,2.1663324025999997,-0.3407239575,2.159139147,0.4356030104,2.2904858734,-2.4232490504,0.5660847880000001,0.1020058615,3.3511797341000005,0.3034771985,1.1989904133,-1.8275787391999998,283.0,5.9,5.8,352.5,2.8918566477999996,0.31145282150000003,1.3581796751,218.8333333333,286.3333333333,2.5058941168,0.2902988056,1.1849454126999999,67.5,101.9436129481,2.3667368586,0.36773966469999997,1.5448171287999999,-1.6487740946,-0.3145772304,0.24097393109999998,1.8830397093,0.3306017357,1.8199646202000002,-0.142413911,-0.6237139123000001,2188.395,0,8,4235.1818181818,-0.4334611446,0.2588616339,0.8524613581,0.6024930231
s429,0.9566791037,0.09832012789999998,1.5012514169,1.6,16.888888888900002,0.1,406,27.681818181799997,0.2666666667,578,-0.4935041637,-1.2931783727,2.454677812,0.31139952670000004,1.5266577063,-0.324629665,0.0014353030000000002,0.0324077148,0.09387402339999999,2.3446716855000003,0.2447818112,1.0626985787999998,0.0,0.8333333333,19.375,0.0208333333,0,-0.0008333333,-0.625,18.5416666667,-0.13529411759999999,1,-0.0025980392,-0.48284313729999995,-0.0018621123999999999,0.6877310525,6.5,6.9,1.7822854509000001,0.4074608916,2.1833566527,-0.18647587420000003,0.027777777799999997,-5.095815873,-3.0439894202999995,0.6290409232999999,4.0620530907,2.3325760024,0.21753303289999998,1.3871313709,-0.30240432,0.8200774248,190.0,1,,,,,,0.0256124969,0.06403124240000001,0.06403124240000001,-1.1701052067,2.0101557768,0.3313969355,1.370237813,-0.203210107,260.5,2.2363800859,0.2764072655,0.978144307,47.0,48.5,4.2009831025999995,-4.2406786248,0.3756484354,12,1.0813398957,0.5534733397,2.1407954863,-0.0460839071,2.6642061045,0.3594678557,1.7024464938,-1.8160518763999998,0.47236180899999997,0.0087239291,3.0777366093,0.2682554325,1.0787010275,-2.3072458384,274.5,5.5,4.0,205.5,3.7381821755,0.3168322228,2.4464241839,218.3333333333,181.0,2.251296698,0.33080169649999996,1.3649676336,-37.3333333333,142.5431080504,2.5471257131000002,0.2725312179,1.5472665602000002,-0.0424304896,-0.4177638178,-0.2207248006,1.0079993097,0.0635111084,2.406330768,-0.27126331870000003,0.345106054,2710.2981481481,1,5,6409.458333333299,0.5412162575,1.4759065197999999,0.6865096276,0.3257203909
s430,1.1563318025,0.1998343268,1.6916910024,2.3,29.090909090900002,0.2666666667,610,19.347826087,0.23333333329999997,430,-0.5205477304,-1.1224343709,2.4709468056,0.3591090953,1.7260676858000001,-1.0811412713,0.0013225796,1.0375527344,0.1290253906,2.6918766904,0.266930206,1.4453863531,0.1666666667,0.6666666667000001,8.0,0.0666666667,1,-0.002,-2.75,16.1666666667,0.09080049009999999,1,-0.0021686747,-4.6101694915,0.3154680378,0.505265285,7.9,6.3,0.8023446779000001,0.3894561994,2.2313045125,-0.1730980557,0.19444444440000003,-0.0418265034,-3.9335180026999996,,,1.3938243174,0.3549874095,1.2077386775,-1.2083775268,3.5486526974,117.0,5,0.7857666016,0.0016728677,0.999609375,0.0018542194,0.6666666667000001,0.1265219767,0.0256124969,0.06403124240000001,-0.7804923224,1.4620672502,0.4167379149,2.0803191387999997,-0.5538962708,491.6666666667,2.1658111775,0.3431661556,1.5922696119,-21.0,-22.5,,,0.6430235714,5,1.1696422464,0.5717535471999999,2.3630244987,0.1964612893,1.9560441416999998,0.4049363124,1.9922847691,-2.208441845,0.4296875,0.036936743,1.2814790781999998,0.304209077,1.3681774659,-0.8416686098,364.5,4.7,4.2,259.6666666667,2.2763670189,0.020066389,3.453126278,347.6666666667,323.1666666667,2.004786447,0.35979568980000004,1.4309233038999998,-24.5,-16.0906084656,2.1941546328,0.3458409744,2.1683196074,-0.3552316917,-0.6143136551,0.2365408437,1.2553167963,0.2448904368,1.9104572793,0.6348487039999999,-0.4088761104,2155.2894179894,14,2,3330.5833333333003,0.7696120669000001,-0.8649974375,0.8174712713000001,0.3280157393
