,NBHD,NBHN,NBHT,NBMEANLD,ARTKCLCK,ARTKLPC,ARTRCLCK,ARTRLPC,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,ANTZHT,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,CRTHN,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,CCTCLOSS,CCTCPROB,CCTHAVCC,CCTHGAIN,CCTHINFO,CCTHLOSS,CCTHPROB,DDTHEALT,DDTTASTE,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,DPEHD,DPEHN,DPEHT,GNGBIAS,GNGDRPIM,HIRSCOR,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,KRBHDRML,KRBHDRSL,LOGCONHD,LOGHD,LOGHN,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,MOSHN,MOSHT,MOSREC,MOSSPC,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,SMHN,SMHT,SMSIHD,SHFTAC,SHFTLR,SIMHD,SIMHN,SIMHT,SIMSIMHD,SRTAVRT,SPSFORWD,SPSREVRS,STSSSRT,STSHD,STSHN,STSHTL,SSSSRTHI,SSHD,SSHN,SSHT,STRHD,STRHN,STRHT,STRSTRHD,32CSCHD1,32CSCHD9,32HD,32HN,32HT,32TSCHD1,32TSCHD9,TOLAVGMT,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,WRTPOSPR
s380,0.8321305220999999,0.1908117411,1.6121791884,1.85,22.2413793103,0.033333333300000004,11.12,0.1666666667,-0.566799913,-0.6401745690999999,3.8161273761000003,0.27769907790000004,2.0006005091,-0.7739610334739997,-5.21827055426754,-6.699151722935724,-5.047437052481072,4.5549184603,0.2726230864,1.3025671788,0.1666666667,0.8333333333,12.041666666700001,-0.0208333333,1.0,-0.0038333333,-3.9583333332999997,9.9583333333,0.106779661,1.0,0.0024222994000000003,-5.2831325301,0.2367869128,1.0420581655,7.5,6.5,2.3353209750999997,0.2990814225,1.6741473378999998,-0.2983540202,0.1388888889,-2.7438548455,-1.0528721732,-0.2130060317,2.7267108241000004,2.0362008802,0.2267351625,1.4213283475,-0.8075379761,4.3503317988,168.0,10.0,0.7169265747,0.001101299,0.6999206543000001,0.0010039147,0.5,-6.449609932071973,-6.449609932071973,-4.625581180301964,-0.5014966010999999,1.7791109666999998,0.4650805038,1.9150719226,-0.5632738260000001,303.963333333334,2.8591199190260013,0.3193136597949999,1.4395721701409998,17.535,88.915,0.19189546161599966,0.6006494850999999,16.0,1.7798805222999998,0.4271661747,1.9529810346,0.4921835003,2.6756095981,0.28780535,1.9341859244,-1.2003880979000001,0.4250614251,-0.0009699596,3.3378879813999998,0.2672974481,1.2816111945,-1.6920239962,259.0,5.7,5.6,285.8333333333,2.8122141525,0.2845309498,0.32471636672369697,203.3333333333,2.8893257745,0.1932042561,1.9794314516,2.4099109424000003,0.3135560529,1.8934327463999998,-0.8697269062,0.0636191166,-0.25598418,1.8463791467,0.3090856662,1.6924792073,-0.9229998812000001,-0.6204289129,2239.4895833333,-9.0,7.0,7034.25,-0.3060853009,-0.23746642690000003,-0.4984156531,0.8429855481,0.3609633845
s383,1.2929722413,0.34694601620000004,1.4024371718000002,2.3,22.2916666667,0.2,16.8181818182,0.2666666667,-0.6524342425999999,-1.1427068947,5.3750845392999995,0.39340956549999995,2.9994691328,-0.7594932429000001,-5.504160339650562,-5.376701289099972,-4.706632055696322,5.6177886437,0.3131427396,2.2271812975,0.6666666667000001,0.33333333330000003,10.1666666667,1.804112415e-16,2.0,-0.008333333299999999,-3.4166666667000003,10.6666666667,0.0190140845,2.0,-0.008281690100000001,-2.2112676056000002,-0.0245476292,1.2127317201999999,10.3,8.8,2.2374762997,0.5479740832000001,1.89384937,-0.2257400959,0.2777777778,0.07208532690000001,2.1766811737,0.3346735035,4.6507879302,2.9499703118,0.279310241,2.1340369736,-1.0170844173,3.9312389163,114.0,7.0,0.7467205048000001,0.0007761008,0.95,0.0012691967999999998,0.6944444444,-4.625581180301964,-3.6646748864517766,-3.6646748864517766,-1.2710232382,1.5386321793000002,0.6628640272,1.6662821847,-0.0695787896,370.1666666667,2.7354420141,0.2944312906,2.4411874888,-30.0,90.405,-3.407818445,0.5460409169279999,13.0,2.3467175991,0.46276917079999996,2.5960449924,-0.3968739506,3.6000451649,0.47645126649999997,2.409756017,-0.3776354771,0.4814814815,0.0482522591,3.9582528045,0.3326709733,1.6985583191,-0.6931402579000001,359.5,5.4,4.3,312.1666666667,3.4756510177999997,0.479497839,0.9273188840454236,305.3333333333,4.1884953032,0.33125843200000005,2.067961866,2.2743698352,0.4548000858,1.7308286659999998,-1.2214014771,-0.8439060076999999,-0.6858320445,1.7768000956999999,0.3796200321,1.6669756765000001,-0.2171494902,-0.6975698429,2725.1458333333,0.0,7.0,5323.5833333333,0.7048995721,0.4401761788,1.324039935,0.5720711465999999,0.3876208893
s388,0.9279212035619996,0.14646543073399998,1.582774629722,1.7819999999999991,40.1666666667,0.4,32.3571428571,0.5333333333,-0.5119457884,-1.0234141384,3.2613660593,0.3375161685,2.1357614741999997,-0.33899107100000003,-10.331017304371713,-7.455618227895384,-5.6004259085647305,2.3287212712,0.271609785,1.1767511242,0.6666666667000001,0.33333333330000003,19.5833333333,-0.033333333300000004,1.0,0.0006666667,-0.75,18.1666666667,-0.1030528895,2.0,-0.0010361446,-1.1389626302,0.07393782360000001,1.11979426,10.4,9.8,1.1030967564,0.4487554286,2.1846611959,-0.3111223522,0.3888888889,-3.6870740133999997,-1.1055440668,0.4958381373,4.3284586626,1.7145380044,0.0303855144,1.8625791047,-0.9575666758,4.0502743994,131.0,6.0,0.6615714073,0.0012181689999999998,0.7209503173999999,0.0016159401999999998,0.7222222222,-4.625581180301964,-3.6646748864517766,-2.7483841522350163,-1.4682454215,1.6275710922000002,0.4090635882,2.1429721997,-0.6953341278,277.1666666667,2.8089000197000003,0.2968758519,1.5533182229,-25.5,43.5,2.312441458264999,0.37269766039999996,8.0,1.4546075925,0.4273272532,2.4293188101,-0.5926104862,1.7693313981,0.45114833810000005,1.6904289534,-1.1614569825,0.4532019704,0.0408359633,2.3857729105,0.2945795429,1.2669765663,-0.3910414367,406.5,6.2,3.9,328.6666666667,2.7889016525,0.2804245304,0.2785032421814889,355.25,2.0951383387,0.2992193685260001,2.0334539885,1.8138911578999999,0.2895654746,2.0280036049000003,-1.3120752342,-0.5872651536,-0.1479441327,1.062968979,0.2135621478,1.827352298,0.1622523788,-0.7231515453,1920.2681818182,16.0,4.0,1709.5833333332998,0.1093965117,-0.3242397044,-0.6711302701,0.8254654633,0.4278345708
s391,0.7522000098999999,0.2382781352,1.3408524535,1.95,37.222222222199996,0.4,35.4166666667,0.2,-0.9384343205,-0.2844801296,3.4470045062,0.267532875,2.2421290709,-1.6161667187000002,-6.7961245522483935,-8.62122847447171,-4.657080449609392,3.3445306263,0.2465622937,1.7175467188,0.33333333330000003,0.33333333330000003,5.916666666699999,0.0916666667,3.0,-0.0076666667000000015,-1.1666666667,6.666666666699999,0.16090225560000002,3.0,-0.0081879699,-1.4360902256,0.1632417279,0.7313709064,7.2,6.3,2.0802100699,0.3720988077,1.7323483745,-0.6683915714,0.75,-1.6389656542000002,-1.486460817,-0.7746479260000001,3.7708390852999996,1.8228230837000001,0.0061620284,2.4311909169,-1.1195720593,3.7262636324,172.0,7.0,0.611741066,0.00153205,0.852734375,0.0027356025,0.5277777778,-5.553730190361736,-5.553730190361736,-4.625581180301964,-1.3643097186000002,1.3263687425,0.3684344933,1.7823303531,-0.6301268199,311.93666666667013,2.507746502884,0.3009791340320001,1.376901208196,8.115,67.85,4.4642132432,0.4218254824,7.0,1.5709612235,0.4229629557,1.8926809322,-0.2594143417,2.5969673085,0.3881159515,1.8185871516999998,-0.8395933737000001,0.4628712871,0.04677238139999999,2.5183012212,0.2515446393,0.9921459679000001,-0.5542740408,254.0,5.7,5.7,268.3333333333,2.8610982810000003,0.345659855,0.09931698944694772,283.4166666667,2.0089764859,0.2720439676,1.352089522,1.8348918338999998,0.335731021,1.6048134467,-1.5736550933000002,-0.34294162840000003,0.4452759768,0.6274146445000001,0.2592830127,1.5675392902,-0.7068423639,-1.0470702311,1649.3487654321,30.0,7.0,2853.5833333333003,0.4451430522,0.4876498086,0.052205418100000005,0.8411343971999999,0.2452447918
s396,1.8449604482,0.26013476329999996,1.4743546788000002,2.6,45.15,0.33333333330000003,29.944444444400002,0.4,-0.6099049046,-1.6075914318,2.5812780924000003,0.3930133054,1.1923407481000001,-2.2431819998,-9.569608675767515,-7.965921547799611,-6.960385782825341,5.4464043467,0.33122886500000004,1.1070320238,1.0,0.0,15.541666666700001,0.07083333330000001,1.0,-0.0025,-6.875,15.25,0.0323559151,2.0,-0.0046620828999999996,-3.0867412418460005,0.196454577,0.9267250347,7.5,7.9,2.6209878407,0.6351097453,1.6087505922,-0.6586772040000001,0.75,-6.1529654532,-1.5260289249,0.1910395678,4.9380558016,3.1464983475999997,0.2913292302,1.0746374747,-1.0705413209999999,3.8243251091,227.0,7.0,0.6617970467000001,0.0010536449000000002,0.9157783508,0.0015903075,0.5277777778,-7.365900695568905,-7.365900695568905,-6.449609932071973,-1.1213495883,2.4022343022999997,0.3734428063,1.7983102625999998,-0.4588346142,408.6666666667,2.4421347575,0.28534907789999997,1.2829911593,25.5,167.5,8.196153390040001,0.31911585740000004,18.0,1.798162135,0.5912875463,1.7344504165,-0.4240802895,3.3114117088999997,0.3749807518,1.4225410656,-3.0263964844999998,0.5285359801,0.1062456914,3.5920730208,0.2680155453,1.4122214641,-1.1141846961,297.0,6.9,5.2,282.6666666667,4.2461553985,0.32807339329999996,0.6528796648399876,349.4166666667,2.7395600427999995,0.30030198890000004,0.9210105168000001,2.6826985424000003,0.3338525875,1.3907190977000001,-0.431143813,-0.5566581103,-0.2865091731,2.1277115277000003,0.3410257148,1.5629747185,0.1077434347,0.4600854110000001,1948.5277777777999,8.0,9.0,3139.1666666666997,1.2277748312,-0.5035699283,0.5935515644,0.7420686631000001,0.4982350235
s397,1.3073600653,0.3103868446,1.9287650969999999,2.365500000000001,21.1304347826,0.23333333329999997,18.65,0.33333333330000003,0.20736483500000005,-0.7231612568000001,3.8928870786,0.28368298210000004,1.9586991237,-1.4564280269,-8.63402705268119,-8.088752390936527,-5.796206199283308,2.6141093294,0.2244981338,1.6230973144999998,0.6666666667000001,0.33333333330000003,12.958333333299999,-0.0458333333,1.0,0.0015,-2.0416666667,8.25,0.1296099291,2.0,-0.005517730500000001,-0.9627659573999999,-0.026128266,0.9177781838,8.7,8.8,2.4543004467,0.3405777035,2.2829089953,-0.23265856149999997,0.6944444444,-2.3203187281999997,-0.5874816846,0.1910395678,4.9380558016,2.2477968765000003,0.0649716988,2.4424800287,-0.9575666758,4.0502743994,137.0,7.0,0.7495000839,0.001657332,0.9989257812,0.0024562902,0.6944444444,-6.449609932071973,-7.365900695568905,-7.365900695568905,-0.1084176526,1.6168527429,0.3074454278,1.9672160106999999,-0.1916260264,198.8333333333,3.4159602769,0.23924510079999997,2.0024525891,-11.5,163.0,-0.5295364532,0.4161449345,12.0,1.7895645132,0.32091671580000003,2.8135327824000003,0.0379466078,2.8769788485000003,0.398658743,1.9247778259,-1.3243853183,0.46305418719999997,0.054898443899999996,2.9044609147000005,0.2629540535,1.2133027672,-1.1128983033,316.98,7.2,5.8,219.6666666667,6.1032264630999995,0.3550941285,0.6562275890945714,173.8333333333,4.0517432154,0.30310543100000004,2.0917872968999998,1.7967428588999999,0.28278666610000003,1.9098226142,-0.6205279469,-1.1069742236,-0.2699284917,1.8280787363,0.3181123971,1.5819735780000002,-0.5200008892,-0.6706362462000001,1603.8583333333,9.0,7.0,3481.0833333333003,0.0148836374,-0.2499380543,0.1042294466,0.1758628129,0.417625875
s402,1.3078633253,0.4226743214,1.4308445119,2.0,41.6666666667,0.2,21.7391304348,0.23333333329999997,-0.7232868062000001,-1.3469309151,3.9122406521,0.405443146,2.0389015862,-1.1679997715000001,-7.386111264744325,-3.5091165077738418,-1.7483352382479072,2.8561265331000003,0.29652547809999996,2.0514125773,0.5,0.1666666667,10.0,4.1633363420000005e-17,0.0,-2.081668171e-17,3.3306690739999997e-16,11.416666666700001,0.0814285714,2.0,-0.0047428571,-1.3857142857,-0.0581648741,0.542880527,5.6,5.1,1.7456295325000002,0.5519959374,2.2110352886,-0.2232012167,0.0,-3.2025825649,0.8787547733000001,0.1910395678,4.9380558016,2.8775390861,0.1439264865,2.4898198514,-0.9928100529,3.4727396196,115.0,8.0,0.8170028687,0.0010498144,1.0,0.0012993304000000002,0.5555555556,-2.7483841522350163,-2.7483841522350163,-2.7483841522350163,-0.9040717137,1.3747825515,0.5335849770000001,1.7774812686,-0.48342819229999995,356.47500000000394,2.63700679323,0.32895496881400005,1.5291378075700004,18.265,55.315,1.9358865092330009,0.4609205121,11.0,1.3531938034,0.6036146324,2.2655840275,-0.18544373309999998,2.5636096946,0.533740144,2.1087288315,-0.9811377459999999,0.34739454090000005,0.0412906403,2.5966773826000003,0.3337874296,1.4878787387,-0.5406546845,375.0,5.2,4.7,320.58999999999804,2.4371716862,0.4235233768,0.1376220629000989,309.3333333333,1.8141198201,0.3799389532,1.2460587738,1.6677541112999998,0.4144599294,1.514751479,-0.8984618998999999,-0.4191949325809999,-0.4037240417,1.2695929534,0.4337074861,1.5691117819,-0.15240873929999998,-0.3897099161,3414.9479166666997,-9.0,7.0,6244.3636363636,-0.5228471442,-0.2006637814,-0.4243936451,0.148944402,0.150343985
s403,0.9396564807,0.0313511234,1.9082090851,2.05,39.0588235294,0.43333333329999996,22.0,0.30000000000000004,-0.3982276739,-0.7539263643,3.9339207833999996,0.31958827289999997,2.0691893591,-1.485653561,-8.884475624946793,-4.801025289492271,-2.937076500649204,3.0009314387,0.2553484902,1.8142509694,0.1666666667,0.5,4.5833333333,1.249000903e-16,2.0,-0.004,-1.4166666666999999,19.4166666667,0.2687943262,2.0,-0.0149148936,-0.8953900709,-0.2511978152,0.6597643651,6.7,6.5,1.6297134163999998,0.41013621159999997,1.5070854099000002,-1.5852996749000001,0.1388888889,-0.5872061884,-0.9365290097,-0.7548590440999999,3.8104168489999997,3.0301706736000003,0.1858287445,2.6818248674,-1.0705413209999999,3.8243251091,134.0,5.0,0.6809286594,0.0013511221,0.8323936462,0.0019961081,0.5555555556,-4.625581180301964,-3.6646748864517766,-2.7483841522350163,-1.184406934,1.5969475714,0.3687937475,1.9312891936,-0.34532790220000004,328.3333333333,2.3005246426,0.3002245848,1.2352108219,-9.0,9.0,2.0886910846,0.619533426,11.0,1.6580658738,0.5384639261,1.8454019819999998,-0.41251213189999997,3.3713440256,0.40315754649999996,2.1132996958000003,-1.0146450567,0.5220588235,0.0586036721,3.0090567852,0.2961384083,1.0307147553,-1.6018045265,274.0,6.9,4.8,285.3333333333,2.2525731992,0.34518099409999997,0.15728488723527173,206.1666666667,3.2173423235,0.1989542389,2.278044693,2.8940458567,0.3803659376,2.3399451568000003,-0.7624130231,-0.1344107431,0.1088065793,0.8396681606999999,0.2767487846,1.8652407908,-0.4131835961,-0.5138085357000001,1938.1633333332998,17.0,6.0,3200.8333333333003,-0.0270498508,-0.1309973834,0.6811361545,0.2029703005,0.3563298782
s408,0.6190839926,0.2921843662,1.2010312436,1.3,25.0384615385,0.1333333333,11.666666666700001,0.4,-0.5543737217,-0.2658814419,2.8026473232,0.3389510067,1.8360521593,-1.0612618016,-5.951981368401798,-3.5091165077738418,-4.0503650593222265,3.0007092698,0.2474779916,1.5564827475999998,0.6666666667000001,0.33333333330000003,7.541666666699999,-0.0208333333,1.0,-0.0001666667,-2.4583333333,7.333333333300001,-0.05,1.0,0.0006666667,-2.6666666667000003,0.1439006481,0.7749126956,9.2,10.6,1.5488509805,0.4938459775,2.0945541538,-0.6791604354,0.4722222222,-2.8495621594,0.3552700654,-0.2282999586,3.5248410059,2.2818212505,0.2799033664,1.1989793653,-0.6331575077,2.7534345291,176.0,9.0,0.6083211422,0.0007580338,0.8065824509,0.0011352097,0.6388888889000001,-6.449609932071973,-4.625581180301964,-4.625581180301964,-0.7233855628,0.8299036609999999,0.4764052976,1.9361628708,-0.1902005169,342.63666666667115,2.6998964096869997,0.310619688181,1.5510261397379994,16.255,79.85,0.9940460536730008,0.5400150787,3.0,1.5975153536000002,0.4816490972,1.9189611038999999,-0.5403107665,2.6896861088999997,0.42286619119999996,1.8002196466,-1.24492003,0.5319693095,0.0783657497,2.5248611088,0.30683044379999996,1.4189390191999998,-1.1994219782,337.0,6.5,4.9,315.26999999999794,2.9303481076569997,0.32851748467099995,0.5835243052182401,374.5833333333,2.6609235604,0.3082195028600001,2.7828143285,1.9686257454,0.2697866084,1.9484921249,-0.8516426326000001,-0.3650508564,-0.0559899812,1.4737746619,0.3244235266,1.4806741659,-0.6512623377000001,-0.7627782551000001,2485.438323252366,4.0,5.0,4714.0,-0.0368872599,-0.2062508326,-0.1987170713,0.9133156862,0.2467773976
s409,1.6542348518,0.26439756670000003,1.6945079325,2.75,16.8695652174,0.23333333329999997,13.9230769231,0.1333333333,-0.2663236342,-2.5128976156,2.6301028308000003,0.3996452047,1.4980127557,-0.9007380831,-7.575351004704037,-6.110671116385236,-1.8883628679396007,3.8722440968,0.2843424824,1.4329892169,0.8333333333,0.1666666667,2.2083333333,0.0958333333,3.0,-0.0075000000000000015,-1.0416666667,4.0416666667,0.0545303408,3.0,-0.003514547,-0.6172069825000001,-0.0705329912,0.5551628988,8.4,6.4,2.2460953253000002,0.4284038541,2.15100959,0.456072847,0.2777777778,-2.279427944,-0.8757419784,-0.5629734621,4.194188013,2.9135931704000004,0.2291393737,2.6493746301,-1.1195720593,3.7262636324,147.0,8.0,0.7225572586,0.0011932080999999999,1.0,0.0013864686999999999,0.6111111111,-5.553730190361736,-4.625581180301964,-4.625581180301964,-1.4549055786000002,1.651259962,0.5135673726000001,1.9688798593,-0.1331245924,242.5,3.4704585392,0.2037874086,1.7392387406929999,-6.0,242.5,3.6714956565,0.5647509022,12.0,2.3048284339,0.5337907785,1.9142208883,-0.4053171758,3.0461065344,0.375951187,2.3070726865,-1.4224635975,0.5492610836999999,0.0698389938,2.7958735943,0.2883640092,1.3614119954,-1.2449904174,329.5,6.9,5.7,238.3333333333,4.3144955983,0.4829174927,1.0882251336058042,247.1666666667,3.3778064902,0.3638348192,2.147962704,1.8434101102,0.3395469678,2.1139105322,-1.1651402125,-0.7136867520000001,-0.8387118659999999,1.6202488441,0.3617877229,1.9069228511,-0.2487902489,-0.049145398400000005,2304.3296296296,4.0,6.0,3800.1666666666997,-0.657384827,-0.651744512,-0.5954384027,0.15610668660000002,0.48247741909999997
s411,1.4270997897,0.0117787755,1.6042779691909996,2.7,48.1578947368,0.3666666667,31.8571428571,0.5333333333,-0.40935535689999997,-0.7910151787999999,4.9215189079,0.3189736002,3.0524184163999997,-1.2562049381,-7.558483788388655,-6.409455902094151,-4.981285096135343,4.614664686499999,0.26122598080000003,2.2205338562,1.0,0.0,9.4166666667,0.0666666667,1.0,-0.0043333333000000005,-2.75,12.833333333299999,0.1906827881,3.0,-0.008352773800000001,-4.5881934566,-0.0047912829999999995,1.1517239603,8.1,7.4,1.8461947799,0.4628821875,1.9163985027000001,-0.062416708499999994,0.22222222219999999,-2.0278036539,0.29436547399999996,-0.1448413667,3.3579238220999996,2.3010319762,0.1746299958,1.7960799037000001,-0.8075379761,4.3503317988,283.0,7.0,0.8131072998000001,0.0017473117,0.9969726562,0.0022553843,0.6666666667000001,-6.449609932071973,-6.449609932071973,-5.553730190361736,-0.6673709365,1.9985356358,0.3938968946,2.2553534387000003,-0.6220751588,259.3333333333,2.6571312975,0.2758236463,1.3913399653999998,-16.0,55.5,4.881839768161,0.6848403713,16.0,1.7460267305,0.7537474828,1.9848182932,-0.27855713800000004,2.5833654306000002,0.3936580236,1.9195577886,-2.0732461196000003,0.5358024691000001,0.0731517854,3.5344064103,0.29750305899999996,1.6740202026,-0.4875499758,328.0,6.2,5.7,229.1666666667,4.3931364356,0.31724412679999997,0.7797050561750364,208.0,2.4787399862,0.3494578561,1.1246789745,2.7728958302999995,0.3564224747,2.0269384193,-0.9626703939,-0.0124967058,-0.4034416288,1.8684918324,0.3647680026,1.5486845862,-0.7705989511,-0.45658719049999996,1932.175,6.0,9.0,3711.0,0.2997352905720001,-0.07345543868599999,0.3464743443930001,0.6614423449,0.34980564159999994
s420,0.9494653716,0.061332816799999995,2.2444054353,2.25,29.695652173899997,0.23333333329999997,10.0,0.23333333329999997,-0.5738760073,-0.7644709598999999,3.3370017557,0.3364520017,2.1545849389,-0.5110810162,-12.48684530968102,-6.859543663091871,-3.5029511295339066,3.7370178667,0.3161463986,1.359356838,1.0,0.0,7.833333333300001,0.0666666667,1.0,-0.0046666667000000005,-1.9166666666999999,14.708333333299999,0.031504065000000005,1.0,-0.0012390244,-2.6483739837,0.2913645539,0.7438233669000001,9.2,6.9,1.6635490692,0.44136092340000005,1.972030033,0.0370973531,0.7222222222,-1.2342567124,2.6515053598,0.0,5.320134937200001,3.4185875326999997,0.30185086980000003,1.7184342688999998,-0.974911225042,3.851409332408001,170.0,9.0,0.7112888336000001,0.0012869834,0.8643798828,0.0015050557000000002,0.6666666667000001,-6.449609932071973,-5.537595558952301,-4.625581180301964,-1.2098080597,2.0142826828000002,0.4689063087,1.7974982075,-0.17736913559999998,345.6666666667,3.9983480925,0.27355768469999997,1.9708428148,9.0,74.0,3.7260108862,0.5764527051,10.0,1.2895136883,0.4172305117,1.7943880456,-0.4213358465,3.0713839825429985,0.4374552666580001,1.910578193844001,-1.4219309620840002,0.44230769229999994,0.043158270199999994,4.0881183255,0.33518529900000005,1.3965609044,-1.0921916255,375.0,5.4,5.0,253.6666666667,3.4077981527,0.39600691979999997,0.8750640355148235,293.1666666667,3.2554050975999997,0.33356934600000004,1.9771764847,2.3750727178999997,0.3350714529,1.8526919063999998,-0.7150756918000001,-0.6385048865999999,-0.9345750827,1.5711931018,0.3637264556,1.4952523609000001,-0.2496454777,-0.0855270004,2225.5316666667,-1.0,9.0,2729.2083333333,0.4312893248,0.24881477059999998,0.4593066667,0.9035151993000001,0.2917111564
s425,1.3570676428,0.3096567824,1.6935132178999999,2.9,23.304347826100003,0.23333333329999997,16.5833333333,0.2,-0.0028163903000000003,-0.2301209371,4.1063611972,0.4326793228,1.6893008442,-0.3122334175,-11.086455837748222,-11.187759764146794,-10.307367917014066,4.5972695581,0.3549400115,1.5564254231,0.5,0.33333333330000003,9.25,0.2,3.0,-0.014666666699999999,-3.1666666667000003,8.0,0.2260395365,3.0,-0.0117396046,-1.3203817314,0.0328147788,0.9367403986,8.8,5.8,2.9323827470999997,0.4138179578,2.2551777083,-0.6771842779,0.7777777778,-1.2434722889,1.0061245363,0.0,5.320134937200001,3.7175485628,0.2068261672,2.4543975,-1.1652624446,3.6348828618,115.0,4.0,0.7898870468000001,0.0011568534,0.9989257812,0.0012355188,0.6388888889000001,-6.449609932071973,-6.449609932071973,-6.449609932071973,-0.49110088979999994,1.7819654428,0.643686686,2.1072193515,-0.1862326887,240.0,2.7527788207999997,0.2868406928,1.8890593588999998,18.5,252.0,5.6637885557210055,0.6205315846,12.0,2.3319958645,0.5667880625,1.6307112406000002,-0.4216431015,4.164530983500001,0.3900436193,2.5774830138,-1.8691770191,0.4702970297,0.08403533369999999,4.616981595,0.3142203764,2.0145473096,-0.504328915,322.0,7.0,5.9,251.5,4.5036973516000005,0.40800140240000005,1.0699264871162155,230.3333333333,3.7755247788,0.3982428694,2.4970184805,4.0309562455000005,0.35409880039999997,2.4582433503,-0.7862924631,0.050255864299999994,0.0746308703,1.7066729997,0.4079772893,1.3233113718,-1.1480408172,-0.4911499335,2538.7121212121,1.0,10.0,4452.25,0.9574150218,0.46783364619999995,1.7309303102000002,0.8712921404999999,0.4169467646
s427,1.3597910404,0.34798694150000004,1.5308741702000002,2.6,52.3125,0.4666666667,27.8421052632,0.3666666667,-0.7220070905,-1.6131683741999998,3.0525212493000002,0.428815452,1.3130603476,-0.2427491862,-8.617299202859114,-8.236391484487136,-7.585157858830997,4.506671444,0.2312384699,1.8239556629,1.0,0.0,18.5416666667,0.054166666700000005,2.0,-0.0045000000000000005,-2.0416666667,15.833333333299999,0.0434143353,0.0,-0.0035662651,-0.2646518276,0.16791784280000002,0.6798390487,8.4,7.6,2.3338866866999997,0.45930664229999996,1.8008371114,-0.9334579937999999,0.8888888889000001,0.4852333265,0.23768241350000002,-0.9927888592,3.3345572188,2.564287035,0.2485799875,1.495753596,-1.2890129855,3.38738178,178.0,6.0,0.7865528106999999,0.0007102496,0.9581481934,0.0014388031,0.5,-7.365900695568905,-6.449609932071973,-6.449609932071973,-1.3273848093,1.7394626101,0.43571707509999996,1.5925036347,0.0338448656,341.6666666667,2.4085403303,0.32706968340000003,1.2623693296,23.0,24.5,19.0665720009,0.44064295700000006,14.0,1.9337458506999998,0.5577078449,2.1636360656,-0.3358962211,2.1580809336,0.4357378372,2.2891646711,-2.4252694367,0.5660847880000001,0.1020058615,3.3552468214999998,0.30354546730000004,1.198784987,-1.8291223997,283.0,5.9,5.8,352.5,2.8900986680000003,0.31149230910000003,0.3061757262835218,218.8333333333,2.5044245069,0.2903942534,1.1833098854000001,2.3659694506,0.3679311264,1.5442450628,-1.6591493599,-0.3104102259,0.2390723846,1.8835898878,0.33072274100000004,1.819708179,-0.2992408145,-0.4098885925,2188.395,0.0,8.0,4235.1818181818,-0.5718565054,-0.06308071280000001,-0.3180085966,0.8524613581,0.6024930231
s429,0.9567050981999999,0.0984457392,1.5015575425999999,1.6,16.888888888900002,0.1,27.681818181799997,0.2666666667,-0.4885256963,-1.2919779009,2.4594879385,0.31138967970000003,1.5304580167,-0.3314895467,-6.546379302233754,-3.429358773416693,-2.365801572147691,2.3429650204,0.2446248052,1.0627548138,0.0,0.8333333333,19.375,0.0208333333,0.0,-0.0008333333,-0.625,18.5416666667,-0.13529411759999999,1.0,-0.0025980392,-0.48284313729999995,-0.0018621123999999999,0.6877310525,6.5,6.9,1.7793572427000002,0.4080514603,2.1800024186,-0.18560715940000003,0.027777777799999997,-5.0979990123,-3.0582988495,0.6290409232999999,4.0620530907,2.3273680046000003,0.2173382794,1.3875309523,-0.30240432,3.631681632996999,190.0,1.0,0.7348557984780001,0.001412774866,0.8383551025369996,0.0017690235400000004,0.5969444444419999,-3.6646748864517766,-2.7483841522350163,-2.7483841522350163,-1.1737742505,2.0097695579,0.3313840011,1.3709305722999998,-0.2042403403,260.5,2.2481732047,0.2763408177,0.9792380158,47.0,48.5,4.2009831025999995,0.3756484354,12.0,1.0840637901999999,0.5530208893,2.144942495,-0.043061620999999994,2.6638446165,0.3591824395,1.7059838045,-1.8197754422,0.47236180899999997,0.0087239291,3.0784928016000004,0.2683060981,1.079990896,-2.3098719291,274.5,5.5,4.0,205.5,3.7303143079,0.3176267253,0.8904162442135075,218.3333333333,2.2509471319,0.33083391170000004,1.3648286548000002,2.5473348857,0.27259586080000003,1.5460268369,-0.0471825205,-0.4193459357,-0.2165281246,1.008863931,0.06338160849999999,2.4076559212,-0.5805354604,0.29165089040000003,2710.2981481481,1.0,5.0,6409.458333333299,0.5007290173,0.5524888831,0.9198630626,0.6865096276,0.3257203909
