,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium,bickel_titrator.auc_small,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.prop_healthy_choice,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AX_errors,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.AY_errors,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.BX_errors,dot_pattern_expectancy.BY_errors,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.omission_errors,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.global_congruent_errors,local_global_letter.global_error_cost,local_global_letter.global_incongruent_errors,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.local_congruent_errors,local_global_letter.local_error_cost,local_global_letter.local_incongruent_errors,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.negative_priming,shape_matching.positive_priming,shape_matching.prime_trials,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.conceptual_responses,shift_task.fail_to_maintain_set,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_fit,shift_task.model_learning_rate,shift_task.nonperseverative_errors,shift_task.perseverative_errors,shift_task.perseverative_responses,shift_task.total_errors,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.commission_errors,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.inhibition_slope,stop_signal.omission_errors,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stop_signal.total_errors,stroop.congruent_errors,stroop.errors,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.incongruent_errors,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s147,1.2449335092,0.1836029246,1.5384331573,2.5,27.6818181818,0.2666666667,597,18.2941176471,0.4333333333,301,0.0779533394,-1.1709725648,2.0506024221,0.36798576860000004,1.4948413691,-0.3204071523,0.4313741438,0.1150462329,0.046053082200000005,0.0006915437,0.003331131,0.1018681641,2.6984949845,0.12312384200000001,2.4944762387,0.5,0.1666666667,7.5,0.0416666667,1,4.987329993000001e-18,-2.0,4.75,0.058823529400000005,2.0,-0.0086666667,-2.8186274510000002,-0.027005206900000002,0.20408163270000002,0.8570282520000001,9.6,10.6,1.2353238924,0.3298495416,1.6802767879,-0.1155774051,0.0,2.0,-3.0645827464,8.0,0.1664959916,0.0,1.0,0.342201409,4.6357321192,1.7725217996,0.1468221812,1.4849667381,-0.8319276653000001,0.3142857143,2.6313324366,0.0158730159,223.0,2.3916188301,-2.7538603758,0.3492235958,5,0.7655303955,0.0017253359,1.0,0.0022559602,0.5,0.9538658187000001,0.9784630806000001,0.9538658187000001,0.9538658187000001,0.0256124969,0.06403124240000001,0.06403124240000001,-0.8537684052000001,0.125,60.5,0.4545454545,0.8841429380000001,0.0560349409,2.0925383034,0.0,-71.0,0.33333333330000003,0.1689452877,,,,,,,,,0.35761345720000004,7,1.5226065326,0.3331653261,2.3408974979,0.1293970351,1.8447746837999999,0.294079097,1.6223398838,30.0,-31.0,0.0540540541,-1.5693554956,0.5111662531,113.0,10.0,0.0363602202,0.0048079042,5.1823525291,0.6832110546,-268.4184496699,0.2843267015,114.0,83.0,133.0,197.0,1.655300194,0.2276568877,2.1790058212,-0.0656009377,358.0,6.8,6.0,298.5,2.5978364116,0.3126936503,1.5069497033,301.5833333333,338.0,0.5111111111000001,2.0496510185,0.0244446522,2.6995767645,0.0025012855,0.1571428571,36.4166666667,-28.8525574787,0.2633333333,0.0,2.0,2.3823901433,0.3128587842,1.8026462875,2.0,-1.3634569831,0.1722675173,-0.1526838871,1.1565360449,0.3085867175,1.9147913268,-0.8095037011,-0.47197205940000003,2326.0066666667,6,7,2979.8333333333,,,,0.8377721602,0.25030150160000003
s149,1.0168015771,0.0947253437,2.0008780837,2.35,51.0454545455,0.2666666667,1073,33.8461538462,0.5666666667,408,-0.7274376954,-0.532200909,3.8376105288,0.43353384180000004,2.1844270891,0.0111325891,0.5185933219000001,0.1872114726,0.0521660959,0.0005149595,0.0021466980000000003,0.0318183594,4.1486815644,0.2689023224,1.5739925013,0.5,0.33333333330000003,7.75,0.09166666670000001,2,-0.0046666667000000005,-4.0,4.4166666667,0.0668674699,2.0,-0.0033416377,-2.9745762712,0.41240485250000003,0.20408163270000002,0.6450999049,8.5,9.4,1.9383032025,0.3763942092,2.3764436786,-0.43259433740000003,0.25,1.0,-1.684281995,0.0,-1.4118274880000001,1.0,0.0,-0.3719338943,3.8121088774,2.8329824315,0.2359457767,1.9752255646,-1.070541321,0.2,3.8243251091,0.0,124.0,10.925098711,0.9214174355,0.2565783653,8,0.6545940399,0.0018414176000000001,0.7896682739,0.0019780252,0.4166666667,0.9904938162,0.9720073019000001,0.9784630806000001,0.9904938162,0.0250474647,0.0256124969,0.009797959,-0.8666345040000001,0.11764705880000001,-180.5,0.2222222222,1.3089106889,0.43393063470000004,1.7132101791,0.0714285714,-2.5,0.0909090909,-0.45970486400000005,,,,,,,-2.0702605419,6.6927874602,0.5244258821000001,9,1.5960656448,0.6121483173000001,2.1554037642,0.0669910187,3.2202110819,0.4789226569,2.2617678305,-61.0,55.5,0.0722021661,-0.9575939383000001,0.4611528822,102.0,10.0,0.0423608919,-0.0032111971000000003,7.2535917496,0.3815829941,-262.9008626383,0.1333459328,106.0,109.0,176.0,215.0,4.589742435,0.3170726639,2.0747692243,-0.1773405962,298.5,6.3,5.8,392.0,3.4804733679,0.2975347024,1.8940222282999999,314.8333333333,349.6666666667,0.5222222222,4.6427641324,0.3139242044,2.3804153971,0.0147566872,0.0071428571,34.8333333333,6.7960838701,0.16166666670000002,0.0,0.0,3.3983780383,0.33851381550000004,3.2326253178,0.0,-0.7209826291,0.181398724,-0.5309078421,2.1273670279,0.0512964468,2.9332270123,-1.416448595,-0.2711277124,2311.6518518519,-5,8,6297.375,-0.5022127676,0.3217925163,-0.5771707902000001,0.182304558,0.7134658071000001
s150,1.7519713918000002,0.28254498980000003,1.1781564193,2.35,32.0434782609,0.2333333333,711,25.2272727273,0.2666666667,535,-0.8320454862000001,-0.7664016485,3.1705489546,0.3420422231,1.7020215637,-1.0290292269,0.9687585616000001,0.5360205479,0.0334349315,2.26777e-05,0.0003188305,0.1502363281,3.5476695059,0.2675466479,1.2836211101,0.33333333330000003,0.33333333330000003,6.25,0.075,3,-0.005,-1.9166666667,8.9166666667,0.0799877476,1.0,-0.0034028997000000003,-2.2457627119,0.1142730175,0.20408163270000002,0.7005332631000001,7.6,4.7,2.1618443847,0.4973195422,2.0932367803,-0.819499093,0.5555555556,0.0,-2.7890308973,4.0,-1.7393548911,0.0,0.0,0.0,5.3201349372,2.7189227848,0.2906746276,1.3315960689,-0.8308046694000001,0.1428571429,3.7967503866000003,0.0031746032000000003,181.0,1.2928725743,0.514558072,0.0438060331,4,0.6922992706000001,0.0016534163,0.9710327148000001,0.0018934617000000002,0.6388888889000001,0.9904938162,0.9942395749,0.9954988699,0.9904938162,0.003935979300000001,0.0038729833,0.009797959,-0.702014789,0.0,73.0,0.1875,2.045129775,0.36505599800000005,1.5622007432,0.058823529400000005,-18.0,0.0,-0.07202251180000001,353.0,2.9712979221999998,0.2881066351,1.4618653909,2.0,89.0,4.9280727364,-2.6459246827,0.5226291758,8,1.4802209522,0.4878534968,1.8009729802,-0.5614769699000001,2.6594472003,0.39594991290000003,2.2422831919,-57.5,146.5,0.15,-1.1243896717,0.3936430318,81.0,8.0,0.054086762600000005,0.0008035093,6.5964534593,0.4971698511,-259.8553198365,0.171580128,113.0,135.0,190.0,248.0,2.8541463638,0.2787313952,1.1964824997,-1.4034324026,306.5,5.6,5.8,268.1666666667,4.2632182011,0.3162424877,1.4704485038000001,257.1666666667,271.0,0.5277777778,3.6145171075,0.3253501742,1.4560557433999999,0.0118349401,0.021428571400000002,13.8333333333,-29.8858467333,0.1733333333,1.0,3.0,2.4044658924,0.4073203474,1.9771916392,2.0,-0.5510655431,-0.6571720415,-0.0155656404,1.3644345749,0.4111480545,1.3935924736,-0.4943613638,-0.8974480997000001,2466.7958333333,17,5,3140.5833333333,0.24941867610000001,0.24812068680000002,-0.0891361967,0.7811204768000001,0.7175974701000001
s151,1.0091645661,0.2377169346,1.6450552113999999,2.15,37.15,0.33333333330000003,703,31.65,0.33333333330000003,603,-1.0626683233,-0.5632946338,3.4791504824,0.38207085630000004,1.4232047578,-0.7834744159,0.1568099315,0.09007277400000001,0.0360445205,0.0014898524,0.0188594971,0.16550781250000002,4.9961491145,0.27822036310000003,1.3053713206,0.5,0.1666666667,8.75,-0.0416666667,1,0.001,-2.75,3.375,0.125,3.0,-0.0064285714,-1.25,-0.0410337686,0.1276595745,0.37192096900000005,7.8,5.6,2.1740501418,0.373614424,2.0372410764,-0.2873338062,0.0,1.0,-5.3471203946,3.0,-3.2641430223,1.0,0.0,-0.3719338943,3.8121088774,2.5693635087,0.0274409899,2.2297321989,-0.8075379761,0.0857142857,4.3503317988,0.0,233.0,25.7627506452,0.9984046207,0.3968411315,9,0.7090772629000001,0.0011522431,0.8561279297000001,0.0023838680000000004,0.5,0.9012813101,0.8834645520000001,0.8834645520000001,0.9012813101,0.158113883,0.158113883,0.158113883,-0.9031201121,0.0,129.5,0.1052631579,2.1554082634,0.3558220299,1.6379246860999999,0.0,,0.0,-0.40949871060000004,310.6666666667,2.8007371764,0.3290209686,1.1341747346,31.0,55.0,-5.4699029251,10.3722483971,0.5100706073,8,1.6533725427000001,0.45275675540000004,1.6032865580000002,-1.2725599781999999,2.9200493196,0.4023141216,1.2814463364,26.0,2.0,0.0892857143,-2.9083327765,0.5970515971,165.0,15.0,0.0566457136,0.0038760622,5.2961633888,0.8115044439,-233.9468636219,0.2466804911,83.0,81.0,147.0,164.0,4.4800777484,0.3011616277,1.0575103851,-1.5235121763000001,311.5,6.9,6.1,239.8333333333,3.2492974839,0.33465855040000003,1.2599661958000001,234.5,240.6666666667,0.5277777778,2.977172595,0.3393885326,1.0745106032,0.0175759087,0.0714285714,6.1666666667,14.9606347842,0.2083333333,3.0,8.0,2.0989156168,0.3578650779,1.3845154982,5.0,-0.6047511328,-0.17806120520000002,-0.6303651879000001,1.1621672734,0.33062980610000003,1.6333103767,-0.8930277911000001,-0.1753542776,2133.829004329,14,5,2143.6666666667,-1.1325900294,0.4220035657,-1.0332958254,0.36137365,0.26382240700000004
s152,1.1096717331,0.1631836803,1.9095395667,2.65,21.9230769231,0.1333333333,540,20.8333333333,0.2,480,-0.9249404717,-1.0581094755,4.0958789329,0.3055622065,2.1302282123,-1.6702001927999999,0.0785856164,0.050551369900000004,0.1117893836,0.0053322829000000006,0.0106243896,0.0169560547,4.1629754224,0.2281023049,1.8727688947,0.8333333333,0.0,5.0416666667,0.1541666667,3,-0.0038333333,-1.7916666667,7.0,0.135744323,3.0,-0.0082052145,-2.6684188394,-0.0375429455,0.0204081633,0.6996875746,9.1,7.9,3.136118054,0.4568486171,2.168095013,-0.7708762271,0.2777777778,1.0,1.4040345906,1.0,5.7666758843,0.0,0.0,0.1910395678,4.9380558016,3.076606199,0.1393747314,2.1625187656,-0.5402436899,0.0285714286,4.8849203713,0.0,190.0,2.3916188301,-2.7538603758,0.3492235958,5,0.7439041138,0.0015209845000000001,0.9399658203000001,0.0016430720000000002,0.5833333333,0.9904938162,0.9904938162,0.9904938162,0.9784630806000001,0.009797959,0.009797959,0.0256124969,-0.8566373490000001,0.0,-156.5,0.1052631579,2.0632355257,0.4703387714,1.559177623,0.08,-264.0,0.0,-0.520716723,,,,,,,-4.822420264,8.9307130459,0.49196392400000005,13,2.1272176117,0.5142049313,1.9823812912,0.0292886992,2.9186682370000003,0.46185501640000004,2.3376654481,-1.0,80.5,0.1,-1.820430729,0.5445544554,137.0,16.0,0.1396431966,-0.0039053278,6.3961282206,0.5525024861,-235.4737269484,0.2445723713,100.0,84.0,147.0,184.0,4.2381003088,0.2758581263,1.7036902985,-1.1110308646,339.0,5.1,5.5,310.5,4.0619104251,0.22901538470000002,4.5148506443,250.3333333333,266.1666666667,0.5277777778,3.9208465710000002,0.3639332454,2.110797719,0.0079432648,0.009523809500000001,15.8333333333,109.8604003399,0.165,0.0,1.0,3.3172789209,0.3427977276,2.0997861518,1.0,-1.3368840445,-0.6064219707,0.1930122682,1.809467527,0.3270956077,1.5259619795,-0.09722919270000001,-0.5766197276,1776.4270833333,21,6,3423.75,1.6031807795000002,-0.5009001636,0.5717723175,0.15184338960000002,0.3712815761
s153,0.27253676260000004,0.011924437900000001,1.3705896414,1.25,47.2631578947,0.36666666670000003,852,31.6315789474,0.36666666670000003,577,-0.7939293606000001,-2.4125402478,2.6419589556,0.4237141709,1.27102164,-0.2264330681,0.1033321918,0.07860958900000001,0.0343784247,0.0024433875,0.0090362549,0.060394531300000005,2.3650202487,0.25689391030000003,1.798524435,0.1666666667,0.6666666667000001,19.0416666667,0.07083333330000001,0,-0.0031666667,-0.2083333333,15.2916666667,-0.0956004877,0.0,0.0029668767,-0.5113798009,-0.1829876899,0.375,0.26993456800000004,8.5,4.7,1.4939015871999999,0.2948703609,1.8552948566,-0.7151388524000001,0.0,22.0,-6.4746642538,7.0,-6.2608331688,7.0,3.0,-0.2494971531,0.8136156755,0.5820412594000001,0.0847185382,1.5866179052,-1.3466816155,0.4857142857,2.7649964944,0.0031746032000000003,120.0,2.3916188301,-2.7538603758,0.3492235958,5,0.6812026501,0.0018431746000000001,0.6716920137,0.0016703821,0.5555555556,0.9012813101,0.8834645520000001,0.9904938162,0.9012813101,0.25,0.04949232,0.158113883,-1.3235606007,0.058823529400000005,-47.0,0.5263157895,1.3312523111,0.3424596608,1.5006009986,0.0555555556,76.0,0.2,-0.3562010921,,,,,,,,,0.51466719,3,0.9096677768,0.3943681476,1.8853168599,-0.8753341119,2.5955749907,0.4352284132,1.594421711,16.0,-11.0,0.1321428571,-1.9014319610000001,0.4264705882,59.0,6.0,-0.0302950498,0.0064762227,1.0,0.0,-432.8845268758,0.1,121.0,113.0,166.0,234.0,2.4519005304,0.29332784240000004,1.2030337621,-1.1769110549,353.5,4.2,4.3,,,,,301.1666666667,406.8333333333,0.4944444444,3.5723429475,0.3550972578,1.4902884436,0.0095427049,0.0357142857,105.6666666667,-20.8060843133,0.1733333333,1.0,6.0,2.1891920539,0.3559357702,1.4793675555,5.0,-1.3703664435,-0.6114925418,-0.205063878,1.1238147929,0.3456104721,1.4111724133,-0.1861644637,-0.1329255658,2203.9537037037,-1,8,6516.9166666667,-0.8250910494,-0.08528768610000001,-0.8962405346000001,0.7532222445000001,0.16143773320000002
s154,1.1294449805,0.0216658381,2.8356093206,2.45,33.619047619,0.30000000000000004,675,25.0454545455,0.2666666667,523,-1.2694300235,-2.2297765013,2.5343340539,0.3775802593,1.2276207199,0.019328808700000002,0.6248433219,0.4520667808,0.1872268836,0.0001913108,0.0003928499,0.0019619141,2.9187284916,0.29556866130000004,1.3986386481,1.0,0.0,5.5416666667,0.08750000000000001,2,-0.0008333333,-1.9583333333000001,12.8333333333,0.0780141844,1.0,0.0002600473,-2.6016548462999998,0.2627051139,0.2916666667,0.6459455154,9.2,8.1,1.9904419242,0.7883246719,2.0585337984,-0.6049306726,0.6944444444,1.0,2.9972781691,2.0,6.2636531734,0.0,0.0,0.1932209246,4.933693088,3.0592910326,0.20868320210000002,1.8252970990000001,-1.327315884,0.3714285714,3.310775983,0.0,165.0,2.3916188301,-2.7538603758,0.3492235958,5,0.8119951725000001,0.00102459,0.9895507812000001,0.0013199885,0.7222222222,0.999299955,0.999299955,0.999299955,0.9979994990000001,0.0006324555,0.0006324555,0.0015811388,-1.0434821209,0.0,-696.0,0.2,1.4778165422,0.5946905418,2.1798321749,0.0,-43.0,0.0714285714,-0.2801147344,347.1666666667,2.5463892599999998,0.30248493130000004,1.4234089175,50.0,50.0,,,0.6144064573,16,1.7901455974,0.8455735487,2.1363509197,0.1494883997,3.0036737119,0.0339945081,5.3365125132,28.0,38.0,0.0785714286,-0.43225969540000003,0.6009975062,157.0,17.0,0.0074094555,0.0074040616,5.8480680854,0.47870433960000003,-199.4183653412,0.24153439910000002,73.0,87.0,152.0,160.0,2.5911157558999998,0.3203030813,1.7868564285000001,-0.924755769,275.0,7.1,6.7,265.8333333333,3.3680914986,0.3461176655,1.3975343901000001,249.6666666667,267.5,0.5277777778,2.7260477993,0.3193259284,2.0644248951,0.010846798900000001,0.0452380952,17.8333333333,39.6921905149,0.19,1.0,3.0,2.0912076609,0.1097094101,3.010358525,2.0,-0.6395694979000001,-0.3341693119,-0.3303240302,1.3907906986,0.2319740717,2.4740187026,0.081264747,0.0850703143,2146.5683333333,8,8,4165.1666666667,0.2309155511,0.1885760965,1.6880036733,0.7411342221,0.5465018948
s155,0.7806516659,0.034686565100000004,1.5591433703000002,1.2,29.44,0.1666666667,693,27.1,0.33333333330000003,506,-0.3171898589,-1.3772183642,2.6973427318,0.4088264674,1.7004445343999999,-0.6375226254,0.4348989726,0.0434366438,0.041446917800000004,0.0003147264,0.018987793000000003,0.0148496094,2.203820319,0.2464064937,1.8199571590999999,0.33333333330000003,0.33333333330000003,6.25,0.0166666667,0,0.0016666667,0.4166666667,10.5,0.0472689076,1.0,0.0036823529,-1.6155462185,0.038032468800000004,0.1632653061,0.8886701475000001,7.1,5.7,,,,,0.6944444444,,,,,,,,,,,,0.0161141151,0.11428571430000001,2.3758656898,0.1206349206,100.0,-31.14061609,1.0049891499,0.2733471749,0,0.6578575015,0.0011338843,0.5,,0.6111111111,0.9904938162,0.9904938162,0.9904938162,0.9904938162,0.009797959,0.009797959,0.009797959,-1.5080884714,0.0625,-49.0,0.6875,0.7003572935,0.0878745107,1.8972032151,0.11764705880000001,-47.0,0.5384615385,-0.4715582949,,,,,,,-2.2602120230000002,2.0772529858,0.7765839544,6,1.3191820108,0.42786650330000003,1.9060844762,-0.7560003876,2.5297132434,0.3963843084,1.4864099038,3.0,8.5,0.1074074074,-1.1324336843,0.2719546742,18.0,2.0,0.07572699890000001,-0.0071776024,1.0,0.0,-384.3684934578,0.1,179.0,78.0,105.0,257.0,2.937512709,0.2949356866,1.8081726514,0.3042792539,374.0,4.7,5.1,,,,,297.1666666667,364.5,0.5111111111000001,2.4290000424000002,0.3060508743,1.7056436276,0.0024876627,0.0523809524,67.3333333333,35.6108206529,0.19,3.0,5.0,1.9864364447,0.3282485213,1.8924851906,2.0,-0.1267569753,0.24301805680000002,0.1873963388,0.4473614094,0.02379639,1.7873342624,-0.5030821797,-0.31021147260000004,2955.9383333333,8,6,3780.25,-0.2385578603,-0.42089243660000003,-1.0826098508,0.1987360592,0.41141552340000004
s156,0.7049666482,0.026201193,1.5374385659,1.55,31.814814814800002,0.1,817,58.5384615385,0.5666666667,710,-0.7398131803,-1.0677176925,3.0231470085,0.3714227473,1.5168560124,-1.441638567,0.39463527400000004,0.1086489726,0.0790410959,0.0007683147,0.0042330322,0.18345214840000001,2.6097628061,0.2628654516,0.9758125579,0.33333333330000003,0.5,15.6666666667,-0.0666666667,1,0.0006666667,-3.8333333333,9.1666666667,0.1356330014,1.0,0.0011038407,-5.0581182686,0.41812271430000003,0.28888888890000003,0.4790735473,7.3,6.6,1.8999037564,0.5253629181,2.0741781144,-0.7581625124,0.1666666667,2.0,-3.7358436464,3.0,0.40309755610000003,0.0,0.0,0.3298219498,4.6604910377,3.0843997933,0.2507055704,1.2133807109,-1.327315884,0.3714285714,3.310775983,0.0,139.0,1.2928725743,0.514558072,0.0438060331,4,0.6525222778,0.0012222584,0.8285911441,0.0013580352000000001,0.47222222220000004,0.9904938162,0.9904938162,0.9904938162,0.9538658187000001,0.009797959,0.009797959,0.06403124240000001,-1.1543831848,0.04,-177.0,0.3636363636,1.4475493448,0.4697045909,1.3733237778,0.1764705882,-18.0,0.23529411760000002,-0.48903109320000004,436.0,2.6816381064,0.36979673350000003,1.1488874209,71.5,47.0,27.2099573336,-25.1453731518,0.5230898820000001,7,1.4150475710000001,0.5329237445,1.5673661568,-0.35775309580000003,2.6732359294,0.415965307,1.1418139832,20.0,5.0,0.1035714286,-1.990357076,0.3808353808,59.0,4.0,-0.039028728900000004,0.0080330077,17.2041348462,0.5705856880000001,-293.5567131398,0.0755509098,131.0,121.0,188.0,252.0,3.1361308327,0.3190157924,1.1155894314,-1.6864206505000001,315.0,6.0,5.3,225.1666666667,2.5539334822,0.2470871168,2.5889176718,281.5,350.8333333333,0.5277777778,3.3659116003,0.2204763287,3.4492380249,0.0064933223,0.021428571400000002,69.3333333333,29.8799247721,0.1733333333,1.0,8.0,1.9617306568,0.34750272600000004,1.6459234131,7.0,-1.3419727954,0.2367621258,0.537324475,1.6941739766000001,0.3923128835,1.3321889101,-0.6967466527,-0.36646870940000004,2499.5273809524,4,8,5963.0833333333,-0.18854085750000002,-0.5184387031000001,-0.7474553412,0.2339155232,0.1704089583
s157,0.8332686056,0.24298871060000002,1.2981308794,1.3,32.7777777778,0.4,550,31.75,0.33333333330000003,600,-0.2643481003,-0.5899358471,4.2382084221,0.4407592651,3.4673232813,-0.7639742301,0.11586643840000001,0.0618510274,0.0650196918,0.0021935425,0.0066046143000000005,0.0089951172,4.7347866095,0.3470344737,2.0415012031,0.5,0.33333333330000003,8.6666666667,0.2166666667,2,-1.19262239e-17,-3.75,14.75,-0.0096385542,1.0,-0.00021155810000000002,-4.2542372881,0.1383393326,0.125,0.5502313999999999,8.1,8.2,1.5494575541,0.6170849756,2.3095234927,-0.1757112851,0.0555555556,0.0,0.034685496,0.0,0.41862360590000003,2.0,0.0,-0.7746479260000001,3.7708390853,3.0831421815,0.27586844590000004,1.9274703326,-0.7017421781000001,0.0571428571,4.5619233948,0.0,195.0,2.3916188301,-2.7538603758,0.3492235958,5,0.8962097168000001,0.0007150850000000001,0.9,0.0008750459000000001,0.5833333333,0.9538658187000001,0.9784630806000001,0.8834645520000001,0.9538658187000001,0.0256124969,0.158113883,0.06403124240000001,,,,,,,,,,,,231.5,2.3764148722,0.354381906,1.3774873089000002,7.0,10.5,6.1192767185,-4.2581277167,0.7332938945,7,0.6822413738,0.6511789674,2.0513108948,-0.5725009715,2.7534713433,0.5515293256,2.3767476116,-15.5,12.5,0.1218637993,-1.0066272911,0.385,49.0,6.0,0.0095473902,0.004235619600000001,9.2001859384,0.48335100810000003,-313.8746105918,0.107188373,135.0,111.0,159.0,246.0,3.0498773029,0.3062671618,1.3408632754,-1.4260468956,332.5,4.0,3.9,,,,,280.6666666667,319.3333333333,0.5055555556,3.4489562093,0.3796165018,1.5332424803,0.010073062,0.0261904762,38.6666666667,45.5637606838,0.17,0.0,1.0,2.6244995539,0.5153440094,2.582790912,1.0,-1.4191244472,-1.1275429647,-0.9152475277000001,1.45222344,0.4361486987,1.4160206284,-0.2796270144,-0.4370273141,3485.7796296296,-2,8,5221.1666666667,,,,0.5432107809,0.23458273270000002
