,adaptive_n_back.hddm_drift,adaptive_n_back.hddm_non_decision,adaptive_n_back.hddm_thresh,adaptive_n_back.mean_load,angling_risk_task_always_sunny.keep_adjusted_clicks,angling_risk_task_always_sunny.keep_loss_percent,angling_risk_task_always_sunny.keep_score,angling_risk_task_always_sunny.release_adjusted_clicks,angling_risk_task_always_sunny.release_loss_percent,angling_risk_task_always_sunny.release_score,attention_network_task.alerting_hddm_drift,attention_network_task.conflict_hddm_drift,attention_network_task.hddm_drift,attention_network_task.hddm_non_decision,attention_network_task.hddm_thresh,attention_network_task.orienting_hddm_drift,bickel_titrator.auc_large,bickel_titrator.auc_medium,bickel_titrator.auc_small,bickel_titrator.hyp_discount_rate_large,bickel_titrator.hyp_discount_rate_medium,bickel_titrator.hyp_discount_rate_small,choice_reaction_time.hddm_drift,choice_reaction_time.hddm_non_decision,choice_reaction_time.hddm_thresh,cognitive_reflection_survey.correct_proportion,cognitive_reflection_survey.intuitive_proportion,columbia_card_task_cold.avg_cards_chosen,columbia_card_task_cold.gain_sensitivity,columbia_card_task_cold.information_use,columbia_card_task_cold.loss_sensitivity,columbia_card_task_cold.probability_sensitivity,columbia_card_task_hot.avg_cards_chosen,columbia_card_task_hot.gain_sensitivity,columbia_card_task_hot.information_use,columbia_card_task_hot.loss_sensitivity,columbia_card_task_hot.probability_sensitivity,dietary_decision.health_sensitivity,dietary_decision.prop_healthy_choice,dietary_decision.taste_sensitivity,digit_span.forward_span,digit_span.reverse_span,directed_forgetting.hddm_drift,directed_forgetting.hddm_non_decision,directed_forgetting.hddm_thresh,directed_forgetting.proactive_interference_hddm_drift,discount_titrate.percent_patient,dot_pattern_expectancy.AX_errors,dot_pattern_expectancy.AY-BY_hddm_drift,dot_pattern_expectancy.AY_errors,dot_pattern_expectancy.BX-BY_hddm_drift,dot_pattern_expectancy.BX_errors,dot_pattern_expectancy.BY_errors,dot_pattern_expectancy.bias,dot_pattern_expectancy.dprime,dot_pattern_expectancy.hddm_drift,dot_pattern_expectancy.hddm_non_decision,dot_pattern_expectancy.hddm_thresh,go_nogo.bias,go_nogo.commission_errors,go_nogo.dprime,go_nogo.omission_errors,hierarchical_rule.score,holt_laury_survey.beta,holt_laury_survey.prob_weighting,holt_laury_survey.risk_aversion,holt_laury_survey.safe_choices,information_sampling_task.Decreasing_Win_P_correct,information_sampling_task.Decreasing_Win_motivation,information_sampling_task.Fixed_Win_P_correct,information_sampling_task.Fixed_Win_motivation,keep_track.score,kirby.exp_discount_rate,kirby.exp_discount_rate_large,kirby.exp_discount_rate_medium,kirby.exp_discount_rate_small,kirby.hyp_discount_rate_large,kirby.hyp_discount_rate_medium,kirby.hyp_discount_rate_small,local_global_letter.conflict_hddm_drift,local_global_letter.global_congruent_errors,local_global_letter.global_error_cost,local_global_letter.global_incongruent_errors,local_global_letter.hddm_drift,local_global_letter.hddm_non_decision,local_global_letter.hddm_thresh,local_global_letter.local_congruent_errors,local_global_letter.local_error_cost,local_global_letter.local_incongruent_errors,local_global_letter.switch_cost_hddm_drift,motor_selective_stop_signal.SSRT,motor_selective_stop_signal.hddm_drift,motor_selective_stop_signal.hddm_non_decision,motor_selective_stop_signal.hddm_thresh,motor_selective_stop_signal.reactive_control,motor_selective_stop_signal.selective_proactive_control,probabilistic_selection.positive_learning_bias,probabilistic_selection.value_sensitivity,psychological_refractory_period_two_choices.PRP_slope,ravens.score,recent_probes.hddm_drift,recent_probes.hddm_non_decision,recent_probes.hddm_thresh,recent_probes.proactive_interference_hddm_drift,shape_matching.hddm_drift,shape_matching.hddm_non_decision,shape_matching.hddm_thresh,shape_matching.negative_priming,shape_matching.positive_priming,shape_matching.prime_trials,shape_matching.stimulus_interference_hddm_drift,shift_task.acc,shift_task.conceptual_responses,shift_task.fail_to_maintain_set,shift_task.learning_rate,shift_task.learning_to_learn,shift_task.model_beta,shift_task.model_decay,shift_task.model_fit,shift_task.model_learning_rate,shift_task.nonperseverative_errors,shift_task.perseverative_errors,shift_task.perseverative_responses,shift_task.total_errors,simon.hddm_drift,simon.hddm_non_decision,simon.hddm_thresh,simon.simon_hddm_drift,simple_reaction_time.avg_rt,spatial_span.forward_span,spatial_span.reverse_span,stim_selective_stop_signal.SSRT,stim_selective_stop_signal.hddm_drift,stim_selective_stop_signal.hddm_non_decision,stim_selective_stop_signal.hddm_thresh,stop_signal.SSRT_high,stop_signal.SSRT_low,stop_signal.commission_errors,stop_signal.hddm_drift,stop_signal.hddm_non_decision,stop_signal.hddm_thresh,stop_signal.inhibition_slope,stop_signal.omission_errors,stop_signal.proactive_SSRT_speeding,stop_signal.proactive_slowing,stop_signal.total_errors,stroop.congruent_errors,stroop.errors,stroop.hddm_drift,stroop.hddm_non_decision,stroop.hddm_thresh,stroop.incongruent_errors,stroop.stroop_hddm_drift,threebytwo.cue_switch_cost_hddm_drift_100.0,threebytwo.cue_switch_cost_hddm_drift_900.0,threebytwo.hddm_drift,threebytwo.hddm_non_decision,threebytwo.hddm_thresh,threebytwo.task_switch_cost_hddm_drift_100.0,threebytwo.task_switch_cost_hddm_drift_900.0,tower_of_london.avg_move_time,tower_of_london.num_extra_moves,tower_of_london.num_optimal_solutions,tower_of_london.planning_time,two_stage_decision.model_based,two_stage_decision.model_free,two_stage_decision.perseverance,writing_task.neutral_probability,writing_task.positive_probability
s317,1.200289379,0.2982591676,1.2498904469,1.65,42.5652173913,0.2333333333,940,21.95,0.33333333330000003,431,0.1158408107,-0.39485504860000004,2.4628487913,0.0407160067,3.5747616829,-0.1925925889,0.38489041100000004,0.21708219180000002,0.2957414384,0.0007136919,0.0016265259,0.0022744141000000002,3.0909951362,0.32865865710000003,1.7028031737,0.33333333330000003,0.33333333330000003,17.6666666667,0.033333333300000004,0,-0.0023333333,-0.5833333333,9.0833333333,0.14011165990000002,1.0,0.000980889,-0.4479278505,0.0043264337,0.1304347826,1.0926365796,6.7,6.1,1.1254208742,0.40246435900000005,1.3386607915,-1.5330518162,0.7222222222,1.0,-3.7559643048,2.0,-3.3573746955,3.0,2.0,-0.7181835497,3.1196095666,2.0119871561,0.272367177,1.5285917321,-1.1652624446,0.2571428571,3.6348828618,0.0,124.0,33.4975327575,1.3420628338,0.7914198081,9,0.7326746941000001,0.0015744983,0.7935958862,0.001700424,0.1944444444,0.9954988699,0.9979994990000001,0.9784630806000001,0.9954988699,0.0015811388,0.0256124969,0.0038729833,-2.6528199518,0.0,-133.0,0.6842105263,0.9422247188,0.48416956440000003,1.4144191852,0.0,-249.0,0.6470588235,-0.1679547334,459.5,0.9607105526,0.0421018544,1.9770423248000002,41.5,65.0,,,0.8381351496,7,0.8160698755,0.4823756038,1.3455988587,-0.3431563523,2.5957641970000003,0.4061119123,1.879020717,39.0,2.0,0.0842490842,-1.8165005026,0.49,120.0,12.0,0.0382278863,0.0045552803,9.8385836059,0.5659867119,-262.7315446,0.1388076936,95.0,109.0,162.0,204.0,1.9194313103,0.3575485396,1.5630895947,-0.3842518263,375.5,6.4,4.7,397.6666666667,0.3344144436,0.35547561710000003,1.3196612873,302.8333333333,337.5,0.5833333333,1.4978519238,0.325433483,1.3862621887,0.00048576660000000004,0.2023809524,34.6666666667,28.9800831177,0.3166666667,1.0,7.0,2.0643403413,0.36851600570000004,1.4674190929,6.0,-1.0580616274,-0.2881667828,-0.28991690540000004,0.6502482689,0.3305518112,1.5045690094,-0.9149563324000001,-0.5129200245000001,2005.96,3,9,4255.0833333333,-0.9755713846,0.0152851971,-1.0178080128,0.1653728189,0.183541441
s319,1.0136228062,0.3366841756,1.5249761468,1.75,29.64,0.1666666667,690,18.8571428571,0.30000000000000004,381,-0.5856540003,-1.497068761,2.3310610615,0.4212389083,1.5621641144,-1.0474410837,0.10045376710000001,0.0418407534,0.0387808219,0.0119322112,0.1047866211,0.030610351600000002,4.3279621164,0.2755358869,1.919628639,0.1666666667,0.33333333330000003,7.5416666667,0.0625,0,-0.0085,-2.125,9.5416666667,0.0890070922,2.0,0.0014633570000000002,-2.7174940898,0.0191028484,0.306122449,0.9138666212000001,7.4,5.1,2.5815416002,0.34766665210000003,1.8734477845000002,1.4044830216,0.1388888889,2.0,-1.5274914453,2.0,1.9958950639,0.0,0.0,0.3298219498,4.6604910377,2.5682357999,0.2427477814,1.5581954454,-0.44725768790000003,0.2,2.577757843,0.0412698413,169.0,25.7627506452,0.9984046207,0.3968411315,9,0.6080402374,0.0013703817,0.7919845581,0.0017649725,0.47222222220000004,0.9784630806000001,0.9784630806000001,0.9784630806000001,0.9538658187000001,0.0256124969,0.0256124969,0.06403124240000001,-1.0307001635,0.0526315789,-39.5,0.2666666667,1.4502526042000001,0.4632146579,2.0843689545,0.0,-137.0,0.0,-0.5297055005,,,,,,,5.1763705987,-3.0297150462,0.557411611,5,2.0180377154,0.4206460225,2.0424867934,0.10199120960000001,3.0361041679,0.4940454342,1.5810976543000002,-54.5,-14.0,0.1285714286,-1.0993192419,0.5211970075,98.0,18.0,0.0051933799000000004,0.0025932919,3.4522597524,0.6064808069000001,-346.0873113865,0.36833437020000004,116.0,76.0,133.0,192.0,2.9547822932,0.3017029774,1.6327932069000002,-0.64537261,381.5,5.4,5.2,289.3333333333,2.886208755,0.3712405312,2.0131169671,278.1666666667,300.6666666667,0.5111111111000001,2.8348105995,0.3134218796,1.9143599360999999,0.013454057600000001,0.05,22.5,37.5955871125,0.18833333330000002,0.0,1.0,2.6535684021,0.47418915030000003,2.3517575124,1.0,-1.4700870508000001,0.1809247002,-0.0281751722,1.3232379912,0.0453498948,2.2946458228,-0.9861350312,-0.5203218896,1971.6416666667,0,9,3495.5,-0.3668273763,0.8829544631,-0.6065801198,0.5275765457,0.1634999285
s320,0.3705298973,0.0219649746,1.6811692824,1.2,18.72,0.1666666667,450,12.625,0.2,278,-0.24310770950000002,-0.5347855582000001,2.7576184345,0.043308129300000005,3.3368561017,-0.2643832754,0.0492585616,0.0344349315,0.0327457192,0.2408066406,0.3091796875,0.17570898440000002,3.3757962887,0.26693898650000003,2.1861967429,0.0,0.5,15.4583333333,0.08750000000000001,0,-0.00016666670000000001,-1.875,21.75,0.0974395448,0.0,0.0012469010000000001,0.49786628730000004,0.5276676829,0.2916666667,0.5113185976,5.9,5.4,0.6138860158,0.0256191939,1.6949579764,-1.5739253547,0.0,6.0,-1.7729886108000001,7.0,0.39472911400000005,2.0,0.0,-0.16659523950000002,2.6338892398000002,1.7172332033000002,0.2004483434,1.4483763054,-1.0385004382,0.2571428571,3.3813588491,0.0031746032000000003,139.0,1.2928725743,0.514558072,0.0438060331,4,0.6065191269,0.0012856274,0.6121253967,0.0014826140000000002,0.5833333333,0.866,0.8834645520000001,0.8834645520000001,0.866,0.25,0.25,0.25,-0.7694649807,0.25,21.0,0.5,0.5942071858,0.24757408020000002,1.3539531301,0.2631578947,-43.0,0.4285714286,-0.0419425598,,,,,,,,,0.3193217689,0,,,,,2.8064123936,0.4595095575,1.5312999044,-21.0,-12.5,0.1223021583,-1.7932020324,0.3135802469,19.0,2.0,-0.0082791954,0.0013476648,0.2959150794,0.00030394410000000004,-444.0781151152,0.0923336885,184.0,94.0,138.0,278.0,4.0583369979,0.30975748010000004,1.8611100898,-0.1499340663,403.0,5.9,5.6,434.8333333333,3.0296475678,0.18491460910000002,2.4397863177,,,,,,,,,,,,3.0,6.0,2.3713103676,0.42835494960000003,1.3869904832,3.0,-0.6148184171000001,0.1337894868,-0.08194921570000001,0.4101924334,0.048056721000000004,1.8098232986,-0.4517342748,-0.40854833890000003,2041.060966811,26,4,2150.5833333333,,,,0.15085408120000002,0.9116692333
s321,0.7907109291000001,0.06254775800000001,1.2511473755,1.25,22.2272727273,0.2666666667,455,20.1304347826,0.2333333333,446,-0.27501491910000003,-0.8496554373,2.7400519425,0.33378368880000003,1.5558900972,-1.8047382287,0.0316832192,0.031724315100000004,0.059760274,8.2315517578,3.4631572266,0.8776806641,4.2035551517,0.2185676306,1.6720668925000002,0.33333333330000003,0.33333333330000003,13.7083333333,0.1375,1,0.00016666670000000001,-1.7083333333000001,19.875,-0.0291500105,1.0,0.0006379129,-3.1574794865999998,-0.38366632170000003,0.24489795920000001,0.0379288387,7.8,5.5,2.1768566618,0.3546252925,1.9506098728999999,-0.8023203702,0.1666666667,2.0,-2.372792603,0.0,-2.1249360623,0.0,0.0,0.3298219498,4.6604910377,2.2810748978,0.1601669419,2.6127770183,-1.070541321,0.2,3.8243251091,0.0,113.0,2.2159153031,0.9323009048,0.5396664592,8,0.6426935196,0.0021214159,0.6805908203000001,0.0020865739,0.7222222222,0.866,0.8834645520000001,0.8834645520000001,0.866,0.25,0.25,0.25,-1.1188194081,0.3076923077,-63.0,0.5,0.7743466188,0.3006539567,1.2076329139,0.11764705880000001,-62.0,0.3846153846,-0.3731348533,,,,,,,-7.6429566308,8.534219167,0.3972849875,9,2.2039689233,0.41220044170000003,1.8367734734,-0.5951194657000001,2.6732892398,0.3701037898,1.2644246482,-36.0,-19.5,0.053571428600000005,-1.2185340572,0.40097799510000004,61.0,5.0,0.0539957602,-0.00011296940000000001,5.0449637555,0.9429883857,-341.5627869384,0.2739517054,156.0,89.0,140.0,245.0,2.9852101536,0.23962084120000002,1.1395049047999999,-0.0257156664,273.0,6.5,6.4,211.1666666667,2.2510830042,0.32749586070000003,1.4113008293,286.5833333333,346.1666666667,0.5222222222,1.8573052154,0.17947517000000002,1.758235579,0.0001055414,0.0857142857,59.5833333333,134.6018569692,0.2166666667,6.0,8.0,2.2238454163,0.30771718940000004,1.3192015869,2.0,-0.1425107239,-0.20352597290000002,-0.042588497100000004,0.6495343313,0.0776204752,1.7434948927,-0.458165973,-0.3800240621,1988.2770833333,25,5,2914.3333333333,,,,0.5157987279,0.2250703199
s322,1.0655669879,0.025173453300000002,1.9442676045,1.85,27.95,0.33333333330000003,526,38.3333333333,0.5,525,-0.3845153807,-0.4625947072,4.0536574264,0.42881610410000004,1.7510650021,0.0144572148,0.0387910959,0.08478253420000001,0.040527397300000004,0.0169055381,0.013538147,0.051004882800000005,3.8619219452999998,0.3196177156,1.3334068661,0.6666666667000001,0.1666666667,4.9583333333,0.0208333333,1,-0.00016666670000000001,-3.2083333333,15.125,-0.0894736842,1.0,-0.0018195489000000001,-3.9022556391,-0.3741496599,0.12244897960000001,0.2944606414,6.9,7.6,2.5521435471,0.4208104856,1.8150107549,-0.8756958321,0.7222222222,0.0,-1.4090249818,0.0,0.40653754200000003,0.0,0.0,0.0,5.3201349372,3.7922384755,0.0058785455,3.9148334533,-1.0170844173,0.1714285714,3.9312389163,0.0,160.0,10.925098711,0.9214174355,0.2565783653,8,0.7991960526,0.0009180071,0.9559326172,0.001637144,0.5833333333,0.9904938162,0.9904938162,0.9904938162,0.9538658187000001,0.009797959,0.009797959,0.06403124240000001,-0.6471941998,0.0,136.0,0.0714285714,1.978453682,0.4566566167,1.9622604886000001,0.0555555556,-284.0,0.0,-0.6889006054,,,,,,,-25.8478694977,33.1437992723,0.4423011975,14,1.5033403073,0.5103574356,1.5360150100999999,-0.1720990702,2.7394927392,0.3935767724,1.4660033596,5.0,-12.0,0.0857142857,-1.0927219599,0.3095823096,50.0,5.0,0.0076323117,0.0026943184,1.0,0.0,-435.8224890797,0.1,151.0,130.0,159.0,281.0,2.8151292796,0.3610450423,1.3105631801,0.261188279,350.0,5.8,6.2,275.6666666667,3.6858318888,0.3566431297,1.9090791274,278.0,284.5,0.5222222222,3.403728197,0.32942652980000003,1.6007272691,0.0251410367,0.038095238100000005,6.5,21.2548857693,0.1833333333,0.0,1.0,2.5671028713,0.4435693114,2.0428335442,1.0,-1.6340790376,-0.3745174208,-0.0526427998,1.7784294998,0.3609416985,1.6907080775,-0.18600988340000002,-0.1067020209,2106.8283333333,10,8,2958.9166666667,1.2358874148,-0.4764086685,0.0657705672,0.4955368578,0.3166881805
s323,1.5473519102000002,0.2550495896,1.3832418809,2.3,25.1363636364,0.2666666667,527,11.5714285714,0.30000000000000004,228,-0.28872503780000003,-1.4927147752,3.9804647722,0.33516710310000003,2.3842800062,-0.46202850640000004,0.4636643836,0.1346849315,0.0948818493,0.0011152465,0.0030438156000000003,0.0034003906000000003,5.9236001677,0.3202315027,1.6739035232,0.6666666667000001,0.33333333330000003,4.6666666667,0.058333333300000005,2,-0.008,-3.6666666667000003,7.3333333333,0.1203672788,2.0,-0.009692821400000001,-2.4958263773000002,0.36106050440000004,0.25,1.2154089558,7.7,7.9,2.9084501597,0.40628511040000004,2.1851483928,0.594186387,0.8333333333,0.0,2.5398611443,0.0,5.156791683,0.0,0.0,0.0,5.3201349372,4.3568649332,0.12834464480000002,3.4307564609,-0.9575666758,0.1428571429,4.0502743994,0.0,168.0,7.6113128603,0.7339492028,0.3752535483,7,0.8097320557000001,0.0012098777,1.0,0.0020477345,0.75,0.9979994990000001,0.999299955,0.9979994990000001,0.9979994990000001,0.0006324555,0.0015811388,0.0015811388,-1.1532610757,0.0,129.0,0.13636363640000002,1.6670981964,0.4723822076,2.27026505,0.0,-122.5,0.0625,0.0565829735,282.6666666667,4.4400145357,0.3036723175,2.0520240912,29.5,16.5,,,0.4900670442,12,1.4878362003,0.4900845682,2.1473215183,-0.3768596991,3.6582139986,0.4204497466,2.0289677709,-12.0,23.0,0.0892857143,-1.5847710312999999,0.4975609756,114.0,14.0,0.0013157496,0.0047975564,5.2931020023,0.6041640542,-275.1982710367,0.27249840540000003,128.0,78.0,125.0,206.0,4.861860543,0.2974458451,1.6185163668,-1.6596063614,260.5,5.1,4.5,224.8333333333,4.1814042896,0.2684080855,2.3581437659,240.6666666667,202.8333333333,0.5388888889,3.0358867969,0.3489029809,1.3830423598000001,0.012943097700000001,0.0357142857,-37.8333333333,56.2984981227,0.1866666667,0.0,0.0,3.5069898001,0.3445146106,2.7459775716,0.0,-1.2019696438,-0.39537853030000003,0.0036002436,1.9584400906,0.3370186726,1.5817184102000001,-0.2750979984,-0.3480357327,1951.0916666667,11,9,3655.75,1.7549929316,-0.6062779347,0.4583984291,0.8537444743,0.4118009198
s324,0.9083925781000001,0.0934698442,1.5854513731000002,1.9,35.48,0.1666666667,857,30.2222222222,0.4,524,0.1508064228,-0.5195678425,2.4702494403,0.3073605884,2.1016955624,-0.2122709191,0.3337517123,0.4464083904,0.034239726000000005,0.0005193737,0.0015819702,2.3875175781,5.1790206823,0.3030824573,2.2769061814000002,0.5,0.5,7.3333333333,-0.0833333333,2,0.0053333333000000005,-1.75,5.75,0.0637980085,1.0,0.0026230441,-2.0798618167,0.8949232945000001,0.2244897959,0.17936677180000002,7.9,5.9,1.8324722656999999,0.47702228690000004,2.3574640071,-0.7635731103000001,0.0,4.0,-3.4954811739,2.0,-4.8310870892,10.0,2.0,-1.0046304968,1.3719822656,1.4761392709,0.4143196867,1.3071866259,-0.7017421781000001,0.0571428571,4.5619233948,0.0,172.0,10.925098711,0.9214174355,0.2565783653,8,0.6961903572,0.0013119089,1.0,0.0021250880000000002,0.47222222220000004,0.9538658187000001,0.9538658187000001,0.9538658187000001,0.9012813101,0.06403124240000001,0.06403124240000001,0.158113883,-1.0927344768,0.0,184.0,0.0833333333,1.5970391348000001,0.4898147346,1.8783131015,0.0,-43.0,0.30000000000000004,-0.0339687523,354.3333333333,2.6658430044,0.3999152788,1.3365057901,6.5,49.0,-10.578393181500001,13.2049270569,0.7030936066,3,1.1285406392,0.6566447554,1.5703871087999999,-0.3213441085,3.0927724673,0.3926271281,3.2624369704,48.0,-55.0,0.1178571429,-2.7589942139,0.5076142132,112.0,11.0,-0.0563973231,0.0059146581,6.803201129,0.6843742137000001,-242.2118941521,0.22662492080000002,113.0,81.0,149.0,194.0,4.2896019942,0.32249844050000004,2.1996002885,-0.3531133368,370.0,4.8,5.1,242.5,2.7051947698000003,0.4303792279,1.9604494459000001,238.5,246.6666666667,0.55,2.7448553928,0.38502665820000004,1.2405854626,0.0089111934,0.069047619,8.1666666667,42.9242424242,0.2133333333,0.0,0.0,3.9914803492,0.4363719225,3.4279286424,0.0,-0.36535948220000003,-0.7174082202000001,0.059516977900000004,0.9494186049000001,0.1986066535,1.688940556,-0.1066178948,-0.039564489200000004,1596.4949494949,18,7,3368.4166666667,0.6893238266,-0.096194966,-0.051555653800000004,0.4735200015,0.546822491
s325,0.4868895004,0.0124074058,2.3421784496,1.6,14.8888888889,0.1,384,11.0,0.2,247,-0.2158515855,-0.8637351127,4.0878531186,0.33004892210000003,2.6703652109,-2.2231700508,0.050551369900000004,0.0389683219,0.033652397300000005,0.0106244496,0.0219137573,0.0705244141,5.6318310328,0.2782684624,2.0947916543,0.6666666667000001,0.1666666667,8.0,-0.0083333333,1,0.0006666667,-1.0833333333,17.6666666667,-0.0991444073,2.0,-0.0091702838,-2.5175292153999997,0.6621524016,0.33333333330000003,0.3053448899,6.7,5.2,1.9500561118,0.6390776666,1.6501270613,0.0786224853,0.0,0.0,0.60422924,0.0,0.6773807489,0.0,0.0,0.0,5.3201349372,4.7886668026,0.3116426155,5.5288787017,-0.8893284577,0.11428571430000001,4.1867508355,0.0,233.0,10.925098711,0.9214174355,0.2565783653,8,0.8288330078,0.0012576161,1.0,0.0021488880000000003,0.5277777778,0.9012813101,0.8834645520000001,0.8834645520000001,0.9012813101,0.158113883,0.158113883,0.158113883,-0.785531607,0.0,-252.5,0.1111111111,1.7412544598,0.576770039,2.198352266,0.0,-64.0,0.0,-0.2659900398,261.3333333333,3.0512933467,0.3254806645,2.1823050135,14.0,226.0,24.5580482578,-18.8409567711,0.5837892468,7,1.412288752,0.6078589515,1.8980549921,-0.1111393695,2.7194998505,0.4715999924,2.075806196,3.0,-53.5,0.09677419350000001,-1.5540604002,0.33498759310000004,26.0,3.0,-0.0306340987,-0.0010127782,3.9461189872,0.5903472519,-430.061914409,0.2246879391,161.0,107.0,140.0,268.0,3.5518460803,0.3044293527,1.881722807,-0.5644440543,295.5,5.6,4.7,233.6666666667,3.2077760286,0.38588186090000004,1.6355982216,271.8333333333,256.3333333333,0.5222222222,3.3633027456,0.31137733370000004,2.4174440051,0.0051143148,0.0119047619,-15.5,100.9336000379,0.165,1.0,1.0,2.7287470805,0.4339796376,2.1154059469,0.0,-1.4239568152,-0.8439299098,-0.2199786055,1.2716100457000001,0.2070514762,2.2589294076,-0.5321581461,-0.2559178784,3021.1,10,3,4249.0833333333,-0.5298293766000001,0.6515761232,0.5103834356,0.8794671563,0.4985713713
s326,0.7709955904,0.0061949493000000005,2.285578102,1.6,46.9285714286,0.5333333333,603,34.3571428571,0.5333333333,465,-0.0706340459,-0.7005713843,2.9136506342,0.3823799351,2.0941332011,-0.6056778308,0.4288544521,0.044544520500000004,0.0512089041,0.0005734405,0.0156696167,0.0499257813,2.1840948568,0.2417656158,1.5718785408,0.8333333333,0.0,11.875,0.0375,0,-0.0018333333,-0.125,12.1666666667,0.0113475177,1.0,-0.000212766,-1.3617021277,-0.137237183,0.1304347826,1.0188565576,8.2,7.2,1.4019372444,0.42658707630000003,2.2589619136,0.47328007930000004,0.2222222222,1.0,-3.4323998906,3.0,-3.8292252271000002,4.0,0.0,-0.95341663,2.604344651,1.3252497515,0.0057234545,2.2544594064,-0.8409013323000001,0.3714285714,2.3379468797,0.022222222200000002,279.0,2.3916188301,-2.7538603758,0.3492235958,5,0.6633827209000001,0.0013894233,0.6546336174,0.0010662103,0.6666666667000001,0.9784630806000001,0.9904938162,0.9784630806000001,0.9784630806000001,0.009797959,0.0256124969,0.0256124969,-0.7930374865,0.0625,-206.0,0.4166666667,1.3925597392,0.2177678428,2.0628548307,0.0,518.0,0.058823529400000005,0.16277740640000002,,,,,,,,,0.6699352913000001,7,0.7972490520000001,0.43319878770000003,2.6354912369,-0.4686112801,2.491072983,0.38762773580000004,1.9336466091000002,65.5,-53.5,0.12075471700000001,-0.9377202832,,,,,,,,,,,,,,1.5250170779,0.0706297023,2.269235378,0.1480720817,376.0,5.8,5.5,281.6666666667,2.2352817289,0.3640880388,1.5140650130000002,265.8333333333,262.1666666667,0.5222222222,2.6347650134,0.3930074149,1.332932267,0.0184951644,0.080952381,-3.6666666667000003,13.5382969971,0.2133333333,0.0,0.0,3.404650198,0.4265284131,3.3494683989,0.0,-0.6441394829,-0.8720171280000001,0.1161548819,1.7414913188,0.3452513579,1.9905396673,0.0295364419,-0.2991939222,2807.5595238095,-3,6,4524.8181818182,0.9363841513000001,-0.0047313765,0.5755375730000001,0.1639690491,0.1580530631
s327,0.6739938691,0.036623275500000003,1.5055173977,1.4,13.4347826087,0.2333333333,304,12.7142857143,0.30000000000000004,254,-0.9381984101,-1.3689573826,2.0104887821,0.3424168148,1.4114562645,-0.2534476616,0.21290239730000002,0.034016267100000004,0.0468707192,0.0068910805000000006,0.10252636720000001,0.26956054690000003,3.4110477,0.23603887340000002,1.35370056,0.33333333330000003,0.1666666667,12.0416666667,-0.0041666667,0,-0.0061666667,-2.0416666667,21.0833333333,0.0571944177,1.0,-0.0062338787,-2.4056785371,-0.07423923660000001,0.1632653061,0.5676550447,6.6,5.3,0.40561448650000004,0.2594765785,1.5617082388,-1.6452862698000001,0.0,3.0,-1.0666005496,3.0,0.8117538827,2.0,0.0,-0.3341481062,2.9689949732,2.5861442503000003,0.1589837026,1.4462302221,-1.3646783862,0.4,3.2360509786,0.0,141.0,7.6113128603,0.7339492028,0.3752535483,7,0.7219559669000001,0.0019021311,0.709879303,0.0017899834000000001,0.2777777778,0.9538658187000001,0.8834645520000001,0.9538658187000001,0.9538658187000001,0.158113883,0.06403124240000001,0.06403124240000001,,,,,,,,,,,,292.8333333333,2.2271876686,0.2390259756,1.2573469359,7.5,32.5,-1.1625645555,2.6562011973,0.3064446643,5,0.9890239357,0.4299783209,1.9626932316999999,-0.8313838815,3.2436517807,0.3766434535,1.3738167305,-27.0,-12.5,0.0892857143,-2.4213256364,0.3316831683,24.0,2.0,0.0415444607,-0.0009626382,3.9440532883,0.6777813319,-424.6512118296,0.0967929471,196.0,74.0,112.0,270.0,3.5134404053,0.2551091055,1.6118282598,-0.6325791904,315.0,5.5,4.2,362.8333333333,1.3420404628,0.0846679116,1.5913331693,228.0,92.0,0.5611111111,1.9376750101,0.21376514770000002,1.5227030691999999,0.00032793,0.2666666667,-136.0,60.5315652803,0.355,3.0,4.0,2.5329100296,0.30741011090000003,1.6412383506000001,1.0,-0.46433057850000004,-0.7188806119000001,0.0949274031,0.8798525441,0.025299054600000002,1.9357006392,0.0152271257,-0.0034258390000000004,1867.2633333333,2,9,4229.5833333333,,,,0.1624280434,0.352211781
